timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.2;20: frq1-.3;;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;26: frq9+.3;27: frq10+.1;28: frq10+.2;29: frq10+.3
9220;-130.608;-37.697;-167.874;341.343;211.906;;-103.76;-112.483;-66.854;156.095;22.632;104.738;13.206;9.528;-15.99
9230;-123.959;-25.588;-158.721;341.28;197.481;;-103.171;-110.168;-60.566;154.978;23.663;99.461;14.527;9.579;-18.095
9240;-115.847;-12.279;-148.128;337.927;182.641;;-102.698;-106.826;-55.437;154.29;24.948;95.269;17.27;8.75;-20.07
9250;-107.735;1.084;-136.818;333.503;167.434;;-102.273;-104.124;-50.123;153.601;26.232;91.043;20.014;8.808;-21.069
9260;-97.498;15.537;-124.788;326;153.219;;-99.593;-101.207;-44.808;154.469;27.446;84.866;23.062;8.866;-21.95
9270;-86.593;30.31;-112.316;317.539;139.823;;-96.913;-98.25;-37.814;154.619;29.019;78.593;24.632;9.39;-23.091
9280;-73.488;46.79;-96.91;308.025;127.685;;-94.392;-94.755;-30.819;151.89;30.123;69.481;25.001;9.428;-23.844
9290;-61.873;65.204;-80.745;296.034;115.561;;-91.87;-90.862;-23.621;149.524;30.746;60.294;24.382;9.617;-24.746
9300;-49.062;84.313;-64.131;284.12;100.299;;-88.346;-85.299;-16.443;148.066;31.159;51.317;23.043;9.018;-25.727
9310;-35.302;106.022;-45.997;268.286;85.086;;-84.702;-79.979;-6.95;147.263;31.651;42.306;21.454;8.182;-26.225
9320;-20.45;126.146;-27.502;250.604;68.949;;-80.303;-72.819;2.57;146.668;32.211;35.105;19.865;7.581;-27.234
9330;-4.692;148.377;-7.884;232.157;52.868;;-75.95;-65.463;13.709;145.858;31.731;27.903;18.766;10.872;-28.269
9340;11.047;169.887;11.32;213.124;37.266;;-71.166;-57.228;24.848;144.655;31.949;22.903;18.066;14.163;-28.331
9350;28.462;191.706;31.01;194.188;21.61;;-66.418;-49.237;35.188;142.852;33.367;17.903;17.327;17.612;-27.701
9360;45.691;213.539;50.345;171.194;5.593;;-59.337;-40.727;45.623;139.757;35.393;15.28;16.956;22.906;-27.35
9370;64.115;236.076;68.477;148.105;-10.354;;-51.686;-32.003;56.939;136.102;36.491;12.657;16.585;27.92;-27.248
9380;81.618;256.721;86.779;126.996;-24.902;;-42.069;-19.279;67.383;128.523;37.135;10.819;15.189;29.869;-27.546
9390;99.121;277.243;103.899;105.687;-39.346;;-33.058;-6.43;80.708;121.357;37.252;8.982;13.793;31.818;-26.87
9400;116.13;297.425;122.705;86.783;-51.27;;-23.25;9.338;93.619;115.126;36.826;7.301;12.01;32.211;-26.234
9410;133.497;316.647;143.167;65.24;-63.263;;-14.292;25.23;108.659;108.763;37.283;5.619;10.08;32.604;-25.345
9420;151.583;333.895;162.166;46.167;-74.737;;-3.494;40.941;123.902;102.88;37.963;5.943;8.47;34.159;-24.255
9430;168.941;351.422;183.324;27.517;-86.244;;7.379;56.692;141.327;95.84;38.444;6.268;7.063;35.713;-23.617
9440;187.858;369.354;204.345;11.468;-93.232;;20.699;72.207;158.988;90.32;39.033;6.581;5.657;38;-22.618
9450;206.259;384.294;223.323;-4.396;-100.081;;33.793;87.666;176.028;85.157;39.785;6.894;4.706;40.686;-21.989
9460;224.528;398.48;240.221;-19.379;-103.066;;49.291;102.145;191.763;81.36;40.575;5.505;3.756;43.371;-21.041
9470;242.71;411.63;256.884;-34.157;-105.135;;64.194;116.499;206.942;77.525;40.794;4.116;3.972;46.121;-19.662
9480;259.639;425.181;272.73;-46.425;-106.219;;79.098;132.997;220.975;72.092;41.105;2.495;4.106;48.872;-18.211
9490;274.621;437.066;287.021;-55.134;-106.992;;94.174;149.012;235.621;67.619;39.716;0.823;2.68;53.233;-16.017
9500;289.637;449.132;299.19;-63.981;-107.399;;109.25;166.025;250.334;63.15;38.327;-1.218;1.007;57.594;-14.043
9510;302.777;459.539;310.48;-69.637;-108.658;;124.557;182.836;265.102;57.134;36.549;-2.782;-0.666;62.212;-11.33
9520;316.015;470.001;321.908;-75.768;-109.862;;139.865;199.793;276.79;52.032;34.411;-1.734;-1.444;66.447;-8.132
9530;327.019;480.993;331.457;-80.846;-111.782;;156.644;216.081;288.479;48.097;32.372;1.186;-2.222;69.495;-4.621
9540;340.019;489.968;339.48;-87.323;-113.764;;173.423;232.822;300.724;44.182;30.814;2.963;-1.08;72.495;-0.691
9550;351.463;499.051;345.892;-93.834;-114.72;;190.575;247.934;312.97;39.181;30.079;7.309;0.221;75.495;1.834
9560;363.211;502.345;350.407;-99.052;-116.021;;207.658;261.966;321.428;33.357;29.263;12.066;1.957;77.294;4.388
9570;375.021;505.473;355.025;-104.274;-115.921;;224.906;274.164;329.885;26.654;29.262;16.452;3.89;79.092;6.967
9580;385.55;503.881;360.341;-108.697;-115.932;;242.23;286.283;335.869;19.583;30.301;20.501;5.822;77.181;9.219
9590;396.761;502.014;365.87;-112.84;-114.663;;258.994;297.556;341.935;12.393;30.247;20.156;6.941;75.338;11.139
9600;406.266;498.001;371.206;-117.087;-113.284;;275.779;306.749;348.131;4.934;28.993;19.356;7.997;73.874;12.891
9610;414.21;489.923;378.076;-119.906;-111.105;;286.599;315.959;354.148;-1.806;27.422;19.181;8.225;70.981;14.601
9620;420.21;481.83;384.953;-122.588;-108.939;;297.342;321.808;357.479;-9.063;25.411;18.737;8.411;69.069;16.124
9630;424.89;473.319;391.996;-125.876;-107.214;;305.153;323.088;360.782;-14.222;23.524;20.145;8.543;69.877;17.509
9640;429.446;464.655;399.149;-128.203;-105.509;;312.916;321.648;358.21;-19.817;20.877;21.56;8.433;70.775;16.96
9650;432.259;451.079;403.298;-130.571;-104.404;;318.058;316.996;355.844;-27.036;18.182;21.681;8.323;73.003;16.342
9660;433.441;437.793;405.928;-129.571;-102.823;;323.228;310.383;347.239;-33.855;13.327;21.754;8.561;75.382;14.794
9670;432.83;424.822;408.779;-129.211;-101.593;;324.505;303.777;338.785;-40.924;8.354;19.102;8.766;75.753;12.964
9680;432.142;412.223;410.43;-129.102;-100.625;;325.83;295.77;324.251;-46.367;2.622;16.45;8.926;76.076;10.494
9690;429.873;399.763;412.219;-128.633;-99.12;;322.836;286.666;309.669;-53.005;-3.248;11.932;9.21;73.11;7.575
9700;426.746;382.186;413.048;-128.714;-97.833;;319.663;275.806;293.847;-60.123;-9.799;7.415;8.783;70.145;4.577
9710;423.605;365.39;413.437;-128.684;-95.77;;314.211;265.537;277.983;-67.454;-16.549;1.779;8.357;64.648;1.585
9720;418.925;345.127;413.992;-128.926;-94.668;;306.218;255.542;262.6;-74.582;-22.563;-3.857;7.52;58.072;-1.628
9730;412.001;321.35;413.299;-129.422;-93.283;;298.225;242.982;248.17;-81.139;-28.418;-9.367;6.396;51.352;-4.826
9740;405.397;297.553;412.634;-129.808;-92.204;;289.105;231.086;233.739;-88.737;-32.28;-14.877;5.175;43.177;-6.828
9750;395.337;269.636;412.022;-129.778;-91.36;;279.985;218.212;220.541;-96.531;-36.018;-21.372;4.277;35.001;-8.898
9760;385.672;242.406;411.577;-130.079;-90.782;;266.995;204.779;207.342;-100.261;-39.335;-27.868;3.352;26.021;-11.684
9770;371.807;211.957;411.243;-129.928;-89.652;;254.004;191.352;195.846;-102.495;-42.652;-37.01;1.926;17.04;-14.601
9780;358.059;179.749;409.247;-130.199;-88.799;;237.852;177.903;184.294;-102.706;-46.24;-46.152;0.499;9.4;-18.877
9790;339.212;147.492;407.203;-130.063;-88.007;;221.48;163.844;169.538;-105.357;-49.862;-55.623;-1.403;1.76;-22.967
9800;317.199;115.95;404.676;-130.168;-87.175;;202.189;150.199;154.789;-107.422;-54.697;-64.826;-3.105;-5.628;-25.028
9810;294.174;87.181;402.411;-130.257;-86.578;;182.801;137.592;138.68;-112.167;-59.531;-76.01;-4.724;-11.673;-27.109
9820;269.829;58.95;397.221;-131.025;-85.981;;161.528;123.697;122.778;-116.302;-65.32;-86.68;-6.37;-17.03;-28.091
9830;245.88;33.835;386.778;-131.29;-85.521;;140.517;109.923;107.956;-120.437;-71.109;-96.956;-8.153;-21.634;-29.252
9840;221.498;8.995;376.177;-130.993;-84.862;;121.131;94.509;93.217;-123.954;-76.119;-105.764;-8.367;-26.239;-30.211
9850;197.206;-14.412;360.575;-129.811;-84.423;;101.71;81.313;77.997;-126.004;-81.128;-114.49;-8.581;-30.439;-31.356
9860;173.223;-33.898;343.876;-128.539;-84.185;;85.526;67.637;62.626;-128.556;-86.683;-124.04;-8.258;-34.639;-33.367
9870;147.943;-54.041;324.299;-127.288;-83.919;;69.341;57.294;48.422;-131.152;-91.117;-133.341;-7.015;-39.506;-34.935
9880;123.709;-74.65;302.428;-126.417;-84.36;;54.499;46.99;34.287;-133.748;-95.295;-144.316;-5.566;-44.291;-37.748
9890;98.99;-95.286;280.59;-126.302;-84.863;;39.672;39.4;19.861;-135.174;-98.193;-155.32;-6.029;-49.852;-39.6
9900;75.741;-110.741;257.753;-126.628;-83.615;;26.804;31.17;5.566;-135.44;-100.305;-166;-6.368;-55.614;-41.623
9910;53.771;-126.12;234.806;-127.55;-82.526;;13.874;24.117;-4.797;-135.937;-101.057;-176.583;-7.767;-59.632;-42.847
9920;31.567;-141.997;210.086;-126.956;-80.725;;2.265;17.065;-15.36;-135.997;-101.814;-184.648;-9.166;-62.61;-43.314
9930;9.843;-159.154;184.086;-126.265;-79.132;;-9.579;10.985;-22.844;-137.007;-101.771;-192.589;-8.985;-66.705;-42.822
9940;-11.183;-176.312;158.223;-125.588;-77.956;;-19.543;4.905;-30.356;-135.007;-102.897;-198.341;-8.804;-67.789;-42.432
9950;-31.92;-188.495;132.846;-125.43;-76.807;;-29.699;0.628;-35.959;-133.237;-103.622;-203.92;-8.377;-68.908;-41.681
9960;-51.577;-200.706;107.433;-124.659;-75.651;;-39.855;-3.725;-41.735;-127.629;-104.665;-206.772;-8.582;-69.037;-40.903
9970;-69.607;-210.178;82.563;-123.048;-74.844;;-46.83;-9.274;-47.45;-122.524;-104.468;-209.37;-8.788;-69.153;-40.406
9980;-84.272;-217.167;59.772;-120.738;-74.223;;-53.806;-14.706;-53.535;-116.25;-104.126;-209.661;-8.578;-67.194;-39.977
9990;-98.902;-224.246;36.761;-118.49;-74.404;;-59.721;-22.026;-59.621;-111.121;-104.503;-210.117;-8.368;-65.236;-41.548
10000;-110.374;-226.228;15.032;-117.788;-75.019;;-65.637;-29.408;-67.186;-106.062;-104.874;-209.985;-7.902;-60.241;-43.119
10010;-123.563;-228.237;-6.429;-116.554;-74.985;;-69.719;-37.03;-74.752;-105.617;-106.006;-209.48;-7.436;-54.967;-46.21
10020;-132.465;-226.556;-28.937;-114.357;-74.819;;-73.869;-44.577;-83.381;-107.408;-107.033;-210.127;-5.886;-51.491;-49.287
10030;-142.948;-224.234;-51.381;-112;-73.374;;-76.826;-52.363;-92.01;-109.2;-107.101;-210.774;-3.775;-47.735;-51.484
10040;-150.368;-222.803;-73.141;-110.524;-72.494;;-79.783;-59.928;-98.746;-108.648;-107.058;-207.992;-1.665;-43.979;-53.743
10050;-154.594;-221.419;-93.11;-108.782;-71.974;;-81.367;-67.574;-105.49;-108.777;-105.615;-205.21;0.837;-42.949;-56.672
10060;-158.793;-219.932;-112.639;-107.254;-71.819;;-82.95;-75.13;-110.279;-107.93;-104.193;-199.342;3.339;-41.919;-59.628
10070;-161.632;-218.23;-127.383;-104.971;-72.145;;-83.506;-80.788;-115.226;-106.923;-103.051;-193.474;5.252;-41.348;-63.719
10080;-164.811;-216.684;-138.441;-102.617;-72.319;;-84.062;-86.349;-121.054;-106.004;-101.957;-189.679;7.166;-40.777;-67.796
10090;-167.908;-215.292;-149.079;-101.272;-72.514;;-85.971;-90.964;-127.081;-105.942;-100.901;-185.862;8.268;-41.788;-71.356
10100;-171.328;-215.157;-157.844;-99.847;-72.71;;-87.88;-95.579;-132.429;-103.499;-99.865;-181.767;8.874;-44.079;-74.916
10110;-173.505;-214.815;-166.486;-98.953;-73.084;;-89.574;-99.468;-137.949;-100.983;-97.549;-177.734;9.481;-45.77;-78.048
10120;-174.498;-214.411;-173.45;-97.659;-73.458;;-91.419;-103.356;-142.692;-97.319;-95.302;-171.719;8.641;-47.354;-81.277
10130;-175.112;-214.025;-178.04;-96.571;-73.697;;-94.321;-106.829;-147.622;-94.19;-93.015;-166;7.801;-49.019;-83.469
10140;-175.08;-212.348;-182.486;-94.59;-73.935;;-97.313;-110.302;-149.098;-91.713;-91.025;-161.599;8.614;-50.08;-85.709
10150;-175.472;-211.788;-185.099;-91.846;-74.797;;-100.352;-113.061;-150.436;-87.919;-90.034;-157.59;9.316;-51.141;-86.713
10160;-175.312;-210.945;-187.444;-88.297;-74.499;;-103.018;-114.899;-151.488;-82.966;-89.327;-153.603;10.476;-55.233;-87.683
10170;-175.826;-210.342;-189.099;-85.135;-74.337;;-104.76;-116.497;-152.396;-78.012;-88.099;-149.76;11.705;-59.326;-88.203
10180;-176.543;-208.862;-189.695;-81.912;-74.454;;-106.742;-117.694;-151.857;-71.866;-87.32;-143.992;11.134;-62.262;-88.668
10190;-178.261;-207.291;-191.145;-78.799;-74.557;;-108.662;-118.524;-151.928;-67.52;-84.142;-137.708;10.712;-65.199;-89.246
10200;-179.812;-205.51;-191.228;-74.726;-74.661;;-110.222;-119.434;-152.069;-62.397;-80.757;-129.149;10.359;-68.015;-89.803
10210;-182.335;-203.999;-191.366;-71.088;-74.999;;-111.568;-120.486;-150.982;-61.279;-76.287;-121.921;11.101;-68.407;-89.754
10220;-184.537;-202.134;-192.148;-68.011;-74.857;;-111.954;-120.457;-149.681;-58.011;-73.374;-113.444;11.67;-69.159;-89.741
10230;-187.577;-199.724;-193.938;-66.76;-74.673;;-112.072;-120.003;-148.554;-54.743;-70.472;-106.974;12.247;-72.497;-88.996
10240;-190.792;-197.241;-196.288;-65.543;-73.37;;-111.709;-118.269;-146.931;-48.821;-67.699;-100.461;12.823;-75.834;-87.846
10250;-193.474;-195.37;-197.739;-62.888;-71.811;;-111.194;-115.901;-145.394;-42.808;-63.961;-93.265;13.13;-83.232;-86.185
10260;-194.637;-193.788;-198.921;-60.488;-70.092;;-110.516;-112.732;-143.465;-35.868;-59.605;-85.692;13.008;-90.629;-82.917
10270;-195.566;-192.197;-199.048;-58.553;-68.298;;-109.527;-109.688;-141.553;-30.687;-54.859;-76.486;12.983;-93.455;-78.434
10280;-194.977;-190.552;-199.065;-56.648;-65.983;;-108.832;-106.404;-139.276;-26.821;-51.04;-67.472;12.014;-96.281;-73.967
10290;-193.999;-189.058;-200.001;-55.095;-63.566;;-107.716;-103.255;-137.159;-22.954;-46.677;-60.665;11.044;-97.571;-67.008
10300;-193.421;-187.825;-200.394;-49.902;-58.948;;-106.67;-100.426;-135.145;-16.28;-42.946;-54.079;10.274;-96.636;-60.378
10310;-192.942;-186.723;-200.87;-43.331;-54.392;;-105.232;-97.366;-133.218;-8.432;-39.257;-47.207;9.505;-96.461;-53.479
10320;-192.476;-185.994;-203.346;-36.513;-47.851;;-104.472;-95.025;-131.374;1.27;-34.677;-40.335;8.858;-96.563;-46.657
10330;-191.49;-184.783;-205.705;-28.735;-41.283;;-103.712;-92.408;-129.17;9.768;-29.953;-31.892;8.251;-96.665;-39.834
10340;-190.793;-183.332;-208.423;-20.764;-33.914;;-103.385;-89.112;-126.91;18.266;-25.259;-23.45;7.644;-90.854;-35.378
10350;-190.252;-180.73;-209.866;-15.313;-26.36;;-103.01;-86.477;-125.044;23.652;-20.566;-15.589;7.059;-85.043;-30.921
10360;-189.847;-177.836;-211.542;-7.679;-18.698;;-101.491;-84.083;-123.337;29.599;-15.594;-7.728;6.474;-77.742;-27.153
10370;-189.727;-174.182;-211.858;-0.32;-11.029;;-100.586;-81.619;-121.223;36.523;-10.623;-1.343;6.185;-70.441;-23.385
10380;-189.881;-170.328;-212.394;9.781;-3.339;;-99.51;-79.556;-119.297;43.19;-5.068;5.041;5.895;-65.468;-18.352
10390;-189.625;-167.292;-212.796;22.612;4.708;;-97.182;-76.732;-116.686;49.741;0.488;12.988;5.957;-60.632;-13.319
10400;-189.119;-164.083;-212.847;35.065;12.688;;-94.592;-73.749;-114.35;54.617;4.886;20.934;6.019;-54.476;-8.425
10410;-188.044;-160.923;-213.094;48.177;20.708;;-91.841;-70.677;-111.652;58.957;9.283;29.234;6.521;-47.577;-3.531
10420;-186.433;-157.068;-212.941;61.426;28.734;;-89.236;-67.606;-109.668;64.066;13.914;37.48;7.047;-38.637;0.319
10430;-184.957;-153.661;-212.801;73.156;38.221;;-87.71;-64.997;-107.697;69.483;18.546;45.146;7.572;-29.212;4.168
10440;-183.262;-151.887;-211.305;85.633;47.714;;-86.626;-62.749;-105.716;75.279;21.599;52.53;7.567;-19.788;8.699
10450;-182.342;-150.408;-209.857;97.71;58.542;;-85.222;-61.33;-103.797;79.628;24.651;57.946;7.561;-8.934;13.23
10460;-181.924;-150.535;-208.941;111.582;69.452;;-84.777;-59.79;-102.163;83.977;27.604;63.549;6.36;1.83;18.546
10470;-181.509;-150.277;-208.665;125.454;78.746;;-84.771;-59.234;-100.783;85.542;30.364;69.702;5.007;12.113;23.766
10480;-181.432;-149.95;-208.272;142.818;88.019;;-84.931;-58.359;-100.461;85.828;34.295;76.172;3.574;22.513;27.709
10490;-181.234;-149.585;-207.291;161.072;97.447;;-85.734;-58.654;-100.641;86.389;37.964;85.886;3.116;32.313;31.487
10500;-181.615;-150.366;-206.098;178.961;106.771;;-86.833;-59.149;-101.266;86.75;40.993;95.461;2.658;42.971;34.564
10510;-182.13;-151.066;-204.535;198.608;116.629;;-87.601;-60.643;-102.574;86.717;43.994;105.597;2.501;54.189;37.503
10520;-182.673;-152.37;-203.31;218.138;126.432;;-88.735;-62.137;-102.486;89.068;46.276;114.692;2.433;62.738;39.908
10530;-183.084;-153.535;-202.017;235.908;135.977;;-89.426;-63.832;-103.08;92.346;48.488;123.392;2.16;71.287;42.146
10540;-183.568;-153.181;-200.983;251.772;145.542;;-90.441;-66.13;-103.377;94.912;51.141;132.039;1.997;74.888;42.51
10550;-183.603;-153.415;-200.121;264.35;154.612;;-91.549;-68.91;-103.99;95.246;53.641;139.741;1.153;77.89;42.812
10560;-183.717;-153.531;-199.059;274.026;163.683;;-92.657;-72.447;-105.829;95.819;57.422;145.986;0.269;78.517;43.434
10570;-183.582;-154.88;-198.697;283.654;172.996;;-95.279;-76.662;-107.668;94.774;60.692;150.628;-0.663;79.345;43.985
10580;-183.799;-156.491;-198.527;290.458;182.309;;-98.121;-80.753;-110.164;95.393;63.563;154.665;-0.884;82.217;45.583
10590;-184.215;-157.764;-196.094;295.371;190.699;;-101.55;-84.468;-112.661;94.593;66.497;159.662;-1.181;81.454;49.326
10600;-184.917;-159.789;-194.419;302.018;199.09;;-104.924;-86.778;-113.874;94.435;70.03;164.073;-1.197;81.451;53.294
10610;-185.964;-161.91;-194.265;303.505;205.901;;-109.563;-89.185;-115.088;94.997;72.586;166.324;-1.214;78.814;57.968
10620;-187.834;-165.039;-194.977;300.531;211.552;;-114.084;-91.945;-116.539;94.25;74.422;166.279;-2.59;75.737;62.363
10630;-189.658;-168.277;-195.716;295.214;217.819;;-117.807;-94.705;-118.025;93.502;75.735;166.233;-3.967;74.811;65.789
10640;-191.068;-171.447;-196.068;287.172;222.287;;-122.81;-98.468;-120.637;91.546;76.328;163.377;-5.771;73.596;69.215
10650;-192.212;-174.299;-196.723;276.794;226.61;;-127.025;-102.161;-122.982;90.03;78.301;160.52;-7.461;72.063;72.426
10660;-194.077;-178.392;-197.498;264.657;227.412;;-131.8;-105.792;-125.679;91.297;80.313;154.674;-9.15;70.566;75.637
10670;-196.301;-181.716;-198.051;250.979;228.201;;-135.568;-109.276;-126.08;91.615;81.825;148.829;-9.639;67.847;79.214
10680;-197.768;-184.992;-199.142;238.822;225.91;;-137.817;-112.241;-126.309;92.157;83.463;145.687;-10.127;65.08;82.79
10690;-199.201;-186.117;-200.993;225.44;223.868;;-138.36;-114.81;-126.21;92.43;84.996;142.545;-9.881;60.633;86.2
10700;-198.719;-186.4;-201.97;212.182;220.185;;-139.103;-117.004;-126.255;94.96;86.745;139.135;-10.476;54.927;89.61
10710;-197.447;-186.443;-202.586;197.11;216.119;;-139.902;-119.161;-125.374;97.414;87.625;135.725;-10.302;49.71;94.265
10720;-196.175;-185.888;-202.574;182.004;213.052;;-139.297;-120.818;-124.548;97.934;89.313;129.97;-10.09;44.908;98.92
10730;-194.614;-184.441;-202.823;163.534;210.474;;-138.643;-122.188;-121.538;98.454;90.103;124.214;-9.877;40.098;104.483
10740;-192.377;-183.154;-204.113;144.139;207.537;;-136.879;-122.31;-119.094;98.388;92.258;117.274;-11.019;37.337;110.046
10750;-189.712;-180.36;-206.366;125.247;203.306;;-135.073;-122.343;-116.29;98.321;94.59;110.335;-11.521;34.754;114.364
10760;-187.116;-175.848;-208.801;104.514;198.156;;-132.961;-121.778;-113.52;98.386;98.746;104.917;-12.248;34.05;118.683
10770;-184.015;-171.539;-210.559;82.948;189.749;;-130.988;-120.772;-112.619;97.731;103.335;99.534;-13.375;33.455;121.519
10780;-179.931;-165.452;-212.426;63.066;180.142;;-129.328;-119.897;-111.898;96.061;109.484;95.912;-13.512;31.808;124.354
10790;-175.956;-159.754;-212.654;45.43;169.084;;-127.377;-118.181;-110.694;95.221;114.835;92.283;-13.793;33.241;125.263
10800;-171.677;-154.07;-212.71;27.698;156.761;;-125.348;-116.051;-109.49;93.603;120.088;92.236;-14.474;34.592;126.172
10810;-166.514;-146.179;-212.27;11.048;145.479;;-122.246;-113.721;-106.281;92.414;123.006;92.43;-15.185;36.698;124.669
10820;-161.472;-134.952;-210.628;-5.505;132.643;;-118.633;-110.644;-103.073;90.563;126.171;95.822;-14.895;38.811;123.166
10830;-156.029;-123.793;-207.694;-19.939;119.942;;-114.594;-107.207;-98.924;88.863;128.094;99.559;-15.392;39.829;121.372
10840;-149.763;-112.742;-206.629;-32.414;106.85;;-110.19;-104.27;-94.775;86.214;130.023;101.752;-15.826;41.178;119.538
10850;-143.257;-101.677;-206.17;-45.946;92.208;;-105.6;-101.294;-89.777;83.564;129.164;103.841;-15.393;43.672;117.141
10860;-136.581;-90.052;-203.612;-56.399;79.288;;-100.199;-98.331;-84.778;80.03;128.222;107.738;-14.932;46.2;114.468
10870;-129.428;-76.11;-199.916;-62.621;67.126;;-95.197;-94.328;-79.528;77.594;127.25;113.23;-13.992;48.611;112.866
10880;-122.174;-62.168;-194.528;-68.815;55.135;;-88.997;-90.236;-74.279;75.079;126.436;119.843;-12.954;51.022;111.258
10890;-115.72;-47.93;-189.153;-72.943;43.806;;-82.797;-84.663;-67.986;73.543;125.639;128.375;-11.917;53.364;108.931
10900;-107.317;-33.516;-183.716;-74.894;32.434;;-76.055;-79.126;-61.734;71.851;124.959;138.188;-11.65;53.588;106.252
10910;-97.992;-18.502;-177.45;-76.844;23.141;;-69.313;-73.948;-53.177;65.668;124.21;148.963;-11.43;53.859;102.014
10920;-88.899;-4.974;-171.412;-77.483;13.771;;-59.614;-69.074;-45.477;59.484;123.392;159.738;-12.098;53.028;97.545
10930;-80.317;6.985;-165.735;-78.032;6.092;;-49.914;-64.361;-37.792;53.24;121.234;165.189;-12.766;52.003;93.076
10940;-70.334;17.928;-160.057;-78.948;-1.538;;-41.099;-60.308;-30.836;46.996;118.47;170.64;-13.481;50.881;88.829
10950;-59.422;28.021;-154.243;-79.726;-10.241;;-32.771;-54.814;-23.908;39.034;115.476;177.215;-12.908;49.76;84.582
10960;-49.23;38.897;-147.372;-81.069;-18.492;;-24.505;-49.247;-16.983;30.977;111.633;183.79;-12.286;48.568;77.91
10970;-38.388;48.917;-141.237;-82.378;-26.914;;-13.586;-42.96;-10.032;25.291;107.058;192.217;-11.239;47.977;71.239
10980;-26.068;58.681;-132.182;-82.683;-36.101;;-2.819;-36.829;-3.046;19.599;100.603;200.643;-10.192;47.261;63.368
10990;-13.961;69.377;-120.659;-82.988;-45.055;;7.746;-30.218;3.968;14.834;92.908;206.571;-9.356;45.745;55.498
11000;1.103;79.364;-108.263;-83.846;-52.476;;18.312;-23.834;13.472;10.277;86.811;212.499;-9.16;43.85;49.043
11010;18.218;89.168;-94.468;-84.517;-59.505;;28.786;-17.417;22.892;5.13;78.995;213.817;-9.061;38.97;42.588
11020;35.622;99.819;-81.312;-85.2;-63.174;;40.986;-11.439;33.161;-0.018;70.797;215.134;-8.841;33.986;36.735
11030;52.829;109.03;-66.276;-85.883;-66.963;;53.11;-4.982;43.43;-5.732;61.04;213.983;-8.622;29.233;30.883
11040;70.768;121.419;-50.881;-86.175;-69.432;;67.753;0.697;55.817;-11.447;51.542;212.833;-9.203;24.48;26.646
11050;89.517;133.988;-35.292;-86.399;-71.994;;82.375;8.244;68.203;-15.532;42.044;209.941;-9.383;19.651;22.408
11060;107.548;149.036;-17.543;-86.124;-75.597;;97.914;15.571;80.488;-19.618;33.566;207.048;-9.488;16.982;20.542
11070;126.923;162.327;0.611;-85.85;-78.606;;113.53;25.917;92.774;-24.017;25.087;200.749;-9.713;13.686;18.676
11080;148.324;175.618;18.074;-87.454;-81.694;;128.705;35.848;107.977;-28.194;18.354;194.45;-9.931;9.029;15.917
11090;169.385;189.164;38.761;-89.058;-84.823;;145.596;47.189;123.179;-31.001;11.862;185.651;-9.469;4.345;13.159
11100;191.65;205.167;59.806;-88.781;-86.473;;162.487;58.044;136.777;-33.808;7.379;176.852;-9.647;-3.349;11.139
11110;214.655;219.85;82.65;-88.469;-88.334;;179.283;70.269;150.374;-35.721;1.697;167.117;-9.921;-10.594;9.12
11120;238.781;234.392;105.888;-87.852;-89.874;;196.079;81.814;163.774;-37.938;-3.477;157.486;-10.156;-17.792;7.727
11130;262.474;248.695;128.243;-87.229;-91.789;;212.252;93.469;177.174;-39.477;-9.127;144.716;-10.473;-24.989;6.334
11140;287.309;261.981;150.69;-88.785;-92.983;;228.426;107.75;190.851;-41.017;-14.101;131.891;-11.43;-31.959;6.101
11150;309.578;275.063;173.668;-89.775;-94.725;;243.553;121.956;204.528;-41.35;-18.532;117.328;-11.477;-34.608;5.868
11160;330.821;288.31;195.726;-90.357;-96.348;;258.68;139.33;216.706;-40.472;-23.204;104.32;-11.517;-37.658;5.772
11170;352.601;302.665;220.411;-90.939;-98.15;;270.615;156.628;228.884;-39.956;-28.217;92.032;-11.277;-41.308;5.698
11180;374.123;317.743;245.388;-90.666;-99.793;;283.768;174.491;240.55;-41.789;-32.389;80.051;-10.996;-45.006;4.183
11190;394.284;334.39;272.057;-89.749;-100.883;;296.921;192.403;252.474;-43.622;-35.829;68.07;-10.274;-47.528;1.899
11200;411.295;350.997;298.978;-89.088;-100.892;;310.145;206.891;263.782;-47.297;-39.269;55.694;-10.196;-50.127;-1.465
11210;427.869;368.52;325.098;-87.641;-101.259;;323.451;221.434;274.115;-50.971;-41.555;43.317;-9.952;-48.821;-4.971
11220;443.363;386.435;352.486;-86.194;-101.586;;334.644;234.092;284.585;-55.335;-43.84;29.215;-9.847;-47.514;-8.477
11230;457.491;404.189;376.988;-84.286;-101.917;;345.658;246.681;294.299;-59.699;-44.697;15.113;-9.721;-46.008;-12.188
11240;470.728;420.854;398.218;-81.894;-102.652;;356.732;259.401;304.138;-66.033;-45.553;-0.342;-7.961;-43.622;-15.898
11250;480.458;436.308;418.777;-79.248;-102.759;;362.941;272.101;311.119;-72.443;-49.803;-15.797;-6.201;-41.615;-19.266
11260;488.352;450.472;438.004;-76.299;-102.891;;369.245;283.281;318.099;-78.753;-54.052;-27.019;-4.462;-39.088;-22.634
