timepoints (min);16: frq7,+ -1;17: frq7,+ -2;18: frq7,+ -3;19: frq1,- -1;20: frq1,- -2;21: frq1,- -3;22: frq7,- -1;23: frq7,- -2;24: frq7,- -3;25: frq9,+ -1;26: frq9,+ -2;27: frq9,+ -3;28: frq10,+ -1;29: frq10,+ -2;30: frq10,+ -3
970;-65.601;-159.405;-82.909;13.156;23.089;-31.37;-58.97;-101.398;-36.419;67.6;69.135;-5.292;-120.016;1.07;-36.548
980;-63.973;-158.588;-78.916;27.431;33.926;-24.701;-65.803;-98.961;-41.458;59.754;69.894;-0.558;-110.448;2.634;-31.413
990;-61.94;-158.29;-74.94;41.2;43.58;-15.92;-63.68;-94.96;-47.45;48.94;70.47;4.13;-99.26;3.83;-25.38
1000;-60.595;-158.547;-72.032;54.741;54.261;-5.838;-61.393;-89.219;-51.602;39.243;70.009;8.861;-86.735;5.31;-18.924
1010;-58.855;-158.084;-68.665;66.659;66.533;4.337;-57.05;-84.466;-56.046;28.938;71.465;12.787;-74.271;5.931;-13.117
1020;-54.728;-153.65;-67.114;76.924;78.196;14.015;-54.48;-79.189;-60.573;18.654;73.712;15.988;-58.905;6.544;-5.488
1030;-50.072;-147.284;-66.01;88.496;88.754;22.926;-51.313;-76.192;-64.558;11.294;75.433;19.517;-40.692;7.394;1.031
1040;-45.034;-139.423;-64.916;98.935;98.295;32.116;-47.082;-73.213;-67.476;3.76;78.013;23.608;-21.756;9.688;7.731
1050;-39.298;-131.289;-63.037;109.119;106.387;41.298;-42.868;-70.087;-69.763;-2.668;80.119;28.491;-2.084;12.172;14.139
1060;-32.487;-122.603;-60.593;120.744;114.093;52.472;-38.924;-65.997;-67.275;-9.428;82.865;34.141;16.908;15.278;21.808
1070;-26.097;-113.055;-54.899;133.411;121.449;65.436;-32.597;-60.458;-65.248;-18.159;85.132;38.693;35.881;17.95;29.419
1080;-19.111;-104.775;-47.858;147.886;128.061;78.741;-26.139;-53.368;-64.532;-26.69;87.241;43.39;53.923;20.538;36.988
1090;-12.058;-97.898;-40.931;159.667;134.938;91.78;-19.495;-46.929;-64.551;-35.695;88.311;50.093;72.813;23.425;43.135
1100;-4.423;-92.764;-33.97;169.9;141.184;103.408;-11.309;-40.616;-65.696;-42.765;88.731;56.122;91.303;26.688;48.595
1110;3.282;-85.877;-27.184;176.831;146.835;115.039;-3.106;-33.99;-66.633;-48.922;90.552;63.198;111.94;30.024;51.869
1120;10.604;-77.248;-21.509;183.107;151.833;126.898;5.612;-26.101;-66.535;-54.108;91.84;68.853;132.251;33.095;55.74
1130;16.926;-69.858;-16.536;189.678;156.979;137.632;14.271;-21.19;-65.793;-57.487;96.219;77.394;149.785;36.18;60.222
1140;22.875;-62.369;-12.619;196.404;158.946;145.824;22.937;-14.212;-64.132;-59.07;100.929;82.471;166.621;39.099;65.461
1150;28.777;-53.907;-7.835;202.562;161.283;152.868;33.913;-6.972;-63.991;-58.842;104.882;86.644;182.002;42.526;71.006
1160;35.953;-43.858;-3.527;207.273;161.768;159.505;46.505;0.449;-63.781;-57.323;108.361;93.598;197.45;45.872;76.782
1170;42.596;-34.141;1.317;211.567;163.813;165.911;60.634;7.127;-65.011;-54.091;112.461;99.008;213.343;49.452;83.231
1180;50.973;-24.452;5.819;213.309;163.807;172.2;73.102;13.296;-65.826;-52.375;117.136;104.498;225.798;52.143;89.463
1190;60.06;-14.985;10.633;214.603;162.352;176.315;85.352;19.482;-62.485;-51.843;121.638;108.673;234.552;54.347;97.51
1200;68.611;-5.512;15.099;214.484;159.974;178.742;94.618;25.23;-59.306;-49.741;125.886;114.028;243.004;56.871;105.47
1210;75.702;3.714;19.582;211.55;159.88;181.026;102.469;31.01;-55.22;-49.04;129.721;122.289;249.786;59.28;112.559
1220;80.303;14.75;23.5;205.913;156.542;181.494;110.476;35.051;-51.345;-48.15;132.312;130.282;255.712;60.592;117.914
1230;82.336;25.858;28.123;199.668;154.593;180.915;116.386;39.195;-47.207;-47.521;135.366;139.817;261.784;60.742;120.195
1240;84.152;38.512;33.92;192.08;150.856;177.792;120;43.416;-41.8;-43.448;136.696;148.976;267.144;61.184;121.832
1250;87.415;53.29;41.084;182.804;145.629;173.526;123.541;45.736;-35.749;-37.79;139.109;158.078;270.602;61.489;121.85
1260;91.381;68.52;47.536;172.6;138.713;169.086;128.912;49.46;-29.03;-31.969;140.709;166.165;273.952;62.111;121.995
1270;93.211;84.418;56.803;162.373;131.685;164.08;134.304;54.086;-22.167;-24.653;140.737;173.324;273.281;62.5;120.297
1280;94.537;99.595;68.007;151.296;125.996;159.564;139.888;59.432;-16.68;-17.855;140.417;180.124;267.875;62.696;119.01
1290;95.902;115.475;79.012;139.872;119.734;154.212;144.92;66.489;-11.22;-10.145;140.388;186.269;262.969;62.008;117.223
1300;96.77;130.675;90.336;129.804;115.903;149.175;150.131;74.568;-1.973;-2.775;140.003;191.229;258.981;61.204;115.555
1310;97.959;145.521;100.273;119.59;110.164;141.579;153.939;82.794;3.935;4.748;138.339;195.689;255.607;59.46;113.739
1320;99.779;159.852;107.8;108.624;103.694;132.657;157.326;88.747;8.979;10.924;135.618;199.688;252.411;58.113;111.927
1330;101.665;173.902;113.943;96.016;96.819;122.73;160.731;93.919;15.33;17.695;131.836;200.818;249.231;56.227;109.367
1340;103.372;187.609;119.339;83.339;90.086;112.25;164.058;97.415;20.16;23.895;128.126;200.133;245.218;53.944;107.806
1350;104.729;202.922;124.994;71.712;83.523;102.559;165.963;100.411;26.058;29.061;123.327;196.666;240.893;51.297;106.21
1360;106.908;218.276;131.503;60.465;77.209;92.119;167.964;103.492;30.941;34.589;116.397;193.875;234.277;48.632;105.686
1370;109.349;231.653;139.825;50.938;69.731;81.837;168.139;106.897;34.452;39.707;109.268;190.612;225.242;46.183;104.522
1380;113.46;244.211;148.572;42.374;62.504;72.454;167.293;113.725;38.14;45.868;100.349;186.172;215.828;43.775;102.321
1390;117.76;255.576;157.387;32.109;58.503;64.477;166.439;118.767;43.293;50.011;92.256;182.947;206.013;41.906;99.351
1400;122.243;265.433;165.976;20.245;53.456;55.695;164.133;123.978;50.187;53.929;84.701;179.536;197.669;39.744;96.345
1410;124.751;272.385;175.409;8.424;48.474;47.195;160.565;129.812;55.264;56.295;77.229;175.507;188.637;37.582;93.333
1420;127.799;279.874;184.472;-2.308;41.736;38.781;157.047;135.82;61.423;57.563;69.409;170.82;179.913;34.982;91.733
1430;129.803;286.922;193.972;-10.008;35.075;31.627;157.616;143.968;69.271;58.373;60.817;166.278;172.957;33.109;90.194
1440;131.189;295.418;202.847;-18.303;29.57;25.07;160.326;151.897;72.942;60.023;51.801;162.201;166.677;31.876;86.825
1450;130.891;301.665;209.501;-29.705;21.326;15.902;162.319;157.695;75.172;55.741;38.843;152.143;158.032;29.483;78.338
1460;132.24;307.303;216.713;-38.183;11.124;7.156;164.992;163.334;76.801;52.218;25.759;138.565;146.786;26.77;70.445
1470;136.124;314;224.037;-45.869;3.548;-1.44;162.793;170.054;78.07;49.364;15.2;124.72;131.491;24.726;64.313
1480;142.189;320.669;231.658;-53.458;-3.726;-7.499;161.188;176.292;80.259;47.612;2.658;110.368;116.423;22.269;60.327
1490;147.324;326.166;237.559;-59.669;-9.528;-13.124;158.462;186.243;82.448;47.317;-9.524;96.008;101.076;19.732;57.57
1500;152.703;328.182;240.863;-63.574;-15.39;-16.956;156.854;196.103;85.019;47.652;-22.909;82.888;88.048;17.141;56.011
1510;155.708;330.324;243.181;-66.102;-21.406;-19.926;156.637;199.466;88.014;48.328;-35.185;70.768;75.766;14.76;54.884
1520;156.783;331.228;244.338;-68.986;-28.163;-23.306;158.963;201.956;94.528;46.825;-46.992;59.892;64.374;12.699;53.397
1530;157.568;332.303;242.633;-72.963;-35.961;-26.412;161.73;202.233;102.643;44.492;-58.972;48.386;55.447;11.617;51.257
1540;158.56;331.128;239.812;-76.683;-41.868;-29.815;162.937;201.444;112.025;41.61;-71.806;37.272;46.554;9.952;50.157
1550;159.79;328.375;236.018;-80.706;-48.091;-33.888;162.193;199.132;117.766;39.243;-83.883;25.985;38.167;7.327;47.069
1560;158.32;324.985;231.709;-83.923;-51.574;-37.534;161.739;197.643;123.632;36.698;-96.297;13.942;28.957;4.825;41.339
1570;156.406;319.857;225.167;-87.041;-54.781;-41.15;157.326;196.687;130.459;35.452;-107.63;2.25;19.568;2.17;35.623
1580;152.694;313.953;218.619;-90.218;-57.039;-43.837;156.182;195.517;136.691;32.912;-117.742;-9.342;10.793;0.308;29.319
1590;148.052;306.741;210.912;-93.855;-59.501;-45.848;153.108;195.545;143.386;31.465;-128.626;-21.512;1.708;-1.254;22.01
1600;143.581;298.23;202.443;-97.252;-61.2;-47.825;149.393;196.043;149.806;29.214;-138.364;-31.059;-7.626;-2.695;14.657
1610;137.228;286.145;193.194;-99.519;-62.146;-49.742;143.561;195.029;156.985;26.277;-149.098;-40.13;-16.378;-4.668;6.574
1620;129.714;268.981;183.881;-101.626;-62.989;-51.669;138.643;191.321;164.636;22.614;-160.359;-47.64;-26.679;-6.833;-1.626
1630;121.356;249.943;175.19;-105.734;-65.084;-53.428;132.215;187.485;170.84;16.646;-171.785;-53.99;-37.386;-9.519;-9.636
1640;112.721;229.877;165.902;-108.185;-66.67;-55.443;125.753;183.73;174.698;11.895;-182.691;-61.103;-50.894;-12.501;-17.015
1650;103.817;210.905;155.932;-110.52;-68.229;-57.044;117.851;180.276;176.072;7.072;-193.171;-67.276;-64.461;-15.559;-24.596
1660;95.232;193.068;144.898;-112.599;-70.761;-58.663;109.566;175.052;179.032;2.335;-202.508;-73.041;-77.317;-18.057;-32.537
1670;86.181;174.659;133.945;-115.197;-73.826;-60.498;100.983;168.589;180.73;-2.579;-212.254;-78.881;-90.294;-20.185;-41.772
1680;76.397;156.731;122.967;-120.484;-77.061;-63.334;90.361;158.303;180.701;-8.257;-221.41;-85.452;-102.712;-22.419;-50.532
1690;66.968;137.934;112.53;-125.868;-80.343;-67.112;77.317;148.218;180.695;-16.763;-231.52;-92.441;-114.379;-25.356;-57.492
1700;56.716;120.702;101.532;-130.851;-84.117;-70.463;64.135;138.092;180.69;-22.567;-241.501;-99.32;-124.883;-28.428;-62.934
1710;46.24;103.399;89.937;-135.186;-87.977;-73.239;50.513;128.106;180.643;-29.945;-250.263;-105.839;-132.945;-30.953;-67.185
1720;36.088;84.811;77.513;-139.462;-91.606;-74.375;41.668;116.949;180.102;-37.966;-254.748;-109.484;-137.326;-32.97;-71.312
1730;25.677;66.767;64.999;-143.753;-95.523;-76.719;33.098;105.352;178.291;-47.697;-257.939;-112.901;-141.63;-34.571;-75.884
1740;16.327;50.161;53.65;-147.265;-99.697;-78.899;25.594;90.891;175.359;-58.156;-261.434;-115.63;-143.559;-36.425;-81.775
1750;6.563;35.854;43.901;-149.921;-104.164;-82.106;16.702;75.15;171.343;-69.963;-264.568;-119.36;-146.23;-38.806;-88.048
1760;-1.255;22.183;34.782;-152.206;-108.315;-84.946;6.49;63.003;167.008;-83.127;-267;-123.862;-148.875;-41.341;-95.081
1770;-7.076;7.873;24.716;-154.17;-111.141;-87.223;-3.275;50.952;159.257;-97.421;-268.863;-128.127;-152.599;-43.957;-101.906
1780;-12.528;-7.283;15.875;-155.211;-111.796;-89.858;-13.204;41.181;150.63;-110.899;-270.872;-130.992;-155.797;-45.379;-108.108
1790;-18.581;-21.524;7.599;-154.923;-113.083;-91.859;-20.214;30.881;140.764;-122.65;-272.52;-133.43;-158.692;-45.33;-114.229
1800;-24.623;-35.086;-1.037;-154.546;-115.101;-94.214;-24.84;21.574;129.566;-134.074;-273.701;-134.852;-161.908;-44.274;-118.058
1810;-29.705;-48.774;-7.985;-154.589;-118.356;-96.757;-29.294;11.066;117.599;-143.957;-272.175;-135.662;-164.316;-43.861;-120.258
1820;-34.888;-61.658;-13.041;-154.236;-119.921;-99.007;-31.817;1.102;105.666;-153.127;-271.29;-136.004;-166.531;-43.703;-122.618
1830;-39.134;-73.717;-18.772;-153.779;-121.728;-101.028;-35.968;-9.366;94.452;-161.181;-268.161;-135.623;-170.04;-43.669;-122.938
1840;-42.505;-84.354;-22.706;-152.741;-122.996;-102.423;-39.741;-19.512;84.145;-168.065;-263.621;-134.713;-174.657;-43.19;-121.895
1850;-46.154;-94.814;-26.128;-151.317;-124.385;-103.586;-42.512;-29.41;72.957;-173.219;-259.252;-133.989;-179.018;-42.697;-120.434
1860;-48.491;-102.226;-29.241;-150.646;-125.807;-104.734;-45.088;-37.474;61.994;-175.218;-253.571;-133.611;-183.465;-41.749;-118.454
1870;-49.309;-104.608;-33.145;-149.894;-126.709;-105.859;-47.968;-43.266;50.211;-174.539;-245.772;-132.946;-183.861;-41.028;-116.294
1880;-49.898;-105.182;-38.208;-147.143;-126.674;-106.996;-50.814;-48.938;39.895;-172.679;-235.492;-132.161;-184.201;-40.646;-113.321
1890;-50.884;-106.426;-43.297;-144.517;-127.565;-107.268;-53.792;-55.549;29.818;-172.623;-224.385;-130.862;-184.021;-40.419;-110.869
1900;-51.752;-108.291;-49.214;-142.126;-128.877;-107.553;-56.77;-62.617;22.259;-174.761;-211.229;-130.331;-185.919;-40.033;-107.932
1910;-52.794;-109.934;-54.996;-140.436;-127.738;-107.665;-59.382;-70.55;15.506;-177.607;-198.606;-131.404;-187.692;-39.404;-105.578
1920;-54.579;-110.796;-61.131;-138.189;-126.393;-107.389;-61.732;-77.452;9.759;-180.16;-184.411;-132.237;-190.37;-38.971;-103.263
1930;-56.226;-112.098;-66.894;-134.519;-125.006;-106.55;-63.643;-81.983;3.839;-181.197;-170.661;-131.777;-196.514;-38.658;-100.521
1940;-58.317;-114.492;-72.577;-130.309;-124.418;-105.106;-66.196;-86.476;-1.841;-178.094;-151.874;-132.512;-202.466;-37.876;-99.676
1950;-60.328;-118.49;-78.015;-124.719;-123.859;-103.361;-68.514;-91.974;-7.879;-174.446;-132.797;-133.247;-208.538;-37.036;-97.99
1960;-63.632;-123.294;-83.866;-119.579;-122.283;-101.557;-71.527;-96.986;-14.095;-169.665;-113.265;-131.792;-210.932;-35.236;-97.909
1970;-67.383;-127.148;-89.305;-114.633;-120.506;-100.094;-74.375;-100.68;-19.327;-163.992;-96.932;-131.937;-214.425;-33.09;-97.848
1980;-71.039;-130.236;-94.96;-109.506;-118.716;-99.204;-76.954;-104.101;-25.674;-158.076;-79.092;-132.566;-215.917;-30.76;-96.326
1990;-74.61;-133.604;-100.709;-104.534;-118.288;-99.335;-79.487;-106.945;-31.004;-149.703;-63.327;-133.794;-217.847;-28.75;-94.523
2000;-77.677;-137.832;-106.148;-100.15;-116.772;-99.006;-80.276;-108.89;-37.916;-140.381;-47.186;-135.139;-219.236;-26.841;-92.331
2010;-80.655;-142.757;-110.865;-95.917;-115.657;-98.571;-80.961;-109.01;-44.687;-129.29;-31.337;-135.926;-219.334;-25.092;-87.862
2020;-84.073;-147.426;-114.934;-92.032;-113.909;-97.324;-82.607;-110.182;-52.197;-118.19;-15.251;-136.601;-218.742;-22.848;-83.193
2030;-86.961;-152.564;-119.556;-86.505;-112.2;-95.448;-84.215;-112.15;-58.788;-108.632;0.706;-136.401;-215.423;-21.64;-77.199
2040;-89.188;-157.095;-123.538;-80.881;-110.636;-93.585;-86.908;-114.084;-64.585;-100.76;16.088;-136.641;-212.277;-21.142;-70.919
2050;-91.343;-161.36;-127.434;-75.157;-108.512;-92.771;-90.916;-116.892;-69.102;-92.968;31.156;-135.462;-208.731;-21.051;-64.599
2060;-93.124;-165.094;-131.139;-70.243;-106.319;-91.32;-94.993;-119.481;-73.634;-86.513;45.134;-133.919;-205.065;-20.353;-57.252
2070;-95.688;-168.702;-134.036;-65.353;-104.548;-89.633;-98.897;-121.93;-78.243;-80.156;58.946;-131.935;-200.743;-19.639;-50.029
2080;-98.371;-172.611;-135.91;-60.022;-101.777;-87.672;-103.022;-123.531;-82.65;-72.785;68.639;-129.483;-194.382;-18.96;-43.483
2090;-101.756;-176.95;-137.661;-54.37;-97.743;-86.059;-107.161;-124.452;-87.146;-66.687;78.222;-127.005;-186.087;-18.505;-37.081
2100;-105.366;-181.309;-138.8;-49.062;-92.181;-84.651;-111.214;-125.374;-89.728;-61.113;88.49;-123.91;-177.966;-17.815;-31.181
2110;-108.571;-185.388;-140.223;-44.134;-86.59;-83.319;-113.967;-126.79;-91.742;-58.399;98.646;-120.774;-170.284;-16.994;-25.939
2120;-111.648;-188.858;-141.571;-39.11;-80.16;-81.302;-117.017;-128.234;-92.887;-57.872;108.521;-117.022;-164.272;-15.982;-20.698
2130;-114.993;-191.542;-142.451;-32.698;-72.61;-77.761;-119.201;-130.399;-94.739;-55.785;114.946;-113.163;-158.05;-13.741;-15.692
2140;-118.04;-193.279;-142.571;-26.461;-64.142;-74.312;-121.095;-131.639;-97.032;-53.028;123.39;-107.974;-148.954;-11.552;-10.4
2150;-120.967;-195.241;-141.472;-17.651;-54.435;-68.69;-123.116;-132.63;-98.883;-47.128;129.859;-101.219;-136.557;-9.537;-3.948
2160;-122.902;-197.342;-140.887;-7.862;-46.317;-61.931;-125.441;-131.942;-100.201;-41.541;138.615;-92.785;-124.153;-8.097;3.968
2170;-124.199;-199.873;-139.755;1.698;-37.589;-55.172;-127.574;-130.534;-101.559;-36.259;147.181;-84.127;-109.625;-6.505;11.993
2180;-124.804;-202.101;-138.783;11.397;-28.902;-48.288;-130.214;-129.174;-102.826;-31.298;155.643;-76.508;-91.946;-4.85;18.749
2190;-124.89;-203.057;-137.937;21.312;-18.615;-41.182;-132.156;-128.857;-105.109;-27.189;161.001;-66.648;-74.337;-2.618;24.989
2200;-125.081;-203.916;-136.807;30.949;-7.713;-33.803;-133.926;-128.612;-107.592;-23.583;166.04;-56.568;-56.501;-0.393;30.389
2210;-124.694;-203.803;-135.239;43.163;2.502;-26.597;-134.589;-129.212;-110.206;-19.018;171.12;-48.368;-40.721;1.139;36.112
2220;-124.348;-203.466;-134.025;56.283;12.821;-19.252;-135.171;-129.983;-112.454;-14.841;177.532;-39.407;-24.873;1.79;42.68
2230;-124.171;-204.08;-132.953;69.375;23.835;-10.523;-135.815;-130.375;-113.622;-10.686;185.105;-30.79;-9.571;2.441;48.636
2240;-123.88;-204.604;-131.801;82.501;35.902;-1.204;-137.459;-131.357;-114.452;-6.421;194.11;-20.614;3.949;3.422;54.508
2250;-123.259;-205.273;-130.486;98.506;47.956;10.23;-138.575;-130.839;-114.472;-2.63;203.603;-10.644;19.521;5.36;59.968
2260;-122.737;-205.647;-128.937;117.152;61.09;22.484;-139.883;-129.71;-115.041;4.6;212.135;0.342;29.654;7.298;64.175
2270;-121.599;-206.175;-127.374;136.119;74.892;34.163;-139.95;-127.674;-114.954;16.208;220.291;11.185;41.788;9.408;67.651
2280;-120.211;-206.462;-126.054;154.833;89.106;45.535;-140.386;-124.617;-114.701;29.226;228.183;21.417;49.959;11.415;71.001
2290;-119.217;-206.582;-124.837;176.788;103.299;57.343;-139.698;-121.865;-114.287;43.804;235.68;31.806;57.985;13.782;74.221
2300;-118.43;-206.543;-123.817;198.65;118.768;71.401;-137.81;-119.127;-114.041;57.793;242.033;40.954;66.928;16.891;78.092
2310;-117.526;-207.483;-123.012;220.954;133.266;84.687;-135.487;-116.782;-112.974;73.142;245.356;49.047;74.269;19.897;80.594
2320;-115.978;-207.959;-122.411;244.516;147.778;96.495;-134.625;-115.148;-111.888;89.737;247.435;55.906;81.251;22.902;83.619
2330;-114.423;-207.745;-121.803;267.677;164.81;110.361;-133.803;-113.829;-110.872;105.917;251.062;62.766;89.237;25.646;85.794
2340;-112.161;-207.648;-121.367;290.578;181.923;125.112;-132.935;-112.408;-109.863;123.538;254.321;69.396;96.588;28.437;88.73
2350;-109.796;-208.292;-121.396;313.159;196.68;139.979;-131.502;-111.298;-109.003;141.659;257.961;76.153;104.712;31.023;91.832
2360;-108.065;-208.743;-121.932;335.219;211.341;153.579;-130.121;-110.823;-108.71;159.832;261.93;82.35;113.036;33.67;95.605
2370;-107.098;-209.097;-122.455;357.125;222.61;164.877;-128.138;-110.465;-108.854;176.204;266.84;88.044;121.934;36.324;99.517
2380;-106.538;-209.327;-123.105;374.505;230.025;174.772;-126.394;-110.872;-108.757;190.685;273.95;93.51;131.359;38.408;102.983
2390;-105.961;-208.814;-123.968;384.312;237.695;184.519;-125.086;-110.676;-108.397;203.727;279.117;98.955;141.183;40.138;106.793
2400;-105.498;-207.695;-125.153;391.663;243.686;193.412;-124.499;-110.414;-107.633;215.497;285.321;103.937;149.735;41.568;108.068
2410;-104.971;-207.175;-126.669;394.13;250.628;201.03;-123.873;-110.455;-107.396;227.681;288.885;108.996;158.319;43.108;109.179
2420;-104.084;-206.921;-128.56;393.349;254.441;208.055;-123.371;-111.252;-106.698;239.906;291.538;113.528;166.382;44.654;110.036
2430;-103.582;-206.859;-130.448;392.408;258.193;213.167;-121.463;-112.817;-105.76;252.072;294.814;117.43;174.523;46.681;111.499
2440;-103.683;-207.134;-132.661;389.4;260.057;216.615;-119.356;-113.866;-104.455;263.04;297.837;120.935;184.713;47.777;112.217
2450;-103.846;-206.966;-135.063;386.337;261.549;219.31;-117.633;-113.996;-102.985;273.206;300.574;123.64;193.226;48.892;113.995
2460;-104.356;-206.526;-137.252;379.086;261.262;221.534;-117.632;-113.022;-102.057;281.804;302.046;126.361;202.963;49.286;115.541
2470;-104.978;-206.968;-138.939;370.866;260.906;223.564;-117.484;-112.363;-101.408;289.723;302.004;128.516;212.272;49.673;117.207
2480;-105.246;-207.885;-140.363;362.648;258.739;224.673;-118.359;-111.943;-100.979;296.476;300.241;129.87;221.746;49.971;118.485
2490;-104.742;-209.523;-141.903;353.566;254.81;224.672;-119.673;-111.203;-100.316;302.068;297.698;129.706;230.436;50.571;119.506
2500;-103.917;-211.828;-143.692;341.306;250.818;222.51;-120.967;-111.334;-99.414;306.459;293.255;129.494;237.928;50.89;120.305
2510;-103.001;-213.502;-146.199;326.192;244.061;219.197;-120.605;-112.265;-98.168;307.508;290.401;128.549;248.07;51.585;120.354
2520;-101.997;-213.568;-148.575;310.317;234.779;215.935;-121.084;-112.93;-96.971;304.63;285.51;127.41;257.639;51.59;121.287
2530;-101.025;-213.09;-150.023;292.61;223.833;212.103;-121.749;-113.633;-96.134;300.465;280.909;127.687;268.881;51.582;121.658
2540;-98.903;-212.211;-151.486;270.429;212.832;207.743;-122.168;-113.577;-95.801;294.167;275.966;129.513;279.364;50.863;121.899
2550;-95.622;-210.825;-152.388;244.953;200.884;201.825;-123.326;-112.979;-96.152;287.029;270.127;131.339;287.177;49.535;121.152
2560;-91.473;-208.626;-153.17;219.632;190.139;195.608;-123.36;-111.982;-96.662;278.172;263.888;131.106;293.93;48.207;120.138
2570;-87.709;-206.164;-153.977;192.495;179.588;187.55;-123.116;-110.403;-96.783;267.869;258.694;130.923;300.797;47.247;118.319
2580;-84.41;-204.392;-154.337;164.68;165.498;176.051;-122.754;-108.505;-96.306;257.058;251.269;129.27;304.855;45.959;116.622
2590;-82.105;-202.337;-154.697;136.297;149.363;163.75;-122.299;-106.847;-95.215;244.821;241.484;127.767;311.088;44.67;114.807
2600;-80.669;-199.335;-154.622;107.95;132.819;151.254;-122.266;-104.979;-94.301;231.228;230.359;125.681;317.197;43.69;112.417
2610;-79.692;-196.234;-154.87;79.783;116.179;138.634;-120.966;-103.123;-92.401;215.241;216.582;123.374;324.208;42.421;110.435
2620;-78.439;-192.663;-155.323;51.383;101;127.268;-120.807;-101.586;-90.171;200.731;199.759;120.746;330.327;40.832;108.142
2630;-76.85;-187.899;-155.212;25.199;88.141;114.426;-120.448;-98.983;-88.411;185.181;181.808;117.17;335.24;39.374;106.24
