timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-2+.1;39: wc-2+.2;40: wc-2+.3;41: wc-1-.1;42: wc-1-.2;43: wc-1-.3;44: wc-2-.1;45: wc-2-.2
4510;-78.383;-15.406;-35.211;-3.229;3.737;-10.437;15.79;14.457;10.95;7.777;15.044;50.821;2.406;4.588;10.473
4520;-78.044;-14.261;-34.565;-0.054;4.034;-11.113;15.646;13.315;8.88;8.102;13.811;52.399;-0.552;4.537;8.452
4530;-76.905;-12.978;-34.928;4.381;4.139;-11.641;15.226;11.721;6.961;8.635;12.673;54.15;-2.604;4.066;7.232
4540;-75.341;-8.532;-35.291;8.808;2.695;-11.465;15.204;10.239;4.803;8.687;12.523;56.65;-4.754;3.596;6.647
4550;-74.497;-3.77;-36.885;11.732;0.516;-11.274;14.737;8.756;2.564;8.739;14.361;59.257;-7.094;1.601;6.241
4560;-72.912;-0.236;-38.48;13.145;-1.346;-11.017;14.99;7.414;0.215;9.126;15.828;60.555;-8.072;-0.145;6.636
4570;-71.567;3.415;-38.746;15.065;-4.396;-10.695;13.742;6.352;-1.575;9.726;18.079;62.276;-8.948;-2.011;6.537
4580;-68.028;4.061;-39.012;17.199;-7.298;-10.332;13.788;5.866;-3.086;10.326;20.724;63.728;-9.87;-2.417;6.437
4590;-62.658;4.32;-37.441;19.335;-9.012;-10.326;14.317;5.022;-4.052;9.406;22.665;65.43;-10.248;-2.808;7.417
4600;-56.183;4.699;-35.35;20.502;-9.625;-10.31;13.32;4.399;-4.739;8.327;24.288;67.134;-10.03;-1.76;10.673
4610;-49.316;5.175;-33.177;21.749;-9.857;-10.323;12.222;3.817;-5.426;6.288;26.197;68.182;-9.825;-0.677;13.93
4620;-42.65;6.451;-32.043;22.699;-9.128;-10.432;9.902;2.474;-6.243;4.25;28.343;69.754;-9.541;-0.655;17.728
4630;-38.72;7.837;-30.647;24.948;-10.488;-10.839;7.276;0.77;-7.499;1.171;31.095;71.339;-9.477;-1.793;21.881
4640;-37.734;10.023;-29.731;25.303;-11.894;-11.24;5.218;-0.655;-8.804;-2.163;34.781;71.654;-9.662;-2.931;26.034
4650;-38.077;12.382;-28.829;24.713;-12.77;-11.494;3.495;-2.225;-10.232;-5.265;38.925;71.314;-10.524;-3.646;28.548
4660;-37.898;16.901;-28.732;24.777;-13.021;-11.472;0.679;-3.794;-12.203;-8.367;44.604;69.906;-10.072;-4.36;32.422
4670;-36.632;21.268;-28.491;23.56;-13.68;-11.019;-2.366;-5.302;-14.174;-11.469;49.95;67.181;-9.404;-4.914;36.297
4680;-33.385;24.955;-29.989;22.383;-15.839;-10.407;-5.25;-6.557;-15.79;-13.272;53.361;64.799;-8.76;-4.639;39.171
4690;-27.888;28.469;-31.335;22.996;-18.501;-9.76;-8.295;-7.363;-15.167;-15.116;55.914;63.513;-8.437;-4.363;42.429
4700;-22.36;29.543;-32.804;20.999;-21.164;-9.057;-11.57;-8.036;-14.543;-15.52;58.379;62.135;-8.681;-2.607;45.687
4710;-16.61;30.057;-34.349;19.001;-22.692;-8.153;-15.323;-8.459;-13.368;-15.579;60.774;59.617;-8.834;-0.761;48.425
4720;-12.777;29.09;-34.452;17.225;-24.628;-7.298;-18.814;-8.594;-13.033;-14.759;63.593;56.665;-9.403;0.484;46.77
4730;-9.294;26.698;-34.556;16.324;-26.615;-6.505;-21.63;-8.799;-12.608;-13.938;66.083;54.277;-8.95;2.09;44.859
4740;-6.721;24.946;-34.935;15.234;-28.883;-4.967;-24.404;-9.083;-11.863;-14.255;69.112;52.539;-8.199;3.564;42.869
4750;-3.47;22.452;-35.315;14.062;-30.109;-3.287;-26.88;-9.425;-11.662;-14.655;72.448;50.225;-8.389;4.939;41.76
4760;-0.152;19.959;-37.359;12.339;-32.196;-1.676;-29.07;-10.087;-11.426;-15.055;75.27;47.23;-9.044;6.314;40.527
4770;3.714;17.663;-39.403;8.96;-35.196;-0.189;-31.858;-10.519;-10.79;-15.375;77.269;43.294;-9.855;7.022;41.054
4780;6.546;14.128;-42.01;5.432;-37.339;1.433;-34.401;-10.819;-10.434;-15.75;80.19;40.011;-11.066;7.997;40.553
4790;8.538;7.741;-44.617;1.752;-38.756;1.655;-36.581;-11.24;-10.01;-17.589;83.938;35.472;-12.397;8.972;40.052
4800;11.036;1.233;-47.077;-0.248;-39.943;1.76;-37.839;-11.778;-9.422;-19.428;85.516;30.501;-13.197;9.172;38.865
4810;12.454;-4.835;-49.572;0.505;-42.564;1.543;-40.593;-12.076;-8.874;-21.386;87.015;27.52;-14.588;9.124;36.67
4820;13.753;-10.622;-51.799;1.361;-41.694;1.847;-41.91;-12.626;-8.341;-23.345;87.281;24.444;-15.212;9.196;34.476
4830;16.052;-13.08;-53.16;2.978;-42.975;1.564;-43.023;-12.897;-8.007;-23.793;86.286;20.851;-14.977;9.254;31.436
4840;16.528;-15.538;-54.48;4.232;-44.851;1.575;-44.761;-12.829;-7.866;-24.241;85.604;17.328;-14.948;9.312;27.607
4850;15.204;-17.135;-54.35;2.914;-47.126;1.462;-44.695;-12.641;-8.074;-24.69;85.572;13.983;-15.698;7.971;23.778
4860;13.528;-18.732;-54.352;0.77;-49.08;1.149;-44.655;-12.426;-8.992;-24.357;85.302;11.127;-16.743;6.4;19.949
4870;10.572;-21.534;-54.665;-1.617;-51.588;0.895;-44.215;-11.732;-9.909;-25.001;84.484;6.938;-17.379;4.829;16.103
4880;10.767;-24.335;-54.93;-4.59;-52.119;0.692;-43.17;-10.977;-11.628;-25.646;83.268;2.172;-18.331;4.356;12.258
4890;14.041;-28;-53.875;-5.228;-51.745;0.73;-40.2;-10.454;-13.16;-26.29;81.324;-1.015;-19.33;3.655;8.412
4900;18.508;-31.665;-52.812;-5.956;-51.095;1.001;-36.651;-9.952;-14.332;-26.862;78.43;-3.688;-18.473;2.954;5.572
4910;25.534;-34.868;-50.299;-1.996;-51.003;1.273;-34.246;-9.53;-14.623;-26.594;73.088;-6.712;-18.978;2.44;2.732
4920;32.363;-38.029;-47.986;1.284;-51.846;2.113;-32.25;-9.149;-13.594;-26.52;67.731;-9.407;-20.254;2.225;-0.108
4930;37.752;-40.68;-45.177;4.554;-52.549;2.641;-29.611;-9.048;-12.717;-26.445;63.515;-11.982;-21.488;2.01;-1.989
4940;39.201;-43.186;-42.663;5.88;-53.812;3.094;-27.223;-9.321;-14.163;-26.543;59.865;-15.705;-21.257;1.794;-5.432
4950;38.494;-44.876;-40.912;7.273;-54.385;3.545;-25.179;-9.603;-14.876;-27.121;56.564;-19.473;-20.618;-0.582;-8.874
4960;37.412;-46.345;-39.505;8.728;-55.677;3.625;-22.723;-10.113;-15.699;-27.761;53.17;-23.061;-20.445;-2.959;-12.108
4970;36.508;-45.854;-38.681;11.363;-56.457;3.585;-21.091;-10.117;-15.563;-28.663;48.666;-26.578;-19.87;-5.335;-17.061
4980;36.015;-45.204;-37.721;15.361;-57.858;3.45;-20.092;-10.121;-15.412;-27.126;42.646;-29.971;-18.479;-8.012;-22.014
4990;35.926;-42.835;-37.706;19.091;-59.662;3.047;-18.828;-9.006;-14.792;-24.588;36.036;-33.007;-17.462;-10.69;-26.956
5000;35.074;-40.465;-38.634;22.567;-62.194;2.644;-17.286;-7.89;-13.559;-22.05;29.822;-35.106;-15.815;-13.367;-31.898
5010;33.76;-38.335;-37.451;24.959;-63.674;2.56;-15.891;-6.466;-11.806;-19.181;24.222;-36.88;-13.047;-16.599;-35.223
5020;31.92;-36.123;-34.753;27.884;-64.526;2.007;-14.178;-5.683;-10.059;-18.512;18.913;-37.768;-10.968;-18.79;-40.33
5030;30.108;-34.23;-30.229;28.251;-66.668;1.854;-12.167;-4.913;-8.033;-17.843;13.932;-38.971;-9.497;-20.982;-45.436
5040;28.85;-32.324;-25.808;27.924;-68.45;2.698;-10.6;-4.658;-5.749;-16.014;8.971;-40.124;-7.785;-22.76;-49.839
5050;27.592;-31.618;-21.357;26.757;-69.055;3.625;-9.619;-4.506;-3.313;-14.571;4.767;-41.422;-6.243;-24.211;-51.687
5060;25.937;-30.781;-18.599;24.828;-68;3.753;-7.523;-4.166;0.843;-12.888;0.945;-43.77;-4.932;-25.662;-53.535
5070;24.454;-29.903;-16.364;22.65;-68.899;3.441;-4.801;-3.921;5.047;-11.206;-3.146;-46.291;-4.589;-26.646;-55.383
5080;24.437;-29.186;-15.086;19.617;-67.226;3.946;-2.875;-2.77;7.55;-10.957;-7.076;-47.441;-5.055;-27.912;-56.204
5090;24.29;-27.509;-13.786;16.583;-65.408;4.982;-1.286;-1.521;10.033;-8.909;-11.168;-48.535;-5.579;-29.178;-57.025
5100;26.051;-26.217;-12.447;19.441;-62.223;5.859;0.115;0.247;10.676;-6.854;-15.236;-50.161;-5.306;-29.08;-57.846
5110;27.833;-23.764;-11.708;21.872;-58.884;6.457;1.952;1.967;11.759;-4.799;-19.043;-51.767;-3.931;-28.462;-58.48
5120;30.372;-21.222;-9.728;24.454;-55.531;6.926;4.178;3.927;12.841;-1.388;-22.815;-52.796;-2.995;-27.72;-55.875
5130;32.422;-19.48;-6.206;26.308;-51.138;7.833;5.407;5.825;14.924;0.823;-27.445;-53.806;-2.164;-26.822;-53.269
5140;28.383;-17.886;-3.363;27.641;-45.821;9.306;4.531;7.07;17.048;3.117;-32.338;-54.721;-1.244;-26.124;-50.691
5150;24.345;-18.131;0.586;28.699;-40.625;10.459;3.463;8.316;18.812;5.411;-36.988;-55.172;-1.214;-25.15;-47.884
5160;17.658;-19.193;4.095;25.059;-35.423;11.869;4.083;9.497;20.494;6.899;-40.909;-55.197;-1.114;-25.61;-45.077
5170;10.971;-20.935;6.142;22.2;-29.139;12.001;5.52;10.677;19.866;7.148;-44.491;-54.906;-0.368;-26.349;-42.257
5180;7.095;-22.906;9.269;19.341;-22.596;12.694;6.633;11.989;19.246;7.396;-47.778;-54.305;0.248;-27.371;-39.484
5190;2.579;-23.957;9.81;17.521;-15.688;13.543;8.342;13.061;18.794;7.954;-50.972;-52.65;-0.159;-28.694;-35.352
5200;-0.048;-24.818;10.297;15.494;-10.931;14.274;10.699;14.175;17.439;8.513;-54.342;-49.564;-0.855;-29.777;-31.592
5210;-2.636;-25.119;11.032;13.521;-7.345;14.873;12.679;15.05;16.083;9.072;-58.488;-45.886;-1.148;-30.859;-27.832
5220;-4.366;-25.892;10.236;11.157;-4.258;15.862;15.284;15.411;15.73;9.63;-63.021;-42.872;-2.763;-31.567;-25.583
5230;-5.535;-26.866;9.852;7.866;-0.044;16.857;18.226;15.775;15.377;7.956;-67.487;-40.732;-5.281;-32.755;-23.356
5240;-6.28;-30.172;9.517;4.548;4.855;18.106;20.934;15.23;14.943;7.761;-72.396;-39.12;-7.312;-33.942;-21.128
5250;-7.665;-32.679;11.022;2.132;9.686;19.585;24.004;14.68;14.559;7.567;-77.068;-38.044;-10.076;-35.017;-18.818
5260;-8.848;-35.152;14.668;1.008;13.622;20.229;27.727;14.17;13.094;7.372;-81.077;-36.288;-14.012;-35.771;-19.586
5270;-9.472;-36.505;16.633;0.105;19.114;20.208;31.703;13.939;11.677;9.35;-84.723;-34.901;-16.643;-36.526;-20.354
5280;-10.399;-36.001;17.47;1.446;24.897;19.766;35.447;13.688;9.84;10.095;-88.503;-33.295;-18.353;-36.956;-21.123
5290;-10.365;-34.298;18.508;2.52;31.003;19.375;39.182;13.517;7.662;10.84;-92.415;-31.422;-19.286;-37.986;-19.301
5300;-10.181;-30.909;19.99;3.31;35.916;19.454;43.217;13.36;5.484;11.585;-95.939;-29.45;-19.288;-39.017;-19.319
5310;-6.441;-25.414;23.193;3.873;41.628;19.954;46.839;12.412;0.67;10.207;-98.575;-26.479;-21.171;-39.527;-19.337
5320;-2.357;-20.321;28.192;4.029;47.259;20.433;50.203;11.423;-4.143;8.677;-100.75;-23.261;-22.637;-40.374;-18.92
5330;-1.294;-15.259;33.15;3.585;53.094;20.516;53.719;9.619;-7.757;7.148;-103.138;-21.215;-22.753;-41.221;-16.943
5340;-0.023;-11.192;38.779;3.52;58.636;19.691;57.69;7.815;-11.392;4.046;-106.272;-19.764;-23.229;-41.211;-14.967
5350;0.135;-6.481;43.728;0.408;63.389;18.43;61.29;6.207;-12.586;1.423;-109.374;-18.281;-23.714;-42.186;-13.101
5360;0.321;-2.855;47.229;-1.843;69.302;17.45;64.037;4.599;-13.684;-1.199;-112.196;-16.527;-24.12;-43.161;-10.08
5370;3.39;2.541;50.49;-4.163;74.047;16.319;66.567;2.435;-14.851;-3.834;-114.105;-14.368;-24.286;-46.476;-10.259
5380;8.397;8.695;52.677;-5.96;77.575;15.458;69.095;-0.49;-16.059;-5.353;-115.109;-12.37;-24.473;-49.746;-10.301
5390;16.095;15.021;54.734;-7.077;78.734;14.059;71.745;-2.657;-17.268;-5.112;-115.679;-10.592;-24.377;-53.017;-10.611
5400;24.109;23.138;54.742;-8.208;81.789;12.719;73.844;-4.023;-18.894;-4.87;-115.142;-9.03;-24.778;-53.688;-9.841
5410;32.611;30.659;55.199;-10.171;84.789;11.314;76.163;-5.239;-20.52;-4.608;-114.516;-7.59;-24.494;-52.92;-8.934
5420;40.312;38.964;56.759;-12.502;88.486;10.497;78.542;-6.206;-21.226;-3.196;-113.814;-6.23;-24.535;-52.172;-8.026
5430;46.614;47.503;58.721;-14.833;92.71;9.794;80.485;-7.134;-21.815;-2.383;-113.048;-5.872;-25.6;-50.171;-7.263
5440;52.132;55.005;63.284;-16.232;96.983;9.004;82.066;-7.491;-21.564;-1.571;-111.89;-6.425;-26.483;-48.09;-6.548
5450;57.941;62.615;67.148;-17.157;102.697;8.465;82.561;-7.855;-21.223;-1.546;-110.017;-7.505;-27.139;-45.76;-5.832
5460;63.938;69.61;71.011;-18.014;107.382;7.772;82.803;-8.139;-20.483;-0.647;-107.996;-8.857;-28.04;-45.028;-4.302
5470;70.039;76.121;74.477;-18.055;109.648;6.6;82.436;-8.568;-20.886;0.252;-105.924;-9.01;-27.617;-44.415;0.001
5480;72.404;82.799;77.463;-16.881;110.524;4.954;81.625;-9.277;-21.364;1.152;-102.699;-8.301;-27.532;-44.003;4.305
5490;74.577;88.577;78.075;-16.032;110.836;3.068;80.516;-9.897;-23.368;0.592;-98.99;-7.949;-27.585;-40.772;8.608
5500;79.406;93.499;77.485;-14.746;109.644;0.994;78.706;-10.342;-25.372;-0.834;-94.608;-7.284;-27.161;-37.262;11.632
5510;84.234;97.906;74.058;-13.778;109.354;-0.756;75.844;-10.788;-26.887;-2.261;-89.021;-6.446;-25.665;-33.752;16.055
5520;86.005;101.146;70.872;-12.81;106.757;-1.979;71.781;-10.68;-28.553;-3.687;-83.654;-5.434;-24.836;-31.185;20.479
5530;87.777;104.345;67.025;-12.724;104.069;-3.469;67.458;-10.572;-28.939;-4.259;-79.069;-4.663;-24.051;-29.218;24.606
5540;92.095;105.669;62.95;-11.683;101.09;-4.879;62.814;-10.171;-28.836;-3.832;-73.804;-4.364;-24.099;-27.251;28.612
5550;95.934;106.855;56.681;-9.549;97.71;-6.801;57.709;-9.49;-28.572;-3.156;-68.357;-4.274;-25.079;-22.516;32.619
5560;97.854;104.546;52.199;-7.512;93.794;-7.674;52.408;-8.281;-27.139;-0.459;-63.473;-4.299;-24.033;-18.101;36.537
5570;95.734;101.982;46.389;-5.8;89.775;-8.567;46.549;-6.993;-25.851;3.757;-58.109;-3.897;-22.039;-13.685;42.477
5580;93.968;98.044;40.15;-2.036;85.771;-9.476;40.29;-6.043;-24.422;7.974;-51.206;-3.345;-20.883;-7.143;46.938
5590;91.723;94.217;33.49;1.783;82.553;-10.868;33.821;-5.466;-22.993;12.018;-42.943;-1.8;-19.454;-1.361;51.385
5600;90.473;90.934;28.63;2.146;79.397;-11.927;27.614;-5.857;-23.24;15.741;-34.846;0.128;-17.846;4.421;56.273
5610;89.823;87.651;24.599;3.099;73.451;-12.443;22.35;-6.102;-23.542;17.703;-26.966;1.321;-16.037;11.746;59.881
5620;87.159;82.746;21.582;3.804;68.076;-12.65;16.513;-5.716;-23.444;19.666;-18.739;2.08;-14.274;21.052;63.793
5630;82.534;77.628;18.157;4.883;65.066;-13.142;10.277;-4.49;-23.215;21.629;-9.677;2.639;-13.145;30.359;67.705
5640;77.654;72.211;14.269;5.161;62.457;-14.342;4.559;-3.25;-22.626;21.604;-0.921;3.371;-12.262;40.593;67.543
5650;72.334;66.56;11.24;5.654;57.312;-15.662;-1.015;-2.21;-21.75;22.499;5.608;5.124;-12.233;48.132;67.225
5660;66.759;60.629;7.692;7.168;50.418;-15.983;-7.091;-1.17;-20.881;23.395;11.64;7.166;-12.651;55.672;66.906
5670;61.068;54.581;4.483;8.218;42.695;-16.174;-13.683;0.168;-20.113;24.324;18.468;9.342;-11.392;63.313;66.505
5680;55.549;47.52;1.552;9.399;34.248;-16.108;-19.783;1.554;-19.331;27.421;25.039;11.148;-8.601;69.749;66.552
5690;52.276;40.639;-1.523;10.168;24.942;-16.796;-25.531;2.029;-19.425;30.517;29.716;13.691;-6.171;76.185;66.599
5700;48.692;34.364;-3.967;11.123;15.8;-17.57;-29.775;2.524;-19.519;33.821;33.574;16.263;-4.123;80.961;66.646
5710;44.594;28.062;-6.054;11.967;9.608;-18.385;-33.487;3.315;-19.738;36.084;38.102;17.75;-1.738;87.328;67.372
5720;40.276;23.171;-8.033;11.935;5.753;-18.746;-36.695;4.015;-19.957;36.561;42.503;18.353;0.229;93.695;68.012
5730;41.69;18.142;-12.09;10.826;1.912;-18.993;-39.121;5.956;-19.265;37.108;46.674;19.408;2.117;98.435;68.652
5740;44.234;14.414;-13.709;9.807;-1.732;-19.495;-41.399;7.654;-17.492;37.654;50.684;20.739;3.927;100.728;69.782
5750;44.459;10.63;-14.862;9.788;-3.457;-19.742;-43.303;9.204;-15.651;39.08;53.596;21.114;6.313;103.022;70.259
5760;40.046;7.966;-15.179;10.001;-4.905;-19.808;-44.767;10.301;-13.37;40.375;55.19;21.25;8.23;105.145;70.737
5770;37.825;5.485;-13.593;10.495;-6.041;-19.138;-45.589;11.177;-10.861;41.67;57.345;22.183;9.703;108.356;70.966
5780;33.996;3.193;-10.473;10.989;-8.258;-18.194;-46.043;11.724;-9.272;42.828;60.869;23.676;12.032;111.567;71.474
5790;27.221;1.617;-8.829;11.599;-12.126;-17.883;-46.303;12.477;-7.772;42.705;64.931;24.651;15.444;116.017;69.23
5800;21.619;-0.608;-5.332;12.668;-15.288;-17.423;-46.585;12.374;-5.462;42.748;68.57;24.985;18.852;117.705;66.441
5810;15.97;-1.589;-5.207;13.688;-18.371;-17.829;-47.166;12.27;-3.145;42.68;72.448;25.203;22.125;119.393;63.652
5820;12.67;-2.647;-4.806;15.476;-20.434;-17.714;-46.352;12.212;-0.287;41.092;75.615;24.415;25.204;120.71;59.196
5830;9.371;-2.101;-3.732;15.364;-23.505;-17.721;-44.149;12.134;2.823;39.766;77.986;23.841;28.142;120.19;55.243
5840;4.727;-0.828;-2.699;15.252;-26.731;-17.448;-41.428;12.96;5.996;38.335;81.109;22.726;30.913;119.67;51.29
5850;-0.09;-0.57;-3.702;17.47;-30.204;-17.603;-41.099;13.71;9.77;36.905;84.288;21.846;34.175;116.737;46.857
5860;-4.688;-0.593;-5.265;19.106;-32.27;-18.308;-41.025;14.219;13.633;37.234;84.869;21.043;37.081;112.108;43.604
5870;-9.128;-0.723;-7.353;20.742;-33.6;-18.452;-40.621;14.618;16.775;37.448;83.302;20.206;39.05;107.479;40.352
5880;-13.408;-2.401;-9.641;21.041;-37.05;-18.436;-39.833;14.846;19.917;37.662;81.124;21.022;41.268;103.523;37.099
5890;-17.557;-3.312;-11.266;20.363;-40.444;-17.607;-38.189;14.97;22.95;37.876;79.018;24.95;43.617;98.59;36.925
5900;-22.687;-4.93;-11.691;19.574;-43.145;-17.273;-36.497;14.343;25.983;37.246;77.636;26.719;45.807;93.658;37.069
5910;-28.286;-5.823;-12.452;19.739;-44.886;-17.841;-34.908;13.314;28.228;35.977;76.681;25.588;48.13;87.303;37.212
5920;-32.939;-6.182;-13.332;20.748;-46.564;-17.93;-33.378;11.726;30.503;34.708;74.891;23.683;48.432;81.185;39.057
5930;-37.045;-6.508;-14.646;21.735;-47.454;-17.874;-31.31;10.601;32.503;32.079;72.04;22.219;46.914;75.066;40.487
5940;-41.553;-6.468;-15.214;20.594;-46.943;-17.03;-29.392;10.003;34.259;28.44;69.803;19.879;45.757;68.208;41.917
5950;-46.299;-7.342;-15.665;19.461;-47.099;-16.007;-27.859;10.154;35.698;24.725;68.448;16.545;44.408;63.41;43.327
5960;-51.229;-8.457;-15.639;18.21;-48.434;-15.032;-25.995;10.274;36.309;21.011;67.083;14.423;42.691;58.611;41.137
5970;-57.875;-10.348;-15.571;18.679;-50.073;-14.486;-24.524;9.52;36.92;18.897;65.685;13.114;41.109;54.487;39.498
5980;-67.394;-12.137;-14.364;18.432;-51.007;-13.574;-24.023;7.885;36.646;17.076;62.537;10.63;40.892;51.942;37.452
5990;-76.465;-14.127;-12.397;18.316;-51.457;-12.359;-23.218;5.6;36.371;15.255;58.503;7.954;39.094;49.397;36.967
6000;-85.639;-16.154;-11.145;15.28;-52.516;-10.735;-21.71;3.315;35.65;13.434;54.561;6.772;37.641;47.134;37.862
6010;-87.837;-18.633;-11.332;12.703;-53.255;-9.044;-20.13;1.742;34.448;11.931;51.139;5.601;35.886;44.662;39.061
6020;-90.063;-21.829;-13.354;9.895;-53.868;-8.103;-18.335;0.114;33.268;10.734;48.011;3.05;33.906;42.19;40.259
6030;-90.921;-25.24;-15.857;6.942;-53.145;-7.617;-16.611;-1.007;31.727;9.523;44.134;0.163;31.96;39.77;40.858
6040;-91.559;-27.812;-17.131;3.91;-50.822;-6.443;-14.677;-2.059;30.303;8.592;38.568;-1.197;29.53;36.055;41.112
6050;-94.956;-29.757;-18.086;0.636;-48.83;-5.622;-13.072;-2.364;27.8;6.826;33.036;-1.566;27.097;32.341;41.365
6060;-98.319;-31.285;-17.8;-2.604;-46.298;-4.654;-11.12;-2.71;25.31;5.026;26.91;-2.757;24.745;28.105;36.899
6070;-100.681;-32.537;-17.474;-5.891;-44;-4.102;-10.121;-2.992;21.954;3.226;21.295;-4.459;21.154;24.33;31.098
6080;-103.203;-33.622;-17.226;-9.4;-41.433;-2.99;-10.221;-3.287;18.668;1.586;15.88;-5.77;18.218;20.555;25.297
6090;-102.724;-35;-16.858;-13.047;-39.317;-1.348;-10.422;-4.381;16.389;0.164;8.949;-6.612;15.846;15.074;19.495
6100;-102.243;-35.92;-16.331;-15.381;-37.832;0.749;-8.37;-5.623;14.171;-1.258;0.96;-7.483;13.077;11.946;13.997
6110;-102.641;-36.6;-15.999;-16.932;-36.554;2.29;-7.476;-6.866;11.857;-2.68;-4.887;-8.328;10.367;8.818;8.258
6120;-104.35;-38.207;-17.108;-18.484;-34.527;3.27;-6.476;-8.041;10.599;-4.31;-8.928;-9.692;8.234;5.428;2.519
6130;-105.783;-38.43;-18.237;-18.651;-31.669;3.971;-5.327;-8.877;9.272;-5.04;-12.669;-12.13;5.501;1.461;-2.501
6140;-107.226;-39.407;-17.888;-17.92;-29.954;4.553;-5.505;-9.523;7.314;-5.97;-15.735;-16.877;2.17;-2.506;-6.829
6150;-107.564;-39.834;-18.657;-17.43;-28.319;5.772;-5.994;-9.866;5.357;-6.899;-19.186;-20.212;-0.09;-5.363;-11.157
6160;-107.044;-39.577;-18.123;-17.804;-26.091;7.032;-6.487;-9.728;3.731;-7.614;-22.811;-21.145;-2.648;-7.004;-15.485
6170;-106.607;-39.957;-17.394;-18.37;-23.663;7.901;-6.673;-9.59;2.174;-8.473;-25.836;-21.401;-4.247;-8.646;-19.698
6180;-105.859;-40.313;-17.426;-18.997;-21.881;8.89;-7.639;-10.077;1.588;-9.332;-27.874;-21.499;-3.97;-11.113;-23.655
6190;-105.153;-40.952;-17.728;-17.575;-20.394;10.44;-8.964;-10.564;1.312;-8.872;-29.392;-21.225;-3.574;-12.89;-27.612
6200;-104.246;-42.334;-18.27;-16.71;-17.521;11.728;-9.972;-11.499;1.139;-8.993;-31.342;-20.349;-3.367;-14.666;-33.861
6210;-103.455;-43.234;-20.281;-15.866;-14.531;13.611;-11.363;-12.455;1.833;-9.114;-33.166;-20.134;-3.701;-16.021;-37.465
6220;-100.572;-44.611;-22.612;-15.742;-11.408;15.386;-12.862;-12.408;2.527;-9.236;-34.509;-20.88;-4.17;-18.788;-41.069
6230;-97.648;-46.262;-23.909;-15.305;-11.166;16.556;-14.514;-12.52;1.941;-9.472;-34.661;-21.028;-6.557;-21.555;-45.308
6240;-95.644;-48.335;-26.526;-14.799;-10.874;16.859;-16.477;-12.166;1.354;-9.244;-32.748;-21.665;-7.159;-23.31;-51.146
6250;-93.371;-49.655;-29.183;-13.932;-9.972;16.823;-17.894;-11.673;2.246;-8.858;-29.263;-23.586;-6.644;-24.851;-56.978
6260;-92.738;-51.065;-29.447;-13.044;-8.028;16.258;-19.069;-11.214;3.137;-8.472;-27.687;-25.032;-5.713;-26.392;-62.672
6270;-93.404;-51.011;-30.836;-12.763;-5.803;15.269;-20.526;-10.36;2.932;-8.806;-28.345;-25.574;-5.794;-29.459;-67.885
6280;-93.83;-50.819;-31.69;-12.468;-3.446;14.727;-22.149;-9.815;3.128;-9.277;-28.988;-26.21;-6.782;-32.233;-72.814
6290;-93.214;-52.217;-33.021;-12.771;-2.497;14.247;-23.636;-9.468;2.777;-9.749;-27.902;-28.593;-7.672;-35.007;-77.604
6300;-90.917;-53.566;-34.761;-13.114;-1.589;14.148;-25.161;-9.16;2.665;-10.421;-27.102;-31.114;-7.852;-39.337;-82.394
6310;-87.116;-55.302;-36.167;-13.08;-1.692;14.108;-27.095;-9.297;2.859;-11.072;-26.993;-31.894;-8.759;-43.476;-80.145
6320;-82.714;-57.142;-37.661;-12.161;-1.297;13.895;-28.363;-9.254;3.614;-11.723;-28.061;-32.11;-9.628;-47.615;-78.206
6330;-79.72;-58.492;-38.661;-10.286;-1.08;13.394;-28.807;-9.273;4.457;-12.774;-28.968;-32.549;-9.697;-51.512;-76.266
6340;-77.846;-60.036;-40.141;-8.342;-0.454;12.869;-29.88;-8.388;4.153;-13.808;-28.621;-32.668;-9.321;-53.021;-77.167
6350;-76.132;-61.69;-41.617;-6.989;0.457;12.269;-31.728;-7.234;3.651;-14.995;-27.103;-32.749;-9.876;-54.53;-77.988
6360;-74.792;-63.454;-42.103;-7.443;-0.348;11.939;-32.68;-6.081;3.156;-15.472;-24.828;-32.811;-9.892;-55.244;-78.808
6370;-71.265;-63.84;-40.658;-8.577;-0.703;11.61;-33.63;-4.828;1.719;-15.949;-22.797;-32.934;-8.815;-55.738;-78.189
6380;-67.683;-64.226;-39.509;-10.007;-1.652;11.185;-33.117;-3.574;0.433;-16.706;-21.832;-33.014;-7.673;-56.232;-78.186
6390;-62.425;-62.981;-39.185;-11.379;0.077;10.57;-31.978;-2.407;0.302;-17.298;-21.928;-32.916;-7.208;-56.541;-77.742
6400;-57.305;-61.735;-39.185;-12.8;2.356;9.854;-29.09;-1.766;0.199;-17.89;-20.647;-33.247;-6.446;-57.581;-74.138
6410;-52.225;-60.528;-40.459;-14.535;4.528;9.146;-26.308;-1.244;0.596;-17.721;-18.731;-33.006;-6.163;-58.621;-70.527
6420;-47.903;-59.321;-41.734;-16.45;7.189;8.439;-25.657;-1.052;0.993;-17.491;-16.906;-31.394;-5.754;-59.571;-68.236
6430;-44.102;-57.941;-42.239;-17.985;10.022;7.268;-24.996;-0.305;-0.594;-17.261;-14.877;-29.746;-5.219;-59.35;-68.865
