timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: cybdIm1+.1;05: cybdIm1+.2;06: cybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
4530;-156.08;-174.863;-129.721;-206.575;-156.538;-84.315;-142.194;-132.723;-169.124;-191.581;-128.262;-150.066;-283.186;-270.163;-282.014
4540;-150.855;-167.124;-125.959;-205.869;-156.446;-89.28;-141.822;-129.203;-163.876;-190.819;-127.015;-149.408;-278.102;-263.854;-277.76
4550;-145.229;-158.884;-121.132;-204.851;-157.023;-93.462;-142.183;-126.083;-160.028;-188.738;-123.248;-149.03;-272.676;-256.932;-272.003
4560;-139.018;-150.845;-115.651;-204.234;-157.526;-97.094;-142.746;-122.274;-155.341;-187.848;-118.868;-149.334;-266.966;-249.411;-265.521
4570;-133.552;-141.909;-109.266;-202.6;-157.361;-101.539;-142.919;-117.607;-153.276;-187.378;-114.553;-149.794;-261.386;-240.954;-259.441
4580;-127.724;-132.303;-102.142;-200.149;-155.68;-105.91;-143.011;-112.772;-149.883;-187.743;-112.52;-147.964;-255.57;-231.886;-251.601
4590;-122.77;-122.673;-93.491;-195.513;-153.179;-109.226;-144.01;-107.418;-146.604;-188.017;-109.196;-146.134;-247.879;-222.579;-240.432
4600;-116.648;-115.241;-83.488;-190.725;-151.505;-113.932;-146.086;-102.748;-140.71;-189.593;-108.023;-143.586;-239.201;-212.895;-228.574
4610;-109.421;-106.127;-73.288;-185.69;-150.804;-121.971;-147.674;-97.651;-135.877;-188.646;-105.971;-142.763;-231.217;-202.566;-218.291
4620;-101.393;-97.698;-63.942;-178.926;-149.937;-128.228;-147.846;-91.735;-132.526;-186.288;-104.332;-141.792;-222.629;-191.983;-208.23
4630;-93.641;-89.654;-53.859;-170.851;-147.422;-132.949;-147.654;-86.138;-131.783;-183.621;-101.326;-140.341;-213.196;-180.408;-196.877
4640;-83.681;-79.473;-42.339;-162.171;-142.663;-137.589;-146.583;-79.821;-130.321;-182.159;-98.421;-137.954;-201.177;-167.374;-183.93
4650;-73.01;-71.23;-30.64;-154.043;-137.15;-141.274;-143.937;-72.826;-125.459;-180.028;-94.921;-135.87;-186.735;-153.294;-170.388
4660;-62.418;-64.662;-18.012;-146.079;-133.81;-141.777;-141.149;-64.276;-119.001;-178.777;-90.302;-132.709;-170.971;-138.69;-157.367
4670;-50.906;-55.436;-4.883;-138.221;-130.058;-140.156;-137.473;-54.669;-111.582;-177.223;-85.232;-129.011;-153.946;-122.639;-143.448
4680;-35.964;-45.292;8.123;-129.891;-123.742;-137.414;-133.596;-45.862;-103.313;-177.178;-79.161;-125.295;-135.783;-104.233;-127.208
4690;-20.574;-34.099;20.833;-119.29;-117.143;-132.589;-126.855;-37.215;-96.777;-176.303;-73.676;-122.332;-116.295;-84.989;-108.683
4700;-5.717;-21.226;36.15;-107.462;-111.543;-124.553;-119.575;-28.086;-89.055;-175.789;-66.695;-118.372;-95.317;-64.828;-88.25
4710;9.556;-9.309;50.083;-96.039;-105.494;-116.12;-113.596;-17.303;-81.633;-174.357;-60.032;-113.778;-73.532;-42.774;-66.152
4720;24.23;3.24;64.395;-84.388;-99.396;-107.299;-105.983;-5.717;-72.451;-171.165;-56.692;-109.183;-51.181;-19.829;-42.063
4730;38.702;16.681;77.447;-72.67;-94.484;-97.703;-98.185;5.735;-61.474;-166.549;-54.076;-107.803;-27.541;2.48;-16.949
4740;55.182;31.022;92.67;-61.232;-89.073;-87.77;-89.87;19.93;-48.029;-163.381;-52;-108.326;-2.462;25.757;7.84
4750;71.68;45.426;106.007;-49.199;-83.436;-78.621;-80.742;34.919;-35.143;-161.607;-47.564;-106.886;22.63;49.822;33.194
4760;90.509;60.08;119.364;-36.232;-77.669;-68.847;-70.068;48.745;-23.145;-157.556;-41.56;-105.445;47.967;74.466;61.163
4770;108.468;74.564;129.463;-23.234;-71.281;-57.605;-58.663;62.305;-13.572;-153.745;-35.491;-101.738;73.79;99.781;91.041
4780;125.734;88.681;138.782;-9.941;-63.633;-45.727;-46.476;75.105;-4.699;-148.661;-24.582;-98.67;100.383;125.892;122.352
4790;143.248;102.445;147.99;3.502;-55.891;-36.71;-34.346;88.65;5.207;-145.226;-14.852;-95.502;127.428;152.226;153.418
4800;159.606;116.418;156.886;16.898;-47.877;-27.371;-20.492;103.789;15.908;-140.754;-7.228;-92.96;154.603;178.512;183.222
4810;172.407;131.004;164.745;30.524;-38.614;-17.234;-3.368;119.919;25.039;-134.923;0.639;-89.094;182.112;204.189;211.397
4820;184.102;145.194;171.801;43.437;-29.339;-6.607;13.433;134.451;35.37;-128.568;11.983;-83.676;209.881;228.452;240.061
4830;193.651;158.367;179.703;55.328;-18.583;3.732;32.099;146.983;48;-121.712;24.124;-79.71;237.574;251.011;268.076
4840;202.17;170.535;187.633;63.451;-8.183;13.462;51.372;160.302;63.159;-114.149;32.657;-75.993;264.491;273.001;293.428
4850;210.949;181.185;194.418;70.67;1.052;23.919;69.71;176.193;76.234;-105.52;43.182;-72.956;290.415;295.197;318.075
4860;219.589;190.519;199.968;77.687;9.703;36.299;86.812;193.374;90.517;-97.388;54.561;-68.192;316.57;315.854;344.389
4870;228.514;200.381;205.913;83.239;18.705;46.819;100.949;210.244;108.863;-90.941;67.528;-63.028;343.149;335.434;370.793
4880;239.429;210.334;210.455;87.873;27.206;57.025;116.545;225.488;128.526;-82.875;82.177;-57.262;368.057;354.353;395.497
4890;247.88;217.974;212.993;91.919;34.676;65.466;134.658;239.037;147.567;-73.361;97.826;-51.497;390.077;371.588;417.414
4900;255.55;227.847;215.045;97.033;41.259;73.233;153.772;252.808;163.023;-62.232;113.108;-44.837;410.27;388.164;437.768
4910;262.59;238.508;216.509;102.451;49.926;79.607;173.479;265.01;176.753;-50.386;127.432;-38.058;429.178;403.855;457.705
4920;269.189;246.339;217.35;105.555;58.423;87.223;191.921;276.331;190.123;-38.781;139.556;-30.981;446.221;417.233;475.679
4930;271.713;252.477;217.378;109.417;64.793;95.406;207.349;285.617;204.586;-27.941;149.983;-23.903;460.412;427.415;490.32
4940;272.521;257.823;216.603;112.59;70.766;102.996;219.498;293.953;220.989;-16.608;159.759;-17.326;472.17;434.302;501.597
4950;273.286;261.604;214.364;116.268;77.814;110.259;231.335;298.51;237.037;-2.937;166.855;-11.412;481.655;437.757;509.401
4960;274.505;266.332;214.666;122.055;86.222;117.881;246.084;300.981;255.043;10.535;172.13;-4.877;488.679;438.215;515.054
4970;275.663;270.738;214.942;130.69;96.706;125.006;261.619;301.731;273.921;25.815;179.141;4.64;492.634;436.517;517.05
4980;273.714;273.757;216.996;139.063;107.785;131.743;277.572;303.596;290.4;40.338;188.506;15.626;493.81;433.134;514.761
4990;270.583;275.57;216.807;146.622;118.183;138.77;290.726;303.004;304.319;53.319;197.472;29.343;492.988;426.448;508.032
5000;266.523;275.983;216.855;155.91;128.087;146.679;302.872;300.763;314.523;66.763;205.857;41.924;489.577;416.946;495.676
5010;262.033;275.83;215.988;166.921;136.175;153.182;309.16;299.683;320.068;78.441;214.036;56.255;483.196;405.588;480.097
5020;258.194;274.423;216.152;177.839;142.605;156.661;311.96;298.212;326.294;90.523;221.255;69.066;473.383;390.894;459.879
5030;254.034;272.626;215.36;186.625;148.36;159.919;313.199;299.008;329.366;102.465;224.432;83.443;459.346;372.367;435.679
5040;249.287;270.937;216.232;193.873;154.552;165.021;313.732;298.211;330.548;114.177;227.408;97.337;440.32;350.512;407.738
5050;243.559;268.388;217.843;201.661;161.528;168.768;311.779;295.186;331.982;124.665;231.852;112.826;417.043;325.865;378.077
5060;238.513;265.09;219.632;210.092;168.658;171.971;305.774;287.601;332.557;136.491;232.337;128.316;389.937;301.175;347.655
5070;232.887;261.774;219.499;218.218;175.102;174.73;300.972;281.177;333.491;150.917;227.894;142.2;359.909;275.521;315.005
5080;227.701;257.901;218.201;227.45;179.895;175.593;296.331;276.072;331.988;165.822;223.752;155.025;328.237;249.436;280.087
5090;224.263;252.116;214.972;238.004;184.378;177.857;291.172;267.153;328.124;182.419;222.074;168.197;295.76;222.294;245.023
5100;219.676;246.47;209.908;248.335;189.937;180.819;287.346;256.422;323.636;199.869;220.189;181.33;262.491;194.913;209.277
5110;214.895;242.185;204.492;258.189;195.759;182.668;281.789;242.811;317.556;216.479;218.297;194.148;228.454;167.898;173.237
5120;209.372;238.505;198.123;267.36;201.428;184.73;276.808;226.688;309.073;231.939;213.498;206.761;193.83;140.843;136.153
5130;201.326;234.214;192.214;276.45;206.968;185.346;270.44;210.266;299.414;244.349;206.033;215.866;159.742;113.091;99.153
5140;192.495;229.208;186.977;285.828;211.506;187.862;262.564;195.646;290.548;254.341;196.19;224.185;126.115;84.548;63.383
5150;183.783;221.302;179.476;294.888;214.585;189.83;252.782;180.574;282.575;262.385;186.361;231.912;91.993;55.208;27.044
5160;175.165;210.252;169.959;302.163;216.779;189.778;242.286;164.542;274.923;268.172;174.332;239.651;56.974;25.694;-10.063
5170;167.076;199.885;160.538;307.859;219.437;185.949;230.714;146.09;266.194;273.622;164.473;245.966;22.327;-3.538;-44.829
5180;159.633;187.781;151.048;310.941;222.097;180.206;222;129.611;254.65;279.512;154.93;250.868;-10.757;-31.858;-78.508
5190;150.708;175.686;141.357;312.783;224.229;173.665;213.254;114.356;242.705;284.39;143.792;255.77;-42.957;-58.015;-111.054
5200;139.99;162.423;129.844;311.739;224.761;164.982;204.99;102.021;229.044;286.466;133.806;259.905;-74.483;-82.979;-142.594
5210;126.83;147.135;116.272;308.338;223.029;153.517;194.41;88.266;212.628;287.23;125.508;261.752;-104.808;-107.189;-173.706
5220;112.458;130.156;101.557;301.865;219.298;141.568;182.317;74.914;193.475;285.474;117.927;260.674;-134.11;-129.978;-203.466
5230;98.275;112.497;85.203;293.063;214.341;129.914;167.497;60.646;174.371;283.196;107.306;259.597;-162.225;-151.708;-230.15
5240;83.702;94.538;67.556;282.727;207.542;117.117;152.869;46.236;154.274;280.855;98.026;256.957;-189.346;-171.913;-252.65
5250;70.077;76.801;49.778;268.509;199.41;104.309;137.691;32.746;137.672;277.574;87.345;253.308;-214.057;-190.55;-271.429
5260;55.007;59.381;31.818;250.297;191.429;91.974;125.128;18.575;126.029;274.418;75.779;244.972;-237.919;-208.999;-289.319
5270;37.334;42.141;15.204;231.677;182.524;80.48;115.964;4.188;113.103;271.821;64.185;237.223;-260.087;-224.88;-304.623
5280;19.366;25.623;0.388;213.435;171.72;68.199;106.905;-12.597;101.618;270.265;51.748;228.621;-278.959;-239.033;-317.394
5290;1.374;8.643;-16.255;194.727;160.745;55.012;97.863;-28.292;91.258;268.381;40.153;221.75;-293.161;-251.359;-327.841
5300;-15.508;-8.28;-34.368;173.603;147.772;42.163;88.948;-44.108;79.528;266.759;26.639;212.788;-302.982;-261.286;-336.683
5310;-30.537;-25.417;-52.764;150.772;134.043;29.418;81.394;-57.152;68.114;262.792;16.829;203.528;-309.27;-271.179;-344.342
5320;-44.008;-42.167;-69.386;127.011;120.647;16.785;71.25;-70.801;56.426;255.737;7.76;195.229;-313.23;-278.903;-350.366
5330;-56.647;-57.621;-86.008;103.349;107.753;5.252;57.941;-84.572;44.574;249.001;-1.079;187.441;-316.168;-284.881;-354.575
5340;-69.855;-70.982;-101.43;79.925;94.497;-7.641;44.125;-95.543;32.749;239.943;-9.851;181.026;-319.258;-289.204;-358.297
5350;-82.65;-83.665;-115.172;57.495;79.95;-21.724;29.417;-106.99;21.356;226.563;-18.836;172.801;-322.212;-293.255;-360.161
5360;-95.92;-97.244;-127.799;34.977;64.821;-36.206;16.087;-116.257;9.403;209.996;-28.723;164.577;-324.077;-296.47;-362.015
5370;-109.945;-112.221;-139.841;12.305;49.451;-50.943;2.615;-122.581;-0.939;194.309;-36.132;153.661;-324.779;-298.2;-362.396
5380;-124.041;-127.793;-152.305;-9.89;32.697;-64.771;-11.51;-127.214;-11.192;180.357;-43.739;143.023;-325.532;-299.661;-362.244
5390;-137.203;-143.674;-165.483;-31.459;17.748;-78.113;-25.513;-132.767;-21.706;168.48;-49.996;132.341;-326.353;-300.621;-362.241
5400;-149.35;-159.097;-176.926;-53.324;3.423;-91.462;-39.679;-138.694;-33.794;154.763;-56.36;121.578;-326.622;-300.847;-360.794
5410;-161.178;-171.541;-186.766;-76.457;-11.76;-104.241;-53.083;-144.004;-45.004;143.211;-59.705;110.592;-325.971;-300.404;-358.189
5420;-173.292;-183.6;-195.821;-97.527;-27.047;-115.503;-65.786;-146.76;-56.582;132.157;-64.252;99.447;-325.401;-299.632;-357.223
5430;-184.492;-192.963;-203.688;-117.476;-43.13;-121.56;-79.396;-149.199;-67;118.383;-69.239;88.637;-324.581;-298.036;-354.899
5440;-193.408;-201.825;-209.948;-135.131;-60.203;-127.432;-91.989;-151.437;-78.143;103.599;-72.281;76.964;-322.648;-295.876;-351.726
5450;-200.09;-209.858;-214.916;-149.279;-76.432;-133.91;-105.127;-153.803;-86.062;88.953;-75.341;66.568;-320.201;-292.221;-348.172
5460;-206.139;-217.683;-219.39;-162.33;-91.726;-140.396;-117.277;-155.546;-93.037;75.67;-79.888;56.203;-317.768;-287.945;-344.233
5470;-212.139;-225.488;-224.116;-173.695;-107.586;-147.276;-128.72;-157.73;-101.415;63.079;-85.476;45.481;-315.324;-284.062;-339.458
5480;-217.165;-232.44;-228.113;-183.361;-123.655;-155.054;-138.023;-160.193;-110.303;50.607;-90.509;34.568;-312.593;-279.87;-334.858
5490;-219.588;-237.96;-230.879;-190.716;-138.066;-162.721;-146.552;-163.749;-118.625;39.629;-94.863;23.575;-309.011;-275.374;-330.462
5500;-221.033;-241.892;-233.885;-198.581;-150.735;-169.611;-154.152;-167.19;-126.836;27.65;-96.968;11.852;-305.538;-271.412;-325.479
5510;-221.924;-245.455;-235.662;-204.145;-163.03;-176.721;-159.85;-169.361;-134.832;14.734;-98.156;2.459;-301.698;-266.472;-319.792
5520;-222.702;-247.506;-237.437;-208.061;-174.146;-183.604;-165.248;-171.367;-141.345;0.538;-99.233;-7.687;-298.015;-261.406;-312.967
5530;-222.138;-250.018;-239.451;-211.828;-184.07;-189.592;-171.015;-172.692;-146.778;-13.746;-100.997;-17.833;-294.106;-255.465;-304.796
5540;-220.53;-252.926;-241.395;-215.921;-195.079;-194.528;-177.186;-174.932;-152.71;-29.492;-103.321;-29.785;-289.334;-248.451;-295.207
5550;-219.382;-254.913;-242.284;-217.851;-205.046;-199.692;-183.483;-176.67;-156.901;-44.755;-105.483;-40.705;-284.585;-240.837;-283.963
5560;-217.243;-256.01;-243.036;-218.596;-213.317;-204.672;-189.154;-177.291;-160.589;-59.182;-107.698;-51.397;-279.23;-232.248;-271.777
5570;-214.236;-257.272;-243.363;-219.41;-221.566;-208.109;-192.29;-178.19;-163.214;-72.371;-111.23;-62.45;-272.138;-221.99;-258.291
5580;-209.834;-258.731;-243.959;-219.837;-227.412;-211.001;-194.262;-179.17;-165.11;-86.421;-115.683;-73.501;-263.532;-211;-244.503
5590;-206.174;-259.204;-243.657;-221.026;-231.601;-212.617;-195.742;-179.85;-166.888;-101.27;-118.982;-86.001;-254.448;-198.648;-231.177
5600;-203.097;-259.968;-242.559;-223.633;-235.171;-215.719;-196.728;-179.859;-168.946;-113.491;-122.057;-95.563;-245.201;-184.403;-217.374
5610;-199.406;-260.863;-240.917;-226.452;-237.041;-217.342;-197.599;-180.441;-170.479;-122.877;-124.251;-104.766;-234.959;-168.982;-202.175
5620;-193.633;-261.592;-239.117;-228.672;-239.723;-216.404;-198.051;-181.143;-174.331;-132.163;-128.011;-111.666;-223.775;-153.142;-188.588
5630;-186.092;-260.828;-236.615;-231.234;-239.761;-215.15;-198.091;-182.739;-176.903;-140.808;-131.837;-117.11;-211.13;-135.957;-174.761
5640;-178.855;-258.349;-233.123;-233.738;-240.732;-213.178;-197.989;-184.404;-179.81;-147.931;-137.069;-122.068;-196.701;-117.567;-158.058
5650;-171.517;-255.232;-229.661;-235.368;-239.582;-208.895;-197.134;-185.251;-181.348;-151.633;-140.461;-127.6;-181.171;-97.788;-139.261
5660;-163.861;-251.743;-225.796;-233.87;-237.69;-203.338;-196.276;-184.961;-184.112;-154.954;-143.977;-133.132;-164.476;-77.132;-118.721
5670;-156.783;-248.196;-222.31;-232.513;-237.632;-196.494;-195.062;-184.792;-186.858;-158.196;-145.233;-138.672;-146.04;-54.77;-96.473
5680;-150.092;-244.532;-218.469;-230.892;-234.483;-192.879;-192.535;-182.919;-189.43;-158.684;-147.146;-143.513;-126.428;-30.836;-72.327
5690;-143.419;-239.843;-213.97;-229.001;-227.422;-189.279;-190.092;-180.099;-190.843;-157.53;-149.163;-147.737;-105.414;-5.448;-49.382
5700;-136.854;-233.381;-208.552;-227.861;-221.208;-182.614;-188.283;-178.255;-193.215;-155.981;-152.183;-151.96;-82.568;19.509;-26.716
5710;-129.797;-224.615;-202.447;-226.477;-214.934;-174.283;-186.752;-176.455;-195.444;-154.207;-153.964;-155.734;-58.93;43.43;-4.099
5720;-121.61;-215.263;-195.977;-224.782;-209.72;-163.502;-185.894;-174.615;-196.328;-153.819;-154.822;-158.451;-33.713;67.543;19.501
5730;-112.927;-205.044;-189.546;-223.135;-205.632;-152.468;-184.25;-172.418;-197.021;-155.648;-153.641;-160.636;-7.792;92.735;44.702
5740;-107.059;-195.265;-182.999;-223.072;-201.313;-143.818;-182.407;-169.383;-197.857;-158.997;-152.714;-163.046;19.469;118.04;72.366
5750;-103.789;-186.393;-175.956;-220.93;-196.499;-136.501;-180.945;-167.419;-199.021;-160.646;-152.979;-164.905;48.941;145.468;101.523
5760;-100.425;-178.495;-169.08;-219.983;-191.099;-128.29;-179.48;-166.375;-199.331;-161.919;-152.851;-166.255;78.699;174.083;129.819
5770;-95.018;-171.415;-162.306;-220.483;-186.614;-122.532;-177.803;-165.212;-199.534;-162.669;-153.268;-167.389;109.429;203.899;156.605
5780;-90.68;-162.668;-155.861;-220.723;-182.79;-117.713;-175.717;-165.265;-197.966;-164.219;-152.324;-168.794;140.774;233.716;183.011
5790;-86.321;-152.859;-150.869;-220.884;-178.11;-111.894;-172.992;-164.908;-195.622;-163.817;-151.339;-170.4;170.965;261.252;209.8
5800;-80.592;-142.337;-146.935;-223.382;-173.412;-105.622;-169.339;-165.753;-193.599;-164.589;-150.309;-172.326;202.275;287.116;236.097
5810;-74.154;-131.752;-142.319;-226.003;-169.679;-99.259;-165.953;-166.159;-190.172;-165.207;-149.47;-173.84;233.89;312.379;261.252
5820;-67.505;-119.418;-137.316;-228.801;-165.552;-92.357;-163.686;-166.441;-186.76;-165.92;-148.335;-174.844;263.897;336.339;284.949
5830;-61.543;-107.777;-131.577;-230.732;-163.52;-84.247;-160.959;-166.327;-184.422;-165.64;-146.328;-175.848;292.548;358.749;307.35
5840;-55.023;-99.421;-124.397;-230.636;-161.88;-75.24;-157.779;-164.971;-182.603;-165.043;-145.786;-176.75;320.476;378.763;328.928
5850;-47.628;-91.43;-115.943;-227.985;-158.068;-63.415;-154.626;-164.003;-181.451;-164.263;-145.124;-177.415;347.674;396.363;348.541
5860;-38.757;-83.735;-107.285;-223.68;-153.168;-52.629;-151.743;-162.554;-180.266;-163.312;-144.771;-177.713;374.454;411.262;367.579
5870;-27.666;-75.174;-99.363;-219.352;-145.913;-44.11;-149.16;-160.199;-177.601;-162.121;-141.594;-177.931;399.268;424.68;388.763
5880;-20.068;-67.425;-91.586;-214.752;-140.186;-34.606;-146.486;-154.274;-174.654;-161.739;-136.527;-177.705;421.137;437.585;408.59
5890;-14.328;-59.714;-83.232;-209.073;-134.659;-25.13;-144.884;-148.76;-173.001;-161.077;-133.074;-176.218;439.103;448.11;423.661
5900;-9.281;-51.801;-74.746;-201.803;-131.298;-17.505;-143.877;-143.021;-171.488;-161.334;-130.658;-173.719;454.793;456.294;435.059
5910;-7.143;-42.537;-67.083;-192.691;-129.49;-10.08;-143.338;-137.337;-170.247;-161.428;-128.65;-171.623;469.546;462.301;444.826
5920;-5.677;-32.673;-60.328;-181.243;-126.854;-2.95;-142.412;-130.052;-168.83;-162.251;-126.03;-169.414;481.796;463.872;452.458
5930;-4.737;-23.567;-53.832;-169.108;-126.808;3.404;-140.629;-124.748;-166.859;-163.954;-122.846;-167.334;490.786;460.87;454.697
5940;-2.48;-15.673;-47.288;-157.829;-128.509;10.16;-138.11;-120.823;-164.841;-167.171;-119.498;-165.455;497.077;452.32;456.018
5950;-0.303;-7.663;-42.568;-146.72;-126.796;16.05;-133.684;-114.739;-162.643;-169.171;-114.738;-163.219;502.33;442.234;454.971
5960;1.308;-1.485;-37.065;-134.774;-124.228;22.666;-128.423;-109.174;-160.905;-170.383;-109.757;-161.303;506.077;431.23;451.811
5970;2.425;6.746;-29.585;-123.171;-118.797;28.767;-122.393;-104.603;-159.007;-171.148;-104.448;-159.354;504.95;415.283;445.081
5980;2.517;16.004;-21.895;-110.531;-111.967;35.648;-115.879;-101.269;-156.957;-170.965;-100.971;-157.75;501.479;397.775;436.032
5990;4.149;24.892;-13.691;-97.226;-105.441;43.019;-108.666;-97.28;-154.308;-168.985;-98.484;-155.687;495.313;382.546;423.708
6000;8.044;34.993;-4.728;-83.154;-99.27;48.458;-100.274;-90.891;-150.481;-168.164;-95.626;-153.623;484.905;363.13;408.603
6010;12.914;46.248;5.742;-67.49;-93.388;52.019;-91.64;-83.124;-146.24;-167.086;-93.214;-150.69;471.488;338.843;391.531
6020;17.601;58.262;15.834;-50.226;-86.095;55.04;-84.206;-75.583;-141.888;-166.113;-87.561;-146.542;454.32;311.433;373.279
6030;23.457;67.928;25.989;-32.229;-76.785;58.606;-77.447;-67.288;-137.963;-164.127;-82.72;-141.72;434.12;282.017;352.545
6040;28.848;76.928;36.399;-13.323;-67.684;62.859;-71.183;-59.061;-133.157;-162.221;-78.727;-136.298;410.326;252.142;328.212
6050;33.658;85.472;49.996;7.524;-58.361;68.441;-64.463;-50.172;-126.119;-158.968;-77.393;-131.092;382.477;222.673;300.753
6060;39.07;95.457;63.582;28.284;-48.749;75.523;-57.959;-40.331;-119.143;-156.394;-75.683;-126.142;352.305;192.439;271.564
6070;46.788;103.957;77.633;49.727;-37.226;81.45;-50.979;-30.15;-112.728;-152.888;-73.644;-121.441;320.719;161.418;240.737
6080;57.67;112.815;89.6;69.883;-23.862;85.357;-44.377;-19.601;-105.519;-149.662;-69.381;-116.361;288.248;130.188;210.601
6090;70.526;123.906;102.001;88.803;-10.592;89.018;-37.483;-8.612;-96.615;-145.229;-61.317;-111.268;255.646;99.655;180.887
6100;82.581;136.477;115.381;106.592;0.411;93.578;-30.865;3.917;-87.343;-139.633;-53.957;-106.593;222.662;69.415;151.048
6110;93.396;149.379;128.275;122.13;9.724;99.861;-25.948;19.084;-76.941;-134.702;-47.353;-103.37;188.37;39.447;120.705
6120;100.625;160.265;142.331;137.076;19.222;106.557;-21.201;35.894;-67.931;-130.51;-42.663;-99.33;154.559;8.866;88.724
6130;110.218;171.39;156.931;152.316;30.014;112.542;-14.077;50.319;-59.411;-125.705;-36.157;-95.29;121.262;-22.967;55.441
6140;123.09;183.185;171.028;166.397;41.207;117.055;-2.777;67.623;-51.411;-121.399;-27.546;-90.258;88.946;-53.796;22.963
6150;136.119;194.65;184.291;179.79;53.589;122.406;10.914;86.77;-44.708;-117.812;-17.879;-86.571;56.622;-83.782;-8.432
6160;149.457;204.001;197.086;192.614;67.341;129.41;24.657;104.568;-37.243;-114.639;-6.331;-82.825;22.818;-113.396;-39.445
6170;163.49;212.545;207.49;203.924;82.589;136.348;38.226;120.873;-29.93;-108.412;4.121;-79.079;-10.877;-140.721;-71.41
6180;177.812;222.109;219.658;215.206;99.975;143.389;50.286;138.026;-20.738;-99.343;15.823;-73.239;-42.898;-165.903;-100.383
6190;189.138;232.375;230.877;226.008;118.756;150.553;63.861;155.659;-9.741;-89.834;25.64;-66.594;-75.411;-187.448;-126.997
6200;199.995;242.43;241.993;235.354;134.774;156.145;78.055;171.619;0.368;-81.211;35.611;-60.327;-109.148;-207.337;-151.572
6210;210.239;254.399;250.574;243.647;147.983;160.17;91.171;188.793;9.825;-71.949;46.044;-53.474;-142.139;-225.338;-174.401
6220;221.251;264.579;256.688;250.85;158.804;162.039;103.829;207.131;21.888;-59.291;59.57;-47.214;-171.447;-238.738;-194.193
6230;232.779;272.048;263.903;256.315;169.097;163.447;118.359;227.869;33.49;-45.924;75.614;-40.383;-200.103;-252.658;-213.212
6240;244.93;279.51;271.163;262.059;180.6;166.473;133.219;248.516;49.331;-37.276;92.368;-32.298;-228.979;-269.123;-232.079
6250;256.483;285.844;276.914;265.766;191.684;170.226;147.086;265.513;65.614;-29.291;109.006;-22.274;-255.425;-283.463;-248.868
6260;265.839;290.36;281.699;266.75;203.73;174.171;160.916;277.942;82.934;-19.956;126.443;-12.811;-279.079;-293.73;-265.186
6270;272.865;294.604;288.914;266.501;217.458;182.644;177.411;290.099;100.463;-10.754;141.019;-3.774;-300.305;-302.343;-278.662
6280;280.288;299.324;296.792;265.767;230.688;192.677;194.428;299.177;119.025;-1.604;157.392;3.579;-318.619;-309.578;-292.094
6290;287.352;304.4;304.108;264.068;242.789;199.532;209.789;308.029;135.55;12.537;172.73;10.272;-333.458;-314.822;-303.452
6300;290.927;307.04;307.537;261.498;254.423;204.488;224.537;317.49;150.287;29.957;191.257;16.964;-345.019;-319.709;-314.026
6310;293.502;304.378;310.972;258.854;267.033;208.447;239.197;324.721;166.223;47.633;208.659;27.437;-354.458;-323.601;-322.217
6320;294.77;300.872;314.298;256.357;278.63;211.669;253.629;331.477;185.767;62.77;224.781;38.608;-363.146;-326.007;-329
6330;291.752;297.314;318.69;254.305;287.942;214.526;266.014;337.273;205.977;81.549;236.022;49.978;-371.283;-327.524;-335.159
6340;285.211;295.01;320.297;251.804;295.044;215.972;276.932;341.752;225.114;99.328;245.059;62.188;-378.099;-328.908;-340.945
6350;277.113;291.163;318.724;248.945;303.232;215.375;287.92;346.098;241.463;116.742;253.803;74.462;-383.844;-330.134;-346.53
6360;267.51;287.419;316.179;245.961;309.796;212.93;298.392;347.594;253.19;134.04;261.232;85.644;-388.908;-331.269;-350.999
6370;257.665;284.826;311.258;242.379;313.421;210.552;307.764;347.091;264.919;149.513;266.739;97.516;-393.499;-331.629;-353.644
6380;246.673;282.386;304.745;237.977;313.52;207.574;313.651;346.073;274.543;164.444;269.557;113.644;-396.143;-331.05;-354.177
6390;232.39;277.255;298.177;233.058;313.697;204.661;315.498;341.75;284.492;177.939;272.663;128.527;-397.783;-329.857;-353.531
6400;215.679;271.408;292.316;227.063;312.041;200.219;312.394;337.119;295.697;193.916;274.89;146.09;-398.157;-328.255;-352.72
6410;197.794;265.942;284.662;217.774;309.561;192.861;309.628;333.772;302.821;210.908;274.872;162.39;-396.957;-325.286;-351.634
6420;177.719;259.925;279.138;207.968;304.218;183.261;306.081;330.786;311.594;226.57;274.142;178.561;-394.735;-322.07;-348.197
6430;156.513;254.334;269.937;195.363;295.353;171.618;301.35;324.755;322.19;237.708;271.317;192.892;-391.732;-318.452;-344.443
6440;134.225;247.917;257.083;180.768;282.71;158.491;295;314.553;330.913;247.625;270.101;206.941;-386.662;-314.557;-341.059
6450;111.106;240.343;242.503;165.025;267.961;145.436;286.476;303.564;338.588;255.622;267.99;220.571;-381.683;-310.378;-336.862
6460;88.764;229.622;227.074;148.805;254.412;132.912;278.884;291.501;343.659;262.393;266.081;233.572;-376.281;-305.821;-332.49
6470;65.563;216.938;211.756;133.404;241.03;120.979;270.694;278.997;345.884;266.861;259.491;246.574;-370.422;-300.523;-328.742
