timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: cybdIm1+.1;05: cybdIm1+.2;06: cybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
10340;325.101;354.05;359.826;337.172;199.294;218.196;127.928;215.95;284.995;136.52;79.989;184.692;-109.641;-37.298;-55.441
10350;323.531;352.349;354.594;335.112;194.819;207.462;137.901;234.228;302.079;153.941;98.257;198.937;-108.796;-34.279;-51.625
10360;322.571;350.688;349.179;331.84;190.844;196.252;150.628;252.537;316.61;169.76;116.181;212.561;-107.459;-32.015;-47.599
10370;320.13;346.21;342.399;327.472;187.917;185.421;162.641;269.91;332.636;183.41;133.681;224.106;-106.623;-30.898;-43.481
10380;315.648;339.499;333.766;322.276;184.63;174.855;175.041;288.268;349.065;196.742;154.335;233.8;-106.778;-30.458;-39.015
10390;310.988;330.589;325.008;315.986;181.488;164.172;189.999;307.057;365.037;209.546;173.399;243.727;-106.108;-30.578;-33.6
10400;304.59;321.181;315.403;308.615;178.259;153.559;210.161;326.585;375.79;221.988;194.342;252.928;-105.188;-30.079;-26.577
10410;298.564;311.055;303.757;300.566;174.561;143.403;229.931;344.993;383.571;233.215;213.715;263.301;-104.388;-29.706;-19.025
10420;291.639;300.989;292.356;291.995;168.891;133.305;249.777;362.532;388.552;244.484;233.763;270;-103.931;-29.57;-8.63
10430;284.084;288.868;280.989;282.503;161.981;122.549;267.534;378.171;389.535;252.756;250.051;274.539;-103.149;-29.415;2.713
10440;275.49;276.066;270.612;272.125;154.843;111.433;284.662;391.328;391.632;260.633;266.091;276.846;-101.337;-29.429;12.474
10450;264.97;262.652;257.861;261.823;146.99;100.01;300.381;397.323;387.316;267.036;277.301;280.532;-98.946;-29.266;20.581
10460;253.829;248.961;246.495;252.268;139.425;88.036;310.28;402.032;383.123;276.833;287.655;285.12;-96.677;-28.299;29.01
10470;242.68;234.35;234.899;243.766;132.874;76.687;317.153;403.746;377.215;288.512;297.494;287.738;-93.028;-27.332;39.585
10480;230.669;219.247;222.516;235.172;126.343;66.455;323.026;402.625;370.641;300.914;303.436;290.105;-88.876;-26.116;53.832
10490;218.201;204.051;210.365;226.178;120.406;57.185;328.945;398.31;361.007;312.957;310.843;290.954;-83.444;-24.319;70.359
10500;203.454;189.206;197.84;216.41;114.935;48.717;333.832;393.178;352.366;324.197;319.259;291.406;-77.847;-21.949;87.123
10510;188.901;174.79;185.034;205.377;108.345;41.291;340.999;387.892;345.508;334.479;328.455;292.237;-71.381;-18.767;105.89
10520;175.287;160.131;171.592;192.778;100.549;34.72;347.73;383.655;340.141;344.24;333.716;288.846;-65.25;-13.897;124.647
10530;162.626;148.338;157.982;178.393;92.337;29.403;354.961;378.232;334.592;353.323;335.152;281.061;-58.052;-7.677;142.065
10540;150.243;137.025;143.857;162.561;84.168;25.526;359.861;372.963;326.655;356.586;337.008;272.255;-48.268;-1.258;160.057
10550;136.461;123.086;130.194;145.65;76.763;21.073;359.12;366.436;316.906;357.53;336.931;264.884;-36.792;5.814;178.206
10560;121.959;108.514;117.091;128.938;69.319;17.291;354.332;353.829;306.797;355.826;338.734;258.012;-25.236;13.119;195.699
10570;107.732;94.724;105.248;113.203;62.299;14.015;347.316;339.487;296.647;352.321;336.698;252.537;-9.919;21.839;212.971
10580;93.774;81.556;92.892;97.541;54.764;11.072;341.644;326.749;285.612;349.858;333.988;247.11;6.066;31.374;231.494
10590;80.919;67.503;82.266;81.891;46.029;8.153;334.819;313.503;276.101;346.287;332.037;243.143;22.719;42.183;249.308
10600;66.926;54.03;72.64;67.065;36.836;5.128;327.524;294.203;264.441;341.571;324.971;238.272;38.469;55.047;265.648
10610;51.981;40.477;63.298;53.719;27.672;3.172;318.673;274.961;250.268;333.932;318.179;231.303;54.203;71.47;281.737
10620;37.716;28.647;55.229;41.833;17.403;1.055;310.389;256.284;234.662;326.135;310.95;222.145;71.105;92.174;296.636
10630;24.746;18.018;48.957;30.145;7.553;-1.393;300.131;236.796;217.49;316.513;297.981;213.869;88.557;116.843;308.681
10640;12.786;9.662;42.45;18.006;-3.692;-3.961;287.27;216.25;202.019;305.725;286.725;205.993;105.97;142.041;318.447
10650;2.262;1.59;35.452;5.474;-14.115;-6.665;267.269;195.852;188.899;295.908;272.734;198.815;122.537;169.017;324.073
10660;-8.561;-6.735;30.357;-7.545;-22.703;-9.743;248.719;177.308;179.567;285.669;258.239;191.132;139.223;198;326.212
10670;-18.465;-15.901;25.479;-21.633;-30.412;-12.326;228.698;159.97;167.065;273.937;242.681;184.841;157.206;228.121;323.321
10680;-27.934;-25.626;19.912;-36.713;-38.068;-14.108;210.909;142.334;155.895;263.766;228.105;176.804;177.367;257.763;317.577
10690;-38.592;-35.406;13.086;-52.858;-46.23;-16.074;192.818;123.314;142.317;251.244;213.608;169.109;197.692;286.843;310.294
10700;-51.246;-45.461;7.179;-69.548;-53.134;-17.75;173.474;108.279;129.858;237.05;202.057;160.27;216.135;312.685;301.077
10710;-65.684;-58.68;-11.302;-86.92;-63.783;-26.439;157.357;94.563;115.923;219.368;191.063;150.243;211.657;303.45;283.619
10720;-79.778;-71.938;-28.44;-104.843;-74.309;-35.015;144.257;83.692;101.335;199.647;178.563;139.236;205.978;293.906;265.411
10730;-93.792;-85.321;-44.914;-122.752;-84.606;-43.996;129.119;72.338;83.473;179.37;167.546;126.811;200.175;284.404;244.732
10740;-107.308;-98.615;-61.032;-140.018;-94.484;-53.537;115.979;60.243;69.148;159.542;155.13;114.648;193.05;274.84;221.983
10750;-120.681;-112.057;-76.092;-156.273;-104.243;-63.137;101.331;48.062;56.782;139.088;142.811;102.166;185.469;264.818;199.025
10760;-134.051;-125.858;-90.266;-171.607;-112.64;-72.826;85.417;34.684;42.73;118.037;130.072;89.378;177.597;254.076;175.07
10770;-147.407;-139.188;-104.357;-185.909;-119.909;-82.561;68.142;20.978;27.097;97.223;120.803;76.881;169.135;241.383;150.581
10780;-160.708;-151.796;-117.597;-198.283;-126.746;-93.319;50.581;9.295;9.943;76.836;111.564;65.342;159.299;227.617;126.385
10790;-173.168;-163.555;-129.757;-208.396;-133.36;-104.461;31.968;-3.066;-5.433;58.305;101.445;54.303;148.103;213.45;102.484
10800;-183.92;-172.672;-141.978;-216.643;-140.029;-114.835;14.588;-15.688;-18.869;42.149;92.051;41.472;134.943;198.53;79.103
10810;-192.537;-181.679;-153.912;-223.971;-146.508;-124.074;0.207;-25.472;-32.305;26.703;79.688;28.164;121.308;183.499;55.785
10820;-199.674;-190.126;-165.308;-230.312;-152.393;-132.183;-11.869;-33.737;-45.863;13.615;66.055;14.246;105.157;167.354;32.789
10830;-205.818;-197.252;-176.19;-235.879;-157.479;-139.65;-23.706;-45.764;-59.337;-0.673;52.159;0.084;88.381;150.29;8.743
10840;-211.961;-203.337;-186.81;-240.594;-161.819;-146.316;-34.983;-58.67;-72.789;-16.204;37.412;-13.32;71.549;131.868;-15.446
10850;-216.905;-209.343;-197.139;-244.974;-165.756;-151.742;-45.666;-66.37;-84.17;-33.731;23.21;-26.921;54.492;111.385;-38.928
10860;-220.843;-214.952;-207.345;-249.748;-169.342;-157.203;-56.461;-74.073;-93.077;-48.218;8.403;-38.797;37.146;88.185;-62.24
10870;-224.083;-219.247;-217.395;-254.145;-171.477;-161.552;-67.153;-81.534;-102.15;-63.037;-6.673;-48.462;19.04;61.494;-84.83
10880;-226.51;-222.298;-227.447;-257.321;-173.612;-165.051;-75.632;-88.912;-108.76;-75.142;-18.846;-57.164;0.858;31.639;-105.538
10890;-228.662;-225.349;-236.939;-259.128;-174.366;-168.388;-84.324;-96.766;-118.425;-86.079;-31.039;-65.622;-17.599;1.646;-125.429
10900;-230.607;-227.44;-244.844;-259.692;-175.142;-171.851;-91.519;-105.006;-129.702;-97.022;-41.458;-75.404;-35.375;-30.548;-143.381
10910;-231.832;-228.753;-252.321;-259.222;-176.639;-175.279;-100.927;-113.326;-141.581;-105.207;-52.015;-86.626;-53.68;-64.953;-158.101
10920;-232.557;-229.13;-259.815;-257.328;-177.909;-178.206;-109.93;-121.457;-150.041;-113.269;-63.548;-98.159;-72.771;-100.331;-169.826
10930;-232.599;-228.629;-266.382;-253.669;-178.503;-181.074;-120.098;-129.211;-157.971;-121.228;-75.357;-108.283;-93.564;-135.56;-179.637
10940;-230.941;-227.4;-272.09;-248.379;-178.302;-183.701;-129.222;-135.561;-164.799;-128.069;-87.6;-116.468;-115.501;-170.531;-187.841
10950;-227.517;-224.959;-277.076;-242.503;-177.917;-186.207;-137.036;-139.306;-173.306;-133.095;-98.183;-124.401;-136.517;-202.338;-193.766
10960;-222.11;-219.552;-270.441;-236.6;-173.131;-181.062;-145.029;-143.065;-181.314;-137.818;-108.194;-132.72;-134.655;-199.524;-191.269
10970;-216.703;-214.124;-263.766;-230.752;-168.579;-176.069;-153.232;-147.679;-186.288;-141.986;-116.836;-139.908;-132.772;-196.6;-188.69
10980;-211.269;-208.697;-257.034;-224.952;-164.041;-171.186;-159.614;-152.236;-188.222;-146.666;-124.999;-146.018;-130.779;-193.676;-185.945
10990;-205.993;-203.283;-250.303;-219.097;-159.503;-166.331;-165.902;-156.054;-190.782;-151.263;-133.946;-151.961;-128.821;-190.766;-183.083
11000;-200.634;-197.966;-243.531;-213.221;-155.055;-161.476;-169.857;-160.266;-194.877;-155.763;-143.663;-157.785;-126.855;-187.91;-180.11
11010;-195.352;-192.579;-236.759;-207.352;-150.697;-156.648;-173.008;-164.596;-199.11;-161.003;-152.204;-163.348;-124.876;-185.021;-177.152
11020;-190.193;-187.207;-230.007;-201.421;-146.186;-151.89;-175.023;-169.905;-202.575;-166.277;-159.425;-166.564;-122.897;-182.069;-174.331
11030;-185.034;-181.559;-223.269;-195.393;-141.607;-147.097;-176.879;-174.797;-203.895;-171.415;-165.855;-168.868;-120.972;-179.028;-171.566
11040;-179.766;-175.903;-216.614;-189.283;-137;-142.228;-178.083;-179.258;-204.53;-174.092;-172.182;-171.617;-119.069;-175.897;-168.641
11050;-174.172;-170.248;-209.8;-183.207;-132.476;-137.359;-179.134;-182.964;-203.894;-176.163;-177.92;-174.548;-117.124;-172.766;-165.572
11060;-168.448;-164.49;-203.069;-177.124;-128.138;-132.462;-179.026;-186.67;-203.372;-179.178;-180.938;-177.999;-115.138;-169.662;-162.614
11070;-162.697;-158.559;-196.566;-171.041;-124;-127.641;-179.799;-189.044;-202.892;-182.313;-182.996;-179.926;-113.11;-166.545;-159.883
11080;-156.821;-152.51;-190.062;-164.862;-119.862;-122.91;-180.554;-189.754;-201.655;-185.262;-184.876;-181.811;-111.124;-163.455;-157.386
11090;-150.945;-146.476;-183.641;-158.683;-115.876;-118.241;-182.434;-189.233;-200.539;-186.851;-186.374;-182.887;-109.179;-160.428;-154.945
11100;-144.724;-140.462;-177.297;-152.49;-111.986;-113.683;-184.194;-189.524;-199.524;-186.633;-187.826;-182.501;-107.234;-157.448;-152.503
11110;-138.545;-134.441;-171.021;-146.221;-108.131;-109.297;-186.181;-189.636;-198.681;-186.157;-188.537;-182.891;-105.366;-154.455;-150.234
11120;-132.497;-128.421;-164.655;-139.897;-104.248;-105;-188.036;-190.993;-197.439;-185.321;-188.237;-182.741;-103.331;-151.462;-147.897
11130;-126.614;-123.014;-158.421;-133.552;-100.324;-100.786;-190.121;-192.181;-198.272;-184.55;-186.81;-182.53;-101.283;-148.476;-145.372
11140;-120.903;-117.821;-152.262;-127.31;-96.407;-96.779;-191.88;-192.262;-197.166;-184.17;-186.063;-182.201;-99.407;-145.524;-142.986
11150;-115.193;-112.586;-146.159;-121.172;-92.607;-92.772;-192.788;-191.753;-195.179;-183.789;-186.292;-181.899;-97.517;-142.593;-140.731
11160;-109.717;-107.234;-140.172;-115.2;-88.807;-89.09;-193.116;-190.658;-193.063;-184.073;-186.121;-180.528;-95.641;-139.703;-138.372
11170;-104.572;-102.076;-134.469;-109.579;-85.124;-85.669;-194.434;-190.354;-190.48;-183.084;-184.326;-178.389;-94.014;-136.897;-135.959
11180;-99.669;-97.207;-128.766;-104.172;-81.469;-82.372;-194.549;-189.698;-187.897;-182.095;-182.807;-176.33;-92.386;-134.097;-133.572
11190;-94.938;-92.338;-123.407;-98.966;-77.745;-79.228;-195.011;-188.56;-185.837;-180.582;-181.059;-175.121;-90.869;-131.297;-131.103
11200;-90.207;-87.566;-118.255;-93.993;-74.014;-76.276;-195.003;-187.657;-183.291;-180.448;-179.469;-174.211;-89.193;-128.497;-128.538
11210;-85.483;-82.821;-113.131;-89.248;-70.352;-73.497;-195.425;-186.753;-180.844;-180.314;-178.892;-171.254;-87.497;-125.828;-125.931
11220;-81.007;-78.552;-108.207;-84.766;-66.752;-70.828;-195.51;-186.309;-179.262;-180.887;-178.603;-168.858;-85.897;-123.283;-123.248
11230;-76.855;-74.676;-103.552;-80.503;-63.228;-68.221;-195.793;-185.714;-177.812;-180.622;-178.621;-167.313;-84.372;-120.869;-120.421
11240;-72.897;-71.193;-98.931;-76.372;-59.703;-65.641;-195.166;-182.978;-175.788;-180.357;-177.828;-166.719;-82.766;-118.566;-117.359
11250;-69.172;-67.903;-94.441;-72.4;-56.317;-63.062;-193.554;-180.086;-174.098;-179.33;-176.375;-165.139;-81.159;-116.207;-113.952
11260;-65.448;-64.683;-90.303;-68.559;-53.124;-60.455;-191.77;-177.503;-173.196;-178.327;-174.817;-164.079;-79.559;-113.834;-110.545
11270;-61.972;-61.462;-86.166;-64.738;-50.124;-57.931;-189.761;-174.852;-172.443;-176.618;-173.375;-163.441;-78.034;-111.462;-106.834
11280;-58.593;-58.31;-82.041;-60.979;-47.269;-55.497;-187.212;-170.891;-171.963;-175.92;-171.739;-162.604;-76.572;-109.021;-103.028
11290;-55.283;-55.269;-77.848;-57.324;-44.421;-53.048;-184.24;-167.492;-170.975;-174.503;-169.423;-161.528;-75.007;-106.545;-99.324
11300;-51.986;-52.338;-73.931;-53.703;-41.772;-50.648;-181.291;-166.273;-168.792;-173.069;-167.945;-159.932;-73.324;-104.09;-95.786
11310;-48.697;-49.366;-69.855;-49.945;-39.262;-48.331;-179.359;-165.281;-165.452;-170.8;-168.334;-157.596;-71.683;-101.579;-92.352
11320;-45.407;-46.379;-66.028;-46.041;-36.752;-46.007;-177.425;-163.49;-160.997;-168.328;-168.756;-155.971;-69.834;-99.055;-88.807
11330;-42.131;-43.366;-62.331;-42.103;-34.234;-43.6;-175.201;-159.888;-156.732;-165.641;-168.164;-154.908;-67.986;-96.566;-84.855
11340;-38.917;-40.352;-58.676;-38.262;-31.766;-41.097;-172.601;-156.472;-153.103;-163.017;-167.55;-154.774;-65.959;-94.076;-80.566
11350;-35.752;-37.283;-55.152;-34.572;-29.317;-38.579;-169.818;-153;-149.594;-161.277;-166.163;-155.443;-63.931;-91.566;-76.221
11360;-32.6;-34.152;-51.745;-31.034;-27.097;-36.062;-167.314;-149.342;-145.23;-158.641;-165;-154.723;-61.91;-88.931;-71.717
11370;-29.448;-31.076;-48.338;-27.683;-25.062;-33.497;-164.029;-145.532;-139.789;-156.095;-164.577;-153.819;-59.807;-86.048;-67.131
11380;-26.297;-28.117;-45.09;-24.621;-23.076;-30.8;-160.948;-142.697;-134.274;-152.963;-164.657;-152.851;-57.538;-82.986;-62.559
11390;-23.29;-25.29;-42.028;-21.91;-21.11;-28.062;-156.859;-139.903;-129.945;-150.49;-164.366;-151.523;-55.034;-79.924;-58.028
11400;-20.566;-22.876;-38.959;-19.49;-19.145;-25.414;-152.93;-136.716;-127.541;-148.417;-163.175;-149.177;-52.248;-76.8;-53.586
11410;-18.2;-20.462;-35.938;-17.2;-17.193;-22.959;-149.423;-133.99;-125.721;-145.959;-161.648;-146.706;-49.462;-73.676;-49.145
11420;-16.131;-18.145;-33.021;-15.076;-15.31;-20.676;-144.768;-132.73;-122.989;-144.815;-159.317;-144.815;-46.283;-70.366;-44.71
11430;-14.262;-16.055;-30.193;-13.117;-13.566;-18.49;-140.633;-129.95;-118.607;-143.465;-155.724;-141.961;-42.993;-66.897;-40.11
11440;-12.393;-14.131;-27.393;-11.317;-11.959;-16.476;-136.774;-126.714;-113.345;-141.633;-151.517;-138.779;-39.703;-63.214;-35.503
11450;-10.731;-12.2;-24.628;-9.593;-10.434;-14.676;-133.099;-123.487;-108.539;-138.488;-147.186;-135.091;-36.4;-59.179;-31.021
11460;-9.248;-10.31;-21.862;-7.841;-8.986;-12.876;-128.399;-120.246;-102.837;-136.261;-143.033;-132.506;-33.062;-54.662;-26.545
11470;-7.897;-8.614;-19.11;-6.103;-7.8;-11.241;-122.926;-115.543;-95.154;-133.433;-138.01;-129.428;-29.593;-49.531;-22.186
11480;-6.655;-7.11;-16.338;-4.538;-6.614;-9.738;-117.473;-110.259;-87.567;-131.163;-132.837;-124.992;-26.124;-43.841;-18.172
11490;-5.414;-5.607;-13.662;-3.193;-5.655;-8.283;-112.549;-107.054;-79.691;-128.274;-127.726;-120.396;-22.579;-38.152;-14.317
11500;-4.172;-4.269;-11.221;-2.083;-4.676;-6.841;-107.57;-102.713;-70.062;-125.386;-122.47;-116.189;-19.152;-32.083;-10.8
11510;-3.055;-3.076;-8.814;-1.179;-3.572;-5.428;-101.088;-98.359;-59.942;-121.523;-117.535;-111.352;-15.641;-25.662;-7.848
11520;-2.028;-2.062;-6.386;-0.503;-2.51;-4.062;-93.701;-92.262;-51.028;-117.637;-112.88;-104.463;-11.993;-19.069;-5.407
11530;-1.062;-1.214;-4.117;-0.103;-1.586;-2.683;-85.648;-87.832;-44.455;-113.752;-107.337;-97.087;-8.062;-12.49;-3.29
11540;-0.359;-0.517;-2;0;-0.786;-1.331;-78.85;-82.258;-38.059;-107.956;-101.726;-90.188;-3.952;-5.966;-1.448
11550;0;0;0;0;0;0;-71.992;-76.004;-32.196;-101.788;-96.436;-83.262;0;0;0
11560;0;0;0;0;0;0;-65.041;-69.75;-25.972;-95.619;-91.012;-76.743;0;0;0
11570;0;0;0;0;0;0;-56.07;-63.95;-20.204;-87.019;-86.004;-69.037;0;0;0
11580;0;0;0;0;0;0;-45.665;-57.749;-15.121;-74.578;-80.647;-59.371;0;0;0
11590;0;0;0;0;0;0;-35.472;-47.786;-9.119;-62.137;-74.53;-48.589;0;0;0
11600;0;0;0;0;0;0;-25.281;-33.557;-3.159;-50.588;-67.565;-37.102;0;0;0
11610;0;0;0;0;0;0;-14.014;-19.328;4.472;-40.219;-59.91;-23.992;0;0;0
11620;0;0;0;0;0;0;-2.001;-1.701;11.142;-29.851;-52.254;-11.716;0;0;0
11630;0;0;0;0;0;0;11.04;14.557;20.687;-17.665;-43.463;0.472;0;0;0
11640;0;0;0;0;0;0;24.521;30.516;30.05;-7.541;-33.803;11.319;0;0;0
11650;0;0;0;0;0;0;39.432;47.579;40.339;0.49;-25.417;23.506;0;0;0
11660;0;0;0;0;0;0;54.697;64.643;50.069;8.138;-17.284;37.814;0;0;0
11670;0;0;0;0;0;0;68.99;82.007;62.097;16.454;-8.474;51.794;0;0;0
11680;0;0;0;0;0;0;82.778;97.585;72.819;26.37;1.258;66.061;0;0;0
11690;0;0;0;0;0;0;98.003;113.652;84.862;36.108;10.672;79.095;0;0;0
11700;0;0;0;0;0;0;113.25;131.217;96.135;46.617;20.29;90.919;0;0;0
11710;0;0;0;0;0;0;128.109;148.781;105.641;58.243;30.21;104.4;0;0;0
11720;0;0;0;0;0;0;140.392;166.881;113.668;69.807;39.074;117.632;0;0;0
11730;0;0;0;0;0;0;151.989;184.174;125.879;82.228;48.412;132.724;0;0;0
11740;0;0;0;0;0;0;163.386;200.47;135.606;94.863;59.79;147.997;0;0;0
11750;0;0;0;0;0;0;175.861;215.942;143.393;107.499;73.777;164.279;0;0;0
11760;0;0;0;0;0;0;188.517;231.359;153.244;118.357;87.345;181.131;0;0;0
11770;0;0;0;0;0;0;202.981;245.75;161.313;129.241;102.308;195.143;0;0;0
11780;0;0;0;0;0;0;217.106;260.643;171.862;140.057;117.79;208.081;0;0;0
11790;0;0;0;0;0;0;233.949;275.535;181.27;152.099;134.214;221.654;0;0;0
11800;0;0;0;0;0;0;251.052;289.803;190.983;170.714;151.131;235.793;0;0;0
11810;0;0;0;0;0;0;268.259;304.063;200.223;189.268;170.097;246.306;0;0;0
11820;0;0;0;0;0;0;282.479;315.899;208.753;203.63;189.068;255.836;0;0;0
11830;0;0;0;0;0;0;293.272;323.881;218.603;208.825;211.036;263.684;0;0;0
11840;0;0;0;0;0;0;303.528;327.182;229.786;214.019;229.614;275.657;0;0;0
11850;0;0;0;0;0;0;312.705;324.741;241.543;219.109;247.248;284.835;0;0;0
11860;0;0;0;0;0;0;321.674;322.203;251.981;228.055;263.095;290.506;0;0;0
11870;0;0;0;0;0;0;329.244;315.741;260.567;236.204;279.4;289.69;0;0;0
11880;0;0;0;0;0;0;334.647;310.495;262.641;242.979;288.905;288.993;0;0;0
11890;0;0;0;0;0;0;338.455;305.026;265.676;249.803;297.215;288.83;0;0;0
11900;0;0;0;0;0;0;338.154;299.455;265.792;255.628;305.345;288.301;0;0;0
11910;0;0;0;0;0;0;335.026;293.884;263.92;261.418;315.61;285.03;0;0;0
11920;0;0;0;0;0;0;331.822;289.881;258.252;267.65;325.498;282.681;0;0;0
11930;0;0;0;0;0;0;326.56;285.298;255.545;270.905;329.779;279.532;0;0;0
11940;0;0;0;0;0;0;319.822;275.948;248.899;273.981;334.483;277.266;0;0;0
11950;0;0;0;0;0;0;313.724;263.389;243.154;277.412;335.159;275.869;0;0;0
11960;0;0;0;0;0;0;307.604;250.83;236.865;277.95;336.681;272.298;0;0;0
11970;0;0;0;0;0;0;299.183;237.177;229.239;278.674;339.343;267.428;0;0;0
11980;0;0;0;0;0;0;288.899;226.368;217.599;275.612;341.574;257.43;0;0;0
11990;0;0;0;0;0;0;279.673;219.643;207.819;270.232;340.843;247.154;0;0;0
12000;0;0;0;0;0;0;268.807;212.113;202.877;264.851;337.509;233.996;0;0;0
12010;0;0;0;0;0;0;255.506;204.597;196.691;260.716;334.17;219.939;0;0;0
12020;0;0;0;0;0;0;239.855;198.552;193.011;256.182;325.979;207.687;0;0;0
12030;0;0;0;0;0;0;224.446;189.657;186.512;251.579;317.338;194.749;0;0;0
12040;0;0;0;0;0;0;208.211;176.357;178.343;240.797;305.137;180.96;0;0;0
12050;0;0;0;0;0;0;188.574;160.625;170.001;223.12;293.434;165.436;0;0;0
12060;0;0;0;0;0;0;168.934;144.948;161.011;207.778;277.866;152.156;0;0;0
12070;0;0;0;0;0;0;150.519;128.688;150.692;194.532;262.037;137.415;0;0;0
12080;0;0;0;0;0;0;133.954;114.018;137.858;186.505;240.84;121.903;0;0;0
12090;0;0;0;0;0;0;119.208;101.143;122.906;178.997;222.099;101.484;0;0;0
12100;0;0;0;0;0;0;104.527;88.386;107.994;172.505;201.069;83.037;0;0;0
12110;0;0;0;0;0;0;88.766;75.422;91.324;165.461;180.822;64.735;0;0;0
12120;0;0;0;0;0;0;71.047;61.04;76.608;158.906;160.359;51.968;0;0;0
12130;0;0;0;0;0;0;53.852;46.036;64.612;152.207;143.841;39.481;0;0;0
12140;0;0;0;0;0;0;36.028;29.37;53.276;144.818;125.822;27.763;0;0;0
12150;0;0;0;0;0;0;20.869;13.134;44.877;137.903;107.843;14.712;0;0;0
12160;0;0;0;0;0;0;7.328;-3.247;38.799;130.989;87.91;1.868;0;0;0
12170;0;0;0;0;0;0;-6.708;-19.817;31.674;121.6;66.623;-11.863;0;0;0
12180;0;0;0;0;0;0;-18.967;-35.065;20.891;113.164;48.841;-26.272;0;0;0
12190;0;0;0;0;0;0;-31.065;-46.423;12.632;104.728;31.083;-41.502;0;0;0
12200;0;0;0;0;0;0;-43.585;-57.406;3.422;93.007;16.804;-56.17;0;0;0
12210;0;0;0;0;0;0;-55.89;-68.388;-5.923;81.375;1.382;-70.01;0;0;0
12220;0;0;0;0;0;0;-64.234;-79.903;-13.662;69.647;-15.647;-81.461;0;0;0
12230;0;0;0;0;0;0;-70.941;-92.863;-22.319;59.812;-33.353;-90.71;0;0;0
12240;0;0;0;0;0;0;-79.356;-109.105;-31.411;50.789;-50.935;-100.603;0;0;0
12250;0;0;0;0;0;0;-87.811;-125.356;-45.742;41.846;-68.701;-108.335;0;0;0
12260;0;0;0;0;0;0;-95.074;-141.634;-61.327;31.277;-86.985;-116.017;0;0;0
12270;0;0;0;0;0;0;-101.131;-159.121;-77.274;19.821;-101.301;-123.127;0;0;0
12280;0;0;0;0;0;0;-107.022;-173.814;-91.308;8.364;-115.938;-129.614;0;0;0
12290;0;0;0;0;0;0;-115.959;-183.552;-103.352;-1.403;-128.015;-136.276;0;0;0
12300;0;0;0;0;0;0;-122.2;-191.684;-115.926;-10.272;-140.64;-142.69;0;0;0
12310;0;0;0;0;0;0;-128.466;-200.237;-127.332;-22.446;-151.473;-147.583;0;0;0
12320;0;0;0;0;0;0;-134.182;-206.433;-137.135;-34.619;-162.596;-151.054;0;0;0
12330;0;0;0;0;0;0;-140.068;-211.92;-145.648;-47.535;-171.839;-153.057;0;0;0
12340;0;0;0;0;0;0;-147.359;-217.003;-153.786;-60.702;-181.084;-155.032;0;0;0
12350;0;0;0;0;0;0;-155.065;-221.257;-161.647;-73.869;-187.49;-157.112;0;0;0
12360;0;0;0;0;0;0;-163.618;-225.094;-167.65;-88.909;-193.15;-158.914;0;0;0
12370;0;0;0;0;0;0;-169.931;-227.666;-173.43;-103.152;-198.716;-159.778;0;0;0
12380;0;0;0;0;0;0;-175.092;-229.19;-178.887;-117.477;-203.491;-161.032;0;0;0
12390;0;0;0;0;0;0;-179.058;-229.588;-184.8;-128.142;-207.803;-162.345;0;0;0
12400;0;0;0;0;0;0;-183.058;-231.014;-190.753;-137.185;-212.094;-163.692;0;0;0
12410;0;0;0;0;0;0;-186.789;-232.717;-197.116;-145.695;-215.957;-165.648;0;0;0
12420;0;0;0;0;0;0;-189.87;-234.406;-202.61;-151.807;-219.697;-167.937;0;0;0
12430;0;0;0;0;0;0;-193.014;-235.11;-207.183;-155.337;-222.699;-169.605;0;0;0
12440;0;0;0;0;0;0;-195.199;-234.839;-211.434;-158.866;-225.433;-169.883;0;0;0
12450;0;0;0;0;0;0;-197.477;-233.212;-214.921;-163.134;-228.241;-170.029;0;0;0
12460;0;0;0;0;0;0;-198.752;-231.026;-217.23;-165.701;-231.218;-170.161;0;0;0
12470;0;0;0;0;0;0;-199.651;-227.359;-219.612;-170.446;-233.683;-170.843;0;0;0
12480;0;0;0;0;0;0;-200.15;-225.21;-220.683;-173.801;-235.326;-171.305;0;0;0
12490;0;0;0;0;0;0;-198.53;-222.157;-221.759;-177.69;-235.983;-171.356;0;0;0
12500;0;0;0;0;0;0;-197.006;-216.688;-221.48;-182.608;-236.519;-171.892;0;0;0
12510;0;0;0;0;0;0;-195.426;-210.723;-220.382;-187.527;-236.826;-171.988;0;0;0
12520;0;0;0;0;0;0;-195.123;-205.283;-217.963;-192.88;-237.469;-172.026;0;0;0
12530;0;0;0;0;0;0;-195.628;-200.188;-214.59;-197.957;-237.863;-171.823;0;0;0
12540;0;0;0;0;0;0;-194.259;-196.96;-210.741;-200.366;-238.12;-171.439;0;0;0
12550;0;0;0;0;0;0;-192.652;-192.457;-206.603;-202.457;-238.052;-171.097;0;0;0
12560;0;0;0;0;0;0;-190.692;-187.981;-202.563;-203.343;-237.966;-170.058;0;0;0
12570;0;0;0;0;0;0;-189.593;-182.152;-198.647;-205.138;-237.103;-169.298;0;0;0
12580;0;0;0;0;0;0;-188.726;-176.64;-194.514;-206.503;-235.799;-168.594;0;0;0
