timepoints (min);31: frq9,- -1;32: frq9,- -2;33: frq9,- -3;34: frq10,- -1;35: frq10,- -2;36: frq10,- -3;37: wc-1,+ -1;38: wc-1,+ -3;39: wc-2,+ -1;40: wc-2,+ -2;41: wc-2,+ -3;42: wc-1,- -1;43: wc-1,- -2;average;45: wc-2,- -1
4570;-66.763;-76.539;-86.312;-113.001;-63.993;-127.439;-105.514;-82.828;17.37;17.476;-53.178;-45.966;-94.961;-94.961;-3.641
4580;-66.877;-75.052;-87.397;-111.822;-66.473;-125.455;-104.101;-85.914;16.469;16.246;-51.731;-46.203;-94.549;-94.549;-3.585
4590;-66.28;-72.277;-88.407;-110.65;-67.903;-122.156;-101.717;-88.65;15.982;15.015;-50.251;-46.919;-91.797;-91.797;-4.845
4600;-65.363;-70.182;-88.897;-108.839;-68.28;-118.857;-98.041;-92.015;15.495;13.001;-49.291;-47.789;-89.921;-89.921;-5.924
4610;-64.086;-67.279;-89.363;-107.804;-68.086;-114.959;-94;-95.801;15.008;11.468;-48.75;-48.659;-86.025;-86.025;-7.134
4620;-62.752;-65.775;-90.549;-106.36;-68.559;-111.061;-89.679;-98.383;14.521;9.934;-49.41;-47.942;-83.33;-83.33;-7.943
4630;-61.105;-62.899;-91.365;-105.223;-69.272;-106.167;-86.934;-100.401;14.032;8.04;-49.513;-46.668;-80.618;-80.618;-8.601
4640;-59.458;-60.215;-91.662;-104.183;-69.425;-101.273;-86.389;-102.128;13.902;5.506;-49.697;-45.102;-80.312;-80.312;-8.105
4650;-57.872;-56.503;-91.841;-103.063;-69.658;-95.817;-85.989;-104.156;13.731;2.972;-49.109;-43.992;-80.87;-80.87;-7.357
4660;-56.446;-52.972;-90.421;-102.459;-70;-89.8;-87.317;-105.766;13.56;0.818;-48.161;-44.193;-82.367;-82.367;-6.52
4670;-55.194;-48.921;-88.69;-100.701;-70.37;-84.959;-87.552;-107.619;13.423;-1.737;-47.108;-44.571;-81.117;-81.117;-5.963
4680;-54.291;-44.913;-85.119;-98.543;-70.807;-79.157;-87.777;-109.688;12.967;-4.291;-45.374;-44.822;-79.894;-79.894;-5.474
4690;-53.388;-40.465;-81.417;-95.11;-71.49;-74.284;-87.946;-112.524;12.51;-6.763;-42.379;-44.332;-78.863;-78.863;-5.563
4700;-51.811;-36.73;-76.636;-89.848;-72.847;-69.098;-88.472;-115.314;12.542;-7.394;-38.225;-44.463;-77.44;-77.44;-6.099
4710;-49.861;-33.234;-71.862;-84.407;-73.687;-62.364;-87.572;-118.178;12.215;-7.992;-34.76;-44.731;-76.47;-76.47;-6.608
4720;-46.55;-30.099;-66.643;-78.414;-73.047;-55.695;-84.495;-119.917;11.888;-8.554;-31.495;-44.919;-74.51;-74.51;-6.957
4730;-43.345;-26.772;-61.486;-72.334;-71.277;-48.535;-81.292;-121.938;11.561;-9.397;-28.719;-45.636;-72.501;-72.501;-7.32
4740;-40.189;-23.556;-55.76;-66.79;-68.196;-41.996;-76.95;-123.229;10.814;-10.274;-26.062;-46.737;-70.743;-70.743;-7.51
4750;-37.115;-17.908;-49.966;-58.284;-64.754;-35.353;-73.37;-123.978;10.066;-10.945;-24.639;-48.006;-69.317;-69.317;-7.215
4760;-34.054;-11.178;-43.735;-50.404;-62.541;-28.76;-70.383;-123.399;9.799;-10.335;-22.847;-48.055;-67.865;-67.865;-7.017
4770;-29.793;-4.592;-37.491;-44.244;-60.959;-22.36;-67.055;-122.099;9.483;-9.76;-21.938;-46.742;-66.103;-66.103;-6.738
4780;-25.928;1.652;-31.029;-38.367;-60.037;-16.364;-63.754;-120.698;9.257;-9.019;-20.806;-44.942;-62.619;-62.619;-6.383
4790;-21.684;7.741;-24.601;-35.477;-58.731;-10.479;-58.796;-119.96;9.03;-8.164;-18.328;-42.4;-58.926;-58.926;-6.132
4800;-18.008;13.324;-17.949;-32.792;-56.105;-7.499;-52.095;-118.381;8.364;-7.309;-17.737;-40.48;-54.672;-54.672;-5.592
4810;-14.05;19.174;-11.365;-33.684;-52.597;-4.492;-45.647;-116.601;7.746;-6.433;-17.181;-39.291;-51.836;-51.836;-4.851
4820;-11.08;25.499;-2.897;-33.607;-48.139;-0.59;-39.054;-114.585;7.328;-7.366;-17.623;-38.275;-53.039;-53.039;-3.83
4830;-7.51;31.614;5.586;-34.193;-43.361;3.788;-33.066;-112.356;6.903;-8.298;-19.236;-37.284;-52.517;-52.517;-2.625
4840;-4.986;40.099;13.546;-33.473;-38.508;6.677;-28.026;-110.851;6.479;-9.203;-19.259;-35.812;-53.538;-53.538;-1.399
4850;-2.775;48.073;21.651;-32.67;-34.495;9.13;-23.652;-109.236;5.778;-9.39;-18.549;-33.914;-54.099;-54.099;0.284
4860;-0.612;57.683;29.636;-31.422;-30.426;11.382;-19.32;-107.623;3.717;-9.578;-18.057;-31.683;-56.312;-56.312;2.001
4870;1.109;66.934;37.793;-30.392;-26.88;13.737;-14.401;-106.259;1.657;-9.759;-16.792;-30.196;-58.458;-58.458;3.159
4880;2.83;76.167;46.19;-28.672;-23.934;16.171;-8.617;-105.615;-0.284;-10.179;-15.001;-29.669;-60.265;-60.265;4.348
4890;4.857;86.439;53.815;-27.512;-21.09;19.364;-1.606;-105.33;-2.163;-10.6;-13.352;-29.68;-61.767;-61.767;5.578
4900;6.881;95.807;62.08;-25.491;-18.316;22.317;5.047;-105.815;-4.041;-11.007;-11.168;-29.561;-61.517;-61.517;5.761
4910;9.146;106.425;69.313;-22.806;-14.982;25.717;10.341;-106.459;-5.92;-12.694;-9.124;-27.763;-60.846;-60.846;5.876
4920;11.241;116.523;76.546;-20.058;-11.441;29.117;14.01;-106.983;-8.306;-14.381;-8.808;-25.01;-61.743;-61.743;6.35
4930;13.143;126.93;82.881;-16.553;-7.017;32.943;19.03;-106.17;-10.372;-16.143;-9.317;-22.643;-63.377;-63.377;7.577
4940;15.063;136.621;89.137;-12.288;-2.832;36.77;24.834;-104.181;-12.439;-17.826;-10.732;-22.174;-64.913;-64.913;8.637
4950;16.214;144.251;94.753;-8.556;0.972;41.531;29.811;-101.269;-14.539;-19.552;-13.308;-21.674;-66.01;-66.01;9.881
4960;17.404;152.232;101.29;-4.143;3.737;46.292;34.443;-98.057;-16.468;-21.298;-15.403;-21.103;-66.374;-66.374;11.126
4970;17.303;156.87;106.633;-0.084;5.599;50.283;38.614;-95.066;-18.396;-22.004;-16.746;-20.439;-68.004;-68.004;12.69
4980;17.182;162.047;112.617;3.535;7.189;53.353;41.876;-92.174;-20.004;-22.352;-16.65;-19.21;-71.403;-71.403;12.672
4990;17.102;167.192;117.335;6.665;7.859;56.509;44.731;-88.993;-21.412;-22.672;-15.978;-17.69;-74.732;-74.732;12.792
5000;17.022;170.483;121.702;5.688;8.695;60.025;47.243;-86.106;-22.876;-22.432;-12.946;-15.75;-77.812;-77.812;13.782
5010;17.999;172.334;125.509;4.2;11.192;63.04;50.524;-82.957;-24.339;-23.185;-10.503;-14.327;-79.029;-79.029;14.772
5020;17.817;172.753;128.319;4.623;13.488;66.487;54.259;-79.143;-25.803;-23.897;-6.981;-14.367;-80.131;-80.131;15.559
5030;18.461;173.652;131.368;5.967;15.954;70.265;57.788;-74.183;-27.266;-24.499;-4.164;-14.807;-80.396;-80.396;17.303
5040;18.843;171.777;133.625;8.966;17.581;75.084;60.069;-68.574;-29.439;-24.782;-1.908;-15.757;-81.804;-81.804;19.007
5050;18.928;170.461;136.121;13.324;18.332;82.48;60.847;-62.732;-31.171;-25.065;2.172;-16.171;-83.001;-83.001;18.188
5060;19.124;167.749;139.335;17.828;20.018;90.663;60.183;-57.186;-32.91;-25;5.332;-14.739;-86.214;-86.214;17.368
5070;20.24;164.292;141.069;21.752;22.743;96.766;59.472;-51.76;-34.719;-24.375;9.181;-11.935;-84.186;-84.186;16.521
5080;20.508;163.996;143.159;27.415;25.12;102.352;58.148;-46.222;-36.527;-23.571;13.389;-8.846;-83.199;-83.199;15.839
5090;21.51;161.625;145.688;32.372;29.443;107.869;57.383;-39.366;-38.335;-22.828;15.29;-6.677;-82.67;-82.67;15.177
5100;22.513;158.694;147.697;36.61;34.125;112.481;56.483;-31.708;-39.863;-22.004;17.19;-4.546;-82.248;-82.248;14.479
5110;21.236;153.677;149.505;41.026;39.279;116.99;55.486;-24.117;-40.039;-21.215;18.353;-1.989;-79.753;-79.753;13.781
5120;20.412;147.981;150.506;44.963;43.883;119.99;53.487;-16.783;-40.145;-20.923;19.516;1.088;-76.199;-76.199;12.966
5130;18.589;141.599;150.068;49.148;48.982;123.046;50.378;-8.745;-40.251;-20.03;19.948;3.63;-72.546;-72.546;11.657
5140;16.812;133.897;149.581;54.812;53.153;124.069;46.105;0.345;-40.357;-19.193;20.379;5.252;-69.466;-69.466;10.141
5150;16.756;127.196;147.094;59.252;57.364;124.252;40.581;10.419;-37.417;-18.975;20.808;8.44;-65.897;-65.897;9.503
5160;16.37;119.252;144.731;63.102;61.117;123.063;35.978;21.025;-34.476;-17.788;21.079;10.749;-62.89;-62.89;8.866
5170;17.206;112.348;140.823;67.912;64.068;121.794;32.295;30.959;-30.855;-16.6;22.698;12.448;-59.083;-59.083;8.243
5180;18.041;105.327;136.874;71.517;66.298;119.388;27.308;38.775;-27.09;-15.668;24.255;13.389;-54.208;-54.208;7.601
5190;17.786;97.778;132.425;72.163;66.641;116.375;20.661;45.417;-26.124;-14.746;26.24;15.105;-49.894;-49.894;7.167
5200;17.731;92.51;127.885;72.526;65.189;112.025;14.774;52.233;-25.159;-13.825;28.246;17.377;-46.196;-46.196;6.975
5210;17.574;85.643;122.983;72.768;64.308;106.348;7.726;60.378;-24.193;-12.986;29.167;19.28;-44.072;-44.072;6.783
5220;18.189;81.931;118.206;72.942;64.884;101.506;0.826;67.717;-23.124;-13.222;30.088;21.004;-41.953;-41.953;6.619
5230;17.903;76.819;113.2;74.706;66.341;95.887;-3.021;75.141;-23.055;-13.058;27.761;22.695;-38.301;-38.301;7.316
5240;17.495;71.197;108.277;76.426;67.585;90.399;-6.466;83.057;-23.048;-13.025;25.407;25.379;-33.302;-33.302;7.819
5250;17.113;65.589;102.855;79.131;70.295;84.354;-9.534;91.203;-23.041;-13.552;20.582;28.423;-28.657;-28.657;7.564
5260;15.999;60.043;97.343;82.316;72.566;78.531;-12.6;98.677;-23.028;-13.759;15.626;31.599;-25.196;-25.196;7.309
5270;16.357;55.963;90.841;85.397;76.108;73.546;-17.505;105.352;-23.214;-13.945;9.93;34.545;-21.566;-21.566;7.04
5280;17.61;50.516;84.153;86.639;79.692;68.672;-22.617;110.488;-23.4;-14.171;4.095;37.931;-17.942;-17.942;5.909
5290;18.862;47.382;77.206;87.783;83.367;63.269;-27.168;114.45;-23.043;-14.677;-1.113;43.359;-12.599;-12.599;4.861
5300;20.41;45.789;70.422;85.881;86.212;57.852;-29.324;117.388;-21.916;-15.377;-6.239;48.724;-7.372;-7.372;5.123
5310;21.615;45.426;63.025;83.931;87.618;51.254;-29.354;120.646;-20.789;-16.396;-9.466;51.912;0.156;0.156;5.385
5320;22.434;46.462;56.103;80.979;87.274;44.634;-30.652;125.159;-19.662;-17.367;-12.487;53.81;5.702;5.702;5.564
5330;24.334;42.546;48.902;75.731;86.699;37.433;-32.221;130.05;-18.597;-18.359;-15.277;56.571;11.319;11.319;5.75
5340;26.753;38.313;41.421;70.552;83.764;30.445;-34.559;134.27;-16.252;-19.11;-17.425;61.381;17.983;17.983;5.937
5350;29.021;32.628;34.419;66.772;80.753;23.738;-36.149;137.611;-14.188;-20.041;-19.919;67.083;24.989;24.989;4.85
5360;33.434;26.646;27.012;63.028;77.6;17.182;-37.181;141.421;-12.206;-21.021;-19.12;71.972;31.801;31.801;3.763
5370;37.848;20.825;20.206;60.001;75.85;13.146;-37.301;144.803;-10.279;-21.4;-18.17;76.752;38.396;38.396;2.71
5380;43.679;14.956;13.326;56.851;75.352;9.138;-37.367;148.429;-8.872;-21.848;-14.299;82.473;44.095;44.095;1.466
5390;48.455;9.781;6.445;52.084;76.734;6.85;-35.966;151.615;-7.465;-22.566;-10.65;89.299;50.075;50.075;0.222
5400;51.601;4.052;1.204;48.501;77.953;5.346;-33.637;153.857;-9.181;-22.808;-5.28;95.108;55.236;55.236;-0.596
5410;52.928;-3.25;-4.037;45.425;78.374;3.683;-31.455;156.174;-11.177;-23.051;0.11;100.683;61.439;61.439;-1.414
5420;52.215;-10.85;-8.756;39.53;78.634;2.141;-30.596;157.939;-13.207;-22.807;7.981;106.223;67.301;67.301;-2.28
5430;51.378;-18.96;-13.474;33.772;78.888;0.159;-28.743;160.644;-15.237;-22.156;16.051;111.999;72.869;72.869;-4.63
5440;52.512;-28.71;-18.389;29.032;80.506;-1.039;-25.727;163.335;-14.564;-21.505;25.401;117.599;79.495;79.495;-6.981
5450;53.701;-38.799;-23.263;24.553;84.28;-2.876;-24.508;165.992;-12.291;-20.526;34.634;122.73;86.69;86.69;-9.386
5460;55.287;-48.79;-28.778;20.757;87.466;-3.372;-22.939;167.29;-10.018;-19.45;44.188;128.341;94.743;94.743;-11.792
5470;55.753;-58.782;-33.583;17.189;88.372;-4.349;-21.36;169.793;-7.745;-17.814;53.52;133.87;103.004;103.004;-14.101
5480;57.099;-67.596;-38.746;12.317;88.712;-3.683;-20.753;172.352;-4.826;-16.502;64.812;139.123;110.317;110.317;-13.993
5490;57.406;-76.012;-43.741;7.559;88.2;-2.537;-21.514;174.185;-2.068;-15.19;76.194;142.608;117.039;117.039;-13.885
5500;56.665;-82.565;-48.015;1.89;86.928;-1.601;-20.203;175.636;0.691;-13.199;85.177;146.24;123.691;123.691;-14.152
5510;55.862;-87.713;-52.459;-4.11;85.67;0.75;-18.058;176.924;3.45;-11.417;93.979;149.741;130.604;130.604;-14.418
5520;53.68;-92.73;-55.143;-9.779;81.848;1.625;-15.313;178.23;5.443;-9.634;101.542;152.767;137.338;137.338;-14.746
5530;51.298;-97.306;-57.166;-14.007;77.259;0.385;-13.919;180.935;7.381;-7.252;109.091;155.546;142.912;142.912;-15.298
5540;48.881;-102.317;-58.308;-18.303;72.429;-1.541;-12.876;182.702;9.319;-4.487;116.28;155.503;149.668;149.668;-15.85
5550;45.468;-108.728;-59.419;-20.698;68.177;-4.051;-13.437;184.269;10.411;-1.248;123.524;155.023;156.396;156.396;-16.259
5560;42.134;-114.85;-60.531;-23.279;64.513;-6.684;-15.846;184.262;10.503;2.301;130.011;155.127;165.408;165.408;-16.669
5570;38.577;-120.891;-62.066;-24.592;60.753;-9.498;-18.614;183.164;10.596;5.85;134.103;154.139;175.665;175.665;-17.134
5580;35.225;-125.03;-63.601;-25.975;56.777;-11.841;-20.95;182.287;10.688;9.57;137.833;152.206;186.164;186.164;-18.368
5590;31.36;-128.29;-65.61;-26.039;53.6;-15.377;-22.567;181.423;9.494;13.186;138.342;148.055;195.237;195.237;-19.603
5600;27.474;-130.273;-68.058;-26.331;50.188;-18.491;-24.127;179.483;8.139;16.803;139.673;142.663;204.297;204.297;-19.385
5610;21.789;-132.167;-70.032;-26.486;46.163;-22.808;-25.557;176.174;6.785;20.552;138.048;136.345;210.663;210.663;-19.167
5620;16.221;-134.701;-72.023;-27.498;42.076;-28.294;-27.232;172.913;5.43;24.025;136.61;129.167;215.938;215.938;-18.901
5630;9.28;-137.828;-73.257;-28.462;36.374;-33.448;-29.33;167.412;4.568;27.098;132.575;122.218;220.172;220.172;-16.988
5640;3.414;-140.034;-74.684;-29.988;29.817;-39.326;-31.72;159.366;4.106;30.419;128.52;114.479;224.27;224.27;-15.074
5650;-0.967;-142.041;-76.473;-31.541;23.182;-45.065;-33.959;152.21;3.568;33.741;120.683;106.324;226.51;226.51;-13.328
5660;-4.154;-140.448;-78.647;-33.974;16.8;-50.651;-35.232;145.019;3.269;35.702;113.004;98.506;226.423;226.423;-11.582
5670;-6.821;-138.323;-79.605;-34.737;11.408;-55.646;-34.61;136.578;3.37;37.473;102.815;91.008;223.623;223.623;-9.746
5680;-10.47;-135.921;-80.53;-35.499;5.95;-60.221;-34.065;127.288;3.47;38.204;92.716;84.092;219.859;219.859;-7.783
5690;-15.312;-131.688;-80.85;-33.612;0.252;-64.396;-33.898;117.64;3.571;39.066;81.313;77.417;215.846;215.846;-5.821
5700;-20.215;-127.234;-81.281;-31.65;-5.48;-68.186;-33.15;107.432;2.051;39.434;69.855;68.942;211.218;211.218;-3.88
5710;-24.732;-121.61;-81.679;-30.887;-11.622;-71.377;-32.258;95.999;0.337;40.003;57.789;59.501;205.534;205.534;-1.939
5720;-28.885;-115.785;-82.36;-29.945;-17.674;-73.977;-31.171;83.839;-1.378;40.087;45.612;50.09;199.817;199.817;-0.074
5730;-33.052;-110.556;-82.917;-29.603;-23.906;-76.897;-30.727;71.658;-3.092;40.068;32.972;41.109;194.379;194.379;0.479
5740;-37.514;-105.044;-83.472;-29.385;-29.946;-79.879;-29.446;59.597;-4.454;40.368;20.346;32.721;188.463;188.463;1.032
5750;-41.177;-102.652;-83.916;-28.727;-36.699;-82.847;-30.091;47.383;-5.855;39.948;10.621;23.978;182.166;182.166;1.847
5760;-44.823;-100.531;-84.743;-28.637;-43.782;-86.928;-32.861;34.283;-7.257;38.855;1.905;14.615;176.575;176.575;2.662
5770;-47.723;-98.658;-85.76;-28.823;-49.597;-90.879;-35.796;21.079;-7.927;37.611;-6.186;5.279;172.014;172.014;3.622
5780;-51.742;-95.418;-87.377;-29.783;-54.768;-91.937;-38.229;7.354;-8.997;35.767;-13.917;-4.298;166.495;166.495;4.08
5790;-55.658;-92.164;-88.735;-31.019;-59.486;-92.712;-40.779;-3.943;-10.068;33.537;-21.741;-13.142;159.105;159.105;4.538
5800;-60.094;-89.942;-90.454;-31.175;-63.505;-91.84;-43.363;-15.283;-11.138;30.73;-29.484;-21.16;151.159;151.159;5.026
5810;-64.619;-87.472;-91.423;-31.345;-67.607;-90.81;-43.978;-25.422;-11.208;27.923;-37.179;-27.644;141.772;141.772;5.494
5820;-69.625;-86.092;-92.273;-31.395;-71.676;-89.065;-42.961;-36.229;-11.879;25.495;-42.452;-33.222;130.252;130.252;5.961
5830;-74.647;-84.361;-92.839;-31.506;-75.4;-87.941;-41.772;-48.251;-12.494;22.8;-47.477;-39.046;115.745;115.745;6.812
5840;-79.182;-82.61;-92.644;-33.53;-79.687;-86.337;-41.023;-60.273;-13.109;21.505;-49.087;-45.037;101.684;101.684;7.546
5850;-82.319;-79.339;-92.219;-36.052;-84.054;-84.588;-41.066;-71.575;-13.564;20.306;-50.352;-50.236;87.646;87.646;7.727
5860;-83.604;-76.138;-91.794;-38.589;-88.392;-82.668;-40.977;-82.254;-14.059;19.223;-49.817;-54.781;76.837;76.837;7.908
5870;-84.808;-72.16;-91.022;-40.926;-92.753;-80.63;-39.346;-92.767;-14.554;18.421;-49.109;-57.841;65.946;65.946;8.033
5880;-85.797;-68.182;-90.25;-43.131;-96.141;-79.64;-36.251;-100.954;-15.05;18.025;-47.761;-59.731;55.185;55.185;7.326
5890;-86.786;-65.924;-88.65;-44.484;-99.542;-78.443;-33.065;-106.092;-15.495;17.719;-46.421;-59.999;44.265;44.265;6.618
5900;-88.517;-63.859;-87.05;-45.617;-102.683;-77.883;-29.983;-111.159;-15.941;16.652;-44.67;-60.232;35.284;35.284;5.626
5910;-89.974;-64.668;-84.93;-45.441;-105.505;-77.192;-28.168;-116.356;-16.386;16.905;-43.079;-62.112;27.469;27.469;4.634
5920;-89.114;-66.514;-83.69;-45.132;-108.298;-76.662;-27.313;-119.214;-17.232;16.877;-42.174;-64.712;20.701;20.701;3.643
5930;-87.588;-69.297;-81.939;-42.669;-110.971;-76.063;-25.886;-121.648;-18.007;17.89;-41.131;-68.032;14.074;14.074;3.462
5940;-85.905;-69.799;-79.589;-41.528;-112.854;-76.025;-23.503;-124.996;-18.782;18.592;-38.699;-71.703;7.517;7.517;3.281
5950;-83.102;-70.397;-77.098;-40.512;-114.953;-75.945;-20.982;-128.138;-19.509;20.334;-36.523;-73.832;0.921;0.921;3.756
5960;-81.12;-68.633;-74.697;-39.567;-115.75;-76.705;-18.905;-131.468;-20.276;21.876;-33.473;-74.749;-5.621;-5.621;4.23
5970;-79.058;-66.986;-72.679;-38.753;-116.477;-77.451;-16.559;-132.534;-20.723;23.066;-30.703;-74.892;-12.763;-12.763;4.698
5980;-78.189;-64.152;-71.283;-36.726;-116.604;-77.957;-14.836;-133.559;-21.17;24.657;-27.27;-75.484;-20.541;-20.541;4.771
5990;-76.077;-61.359;-69.927;-34.567;-116.196;-78.337;-14.219;-134.716;-21.617;25.927;-24.157;-76.181;-28.401;-28.401;4.844
6000;-73.669;-57.018;-69.168;-31.709;-115.443;-78.301;-13.366;-136.393;-21.019;26.79;-21.483;-76.934;-36.708;-36.708;4.434
6010;-70.67;-53.157;-67.65;-28.41;-114.17;-78.182;-11.432;-137.902;-20.422;28.174;-20.206;-76.847;-46.414;-46.414;4.025
6020;-68.237;-47.972;-65.612;-23.905;-112.975;-77.366;-9.259;-139.363;-19.825;29.426;-18.997;-76.349;-55.502;-55.502;3.615
6030;-65.45;-40.188;-63.575;-18.87;-111.436;-76.989;-6.64;-141.163;-18.828;30.57;-18.257;-76.229;-62.263;-62.263;3.139
6040;-63.774;-32.285;-61.294;-14.539;-110.186;-76.343;-5.156;-142.996;-17.753;32.113;-17.502;-75.761;-69.39;-69.39;2.663
6050;-60.924;-21.703;-59.012;-13.088;-109.708;-76.498;-3.619;-144.939;-16.679;33.477;-16.468;-75.72;-76.161;-76.161;1.886
6060;-58.754;-11.418;-56.719;-11.465;-109.029;-76.676;-0.52;-146.822;-15.604;34.281;-15.55;-75.959;-83.75;-83.75;1.37
6070;-55.549;-2.092;-54.825;-11.241;-107.708;-77.574;2.748;-148.881;-13.93;34.886;-14.553;-76.942;-90.178;-90.178;0.854
6080;-52.495;7.102;-52.953;-10.549;-106.207;-79.197;7.011;-149.756;-12.292;34.476;-13.804;-76.979;-93.946;-93.946;-0.254
6090;-48.975;14.688;-50.361;-9.308;-104.386;-80.061;10.892;-150.272;-10.862;32.666;-13.788;-75.331;-97.601;-97.601;-1.265
6100;-46.399;22.658;-47.76;-7.666;-102.001;-78.847;14.55;-150.047;-9.432;30.857;-13.771;-74.977;-101.895;-101.895;-1.567
6110;-43.462;29.599;-44.719;-4.497;-99.737;-76.491;16.857;-148.768;-7.961;28.779;-13.232;-74.262;-108.204;-108.204;-1.869
6120;-41.428;36.164;-42.614;-2.927;-96.666;-73.221;18.246;-147.208;-6.726;26.422;-12.561;-73.772;-113.659;-113.659;-2.171
6130;-38.046;42.495;-40.109;-1.812;-94.386;-69.297;18.746;-146.444;-5.49;24.044;-11.931;-74.262;-117.959;-117.959;-2.33
6140;-34.588;51.546;-38.685;0.087;-90.466;-64.323;20.279;-146.222;-4.814;21.018;-11.073;-74.972;-123.93;-123.93;-2.488
6150;-31.494;60.859;-35.986;1.717;-86.363;-59.126;23.167;-145.477;-4.186;18.752;-10.069;-75.134;-130.662;-130.662;-3.119
6160;-28.538;68.975;-33.367;4.244;-82.115;-52.316;26.319;-144.746;-3.559;15.921;-9.4;-73.917;-137.021;-137.021;-3.756
6170;-28.182;77.339;-27.902;6.619;-78.546;-45.474;28.789;-143.634;-2.931;13.371;-7.628;-71.179;-142.571;-142.571;-4.393
6180;-28.767;87.611;-22.437;8.167;-75.239;-37.284;30.866;-142.097;-2.663;10.821;-6.452;-66.96;-147.028;-147.028;-5.617
6190;-29.262;96.043;-16.21;9.73;-72.035;-28.934;32.203;-139.541;-2.335;7.876;-6.116;-62.872;-151.074;-151.074;-6.688
6200;-30.778;102.608;-9.982;11.41;-68.429;-19.806;34.781;-136.971;-2.007;3.891;-7.299;-59.825;-154.361;-154.361;-7.406
6210;-32.36;107.974;-3.353;12.188;-65.246;-10.437;37.116;-133.539;-1.679;-0.094;-8.291;-57.754;-157.57;-157.57;-8.123
6220;-33.505;113.291;4.076;12.966;-61.502;-0.596;36.87;-132.272;-1.67;-3.508;-9.89;-56.324;-160.731;-160.731;-8.806
6230;-32.47;121.288;11.492;12.833;-57.88;9.326;36.269;-130.583;-1.592;-7.321;-10.999;-54.564;-162.538;-162.538;-8.164
6240;-31.695;129.396;20.269;12.77;-54.086;19.913;37.732;-129.183;-1.513;-11.77;-11.668;-52.723;-164.783;-164.783;-7.523
6250;-29.629;135.823;29.47;12.226;-49.8;29.941;38.876;-127.63;-1.997;-16.011;-11.971;-50.686;-165.91;-165.91;-6.535
6260;-27.686;142.065;39.512;11.745;-44.295;40.132;40.274;-125.23;-2.29;-20.252;-13.028;-48.808;-166.519;-166.519;-5.548
6270;-25.839;147.23;48.975;9.974;-38.942;49.743;40.797;-122.941;-2.582;-25.47;-13.726;-46.171;-167.714;-167.714;-5.08
6280;-23.512;147.797;57.079;8.236;-34.535;59.799;42.314;-120.465;-2.874;-30.648;-15.029;-42.788;-170.137;-170.137;-4.379
6290;-20.094;148.033;64.321;6.319;-30.679;69.543;45.364;-116.679;-3.727;-36.586;-16.201;-39.326;-172.891;-172.891;-3.679
6300;-16.316;144.883;71.291;5.481;-26.982;80.338;47.735;-112.775;-4.183;-42.352;-17.131;-35.891;-175.593;-175.593;-2.674
6310;-11.412;141.457;77.892;5.058;-23.138;91.066;47.567;-107.732;-4.64;-47.557;-18.137;-33.126;-176.898;-176.898;-1.67
6320;-6.759;136.822;84.564;4.634;-19.459;101.112;47.295;-101.828;-5.097;-53.106;-18.582;-29.761;-176.804;-176.804;-0.288
6330;-1.963;132.125;91.291;4.514;-15.436;111.71;47.086;-96.03;-5.633;-57.89;-18.979;-27.469;-176.324;-176.324;1.902
6340;1.712;127.425;96.99;4.404;-10.821;120.086;47.025;-90.026;-7.317;-62.673;-18.857;-24.754;-174.167;-174.167;4.092
6350;5.248;123.028;102.69;4.156;-6.081;126.221;45.914;-83.937;-9.001;-67.099;-19.148;-20.273;-171.81;-171.81;4.803
6360;9.532;120.196;107.465;1.972;-1.025;132.659;45.865;-77.389;-10.686;-71.258;-21.434;-16.172;-169.61;-169.61;5.513
6370;15.996;119.044;111.48;3.309;2.959;137.658;45.359;-70.399;-11.462;-74.537;-24.273;-12.583;-166.932;-166.932;5.383
6380;22.687;117.63;115.212;4.735;6.983;141.877;45.763;-63.236;-12.239;-77.622;-27.975;-9.138;-164.276;-164.276;4.75
6390;29.818;113.177;118.065;8.052;9.288;143.497;44.368;-57.04;-13.015;-80.108;-31.701;-6.741;-158.723;-158.723;4.117
6400;36.487;108.737;119.69;11.418;11.178;144.978;41.655;-51;-13.578;-81.95;-35.141;-5.134;-151.338;-151.338;3.181
6410;43.716;104.777;120.674;14.422;12.963;143.899;37.87;-45.146;-14.313;-83.105;-38.039;-4.737;-143.931;-143.931;2.509
6420;51.436;101.092;119.687;15.168;15.777;142.89;34.437;-39.072;-15.048;-84.259;-41.628;-5.305;-136.77;-136.77;1.837
6430;59.537;94.768;118.619;15.257;19.121;142.908;29.05;-32;-15.783;-85.212;-44.537;-6.617;-130.64;-130.64;1.668
6440;67.782;88.603;116.244;16.404;23.131;142.712;24.946;-24.45;-16.359;-85.612;-48.097;-7.081;-124.56;-124.56;2.226
6450;74.739;82.949;114.113;17.538;26.673;140.975;22.091;-17.086;-16.961;-86.012;-49.721;-6.484;-118.457;-118.457;2.474
6460;81.4;76.72;111.774;19.406;31.408;138.251;20.506;-9.6;-17.564;-86.859;-51.526;-5.666;-111.583;-111.583;2.723
6470;87.156;71.724;108.775;21.183;36.287;135.35;20.572;-1.985;-18.167;-88.194;-52.314;-4.874;-105.192;-105.192;3.291
6480;90.885;63.789;106.025;23.532;40.797;132.559;20.241;5.375;-18.93;-89.599;-53.076;-4.891;-97.412;-97.412;2.905
