timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;;06: bdA-.1;07: bdA-.2;08: bdA-.3;09: crybdIm1-.1;10: crybdIm1-.2;11: crybdIm1-.3;12: frq1+.1;13: frq1+.2;14: frq1+.3
5410;-90.08;-95.011;15.494;28.383;-103.761;;-215.844;-253.446;-238.975;-20.851;-228.092;-160.617;41.44;189.527;30.354
5420;-84.698;-91.863;15.423;28.792;-105.386;;-210.862;-243.633;-229.908;-13.737;-223.55;-152.527;61.182;200.743;47.926
5430;-78.644;-87.668;15.65;28.833;-106.538;;-204.96;-234.221;-220.099;-7.502;-218.513;-144.334;80.946;211.883;65.414
5440;-73.152;-83.371;14.386;28.561;-107.881;;-199.826;-222.879;-210.319;-1.618;-215.206;-135.328;100.181;222.297;84.146
5450;-67.272;-79.902;11.703;28.015;-109.16;;-194.651;-211.124;-198.132;2.546;-211.781;-126.788;119.72;231.672;101.988
5460;-59.519;-75.159;7.4;26.85;-109.676;;-190.897;-200.128;-187.072;6.157;-205.196;-118.59;138.528;238.739;120.123
5470;-51.941;-70.346;4.047;24.788;-110.549;;-187.68;-188.807;-175.163;10.767;-195.684;-109.543;156.097;244.897;138.966
5480;-44.807;-64.272;1.305;22.164;-111.37;;-184.319;-179.61;-163.257;14.417;-185.966;-99.971;172.901;250.899;157.228
5490;-36.741;-59.65;-1.549;18.982;-111.799;;-180.079;-170.905;-151.516;15.695;-176.047;-87.996;188.03;256.134;173.509
5500;-26.261;-52.403;-4.313;15.338;-111.985;;-174.412;-163.319;-138.843;18.254;-164.735;-76.432;201.835;260.099;188.141
5510;-13.648;-46.084;-7.039;10.974;-111.916;;-167.949;-154.292;-125.977;23.461;-153.898;-65.859;215.01;262.828;199.826
5520;2.68;-39.65;-9.581;6.141;-111.567;;-159.327;-143.441;-112.916;28.486;-144.381;-55.005;226.563;262.708;208.863
5530;19.321;-32.426;-11.523;0.108;-111.408;;-150.753;-132.828;-98.935;33.59;-134.822;-44.148;237.637;260.555;215.538
5540;35.542;-25.283;-12.881;-7.081;-111.531;;-139.939;-122.506;-84.775;38.603;-126.303;-34.028;246.31;256.636;221.226
5550;50.012;-18.643;-12.268;-15.023;-111.919;;-128.272;-112.146;-69.448;44.196;-116.64;-23.928;251.727;250.927;226.41
5560;62.679;-13.559;-11.55;-22.903;-112.683;;-116.763;-101.626;-54.446;52.252;-106.625;-15.596;256.174;244.826;227.897
5570;74.468;-8.935;-9.579;-30.804;-112.759;;-105.254;-87.44;-42.066;59.252;-94.25;-7.503;258.299;237.687;228.596
5580;86.75;-4.353;-7.142;-37.641;-112.84;;-92.601;-71.983;-28.847;67.052;-78.363;0.691;258.748;228.488;229.73
5590;98.432;-1.332;-4.033;-44.153;-113.066;;-80.301;-56.887;-16.221;72.542;-62.076;8.577;258.17;218.335;230.177
5600;107.91;1.003;-0.695;-50.905;-113.829;;-66.92;-41.89;-0.97;78.143;-42.829;16.103;255.662;207.607;227.713
5610;115.392;3.148;2.622;-58.061;-114.679;;-53.021;-28.349;14.281;84.487;-21.919;22.084;250.88;195.644;224.35
5620;123.963;6.262;6.091;-65.459;-115.371;;-39.246;-13.968;30.585;91.15;-1.043;28.865;244.818;182.902;221.956
5630;133.04;12.474;10.041;-72.859;-115.663;;-23.634;2.552;48.301;98.036;18.354;35.771;237.901;170.772;217.651
5640;139.859;20.73;14.488;-80.397;-116.159;;-8.217;18.352;66.403;105.535;37.545;43.455;229.756;158.916;210.73
5650;147.105;29.559;18.833;-88.483;-116.611;;12.728;37.021;85.807;113.113;55.179;52.779;220.975;144.905;201.512
5660;151.829;36.55;22.988;-96.687;-117.65;;34.21;57.583;105.211;120.308;73.459;62.604;212.001;128.818;193.484
5670;155.252;43.741;27.105;-104.659;-119.029;;55.27;77.546;125.953;125.462;91.119;74.612;202.33;110.488;187.257
5680;159.152;48.403;30.634;-112.512;-119.899;;76.331;99.23;147.178;131.676;109.658;86.021;191.125;91.454;180.812
5690;164.103;51.142;34.454;-121.199;-120.865;;98.829;118.95;168.637;137.92;131.265;96.806;179.263;72.817;172.121
5700;166.077;52.826;37.731;-128.927;-121.885;;120.954;139.39;188.097;145.381;152.658;105.138;167.07;55.167;161.486
5710;166.999;52.706;41.615;-134.883;-122.701;;145.76;161.29;207.066;150.559;172.477;114.189;154.723;37.713;149.394
5720;168.281;51.534;45.259;-140.844;-123.414;;172.388;183.429;224.617;156.657;191.814;121.759;142.066;19.993;135.461
5730;169.314;48.999;47.476;-147.447;-124.228;;198.808;206.463;241.6;163.251;210.881;129.218;127.692;1.921;121.382
5740;168.779;47.269;48.92;-154.359;-125.401;;224.669;229.93;258.046;166.303;230.163;135.018;113.283;-16.327;108.494
5750;166.037;44.352;50.343;-160.31;-127.05;;247.385;253.956;274.098;166.436;248.458;142.923;98.181;-35.203;95.994
5760;162.877;42.781;51.959;-163.917;-128.345;;269.77;277.076;289.985;164.123;265.712;151.939;82.703;-53.406;83.512
5770;155.785;41.532;52.902;-166.073;-129.044;;289.034;298.93;306.604;160.93;282.142;162.338;67.611;-70.992;71.641
5780;147.661;39.79;52.237;-169.372;-129.767;;308.113;319.356;322.338;157.401;298.966;173.688;52.498;-88.359;60.244
5790;139.847;37.839;50.303;-173.2;-129.967;;323.172;339.92;338.141;152.058;316.577;184.263;38.037;-104.921;48.168
5800;132.876;36.218;47.303;-176.004;-130.312;;337.924;359.804;349.247;144.115;327.243;195.143;25.172;-120.597;35.241
5810;126.775;35.048;44.179;-178.218;-130.753;;352.359;379.192;360.112;133.363;337.543;206.923;11.692;-136.554;22.411
5820;120.874;34.792;40.625;-179.886;-131.385;;365.473;394.53;366.299;121.29;343.103;215.617;-0.578;-151.01;7.854
5830;114.101;34.879;36.757;-181.673;-131.652;;372.92;404.468;369.407;107.817;346.094;220.463;-13.528;-164.265;-7.619
5840;105.99;35.368;32.967;-182.799;-131.83;;380.112;410.939;372.342;94.679;349.257;224.439;-25.77;-176.159;-22.531
5850;97.076;35.499;30.192;-183.651;-131.608;;383.943;416.841;369.903;81.941;347.051;226.334;-36.619;-188.701;-36.137
5860;86.541;34.131;26.812;-184.084;-131.385;;381.59;420.835;367.465;68.309;341.668;228.048;-47.125;-200.265;-49.6
5870;75.479;30.662;23.079;-184.094;-131.131;;379.106;420.974;360.728;54.942;336.332;226.939;-57.378;-212.168;-64.807
5880;60.73;24.647;18.895;-183.451;-130.567;;370.902;418.753;349.392;41.015;329.269;224.87;-68.19;-223.582;-79.579
5890;45.566;16.939;14.434;-182.812;-129.328;;362.477;413.771;338.055;26.468;322.474;220.214;-79.734;-234.33;-93.291
5900;28.785;8.361;9.248;-181.106;-128.27;;346.225;405.292;323.601;12.142;312.727;213.003;-91.586;-243.028;-105.021
5910;12.203;-0.657;4.098;-178.88;-126.708;;328.332;388.814;309.148;-0.967;301.139;205.792;-102.959;-249.979;-117.452
5920;-5.103;-10.648;-1.044;-176.285;-124.612;;310.419;370.75;293.703;-12.854;289.476;195.343;-114.006;-255.6;-130.103
5930;-25.142;-19.95;-5.499;-172.298;-123.112;;290.485;350.6;277.146;-24.461;276.233;183.808;-123.484;-261.953;-142.244
5940;-47.343;-29.803;-10.341;-166.411;-120.379;;270.072;331.33;259.077;-36.091;261.03;171.588;-132.759;-267.923;-152.908
5950;-68.121;-39.116;-14.797;-160.543;-117.454;;249.768;307.372;238.261;-48.783;245.503;159.676;-142.378;-273.45;-161.619
5960;-89.048;-48.326;-19.643;-155.49;-113.661;;231.263;281.439;217.444;-59.163;225.648;146.596;-150.989;-278.301;-169.156
5970;-110.017;-58.425;-24.728;-149.916;-109.295;;213.01;255.345;196.137;-71.868;201.894;133.672;-158.188;-282.331;-174.354
5980;-130.188;-67.909;-29.139;-143.846;-104.106;;194.521;227.452;174.2;-83.113;177.47;121.164;-164.977;-285.705;-178.902
5990;-148.712;-77.512;-33.226;-136.248;-98.446;;176.553;198.523;151.583;-92.919;151.687;108.017;-172.174;-288.156;-185.259
6000;-164.654;-88.454;-37.658;-128.588;-92.746;;158.777;168.992;126.444;-101.057;125.568;91.137;-178.93;-289.814;-193.15
6010;-180.843;-99.783;-42.978;-122.545;-87.476;;141.648;140.374;101.332;-109.695;99.408;73.839;-184.363;-290.622;-200.379
6020;-193.392;-111.217;-48.639;-116.028;-83.161;;123.48;111.863;74.781;-117.454;75.568;55.498;-188.594;-290.534;-208.997
6030;-204.65;-123.179;-54.259;-108.618;-78.869;;105.339;84.902;46.6;-124.239;51.777;36.196;-192.207;-289.497;-217.999
6040;-215.046;-134.873;-59.255;-99.879;-74.808;;88.189;57.695;18.669;-129.794;27.53;16.894;-195.779;-288.2;-225.863
6050;-224.961;-147.339;-64.582;-90.379;-70.108;;69.479;29.999;-7.913;-133.31;8.083;-3.15;-199.261;-285.964;-231.903
6060;-235.12;-157.884;-69.985;-80.738;-65.545;;50.913;2.874;-34.357;-136.646;-11.157;-22.519;-202.375;-282.44;-234.357
6070;-245.397;-167.854;-75.644;-71.175;-60.56;;32.931;-25.33;-55.866;-139.483;-28.262;-38.527;-205.474;-278.737;-233.743
6080;-255.233;-178.446;-79.891;-61.28;-55.617;;18.269;-49.079;-74.596;-141.423;-46.807;-49.549;-207.818;-274.887;-231.852
6090;-266.077;-187.858;-83.459;-50.357;-50.407;;3.4;-69.168;-92.348;-142.222;-65.428;-60.571;-209.163;-271.164;-229.807
6100;-276.768;-196.524;-88.41;-38.12;-45.317;;-10.243;-88.687;-105.545;-142.945;-82.677;-68.706;-209.281;-268.05;-225.014
6110;-285.193;-203.954;-93.655;-26.186;-39.52;;-19.603;-106.469;-118.742;-142.832;-97.188;-76.949;-207.559;-266.196;-219.201
6120;-294.014;-210.301;-99.203;-14.596;-33.65;;-29.08;-121.371;-129.124;-142.023;-111.519;-83.472;-204.439;-263.233;-211.459
6130;-300.474;-215.423;-105.074;-3.345;-27.185;;-35.804;-135.455;-136.506;-140.574;-122.683;-89.538;-200.737;-259.943;-201.93
6140;-305.796;-219.392;-110.65;9.389;-22.393;;-42.494;-146.543;-144.448;-139.241;-133.806;-95.75;-195.797;-256.897;-191.57
6150;-310.312;-221.926;-116.514;23.912;-17.956;;-46.232;-157.53;-149.193;-137.948;-141.694;-100.883;-190.499;-254.12;-181.629
6160;-314.15;-222.557;-122.348;39.909;-12.701;;-48.214;-163.663;-153.786;-137.659;-148.101;-106.927;-185.276;-250.909;-171.93
6170;-317.937;-222.426;-127.899;56.251;-7.812;;-50.01;-168.058;-158.541;-138.897;-154.494;-112.131;-179.04;-247.123;-162.091
6180;-320.324;-221.371;-134.015;72.559;-0.423;;-51.305;-171.535;-162.861;-140.994;-160.986;-117.27;-171.539;-242.272;-152.124
6190;-321.636;-219.046;-140.517;89.481;7.108;;-53.637;-175.83;-166.261;-142.761;-167.76;-121.582;-162.487;-237.501;-140.943
6200;-321.654;-216.403;-146.668;105.912;15.268;;-56.018;-176.472;-164.636;-144.103;-174.52;-124.454;-152.956;-233.131;-129.04
6210;-320.698;-213.76;-152.028;123.876;23.419;;-60.415;-177.463;-163.059;-145.697;-179.474;-124.781;-143.39;-228.681;-116.455
6220;-319.698;-211.292;-157.132;143.377;31.65;;-65.819;-178.164;-161.106;-147.345;-182.39;-125.046;-134.259;-224.127;-104.123
6230;-318.662;-209.332;-162.23;162.72;38.781;;-71.12;-179.863;-159.036;-149.632;-185.23;-126.212;-125.317;-219.662;-91.975
6240;-317.436;-206.477;-166.799;181.557;46.543;;-78.381;-181.022;-158.305;-149.989;-187.4;-126.263;-115.57;-214.36;-78.874
6250;-317.166;-203.691;-171.174;199.772;56.143;;-85.77;-180.581;-155.179;-150.127;-186.979;-125.114;-104.466;-206.996;-64.214
6260;-316.45;-202.254;-174.472;217.877;67.735;;-93.179;-179.196;-152.012;-150.909;-186.662;-123.266;-92.775;-198.335;-48.465
6270;-314.956;-200.713;-176.524;234.098;80.748;;-98.29;-177.381;-148.086;-151.532;-187.99;-121.652;-81.324;-188.161;-30.473
6280;-312.095;-198.783;-177.52;250.354;93.375;;-102.883;-175.966;-144;-152.257;-189.132;-119.815;-69.804;-176.67;-11.47
6290;-310.041;-195.934;-177.719;267.018;106.208;;-105.423;-174.724;-141.497;-151.981;-189.85;-117.971;-58.199;-165.494;7.143
6300;-307.585;-192.474;-177.193;282.989;117.957;;-106.521;-172.31;-137.33;-148.916;-189.378;-115.752;-45.404;-153.837;25.437
6310;-304.044;-187.68;-176.429;296.81;128.651;;-107.902;-169.817;-133.163;-146.411;-188.313;-114.023;-30.978;-142.232;41.928
6320;-300.96;-181.219;-175.63;309.657;138.594;;-109.225;-165.863;-124.983;-142.814;-185.651;-111.927;-16.248;-128.966;57.539
6330;-298.452;-174.6;-174.948;321.957;147.706;;-109.385;-161.095;-116.839;-139.79;-180.632;-111.19;-1.021;-113.316;72.588
6340;-294.23;-168.323;-174.297;332.266;156.8;;-109.214;-156.832;-107.054;-135.927;-175.612;-108.959;14.55;-96.451;87.658
6350;-290.33;-162.909;-172.948;341.152;166.043;;-106.56;-152.953;-97.29;-131.677;-167.513;-106.961;29.483;-77.127;101.455
6360;-284.615;-157.806;-171.31;348.175;174.759;;-102.825;-149.441;-87.498;-125.423;-158.076;-104.57;43.179;-57.396;115.433
6370;-277.549;-153.406;-169.565;354.556;182.979;;-98.759;-146.542;-76.95;-119.53;-148.694;-101.323;55.817;-36.807;128.457
6380;-269.763;-150.657;-167.662;360.524;190.101;;-92.612;-140.8;-65.851;-112.218;-141.992;-97.89;68.814;-15.894;140.957
6390;-261.912;-147.97;-165.986;363.854;198.76;;-86.011;-133.099;-54.145;-104.484;-135.31;-92.527;82.203;6.141;152.528
6400;-253.801;-145.927;-163.476;362.571;207.732;;-79.025;-125.204;-44.76;-96.534;-129.328;-87.323;95.272;28.585;164.673
6410;-243.164;-145.477;-161.157;357.766;215.628;;-71.759;-115.989;-35.41;-87.588;-120.906;-80.952;108.974;51.341;176.269
6420;-232.517;-144.845;-158.892;350.386;224.101;;-64.244;-103.063;-26.992;-75.481;-112.063;-74.884;121.452;73.334;186.709
6430;-220.865;-143.954;-156.537;341.432;230.949;;-55.735;-90.724;-18.601;-62.236;-102.844;-67.36;132.672;95.222;195.611
6440;-207.713;-142.695;-154.25;330.354;235.956;;-44.746;-78.945;-9.604;-48.474;-94.465;-59.757;141.08;117.521;203.692
6450;-195.257;-141.025;-151.741;319.299;240.148;;-33.557;-67.73;-1.52;-34.993;-85.479;-51.975;147.568;140.375;209.967
6460;-183.193;-138.363;-149.13;306.429;242.174;;-23.774;-55.84;6.626;-21.892;-75.381;-45.269;153.127;163.919;212.777
6470;-171.12;-134.623;-145.997;291.67;242.141;;-13.959;-43.874;16.828;-9.673;-65.868;-37.825;158.342;187.901;214.657
6480;-157.876;-131.018;-142.396;275.568;241.488;;-3.681;-30.345;27.443;1.808;-56.479;-30.192;163.728;211.855;215.069
6490;-143.796;-128.143;-138.441;257.793;239.204;;7.676;-16.953;39.906;12.292;-48.61;-22.072;168.524;233.563;214.106
6500;-128.796;-122.861;-133.659;239.719;234.24;;21.657;-3.775;50.937;22.211;-41.797;-14.248;172.065;252.226;211.174
6510;-114.291;-116.306;-128.843;221.884;227.25;;35.589;9.37;61.967;32.681;-34.992;-6.927;174.486;269.356;206.479
6520;-99.854;-109.63;-123.395;205.212;218.269;;49.561;21.774;71.761;43.386;-28.066;1.913;176.731;283.647;200.069
6530;-85.57;-102.857;-118.098;188.723;209.476;;61.872;36.182;81.659;53.066;-20.047;10.732;178.309;294.503;193.579
6540;-69.495;-95.661;-112.531;170.972;198.608;;73.498;51.017;93.797;63.892;-11.716;20.822;178.577;303.396;187.468
6550;-53.415;-87.012;-107.041;153.381;187.83;;83.284;66.13;105.559;74.451;-2.265;30.097;178.032;309.156;181.586
6560;-38.542;-79.392;-102.218;139.479;178.246;;93.022;81.727;117.182;85.148;7.634;39.131;175.252;314.05;175.826
6570;-21.488;-71.851;-97.236;127.019;168.221;;103.145;97.331;123.879;99.428;18.64;48.517;171.957;317.149;169.032
6580;-3.23;-63.298;-92.913;115.734;157.985;;114.548;116.966;130.124;117.241;30.886;57.629;168.294;316.941;162.65
6590;13.646;-54.766;-88.777;104.451;148.356;;126.068;137.978;134.138;133.046;43.262;65.763;163.509;313.452;155.934
6600;30.359;-43.066;-84.279;91.764;140.032;;134.708;158.77;138.654;150.247;54.244;75.303;158.455;306.828;148.114
6610;45.643;-30.706;-78.596;80.079;131.881;;139.188;179.618;144.288;165.801;63.666;84.495;152.884;298.698;138.892
6620;58.868;-14.735;-72.32;71.2;125.135;;143.468;200.637;149.852;181.149;72.792;91.13;146.183;288.636;129.633
6630;70.499;4.001;-66.486;64.255;118.214;;146.945;217.761;158.337;195.497;84.356;97.817;138.349;276;118.989
6640;82.731;23.17;-60.661;57.977;110.254;;149.072;231.822;166.35;208.943;95.433;102.982;130.047;261.079;108.948
6650;96.505;42.99;-53.906;52.201;102.112;;151.246;243.767;174.53;222.301;107.087;107.964;121.091;243.622;97.178
6660;109.156;61.997;-45.952;45.966;93.299;;151.986;254.323;182.269;233.058;115.59;112.338;110.796;224.458;83.596
6670;121.629;81.837;-37.564;40.068;84.021;;152.125;259.508;189.337;240;123.461;116.374;99.665;204.597;69.411
6680;133.561;100.713;-29.706;33.541;74.652;;151.006;262.237;195.956;246.804;131.647;120.228;88.437;184.543;55.808
6690;144.805;117.755;-21.532;27.114;66.164;;148.869;264.927;201.519;250.72;141.41;123.651;77.439;164.661;40.898
6700;157.412;134.553;-13.07;20.583;57.41;;146.371;266.788;204.939;251.903;151.179;124.553;66.521;144.778;25.546
6710;169.349;150.153;-4.19;14.001;49.109;;143.977;267.057;208.36;253.647;159.846;124.455;53.884;125.001;12.339
6720;180.716;165.673;6.076;7.556;41.869;;141.219;267.174;208.756;253.779;168.622;123.399;41.314;105.47;-1.014
6730;190.732;182.261;18.382;2.315;35.2;;136.797;265.903;205.168;251.145;175.757;124.257;28.208;85.793;-13.306
6740;199.101;198.295;30.324;-0.819;29.157;;131.993;262.553;202.021;249.59;184.37;124.461;14.895;67.92;-24.979
6750;206.708;212.167;42.226;-3.629;24.354;;124.306;257.443;197.684;247.237;188.892;124.941;1.775;51.663;-36.44
6760;214.182;225.818;54.422;-7.422;20.13;;115.952;251.284;192.116;245.341;189.495;123.661;-11.583;36.8;-47.47
6770;220.401;239.294;65.746;-12.505;16.967;;107.371;244.251;188.236;242.644;190.612;120.931;-25.102;24.257;-57.269
6780;224.632;251.633;77.935;-17.446;15.01;;99.192;235.258;181.71;236.298;188.221;116.189;-39.237;13.861;-66.483
6790;227.41;262.614;90.844;-22.513;16.058;;90.684;226.465;173.76;228.412;184.909;109.167;-52.155;5.043;-76.487
6800;228.498;272.967;103.472;-27.524;18.866;;82.759;215.829;161.622;220.223;178.954;102.415;-64.032;-0.352;-86.324
6810;229.092;283.382;116.719;-32.634;23.273;;75.137;206.553;149.185;211.648;171.927;94.59;-74.823;-5.229;-95.727
6820;227.985;290.054;129.508;-37.092;28.728;;66.326;196.981;138.328;199.772;162.615;85.492;-84.778;-10.57;-104.528
6830;225.637;296.839;142.324;-40.981;35.661;;55.87;182.797;128.272;182.701;150.503;76.193;-93.872;-14.687;-114.177
6840;222.381;303.226;154.371;-43.241;41.25;;44.255;166.193;116.535;164.716;137.49;65.454;-101.92;-16.517;-123.637
6850;219.397;306.446;164.898;-43.305;44.939;;34.127;149.348;103.059;145.01;122.759;53.259;-109.942;-16.897;-132.96
6860;215.949;309.734;174.552;-42.323;49.182;;27.764;130.739;88.383;124.61;107.774;42.23;-118.028;-16.166;-140.862
6870;213.436;309.542;183.105;-43.044;52.923;;21.149;109.903;74.074;103.735;92.817;34.401;-125.356;-15.946;-149.186
6880;211.99;307.988;191.105;-45.899;58.797;;12.614;89.068;56.832;82.512;77.099;26.541;-131.643;-14.441;-157.012
6890;210.294;305.698;197.561;-49.768;64.145;;5.036;68.53;40.497;60.51;61.586;17.92;-137.99;-11.967;-164.561
6900;207.165;300.985;202.196;-50.55;69.228;;-4.513;49.626;22.681;37.059;45.618;8.894;-143.701;-7.91;-170.719
6910;203.64;296.265;205.03;-49.833;74.717;;-13.382;30.723;5.306;15.447;30.57;0.566;-149.643;-3.292;-174.574
6920;200.291;287.422;206.971;-47.6;78.826;;-22.277;13.199;-14.476;-5.345;15.603;-7.483;-154.723;0.686;-177.237
6930;197.422;278.044;208.891;-45.015;82.861;;-31.797;-3.783;-33.538;-26.974;0.964;-15.983;-159.388;4.139;-180.474
6940;194.612;269.117;210.269;-42.812;85.646;;-43.662;-20.766;-51.655;-46.72;-14.135;-25.287;-162.777;7.01;-182.152
6950;191.752;258.495;210.714;-40.914;87.279;;-55.917;-38.102;-68.582;-64.37;-30.103;-33.401;-163.848;8.499;-179.719
6960;188.564;247.846;209.452;-40.011;88.283;;-68.53;-54.421;-85.972;-79.866;-45.643;-40.851;-161.887;10.165;-176.847
6970;187.04;236.436;206.528;-39.745;88.777;;-81.701;-71.234;-102.452;-92.781;-61.625;-48.781;-159.255;11.552;-174.378
6980;184.476;225.407;201.48;-39.559;89.629;;-93.841;-86.868;-116.972;-103.247;-76.945;-58.917;-155.43;12.862;-173.232
6990;181.463;214.748;196.844;-39.792;90.29;;-106.182;-101.954;-133.217;-114.481;-92.945;-69.582;-151.845;13.04;-172.892
7000;178.492;203.779;191.03;-38.557;90.608;;-117.677;-115.069;-146.588;-124.337;-107.043;-79.327;-149.01;12.967;-173.004
7010;172.921;193.108;184.732;-33.578;90.303;;-128.843;-128.252;-158.734;-133.316;-117.966;-88.022;-146.655;10.945;-173.117
7020;168.03;182.012;178.952;-27.313;89.592;;-140.368;-140.926;-170.252;-143.109;-128.888;-96.764;-144.181;7.903;-173.139
7030;161.397;171.571;172.123;-21.688;88.239;;-150.679;-152.861;-178.251;-149.022;-137.07;-104.461;-140.766;3.378;-172.283
7040;154.564;160.957;164.174;-14.414;86.47;;-160.543;-164.72;-186.214;-155.006;-144.56;-111.272;-136.026;-0.556;-170.388
7050;149.891;149.116;154.819;-6.502;84.139;;-170.768;-175.396;-191.506;-163.09;-152.53;-119.233;-130.806;-4.062;-168.246
7060;145.939;137.488;145.683;0.901;81.655;;-180.572;-187.913;-197.439;-170.934;-160.281;-125.528;-124.337;-9.157;-166.538
7070;142.2;126.708;136.543;5.89;81.44;;-190.109;-200.465;-203.295;-178.276;-168.421;-131.47;-118.748;-13.614;-163.928
7080;138.93;114.691;127.443;8.526;80.389;;-199.766;-213.505;-209.804;-182.644;-176.72;-137.833;-114.283;-17.811;-160.746
7090;137.219;101.681;119.399;10.055;80.149;;-208.51;-225.185;-215.699;-185.972;-184.221;-142.549;-110.419;-20.139;-156.303
7100;135.681;87.302;112.212;10.509;80.079;;-216.488;-236.692;-221.023;-189.17;-190.641;-146.916;-106.149;-20.47;-150.766
7110;134.255;72.948;104.142;11.281;80;;-223.866;-245.277;-225.77;-192.77;-196.342;-151.847;-101.601;-19.469;-144.756
7120;132.301;59.193;97.295;11.949;78.49;;-230.868;-251.01;-230.941;-194.21;-202.222;-157.952;-96.286;-16.759;-138.11
7130;130.517;43.87;90.32;12.672;72.995;;-236.436;-256.811;-235.157;-196.537;-207.403;-164.123;-90.555;-13.211;-130.728
7140;128.263;28.861;84.752;13.797;68.419;;-242.079;-261.119;-239.458;-197.524;-212.657;-169.688;-83.75;-7.71;-121.919
7150;126.556;13.579;80;12.498;63.406;;-245.737;-263.881;-240.498;-196.888;-216.703;-174.223;-75.808;-2.197;-111.164
7160;126.316;-2.757;75.315;9.851;56.571;;-248.102;-266.63;-240.352;-194.123;-220.712;-178.717;-66.685;2.941;-100.299
7170;126.979;-16.27;69.497;4.968;50.234;;-250.806;-269.134;-238.266;-191.197;-223.939;-182.388;-56.59;8.601;-89.621
7180;127.17;-29.106;63.134;0.287;42.214;;-252.988;-272.277;-236.727;-187.852;-226.599;-185.527;-46.539;15.188;-77.135
7190;126.738;-41.273;57.455;-4.35;35.265;;-254.138;-275.517;-236.055;-183.746;-228.977;-187.687;-35.008;22.517;-65.629
7200;123.207;-52.146;53.545;-9.13;28.582;;-254.937;-276.646;-234.71;-178.68;-231.368;-188.459;-24.455;31.53;-56.07
7210;119.254;-62.723;50.123;-14.152;22.119;;-255.399;-277.36;-234.236;-173.084;-233.672;-188.294;-12.808;40.942;-45.688
7220;114.862;-72.423;47.244;-18.657;15.025;;-255.894;-279.354;-233.247;-167.182;-234.702;-186.63;-0.081;51.037;-33.972
7230;111.526;-82.597;46.189;-23.375;7.008;;-255.654;-280.797;-231.138;-161.465;-235.886;-184.874;12.788;61.55;-21.555
7240;108.891;-93.171;44.466;-28.605;-0.906;;-255.352;-281.073;-227.306;-154.556;-235.934;-182.623;26.361;72.182;-8.025
7250;105.321;-102.165;42.821;-35.123;-8.797;;-254.702;-281.389;-222.646;-149.181;-234.537;-181.148;41.487;82.497;5.981
7260;103.756;-110.196;42.65;-44.143;-15.554;;-253.982;-281.601;-218.185;-144.641;-230.974;-180.255;57.397;93.735;20.814
7270;101.39;-117.383;42.284;-53.988;-21.596;;-252.53;-279.832;-212.48;-138.411;-226.928;-179.997;74.212;105.403;35.217
7280;101.89;-124.422;42.927;-63.879;-27.524;;-250.272;-277.262;-207.525;-132.846;-220.61;-179.103;91.083;118.592;48.828
7290;103.179;-131.352;42.69;-73.818;-33.948;;-247.068;-274.43;-201.943;-124.61;-213.912;-177.466;106.964;130.926;63.323
7300;103.037;-138.422;43.555;-84.314;-40.543;;-243.407;-270.618;-197.566;-116.251;-206.575;-174.309;121.139;141.782;77.177
7310;103.48;-145.841;44.756;-95.07;-48.516;;-239.33;-266.337;-192.786;-107.857;-199.308;-171.835;134.786;153.091;91.468
7320;103.29;-152.21;47.152;-104.019;-59.068;;-233.789;-261.641;-187.272;-100.127;-191.276;-168.897;148.756;165.443;106.011
7330;102.855;-158.257;49.794;-111.55;-70.301;;-227.908;-255.892;-180.948;-91.19;-182.939;-165.545;162.229;178.141;120.523
7340;101.295;-162.094;52.052;-118.197;-81.859;;-220.541;-249.058;-174.123;-82.774;-174.268;-161.879;174.378;188.397;132.27
7350;99.048;-162.501;54.028;-124.356;-92.894;;-212.41;-242.196;-166.847;-75.459;-167.126;-157.396;186.007;196.979;143.058
7360;96.748;-162.044;57.415;-130.596;-104.171;;-204.961;-234.57;-157.71;-69.177;-160.621;-153.301;198.014;204.961;153.183
7370;94.11;-161.388;60.589;-136.338;-114.113;;-196.709;-226.018;-148.143;-64.614;-154.316;-148.31;209.964;210.759;163.902
7380;90.885;-158.33;64.076;-141.819;-121.977;;-187.161;-217.246;-140.457;-56.611;-147.619;-143.52;221.314;216.134;174.153
7390;87.683;-153.742;67.188;-147.055;-130.548;;-177.291;-209.088;-130.604;-46.367;-140.774;-138.375;231.132;219.786;182.633
7400;83.33;-146.91;70.589;-152.061;-138.481;;-165.619;-201.87;-122.47;-35.821;-131.881;-133.087;240.006;222.572;187.651
7410;77.832;-139.342;74.72;-156.079;-145.127;;-153.713;-194.701;-111.377;-27.047;-121.401;-127.75;248.734;226.457;191.474
7420;71.985;-131.477;80.331;-159.13;-150.768;;-141.338;-185.641;-101.568;-17.429;-111.123;-121.301;256.595;230.243;193.481
7430;66.716;-123.519;87.523;-161.979;-154.83;;-128.029;-173.206;-92.01;-7.221;-100.361;-111.812;263.636;233.415;193.644
7440;60.752;-114.608;93.594;-164.735;-158.589;;-113.748;-160.852;-79.661;1.651;-88.597;-102.563;269.097;235.393;192.952
7450;55.846;-104.771;98.884;-167.335;-161.161;;-99.977;-148.939;-67.821;11.052;-76.481;-91.577;273.505;237.315;190.423
