timepoints (min);31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.3;41: wc-1-.1;42: wc-1-.3;43: wc-2-.1;44: wc-2-.2;45: wc-2-.3
8830;48.059;51.932;19.367;28.723;-2.206;-0.214;-17.56;15.251;-22.514;81.31;111.24;49.461;34.492;-40.132;125.869
8840;50.185;49.295;20.41;25.517;-5.051;3.117;-15.301;16.589;-20.986;81.138;116.621;56.099;29.324;-36.708;124.24
8850;52.663;47.017;21.156;18.839;-7.993;5.815;-12.073;18.912;-19.897;80.612;121.622;63.138;24.156;-33.403;122.611
8860;55.53;44.658;22.961;11.945;-10.633;9.109;-7.633;22.526;-19.324;79.73;126.651;70.214;18.96;-31.578;119.822
8870;58.095;41.92;24.342;5.159;-13.439;12.389;-2.593;26.512;-18.92;78.821;129.788;77.65;15.644;-29.753;117.033
8880;60.305;39.306;28.302;-1.428;-15.695;15.651;4.597;30.919;-18.619;78.739;131.738;84.903;12.328;-27.839;113.716
8890;61.175;34.786;29.876;-6.574;-18.034;18.338;13.757;35.906;-17.916;78.218;133.661;91.721;9.309;-25.924;110.399
8900;61.189;30.446;34.759;-9.832;-19.561;21.108;22.938;41.513;-17.188;77.581;135.263;98.299;6.29;-24.113;107.081
8910;60.603;25.152;38.001;-13.09;-20.985;23.175;33.924;47.161;-16.501;77.079;137.564;103.178;6.63;-22.302;103.764
8920;59.608;19.796;40.102;-15.996;-22.655;24.445;44.625;52.989;-15.52;76.517;139.885;108.057;6.971;-20.491;100.364
8930;58.334;14.832;41.123;-18.902;-24.215;25.599;54.407;58.116;-14.567;75.363;142.887;111.539;7.47;-16.48;94.524
8940;57.781;9.294;41.543;-21.531;-24.35;27.098;64.039;63.222;-13.301;73.549;146.702;115.222;8.21;-14.117;88.684
8950;56.708;3.788;39.044;-23.16;-24.568;29.218;73.505;68.614;-11.805;71.775;149.637;118.705;9.232;-11.755;82.844
8960;55.593;-2.537;35.931;-23.797;-22.999;31.248;82.806;73.93;-10.568;69.782;151.819;122.836;10.254;-9.392;78.366
8970;55.479;-6.748;30.378;-22.674;-21.553;33.259;91.225;77.948;-8.774;67.023;154.043;127.367;11.276;-7.029;73.887
8980;55.364;-11.823;24.252;-22.414;-19.306;34.887;99.204;81.993;-6.508;64.222;155.419;131.259;14.778;-4.749;69.408
8990;55.57;-15.499;18.807;-20.52;-17.046;36.48;106.174;85.335;-3.561;61.226;155.508;134.632;18.28;-2.469;64.668
9000;55.106;-19.571;13.272;-18.647;-13.963;36.713;111.517;88.233;0.108;58.698;155.603;137.406;21.975;-0.189;59.927
9010;54.603;-24.763;7.937;-15.174;-10.797;36.029;116.578;91.145;3.814;56.615;155.622;140.099;25.721;4.354;54.306
9020;53.657;-30.331;2.974;-11.901;-7.406;35.419;120.199;93.806;7.134;54.37;155.239;141.717;29.468;8.298;48.685
9030;52.345;-35.899;-4.383;-11.367;-4.11;34.466;122.041;96.808;10.474;52.646;155.034;141.628;33.214;12.241;44.819
9040;50.473;-41.841;-11.382;-13.273;-1.902;33.768;123.12;100.477;13.71;51.916;153.979;141.621;36.96;16.185;40.953
9050;47.012;-47.783;-21.245;-15.924;0.079;33.343;123.328;104.112;16.521;51.407;153.724;140.45;38.586;20.128;37.087
9060;43.512;-51.687;-31.461;-18.735;0.549;33.248;122.342;108.259;18.719;50.538;153.559;138.559;40.633;24.01;32.834
9070;39.106;-55.59;-42.84;-22.193;0.978;33.705;120.397;112.902;20.076;49.901;153.593;137.066;42.68;28.139;28.582
9080;34.661;-58.691;-56.065;-24.459;0.257;33.847;117.993;118.065;21.423;50.097;151.88;134.76;43.979;31.229;23.29
9090;30.615;-61.792;-68.699;-26.601;-0.201;33.92;114.549;123.262;22.545;50.28;149.308;132.426;45.279;34.319;17.997
9100;24.49;-65.465;-79.521;-27.774;-0.979;32.468;109.33;127.443;23.439;50.469;143.932;128.488;46.578;37.528;12.705
9110;18.64;-68.378;-91.71;-29.222;-2.356;29.007;103.134;129.171;24.019;50.548;138.819;124.637;47.877;40.738;8.959
9120;11.59;-71.05;-101.779;-32.703;-3.732;25.541;96.986;129.792;24.052;50.881;132.466;118.96;47.448;43.948;5.212
9130;4.306;-73.681;-111.021;-36.53;-6.097;21.728;89.319;129.193;24.56;51.189;127.251;113.361;47.019;47.157;1.094
9140;-1.298;-75.756;-117.902;-40.691;-8.781;18.083;79.625;127.983;24.301;51.048;120.494;106.815;45.75;50.119;-3.025
9150;-7.095;-77.95;-124.266;-45.772;-11.84;13.575;69.6;125.877;23.772;50.658;113.603;100.392;44.792;51.84;-7.143
9160;-12.372;-79.708;-128.35;-50.076;-14.859;8.939;58.717;124.553;23.448;48.927;105.701;94.811;43.833;53.561;-12.982
9170;-17.657;-80.626;-132.8;-53.779;-17.592;4.032;47.394;124.072;22.891;46.432;97.418;89.583;42.875;55.283;-18.821
9180;-24.167;-81.165;-133.73;-58.723;-19.004;-1.007;37.154;124.508;21.679;43.73;87.964;85.313;41.93;54.804;-22.109
9190;-30.746;-80.748;-134.832;-62.897;-20.731;-5.792;27.706;124.771;20.217;40.84;77.72;81.283;40.745;54.326;-25.397
9200;-37.861;-80.033;-132.999;-68.669;-21.121;-10.229;19.068;124.833;17.33;37.731;67.828;77.501;37.84;54.005;-29.065
9210;-44.975;-78.822;-131.228;-75.081;-22.001;-14.811;10.894;125.543;13.829;34.759;57.418;74.291;34.935;53.685;-32.732
9220;-51.567;-77.611;-129.836;-81.472;-22.763;-19.423;4.004;126.567;9.357;33.219;47.572;70.661;32.43;52.559;-36.4
9230;-58.359;-75.995;-128.692;-86.883;-23.801;-24.018;-1.639;126.299;3.877;32.065;38.194;67.961;30.057;51.432;-40.028
9240;-65.29;-74.378;-125.491;-91.288;-25.266;-28.623;-7.081;125.699;-1.617;30.997;29.726;66.287;27.683;50.305;-43.655
9250;-71.621;-72.368;-122.117;-95.439;-27.59;-31.85;-11.208;124.561;-6.799;28.748;20.557;64.977;25.309;49.178;-47.283
9260;-78.823;-70.359;-119.074;-99.921;-29.899;-34.497;-15.175;123.207;-11.335;26.218;12.004;64.226;21.335;46.091;-50.065
9270;-85.626;-68.593;-115.655;-103.284;-32.251;-37.143;-17.636;121.454;-15.472;23.497;3.097;64.138;17.361;42.846;-52.847
9280;-92.188;-66.828;-113.13;-106.447;-34.823;-39.59;-19.017;118.034;-19.337;20.382;-5.749;64.386;13.388;41.04;-56.043
9290;-97.669;-65.822;-109.068;-109.81;-36.182;-42.063;-19.572;114.221;-23.229;16.823;-14.954;64.779;9.855;39.234;-59.239
9300;-103.275;-64.817;-104.674;-112.855;-37.125;-44.724;-20.566;109.269;-26.622;13.346;-23.806;64.337;6.323;37.25;-62.634
9310;-108.91;-63.039;-99.491;-115.861;-36.593;-47.99;-21.007;103.662;-29.498;10.623;-32.753;63.894;3.75;35.265;-66.03
9320;-114.45;-61.578;-91.11;-118.109;-35.745;-51.432;-21.429;97.564;-31.906;7.89;-41.061;62.032;1.178;33.28;-69.426
9330;-119.799;-59.502;-82.29;-119.077;-33.774;-54.91;-21.583;90.426;-33.957;4.891;-47.931;58.93;-0.474;32.335;-71.555
9340;-125.106;-57.695;-74.407;-120.17;-31.821;-58.836;-21.876;83.281;-35.988;2.05;-55.588;55.924;-2.127;31.211;-73.683
9350;-128.19;-56.396;-69.564;-119.662;-29.534;-62.083;-21.921;75.534;-37.385;-0.71;-61.401;52.679;-3.972;31.647;-76.183
9360;-131.185;-55.829;-64.439;-119.968;-26.939;-65.395;-22.117;68.472;-38.207;-3.469;-68.257;49.564;-5.535;32.083;-78.684
9370;-132.01;-55.44;-61.153;-118.83;-24.338;-68.639;-22.85;62.239;-38.799;-7.36;-73.932;47.505;-4.298;32.519;-83.385
9380;-132.766;-54.96;-56.578;-117.872;-21.457;-72.621;-23.673;56.359;-39.422;-11.771;-79.498;45.445;-3.061;33.072;-88.086
9390;-132.888;-53.794;-51.683;-116.844;-18.255;-76.777;-23.643;49.895;-39.913;-16.905;-84.488;43.655;-0.983;33.625;-92.786
9400;-133.011;-52.585;-47.036;-115.817;-15.141;-80.065;-23.713;43.35;-40.545;-22.276;-88.632;40.585;1.094;35.528;-97.487
9410;-132.415;-51.87;-43.001;-114.225;-12.066;-82.959;-24.341;36.761;-41.265;-26.728;-93.811;37.635;3.068;37.632;-100.143
9420;-131.819;-51.857;-38.995;-112.633;-9.363;-85.719;-25.374;28.597;-41.854;-30.367;-98.451;32.708;5.041;39.735;-103.138
9430;-129.445;-52.258;-36.581;-108.337;-8.419;-88.797;-26.93;19.672;-42.051;-33.435;-103.077;27.863;7.895;41.839;-106.132
9440;-127.637;-53.257;-33.204;-103.72;-7.276;-92.607;-29.513;10.901;-42.832;-36.559;-107.33;21.768;10.749;43.942;-109.407
9450;-124.863;-53.566;-30.92;-97.629;-6.812;-96.548;-32.421;2.476;-42.683;-40.121;-111.768;15.673;15.323;46.045;-112.681
9460;-122.312;-53.981;-29.559;-91.19;-6.487;-100.288;-35.618;-7.014;-42.372;-43.833;-116.047;8.532;20.09;48.404;-115.956
9470;-120.055;-54.037;-27.091;-85.257;-5.161;-103.361;-39.239;-18.421;-41.474;-48.132;-120.898;1.33;24.857;51.301;-119.23
9480;-117.31;-54.534;-26.077;-79.557;-3.76;-105.745;-44.314;-28.385;-40.068;-52.879;-125.797;-6.724;29.623;53.677;-122.462
9490;-114.343;-54.623;-26.145;-74.728;-1.439;-107.644;-49.785;-39.324;-39.371;-57.35;-131.137;-15.356;32.67;56.054;-126.246
9500;-110.685;-55.233;-26.606;-70.349;0.869;-109.654;-56.206;-49.501;-39.098;-61.477;-136.094;-23.946;35.717;58.43;-130.029
9510;-106.046;-55.774;-26.302;-66.074;2.417;-110.916;-62.745;-59.535;-40.128;-66.463;-141.545;-32.597;40.065;60.807;-133.812
9520;-100.383;-54.954;-24.001;-62.789;3.923;-110.483;-67.628;-68.379;-41.473;-71.676;-146.491;-41.228;44.219;63.183;-137.116
9530;-94.79;-54.101;-22.149;-59.49;4.989;-108.705;-70.221;-76.04;-42.757;-76.212;-151.389;-49.223;48.374;64.12;-140.419
9540;-89.394;-51.327;-19.857;-56.106;5.931;-107.076;-72.571;-83.643;-44.072;-80.055;-154.527;-57.254;52.528;64.487;-143.723
9550;-84.178;-48.746;-17.323;-52.833;7.207;-105.335;-73.766;-90.396;-45.617;-83.942;-157.868;-64.523;55.043;64.854;-146.826
9560;-78.495;-44.726;-14.41;-48.236;8.248;-102.874;-75.032;-96.258;-47.16;-87.578;-159.477;-72.261;56.597;65.221;-150.281
9570;-72.985;-41.05;-11.166;-43.942;9.873;-99.305;-76.039;-101.168;-48.738;-90.062;-161.375;-78.978;58.152;65.588;-153.737
9580;-66.459;-37.134;-4.964;-38.993;11.429;-94.488;-77.061;-106.039;-49.823;-91.799;-162.073;-83.622;59.065;65.954;-157.192
9590;-59.989;-33.459;1.003;-34.375;12.84;-88.836;-76.313;-110.086;-50.697;-93.222;-162.15;-88.294;59.978;66.321;-159.127
9600;-53.371;-29.073;9.599;-29.61;14.272;-83.116;-73.577;-113.185;-51.437;-94.706;-162.193;-91.252;59.771;65.121;-161.062
9610;-46.746;-24.494;18.05;-24.996;14.861;-76.63;-69.101;-116.201;-52.612;-95.785;-162.018;-94.197;59.564;62.161;-162.997
9620;-41.086;-19.368;27.117;-18.982;15.401;-70.313;-64.116;-119.062;-54.153;-96.119;-160.848;-96.204;56.557;59.305;-162.732
9630;-35.556;-14.243;36.943;-11.561;16.112;-63.832;-57.612;-121.868;-55.594;-96.63;-160.279;-98.025;53.55;56.448;-162.661
9640;-31.09;-9.462;46.317;-4.535;16.801;-56.844;-51.432;-124.065;-56.477;-96.687;-159.135;-99.481;50.268;53.592;-162.285
9650;-25.801;-4.681;56.966;1.771;18.815;-50.025;-44.502;-125.997;-57.298;-96.292;-158.24;-100.13;47.35;50.735;-161.91
9660;-21.366;1.097;67.393;7.121;20.829;-42.492;-37.961;-128.814;-57.2;-95.717;-156.465;-100.557;41.993;47.692;-159.295
9670;-15.964;6.875;76.994;10.712;23.495;-34.894;-30.979;-131.771;-55.865;-94.401;-154.979;-99.585;36.636;43.21;-156.68
9680;-10.766;13.64;85.615;12.513;26.601;-27.108;-24.124;-134.646;-54.163;-92.698;-153.094;-98.412;30.399;38.727;-154.065
9690;-5.047;20.406;93.033;13.275;29.128;-19.321;-16.302;-137.746;-51.775;-90.058;-150.131;-96.193;24.072;34.244;-151.17
9700;0.644;26.4;100.348;13.857;31.095;-11.481;-8.665;-141.19;-49.567;-86.818;-146.941;-93.905;17.745;29.741;-148.274
9710;6.495;32.394;107.771;15.719;32.695;-3.538;-1.261;-143.766;-46.826;-83.823;-143.35;-91.218;11.418;25.237;-145.572
9720;12.257;38.844;115.422;17.401;33.335;4.005;6.286;-144.57;-43.796;-80.688;-139.669;-88.411;4.535;20.734;-142.87
9730;17.898;46.014;121.273;21.284;34.076;10.752;14.268;-145.222;-40.295;-77.914;-136.474;-85.821;-2.348;16.619;-138.008
9740;23.181;53.799;127.014;25.815;34.337;16.928;22.931;-144.215;-35.466;-74.843;-132.874;-83.51;-7.51;12.305;-133.146
9750;27.131;62.623;130.713;30.76;34.611;22.974;30.971;-142.52;-30.556;-71.538;-129.319;-81.2;-12.452;7.99;-128.284
9760;30.978;70.996;134.13;35.705;35.485;28.636;39.036;-140.676;-24.812;-67.519;-124.234;-79.841;-17.394;3.676;-123.422
9770;34.279;79.008;136.175;37.701;36.182;33.297;45.323;-138.429;-19.015;-63.372;-119.164;-78.483;-22.337;-0.639;-119.04
9780;37.531;85.124;138.055;39.697;37.519;36.632;49.926;-136.196;-13.097;-59.433;-113.154;-78.513;-27.359;-4.574;-115.279
9790;40.992;89.938;137.756;41.076;38.846;39.869;53.724;-132.945;-6.877;-56.15;-108.215;-78.543;-32.339;-7.691;-111.517
9800;45.163;93.052;134.617;43.375;39.132;42.927;55.967;-129.046;0.217;-52.617;-103.076;-79.022;-35.68;-11.728;-105.556
9810;48.897;94.124;130.673;44.028;39.406;44.966;58.088;-124.295;6.737;-49.472;-98.843;-78.941;-39.262;-15.766;-99.594
9820;53.63;95.12;126.52;45.48;38.039;45.237;59.528;-119.041;13.612;-47.687;-94.699;-78.88;-42.844;-19.803;-93.633
9830;57.316;95.032;120.229;45.825;36.817;44.815;60.659;-113.788;20.063;-46.563;-90.866;-78.618;-47.186;-23.84;-87.672
9840;61.361;94.999;113.021;47.447;35.594;43.767;59.862;-108.619;26.633;-45.826;-87.206;-78.321;-51.528;-27.877;-83.23
9850;65.163;93.601;103.701;48.983;34.697;42.749;57.276;-103.531;33.644;-44.578;-83.465;-77.436;-54.75;-31.914;-78.175
9860;68.524;92.239;95.03;50.57;35.119;41.108;53.022;-97.644;41.312;-43.473;-79.269;-76.55;-58.021;-34.24;-73.272
9870;72.298;89.153;85.654;51.361;35.617;39.339;48.346;-91.368;49.204;-42.262;-74.963;-74.339;-61.836;-35.646;-68.368
9880;75.912;85.992;76.309;49.279;35.674;38.055;42.328;-84.989;56.502;-41.037;-69.857;-71.632;-65.651;-37.051;-61.065
9890;79.353;81.924;66.978;47.513;35.546;36.614;36.126;-78.276;63.458;-39.759;-64.564;-68.417;-70.466;-38.457;-53.761
9900;82.954;77.898;56.012;47.284;33.778;35.223;30.297;-70.71;70.516;-38.639;-59.152;-64.607;-75.281;-39.862;-46.458
9910;86.639;73.143;44.819;47.165;31.727;33.258;25.404;-62.408;76.796;-37.298;-53.659;-60.742;-77.657;-41.268;-41.395
9920;89.087;68.43;36.319;50.454;28.982;30.992;20.432;-53.923;81.79;-36.363;-48.47;-56.596;-79.956;-41.709;-35.593
9930;91.528;63.93;27.528;53.535;26.058;28.142;16.137;-45.265;86.364;-36.018;-43.338;-52.519;-82.414;-42.33;-29.971
9940;93.796;59.429;22.553;58.303;23.45;25.012;12.801;-36.09;90.379;-36.537;-39.39;-48.971;-84.872;-41.91;-24.349
9950;95.767;56.481;17.93;62.83;20.786;22.247;11.681;-25.919;94.644;-36.996;-32.85;-45.644;-86.21;-41.491;-16.567
9960;97.37;53.665;13.77;67.716;18.605;20.075;11.315;-15.76;98.739;-36.804;-26.717;-42.767;-87.548;-41.072;-8.785
9970;98.717;51.352;9.961;72.188;16.425;17.968;11.68;-6.102;102.634;-36.476;-21.768;-40.091;-88.006;-40.652;-1.003
9980;99.414;49.046;2.535;75.699;14.288;16.625;12.175;3.418;106.034;-35.828;-16.966;-37.415;-88.463;-40.233;4.619
9990;100.566;46.441;-2.578;77.55;12.097;16.116;12.717;12.495;108.811;-34.908;-12.252;-34.749;-88.914;-40.007;10.241
10000;102.503;43.817;-5.47;80.561;9.901;16.542;13.876;21.218;111.175;-33.422;-7.804;-32.138;-89.365;-40.634;15.863
10010;104.308;40.977;-6.092;79.252;7.643;17.593;15.143;29.734;113.56;-32.012;-3.942;-29.633;-89.217;-41.262;21.189
10020;106.051;38.288;-7.297;80.279;5.345;18.033;16.19;37.691;115.89;-30.268;-0.182;-27.032;-89.068;-41.89;28.474
10030;106.732;38.106;-8.865;81.211;3.185;19.792;16.914;45.662;118.225;-28.759;2.897;-24.141;-88.839;-42.517;35.76
10040;106.972;38.041;-10.313;82.083;0.185;22.356;17.995;52.433;120.297;-26.575;5.961;-21.328;-88.61;-43.145;43.446
10050;105.315;40.102;-10.255;82.986;-2.159;24.703;18.665;58.959;120.743;-24.723;9.837;-18.028;-88.057;-42.928;48.931
10060;103.601;42.183;-10.197;84.131;-3.302;27.33;18.778;64.327;121.142;-22.914;13.102;-14.983;-88.623;-42.712;54.417
10070;100.124;42.35;-10.955;86.634;-3.629;30.088;19.386;68.063;120.039;-21.07;17.683;-11.939;-89.19;-43.364;59.902
10080;96.654;42.589;-11.712;89.138;-4.095;33.754;19.708;71.565;118.12;-18.732;21.399;-9.474;-88.997;-44.017;65.394
10090;92.436;41.748;-12.603;90.983;-4.557;37.967;18.582;73.961;115.721;-15.789;25.114;-6.823;-88.804;-44.669;74.618
10100;88.259;41.983;-13.494;92.829;-5.397;41.346;16.909;75.473;112.727;-12.829;28.964;-5.553;-88.611;-45.321;83.841
10110;84.004;42.459;-15.132;94.312;-7.05;44.625;15.023;76.161;109.33;-9.526;33.134;-4.166;-88.742;-45.974;93.065
10120;79.749;43.938;-16.93;95.794;-8.281;48.026;13.011;76.572;106.008;-6.141;37.548;-4.618;-87.636;-47.105;102.288
10130;76.254;44.777;-16.087;99.037;-9.668;51.851;10.472;76.97;102.833;-2.858;41.634;-5.383;-86.53;-47.988;109.112
10140;72.917;45.877;-15.272;102.066;-11.354;56.481;7.945;77.679;100.058;0.676;45.618;-6.149;-84.423;-48.87;115.935
10150;69.901;48.018;-13.337;103.815;-13.899;60.537;4.679;77.996;97.175;4.923;49.461;-7.084;-82.317;-49.753;123.055
10160;67.088;49.964;-9.935;106.018;-16.486;64.716;1.931;77.483;94.524;9.306;53.303;-7.868;-80.045;-50.636;131.295
10170;64.836;51.99;-9.414;106.891;-19.225;68.356;0.532;77.058;92.261;13.53;57.481;-9.063;-77.774;-51.519;139.535
10180;62.332;53.039;-6.977;108.618;-21.964;71.469;-0.753;76.792;90.412;18.121;61.019;-10.418;-74.145;-51.919;147.775
10190;60.069;54.087;-7.459;109.557;-23.586;74.429;-2.854;76.55;88.563;23.251;64.72;-10.819;-70.516;-53.359;156.015
10200;57.604;52.714;-7.051;109.211;-25.208;77.266;-5.469;76.685;86.075;28.56;65.4;-10.283;-68.007;-54.49;162.523
10210;55.659;51.342;-5.879;106.568;-26.156;78.908;-6.632;78.495;83.912;33.683;65.908;-9.415;-65.498;-55.621;169.03
10220;53.426;49.443;-5.232;101.771;-27.103;80.015;-8.51;81.553;81.844;39.044;66.215;-8.451;-62.506;-56.752;175.159
10230;51.593;47.543;1.19;95.934;-27.321;79.348;-9.532;84.735;80.239;44.732;67.163;-7.487;-59.514;-57.883;181.287
10240;49.083;46.848;4.09;91.662;-27.443;76.469;-9.932;88.36;78.334;49.83;67.612;-7.683;-54.923;-59.014;185.655
10250;46.572;46.119;7.03;87.39;-27.258;72.497;-9.89;93.177;76.721;54.368;68.742;-8.099;-50.407;-59.463;190.023
10260;44.125;46.559;6.84;87.68;-27.066;66.361;-9.794;99.473;74.803;58.759;69.906;-8.366;-46.491;-59.959;194.688
10270;41.679;46.971;6.484;87.742;-26.71;59.771;-8.956;106.062;72.917;62.782;72.252;-8.811;-42.575;-60.454;197.393
10280;40.553;45.761;6.454;88.192;-26.513;51.418;-7.967;112.651;70.691;66.458;74.679;-9.537;-38.508;-60.949;200.098
10290;39.359;44.441;6.527;88.676;-25.836;42.139;-6.669;119.422;68.788;69.068;77.057;-9.16;-33.92;-61.444;202.755
10300;39.713;41.459;8.52;86.589;-25.103;32.272;-4.338;125.495;67.964;71.612;77.994;-8.783;-29.332;-61.939;205.411
10310;40.04;38.25;10.672;84.557;-26.051;22.159;-1.451;131.357;66.789;73.276;78.946;-8.13;-24.225;-62.614;208.2
10320;41.33;36.4;12.876;81.914;-26.881;12.212;1.034;137.72;66.177;74.874;78.531;-7.538;-19.117;-62.488;210.989
10330;42.695;34.102;14.901;79.237;-28.023;1.142;3.812;144.076;65.179;75.422;77.836;-7.197;-14.01;-61.692;213.778
10340;45.072;31.924;16.21;73.483;-29.083;-10.327;7.837;150.399;63.444;74.93;77.327;-6.781;-9.199;-60.897;213.367
10350;47.385;29.201;17.793;61.526;-29.545;-20.55;11.788;156.422;62.033;74.193;76.418;-6.337;-5.668;-60.101;212.956
10360;50.106;24.599;18.861;49.888;-30.11;-29.452;14.692;162.337;60.898;73.312;74.825;-5.637;-2.137;-59.305;212.545
10370;51.725;19.941;21.026;37.539;-30.583;-37.032;18.263;167.396;59.742;72.28;72.992;-4.956;-0.077;-58.523;212.403
10380;52.841;14.163;20.292;25.27;-31.167;-43.619;21.775;172.248;58.48;71.163;71.244;-3.959;1.982;-57.741;213.421
10390;52.593;8.599;19.797;16.741;-30.65;-50.538;24.983;175.961;56.792;69.999;70.252;-2.961;4.041;-56.75;214.439
10400;51.167;2.274;18.928;8.73;-28.906;-56.083;28.077;177.742;55.577;68.382;69.061;-0.539;5.818;-55.76;215.457
10410;49.27;-3.712;13.204;2.767;-26.683;-60.594;30.269;178.321;54.382;66.643;68.492;1.835;8.995;-54.77;215.354
10420;47.346;-9.076;7.48;-3.327;-24.039;-63.201;30.65;178.041;53.229;65.032;68.164;4.848;12.171;-53.779;215.252
10430;45.269;-14.295;1.185;-9.789;-21.875;-64.684;30.67;177.761;52.261;63.617;68.105;7.821;14.108;-52.789;214.985
10440;43.102;-19.903;-5.11;-16.279;-20.647;-65.752;32.234;176.094;52.108;61.968;67.926;9.789;16.01;-51.668;214.979
10450;39.876;-24.583;-10.07;-21.221;-20.419;-67.541;33.683;172.063;52.112;59.732;68.036;10.746;17.719;-50.586;211.414
10460;36.65;-29.739;-15.03;-26.163;-20.582;-68.804;35.24;165.439;50.869;56.941;67.266;11.669;19.428;-47.568;207.848
10470;33.25;-34.886;-19.476;-30.788;-21.225;-69.439;37.277;157.332;48.572;53.477;66.697;12.619;24.297;-44.55;204.283
10480;29.815;-39.826;-23.887;-35.24;-22.239;-69.332;39.037;149.454;46.266;49.607;66.141;13.673;29.166;-41.532;200.372
10490;27.484;-45.957;-27.003;-41.292;-23.345;-68.337;40.276;140.37;44.023;45.701;67.076;15.411;32.434;-38.515;198.222
10500;25.25;-52.321;-29.974;-47.262;-24.663;-67.949;41.972;128.909;41.211;41.348;67.509;17.025;35.862;-35.476;196.072
10510;22.621;-58.981;-30.543;-54.472;-25.79;-66.6;44.663;115.535;38.503;36.552;69.054;19.01;38.869;-32.357;194.308
10520;19.41;-65.77;-31.381;-62.582;-26.956;-64.439;47.72;101.702;35.746;32.073;71.044;21.091;41.436;-26.727;188.263
10530;15.567;-71.215;-32.338;-70.972;-28.066;-61.839;50.764;87.697;32.946;28.026;73.138;23.932;44.003;-21.097;182.219
10540;10.665;-76.661;-34.851;-80.79;-29.44;-59.28;53.968;74.065;29.432;24.008;76.251;26.139;46.05;-15.466;176.113
10550;5.215;-81.072;-37.964;-89.423;-30.759;-56.663;56.288;61.712;25.317;18.811;79.648;28.415;48.097;-9.836;170.007
10560;-1.115;-85.483;-43.092;-97.541;-32.167;-54.269;58.768;50.309;21.174;13.841;82.262;31.044;50.143;-4.206;163.941
10570;-7.574;-89.857;-46.821;-106.076;-33.575;-51.938;60.732;38.286;17.003;8.59;84.596;33.268;51.797;1.473;157.874
10580;-14.378;-94.23;-48.215;-114.266;-34.292;-49.097;62.257;26.64;13.079;4.206;85.641;36.211;53.451;6.392;152.181
10590;-21.93;-97.866;-47.85;-120.783;-35.01;-45.772;62.832;16.097;9.323;0.528;85.499;39.977;54.225;13.556;146.487
10600;-29.379;-101.502;-50.668;-121.739;-35.233;-43.32;63.815;6.717;5.392;-3.108;85.378;44.399;56.279;20.72;140.793
10610;-36.96;-103.088;-53.43;-119.335;-35.057;-42.408;65.534;-1.233;1.519;-6.312;84.914;48.538;58.332;27.884;135.099
10620;-43.174;-104.674;-57.629;-113.363;-35.372;-40.945;67.292;-6.782;-2.257;-9.552;84.343;52.401;60.386;35.048;129.406
10630;-49.45;-104.69;-57.27;-107.39;-35.168;-39.836;69.908;-11.691;-6.254;-12.592;82.983;54.804;62.226;41.847;122.552
10640;-53.977;-104.705;-56.812;-104.913;-35.578;-37.741;72.749;-15.614;-10.789;-15.481;81.302;57.207;64.066;48.286;113.378
10650;-58.435;-103.688;-56.473;-102.574;-35.114;-35.426;75.141;-18.415;-15.516;-17.989;79.095;56.84;62.306;55.006;104.342
10660;-62.092;-102.672;-52.214;-103.874;-35.131;-33.836;77.015;-19.957;-20.684;-19.875;76.437;56.501;59.146;61.726;95.306
10670;-65.757;-103.097;-49.59;-106.025;-34.574;-32.239;79.372;-20.445;-25.789;-21.92;73.08;55.641;55.986;68.446;86.27
10680;-68.782;-103.542;-47.767;-108.495;-33.657;-30.608;81.381;-20.913;-31.152;-23.719;70.735;54.797;52.695;75.166;77.234
10690;-71.834;-103.668;-45.037;-110.4;-32.732;-28.85;82.189;-20.385;-36.686;-25.397;68.106;54.153;49.404;81.885;65.119
10700;-74.087;-104.903;-44.348;-112.229;-31.168;-24.994;82.996;-18.535;-42.298;-26.716;66.051;53.654;46.148;88.461;55.983
10710;-76.236;-105.939;-41.804;-113.425;-29.514;-19.735;82.4;-16.363;-47.461;-28.341;64.641;53.007;42.891;92.796;46.848
10720;-78.145;-107.281;-38.243;-111.574;-27.694;-16.032;81.617;-13.537;-51.823;-30.436;64.068;52.297;35.794;94.73;37.713
10730;-79.833;-109.063;-34.668;-110.074;-25.852;-12.879;80.309;-11.766;-57.201;-32.498;64.728;51.469;28.698;96.663;28.992
10740;-82.361;-110.815;-29.343;-105.695;-23.695;-10.225;78.87;-9.96;-61.786;-34.559;64.658;50.788;21.429;98.597;20.27
10750;-84.607;-112.327;-24.15;-101.268;-21.593;-6.596;77.127;-8.428;-66.567;-36.237;66.208;49.839;14.16;100.531;9.629
10760;-87.012;-113.008;-20.346;-96.24;-19.422;-2.32;74.512;-6.35;-71.268;-37.601;66.468;48.268;6.636;102.086;-1.468
10770;-88.76;-113.45;-16.206;-91.629;-17.207;0.381;70.115;-5.797;-76.772;-38.728;65.287;46.517;-0.448;100.88;-8.284
10780;-90.668;-112.201;-14.794;-86.797;-14.985;2.277;65.752;-6.204;-82.381;-39.928;64.196;43.847;-8.212;96.874;-15.101
10790;-91.433;-110.953;-11.4;-80.474;-11.985;3.728;60.632;-7.993;-88.766;-40.244;61.502;40.462;-15.977;93.048;-21.917
