timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;;26: frq10+.1;27: frq10+.2;28: frq10+.3
11320;-20.4;-24.331;-35.876;-154.854;-110.123;;-96.143;-74.737;-95.766;-4.342;-95.905;;-15.186;-66.389;-42.252
11330;-18.4;-21.6;-32.91;-151.728;-109.908;;-96.786;-73.614;-96.326;-1.626;-94.494;;-15.512;-61.972;-42.603
11340;-16.345;-18.89;-29.938;-147.926;-109.772;;-97.312;-72.731;-96.447;0.709;-93.135;;-16.55;-58.143;-43.166
11350;-14.297;-16.29;-26.959;-143.534;-110.039;;-97.196;-71.901;-96.655;3.313;-90.732;;-17.514;-54.715;-42.05
11360;-12.303;-13.848;-23.979;-139.039;-110.065;;-96.963;-71.334;-96.783;5.599;-88.192;;-18.926;-51.542;-40.844
11370;-10.366;-11.552;-21.028;-134.115;-108.699;;-96.637;-70.487;-97.223;8.501;-85.603;;-19.957;-48.669;-39.159
11380;-8.421;-9.386;-18.186;-128.89;-107.988;;-96.41;-68.988;-97.377;11.483;-83.979;;-21.097;-46.196;-37.377
11390;-6.448;-7.345;-15.221;-124.56;-106.731;;-96.065;-67.24;-97.57;14.89;-82.17;;-22.029;-43.566;-35.492
11400;-4.621;-5.407;-12.29;-119.502;-105.335;;-95.353;-66.681;-97.171;18.538;-80.297;;-23.112;-42.073;-33.84
11410;-2.903;-3.6;-9.483;-115.956;-104.923;;-94.131;-65.702;-96.35;22.113;-78.368;;-23.963;-40.992;-32.731
11420;-1.51;-2.131;-6.793;-112.768;-103.446;;-92.674;-63.484;-95.051;25.487;-75.759;;-24.426;-39.163;-32.018
11430;-0.524;-1.055;-4.269;-109.23;-102.186;;-90.778;-61.066;-93.07;28.357;-72.658;;-24.29;-36.822;-31.494
11440;0;-0.345;-2;-106.141;-100.908;;-89.223;-58.641;-91.196;31.086;-69.674;;-24.394;-34.395;-31.513
11450;0;0;0;-103.531;-100.276;;-87.461;-56.971;-88.881;33.328;-66.459;;-24.775;-31.679;-31.516
11460;0;0;0;-100.761;-99.964;;-85.698;-55.541;-86.887;35.411;-64.244;;-24.796;-29.443;-31.599
11470;0;0;0;-96.652;-99.759;;-83.873;-54.614;-84.516;37.356;-61.96;;-24.796;-27.055;-31.608
11480;0;0;0;-93.079;-99.553;;-81.648;-53.866;-82.145;39.901;-59.876;;-24.556;-24.668;-31.277
11490;0;0;0;-88.943;-98.328;;-79.137;-52.945;-79.034;42.091;-57.119;;-24.669;-22.582;-31.088
11500;0;0;0;-84.119;-97.143;;-76.837;-52.203;-76.428;43.906;-54.244;;-24.331;-20.106;-31.175
11510;0;0;0;-79.134;-94.712;;-75.247;-51.11;-72.949;44.801;-50.374;;-24.433;-17.949;-31.481
11520;0;0;0;-72.819;-92.572;;-73.608;-50.404;-69.848;45.403;-45.945;;-24.146;-16.175;-31.939
11530;0;0;0;-67.03;-90.135;;-72.119;-49.542;-66.868;45.604;-41.392;;-24.531;-14.811;-32.401
11540;0;0;0;-61.868;-87.279;;-69.599;-49.124;-64.279;45.445;-37.646;;-24.505;-12.447;-32.887
11550;0;0;0;-57.692;-83.903;;-67.232;-48.568;-61.796;45.321;-34.086;;-24.047;-10.345;-33.572
11560;0;0;0;-52.757;-80.437;;-64.666;-48.552;-59.586;44.792;-31.446;;-23.36;-9.043;-34.972
11570;0;0;0;-47.705;-77.566;;-62.383;-49.095;-57.487;44.281;-28.246;;-22.501;-8.251;-36.006
11580;0;0;0;-42.743;-74.757;;-60.345;-49.844;-55.108;43.775;-25.004;;-21.906;-6.28;-37.277
11590;0;0;0;-38.481;-72.008;;-58.581;-50.593;-52.468;43.782;-20.772;;-21.433;-3.721;-38.159
11600;0;0;0;-34.288;-69.266;;-57.262;-51.382;-50.069;43.72;-16.261;;-21.266;-0.57;-39.528
11610;0;0;0;-28.887;-66.105;;-55.783;-52.171;-47.538;43.524;-11.852;;-20.87;1.734;-40.452
11620;0;0;0;-22.091;-63.476;;-54.891;-53.214;-45.114;42.527;-8.324;;-20.385;3.797;-41.061
11630;0;0;0;-15.774;-61.188;;-53.719;-54.657;-42.782;41.543;-5.203;;-19.539;6.206;-41.698
11640;0;0;0;-9.451;-59.134;;-53.383;-56.046;-40.885;40.4;-2.24;;-18.617;9.094;-41.815
11650;0;0;0;-2.39;-56.59;;-53.479;-56.381;-39.145;39.236;0.975;;-17.88;12.437;-41.59
11660;0;0;0;5.275;-54.433;;-54.294;-56.941;-38.119;38.228;4.346;;-17.303;15.563;-41.157
11670;0;0;0;12.429;-52.462;;-55.488;-57.909;-37.232;37.419;6.917;;-17.041;17.728;-40.044
11680;0;0;0;20.851;-50.433;;-56.763;-59.043;-36.76;36.742;8.597;;-16.63;18.739;-38.153
11690;0;0;0;32.857;-48.506;;-58.161;-60.76;-36.782;35.568;10.167;;-16.277;20.537;-35.817
11700;0;0;0;45.123;-45.219;;-59.808;-62.712;-36.521;34.474;11.219;;-15.283;22.183;-33.937
11710;0;0;0;60.069;-40.59;;-61.494;-64.753;-36.243;33.414;12.552;;-14.614;24.41;-32.066
11720;0;0;0;74.45;-35.921;;-63.196;-66.652;-36.068;32.2;13.76;;-14.237;26.63;-30.873
11730;0;0;0;88.885;-30.847;;-65.815;-68.702;-36.763;30.368;15.115;;-14.37;28.64;-29.444
11740;0;0;0;102.748;-26.448;;-68.491;-70.828;-38.152;28.586;17.086;;-14.19;31.204;-28.087
11750;0;0;0;117.53;-21.37;;-71.27;-72.953;-40.006;27.204;18.96;;-14.05;33.488;-26.559
11760;0;0;0;133.589;-16.389;;-73.855;-75.29;-42.233;26.356;21.354;;-13.527;35.308;-25.27
11770;0;0;0;148.924;-11.408;;-76.902;-77.488;-44.592;25.332;23.539;;-13.497;36.713;-23.73
11780;0;0;0;165.514;-5.211;;-79.389;-79.705;-46.88;24.469;25.71;;-13.425;37.713;-21.876
11790;0;0;0;182.772;0.946;;-81.796;-81.501;-48.808;23.732;27.834;;-13.517;39.115;-19.804
11800;0;0;0;200.208;10.721;;-83.61;-83.343;-50.708;22.916;29.834;;-13.759;40.189;-17.476
11810;0;0;0;216.509;20.095;;-85.783;-85.007;-52.065;22.353;31.828;;-13.274;40.622;-14.764
11820;0;0;0;233.363;32.32;;-87.535;-85.948;-53.134;21.727;33.874;;-12.957;40.079;-11.526
11830;0;0;0;250.026;47.665;;-88.994;-86.687;-54.35;20.939;35.99;;-12.48;40.495;-7.408
11840;0;0;0;267.662;62.756;;-89.799;-87.142;-56.087;19.999;38.302;;-12.099;40.684;-3.345
11850;0;0;0;284.826;77.284;;-90.534;-87.008;-57.741;19.121;40.174;;-11.397;42.2;1.599
11860;0;0;0;300.801;91.388;;-91.109;-86.595;-59.572;18.276;41.983;;-10.655;43.312;6.394
11870;0;0;0;311.997;104.432;;-90.916;-85.35;-61.356;17.532;43.859;;-10.022;44.363;10.208
11880;0;0;0;322.621;119.808;;-91.087;-84.106;-62.895;16.681;46.335;;-9.655;44.171;13.822
11890;0;0;0;333.072;135.24;;-90.423;-83.025;-64.434;15.503;48.825;;-9.721;43.328;16.61
11900;0;0;0;341.371;151.535;;-89.801;-81.943;-65.479;14.207;50.834;;-9.486;42.902;19.476
11910;0;0;0;348.201;168.49;;-88.165;-80.897;-66.403;12.63;52.234;;-9.294;42.639;22.446
11920;0;0;0;352.655;185.417;;-86.156;-79.77;-67.112;11.131;53.621;;-8.401;42.822;25.222
11930;0;0;0;356.302;202.251;;-84.316;-78.117;-67.861;9.939;54.994;;-7.585;42.886;27.27
11940;0;0;0;354.65;218.846;;-82.308;-76.543;-68.45;9.268;56.403;;-6.276;42.469;29.422
11950;0;0;0;352.901;232.857;;-80.354;-74.403;-69.065;8.967;57.247;;-5.691;42.19;31.468
11960;0;0;0;347.905;245.894;;-77.841;-71.309;-69.84;8.474;57.612;;-5.03;42.945;33.259
11970;0;0;0;340.83;255.808;;-75.115;-68.339;-70.331;7.542;58.068;;-4.639;44.441;35.051
11980;0;0;0;333.113;265.276;;-72.367;-65.858;-70.428;6.596;59.324;;-3.647;46.007;36.861
11990;0;0;0;325.257;272.743;;-70.819;-63.301;-70.524;5.484;59.021;;-2.85;47.719;38.383
12000;0;0;0;315.779;277.254;;-69.361;-60.399;-70.2;4.258;58.752;;-1.73;49.568;39.975
12010;0;0;0;303.217;280.884;;-68.457;-57.643;-69.967;3.166;57.295;;-1.33;51.041;41.323
12020;0;0;0;290.695;282.425;;-66.549;-54.99;-69.59;2.433;55.192;;-1.179;51.594;42.686
12030;0;0;0;275.41;282.665;;-64.683;-52.593;-69.281;1.92;53.081;;-1.381;52.528;43.924
12040;0;0;0;258.124;282.385;;-62.857;-50.356;-68.692;0.775;51.411;;-1.208;51.723;44.83
12050;0;0;0;238.343;278.386;;-60.302;-47.469;-67.469;-1.01;49.734;;-1.037;49.822;44.417
12060;0;0;0;218.552;274.388;;-57.777;-44.603;-66.115;-2.808;48.527;;-1.626;47.901;44.003
12070;0;0;0;195.901;266.382;;-54.281;-41.727;-65.734;-4.647;46.732;;-2.943;44.851;42.684
12080;0;0;0;173.443;255.417;;-50.786;-37.783;-65.41;-6.432;44.855;;-4.142;39.848;40.463
12090;0;0;0;149.939;242.731;;-46.892;-33.993;-65.179;-8.441;41.574;;-5.815;32.596;38.603
12100;0;0;0;126.523;230.732;;-42.923;-29.156;-64.142;-10.349;38.218;;-7.077;24.092;35.89
12110;0;0;0;103.044;218.167;;-38.963;-24.599;-63.126;-12.148;34.305;;-8.463;17.541;32.898
12120;0;0;0;82.132;206.737;;-35.523;-17.968;-61.153;-13.978;30.866;;-8.567;10.954;29.73
12130;0;0;0;61.92;192.425;;-31.69;-11.303;-59.265;-15.721;26.828;;-8.546;6.728;26.754
12140;0;0;0;42.349;177.927;;-28.012;-2.691;-56.203;-17.423;22.939;;-7.852;2.488;24.716
12150;0;0;0;23.851;161.087;;-23.588;5.921;-52.372;-18.966;19.023;;-7.666;-1.552;22.543
12160;0;0;0;6.032;144.331;;-17.945;16.633;-48.611;-20.749;15.295;;-7.508;-5.474;20.886
12170;0;0;0;-9.062;127.672;;-12.662;27.345;-44.37;-22.539;11.443;;-7.541;-8.774;18.672
12180;0;0;0;-23.465;110.432;;-6.604;38.844;-40.218;-24.61;7.87;;-7.574;-11.739;17.138
12190;0;0;0;-35.965;93.487;;-0.986;50.343;-36.498;-26.822;4.196;;-6.905;-13.921;16.284
12200;0;0;0;-48.619;77.937;;5.841;61.594;-31.448;-29.069;1.276;;-6.109;-16.234;15.786
12210;0;0;0;-61.239;62.428;;12.223;71.926;-26.254;-31.076;-1.206;;-5.313;-18.348;14.548
12220;0;0;0;-72.47;49.847;;18.832;81.48;-19.72;-32.119;-3.694;;-4.812;-21.349;13.406
12230;0;0;0;-83.098;37.115;;25.461;91.583;-13.145;-33.154;-6.388;;-4.486;-24.35;11.857
12240;0;0;0;-93.843;25.657;;33.93;102.17;-5.177;-33.868;-8.022;;-3.542;-27.604;10.698
12250;0;0;0;-103.83;15.763;;44.432;112.108;4.36;-34.581;-9.462;;-1.658;-31.207;9.291
12260;0;0;0;-111.724;5.821;;55.615;123.997;13.938;-35.052;-10.786;;0.64;-34.775;8.396
12270;0;0;0;-119.514;-2.146;;67.503;135.935;24.309;-35.792;-11.767;;3.45;-37.244;7.461
12280;0;0;0;-125.775;-10.113;;79.454;148.805;34.618;-36.565;-13.12;;6.246;-39.594;6.927
12290;0;0;0;-130.814;-17.759;;92.381;161.836;45.17;-36.459;-14.708;;8.428;-39.957;6.28
12300;0;0;0;-133.408;-25.324;;104.428;175.555;55.841;-35.674;-16.194;;10.957;-38.279;7.153
12310;0;0;0;-135.989;-33.657;;118.541;189.232;66.479;-34.897;-17.743;;13.549;-36.421;7.957
12320;0;0;0;-136.001;-40.909;;132;202.508;78.436;-34.159;-18.732;;17.869;-31.643;9.658
12330;0;0;0;-136.174;-48.241;;147.848;214.743;91.128;-33.297;-19.759;;22.189;-26.851;10.829
12340;0;0;0;-136.237;-53.211;;165.168;226.414;104.039;-32.155;-20.146;;27.117;-19.179;11.626
12350;0;0;0;-135.192;-58.181;;182.488;237.037;117.189;-31.068;-20.771;;31.263;-11.549;12.208
12360;0;0;0;-134.527;-62.797;;200.251;247.702;130.429;-30.19;-21.004;;35.41;-4.954;13.116
12370;0;0;0;-133.128;-67.414;;218.014;255.265;143.749;-29.233;-21.428;;38.505;1.564;14.109
12380;0;0;0;-132.112;-72.172;;234.108;262.841;157.615;-28.345;-21.879;;41.6;6.497;15.123
12390;0;0;0;-131.658;-76.924;;250.291;266.125;170.259;-27.477;-22.364;;44.036;11.263;15.977
12400;0;0;0;-131.406;-81.017;;262.647;269.444;181.903;-26.617;-22.772;;46.062;15.35;18.519
12410;0;0;0;-130.647;-85.207;;273.658;269.731;193.444;-25.597;-23.197;;48.088;19.382;20.532
12420;0;0;0;-130.382;-89.142;;281.476;269.921;204.265;-24.578;-23.564;;49.604;22.894;21.181
12430;0;0;0;-130.423;-92.683;;288.601;267.55;214.701;-23.319;-23.829;;51.065;26.509;20.93
12440;0;0;0;-130.381;-96.102;;293.046;265.179;225.546;-22.072;-24.771;;51.821;29.679;18.16
12450;0;0;0;-130.095;-99.917;;294.876;259.259;233.072;-20.825;-25.692;;52.099;32.869;15.528
12460;0;0;0;-130.057;-103.65;;296.768;253.339;240.59;-19.319;-26.854;;52.406;35.436;14.465
12470;0;0;0;-129.731;-107.59;;296.439;244.873;245.349;-18.087;-27.956;;53.294;38.028;14.621
12480;0;0;0;-129.615;-111.586;;296.15;236.407;249.666;-16.855;-29.178;;54.23;40.854;14.937
12490;0;0;0;-129.379;-115.259;;292.148;225.276;252.625;-15.528;-30.594;;54.622;43.404;14.833
12500;0;0;0;-129.462;-118.343;;286.105;214.145;252.444;-14.146;-32.006;;53.097;46.331;14.847
12510;0;0;0;-128.948;-121.452;;277.579;199.88;252.25;-13.036;-33.008;;51.557;49.279;14.261
12520;0;0;0;-128.691;-124.695;;267.739;185.601;249.135;-11.919;-34.052;;49.712;52.019;13.916
12530;0;0;0;-128.185;-127.597;;256.828;169.388;244.6;-10.808;-34.905;;47.866;52.84;14.055
12540;0;0;0;-127.199;-130.39;;244.272;153.194;239.432;-9.967;-36.194;;46.029;53.592;13.567
12550;0;0;0;-126.128;-132.949;;231.716;135.539;232.692;-9.201;-37.612;;43.343;51.778;12.457
12560;0;0;0;-124.499;-134.612;;217.025;117.877;226.063;-8.556;-38.041;;40.658;50.137;11.343
12570;0;0;0;-123.221;-136.276;;202.348;101.357;217.167;-7.919;-38.543;;37.048;48.363;10.298
12580;0;0;0;-121.975;-137.455;;185.302;84.83;207.048;-7.281;-39.56;;33.363;46.892;9.84
12590;0;0;0;-120.222;-139.194;;166.626;68.526;196.854;-6.851;-40.549;;29.419;45.037;9.389
12600;0;0;0;-118.135;-140.255;;148.023;52.221;185.204;-6.393;-41.578;;25.483;43.348;8.698
12610;0;0;0;-116.074;-140.826;;128.474;35.753;173.113;-5.815;-42.316;;21.601;41.778;8.033
12620;0;0;0;-114.054;-141.397;;108.377;20.086;160.248;-5.258;-42.741;;17.985;39.96;7.666
12630;0;0;0;-111.383;-141.081;;89.583;4.572;146.55;-4.394;-43.006;;14.403;38.52;8.019
12640;0;0;0;-108.523;-140.766;;70.894;-8.466;132.859;-3.531;-43.29;;11.069;37.073;8.143
12650;0;0;0;-105.55;-139.561;;55.708;-21.477;118.641;-2.681;-43.854;;8.639;35.851;6.77
12660;0;0;0;-103.153;-138.357;;40.514;-33.328;103.67;-1.632;-44.542;;6.339;34.76;5.382
12670;0;0;0;-100.779;-136.971;;27.932;-45.166;88.993;-0.548;-44.977;;4.804;33.797;4.45
12680;0;0;0;-99.299;-135.074;;15.35;-55.77;74.183;0.29;-45.146;;3.241;33.006;3.654
12690;0;0;0;-97.834;-133.629;;4.564;-66.346;59.332;1.127;-44.371;;1.743;31.577;4.745
12700;0;0;0;-96.672;-132.021;;-4.742;-73.857;46.727;1.625;-43.389;;0.668;29.975;5.788
12710;0;0;0;-95.379;-130.572;;-14.433;-81.319;34.207;1.836;-42.13;;-0.374;27.681;6.395
12720;0;0;0;-93.852;-128.949;;-22.429;-85.349;23.092;2.047;-41.079;;-2.079;26.188;5.361
12730;0;0;0;-92.537;-126.734;;-30.665;-89.379;11.966;2.204;-39.862;;-3.783;24.894;4.349
12740;0;0;0;-91.72;-123.788;;-37.046;-91.212;0.859;2.363;-38.326;;-5.817;22.52;3.281
12750;0;0;0;-91.428;-120.607;;-43.426;-93.046;-8.985;2.494;-36.608;;-5.443;20.194;2.294
12760;0;0;0;-91.371;-117.417;;-47.091;-93.672;-18.498;3.065;-34.953;;-5.069;17.743;1.968
12770;0;0;0;-91.622;-114.226;;-50.694;-94.298;-26.138;3.705;-33.098;;-4.668;15.83;1.806
12780;0;0;0;-91.199;-111.098;;-53.662;-94.153;-31.858;4.393;-31.103;;-4.266;16.868;0.895
12790;0;0;0;-90.745;-108.011;;-56.274;-94.008;-37.502;5.102;-28.629;;-3.779;18.291;0.345
12800;0;0;0;-90.571;-105;;-59.341;-93.486;-42.679;6.066;-26.196;;-2.804;22.034;-0.185
12810;0;0;0;-90.465;-101.848;;-62.352;-92.804;-48.615;7.109;-24.512;;-1.829;26.061;-0.716
12820;0;0;0;-90.374;-98.941;;-65.234;-93.114;-52.967;8.048;-22.157;;-0.423;28.666;-1.341
12830;0;0;0;-89.939;-95.192;;-68.284;-93.508;-57.079;8.948;-19.196;;1.01;31.354;-2.058
12840;0;0;0;-89.2;-91.788;;-71.451;-93.982;-61.197;10.04;-16.301;;3.47;32.966;-3.463
12850;0;0;0;-88.629;-88.801;;-74.807;-94.388;-65.022;11.132;-13.025;;6.568;34.577;-4.448
12860;0;0;0;-88.393;-85.815;;-78.273;-94.502;-68.541;12.006;-10.418;;9.597;36.025;-5.45
12870;0;0;0;-87.8;-83.549;;-80.843;-94.617;-71.997;12.948;-7.342;;11.869;39.046;-6.396
12880;0;0;0;-87.557;-81.083;;-83.572;-94.677;-74.814;13.57;-3.906;;14.141;41.826;-7.262
12890;0;0;0;-86.425;-78.623;;-87.066;-94.766;-77.146;14.074;0.061;;16.552;42.983;-7.323
12900;0;0;0;-85.652;-75.916;;-90.963;-94.948;-78.956;14.175;4.072;;18.57;43.586;-7.394
12910;0;0;0;-84.4;-72.328;;-95.179;-95.25;-76.643;16.165;8.159;;20.588;42.549;-6.415
12920;0;0;0;-83.439;-69.087;;-98.734;-95.392;-74.454;18.156;12.003;;21.928;40.894;-4.781
12930;0;0;0;-82.037;-65.494;;-102.288;-95.16;-71.985;20.106;15.847;;23.269;39.199;-2.666
12940;0;0;0;-80.081;-62.037;;-104.418;-94.928;-69.85;22.008;19.574;;24.854;37.097;-0.49
12950;0;0;0;-78.099;-58.353;;-106.548;-94.437;-67.971;24.27;23.781;;27.001;35.914;1.967
12960;0;0;0;-75.997;-53.726;;-107.928;-93.946;-66.212;26.532;28.432;;29.149;34.891;3.436
12970;0;0;0;-74.863;-49.188;;-109.281;-92.852;-64.337;28.781;33.19;;30.937;33.628;5.457
12980;0;0;0;-73.85;-44.508;;-110.285;-91.759;-62.061;31.069;38.109;;32.724;32.606;7.037
12990;0;0;0;-73.44;-40.073;;-110.611;-90.626;-59.585;33.357;43.074;;33.741;33.463;9.148
13000;0;0;0;-72.506;-35.677;;-110.652;-89.494;-56.563;35.686;48.36;;33.036;34.446;11.858
13010;0;0;0;-71.732;-31.694;;-110.713;-88.542;-53.821;37.539;53.632;;32.331;36.788;14.651
13020;0;0;0;-69.505;-26.774;;-110.814;-87.59;-51.003;39.393;57.943;;32.774;39.219;18.324
13030;0;0;0;-67.503;-21.27;;-110.757;-85.886;-48.745;41.327;61.888;;33.217;40.971;21.956
13040;0;0;0;-65.222;-15.567;;-110.721;-84.16;-46.542;43.268;65.866;;34.89;42.895;25.945
13050;0;0;0;-63.222;-9.217;;-109.972;-82.292;-43.578;45.008;70.204;;35.789;44.339;29.134
13060;0;0;0;-60.982;-2.811;;-109.41;-80.37;-39.574;46.749;74.316;;36.688;45.997;32.037
13070;0;0;0;-58.346;4.727;;-108.477;-78.519;-35.342;48.691;77.628;;36.866;47.455;34.901
13080;0;0;0;-56.247;11.412;;-107.516;-76.84;-30.59;50.673;80.96;;37.044;47.553;37.737
13090;0;0;0;-53.628;18.647;;-106.274;-74.492;-25.837;52.655;83.212;;36.559;48.731;41.612
13100;0;0;0;-49.575;25.352;;-104.676;-72.372;-20.528;54.317;85.012;;35.872;49.301;45.934
13110;0;0;0;-45.532;32.286;;-103.222;-69.988;-15.179;56.274;87.19;;35.185;49.988;50.135
13120;0;0;0;-40.69;40.566;;-101.668;-67.603;-9.651;58.232;89.608;;35.052;49.634;53.617
13130;0;0;0;-35.753;48.783;;-100.244;-64.927;-4.123;60.229;91.437;;34.92;49.274;56.394
13140;0;0;0;-31.617;57.92;;-97.852;-62.251;1.116;62.261;92.586;;35.406;51.234;58.692
13150;0;0;0;-26.943;66.946;;-95.523;-58.735;6.472;64.572;93.749;;36.993;53.305;61.087
13160;0;0;0;-22.805;74.476;;-92.275;-55.219;11.468;66.884;94.432;;38.581;56.015;63.641
13170;0;0;0;-17.188;82.066;;-89.223;-52.465;16.727;69.309;95.088;;40.061;58.891;66.029
13180;0;0;0;-10.519;89.363;;-85.699;-49.71;22.423;71.774;95.439;;41.541;60.207;67.821
13190;0;0;0;-4.204;96.636;;-82.439;-47.605;28.88;74.239;96.109;;42.196;61.612;69.572
13200;0;0;0;2.315;103.779;;-79.49;-45.541;35.481;76.623;96.079;;42.33;61.538;71.217
13210;0;0;0;12.127;109.008;;-76.775;-43.029;42.483;78.988;95.528;;42.463;61.422;73.661
13220;0;0;0;22.379;114.265;;-74.385;-41.015;49.695;81.352;94.237;;43.93;61.906;75.357
13230;0;0;0;32.759;118.93;;-72.115;-39.001;57.044;83.556;92.786;;45.396;62.356;77.494
13240;0;0;0;43.783;123.553;;-69.844;-37.648;64.353;85.76;90.982;;48.699;62.446;79.212
13250;0;0;0;55.088;127.935;;-68.105;-36.295;71.676;87.924;88.726;;52.792;62.542;80.568
13260;0;0;0;67.963;132.331;;-66.366;-35;78.839;90.088;86.829;;56.884;61.159;82.004
13270;0;0;0;79.597;136.196;;-65.178;-33.705;86.113;92.092;85.679;;60.575;59.775;82.273
13280;0;0;0;91.408;139.261;;-63.51;-32.967;93.352;94.058;85.208;;64.266;58.032;83.022
13290;0;0;0;102.912;144.259;;-62.978;-32.229;100.83;96.023;84.36;;67.451;57.058;83.407
13300;0;0;0;115.295;148.77;;-62.891;-32.208;107.978;97.829;83.152;;70.926;56.204;84.592
13310;0;0;0;129.348;154.419;;-62.604;-32.188;115.046;99.683;81.236;;74.4;54.434;85.313
13320;0;0;0;143.094;157.208;;-62.767;-32.466;121.865;101.377;79.574;;77.683;53.644;86.334
13330;0;0;0;158.04;160.08;;-62.93;-32.745;128.335;103.07;77.552;;80.966;52.094;87.034
13340;0;0;0;172.859;162.617;;-63.757;-33.103;134.926;104.531;76.428;;84.401;50.474;87.259
13350;0;0;0;186.439;165.25;;-64.585;-33.641;141.247;106.312;75.663;;88.131;49.655;87.124
13360;0;0;0;199.772;169.543;;-66.188;-34.692;148.008;108.092;75.019;;91.861;48.753;86.526
13370;0;0;0;212.354;172.597;;-67.832;-35.454;154.446;109.473;74.135;;95.01;43.971;86.647
13380;0;0;0;223.297;174.851;;-69.869;-37.094;160.281;110.814;73.023;;98.159;38.851;86.167
13390;0;0;0;232.974;176.345;;-71.71;-38.41;165.877;112.154;72.302;;99.753;30.611;85.423
13400;0;0;0;242.252;175.799;;-73.472;-40.332;171.308;113.175;71.101;;99.912;22.033;84.28
13410;0;0;0;250.538;174.506;;-75.313;-42.014;177.218;114.175;70.538;;100.07;13.855;82.67
13420;0;0;0;257.447;173.262;;-77.155;-43.491;182.966;115.055;69.375;;99.829;5.815;81.301
13430;0;0;0;263.236;170.946;;-79.057;-44.817;188.63;115.935;67.303;;99.588;-0.945;80.032
13440;0;0;0;269.303;168.548;;-80.476;-45.618;193.895;116.581;64.912;;97.066;-7.691;78.803
13450;0;0;0;275.236;166.279;;-81.521;-46.419;199.063;117.306;61.212;;91.783;-13.477;77.385
13460;0;0;0;277.088;164.748;;-81.869;-47.426;203.843;118.032;57.541;;86.501;-19.284;76.134
13470;0;0;0;277.073;164.697;;-82.339;-48.433;208.422;118.597;51.629;;79.126;-26.131;75.323
13480;0;0;0;276.779;164.531;;-82.605;-49.341;212.953;119.378;45.745;;71.75;-32.937;74.636
13490;0;0;0;274.654;162.705;;-82.752;-50.048;217.084;120.159;38.501;;62.801;-39.782;73.389
13500;0;0;0;271.023;159.439;;-82.768;-50.654;221.219;120.939;31.676;;53.334;-46.572;69.67
13510;0;0;0;265.833;156.11;;-82.509;-51.239;205.063;109.634;24.051;;43.866;-52.603;61.632
13520;0;0;0;259;152.563;;-82.219;-51.727;188.748;98.49;16.454;;34.062;-58.585;53.455
13530;0;0;0;251.921;146.83;;-81.861;-52.483;172.328;87.345;8.592;;24.258;-64.634;45.006
13540;0;0;0;243.243;139.171;;-80.661;-52.99;155.669;76.2;0.97;;14.168;-71.364;36.596
13550;0;0;0;233.149;130.35;;-79.468;-53.585;139.072;65.153;-6.618;;4.39;-78.163;28.152
13560;0;0;0;221.255;120.377;;-78.53;-54.179;122.295;54.106;-13.526;;-5.388;-83.921;20.268
13570;0;0;0;208.065;112.323;;-77.952;-54.497;105.519;43.059;-20.447;;-14.648;-89.563;12.28
13580;0;0;0;193.674;104.283;;-77.381;-54.814;88.666;32.006;-27.008;;-23.909;-93.084;4.612
13590;0;0;0;178.404;94.566;;-76.654;-54.501;71.934;21.192;-33.577;;-33.225;-96.861;-3.131
13600;0;0;0;162.546;84.731;;-75.954;-54.188;55.139;10.378;-39.997;;-42.313;-100.877;-10.981
13610;0;0;0;147.01;73.172;;-74.774;-52.486;38.014;-0.36;-46.538;;-51.401;-105.004;-18.47
13620;0;0;0;130.555;61.102;;-73.648;-50.783;20.888;-10.698;-53.044;;-59.625;-106.011;-25.946
13630;0;0;0;115.083;49.852;;-72.407;-48.778;3.852;-21.036;-59.35;;-67.848;-106.832;-32.662
13640;0;0;0;100.931;37.436;;-71.046;-46.892;-12.903;-31.374;-65.663;;-75.16;-105.532;-39.419
13650;0;0;0;85.679;27.025;;-69.847;-44.739;-29.749;-41.357;-71.497;;-81.992;-104.171;-45.777
13660;0;0;0;71.392;17.574;;-67.728;-42.906;-46.726;-51.341;-77.288;;-88.823;-102.21;-52.113
13670;0;0;0;56.545;7.992;;-65.437;-40.848;-63.982;-61.324;-82.343;;-94.96;-100.386;-58.543
13680;0;0;0;42.461;-0.199;;-62.454;-37.804;-81.28;-71.314;-86.559;;-101.097;-98.083;-65.054
13690;0;0;0;28.167;-8.513;;-59.298;-35.083;-98.618;-81.105;-90.753;;-104.49;-95.966;-71.674
13700;0;0;0;13.148;-16.552;;-56.321;-31.062;-116.004;-90.895;-93.668;;-104.903;-93.848;-78.175
13710;0;0;0;-0.828;-24.942;;-52.505;-27.393;-133.484;-100.727;-96.658;;-105.317;-91.766;-84.655
13720;0;0;0;-12.963;-34.833;;-48.524;-23.724;-150.844;-110.399;-96.688;;-104.083;-89.372;-90.855
13730;0;0;0;-25.49;-44.419;;-43.783;-19.748;-168.142;-120.07;-96.629;;-102.848;-86.979;-96.917
13740;0;0;0;-36.033;-52.4;;-39.294;-15.723;-184.938;-129.742;-94.815;;-100.834;-84.814;-101.829
13750;0;0;0;-45.777;-58.221;;-34.644;-11.186;-201.814;-139.462;-93.441;;-98.848;-82.648;-104.221
