timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;;26: frq10+.1;27: frq10+.2;28: frq10+.3
4940;39.618;10.876;26.714;-57.034;-80.4;;14.146;49.797;-25.352;-183.666;-219.888;;-27.757;-71.152;-24.921
4950;23.066;-1.883;11.658;-57.025;-78.742;;9.959;33.406;-31.986;-188.306;-221.833;;-28.669;-67.331;-25.088
4960;6.716;-14.439;-2.527;-57.272;-77.379;;5.726;19.125;-37.374;-192.377;-223.926;;-29.31;-62.637;-25.295
4970;-10.786;-25.222;-15.513;-56.999;-75.31;;2.041;4.846;-43.302;-194.644;-225.375;;-29.858;-57.017;-25.799
4980;-28.428;-35.379;-29.112;-56.441;-73.15;;-2.323;-8.248;-46.877;-194.592;-226.341;;-29.883;-49.299;-26.502
4990;-44.596;-44.981;-43.81;-56.374;-71.419;;-7.23;-17.079;-47.668;-194.688;-226.177;;-29.433;-42.87;-27.35
5000;-59.444;-52.801;-56.356;-54.919;-70.89;;-11.988;-25.957;-48.803;-194.6;-225.554;;-29.383;-37.349;-28.698
5010;-72.194;-57.412;-66.43;-53.45;-69.815;;-17.025;-32.385;-49.25;-192.963;-224.356;;-30.022;-31.924;-29.887
5020;-79.564;-59.792;-77.356;-52.179;-68.622;;-21.277;-37.661;-50.363;-191.084;-224.077;;-30.891;-26.126;-30.628
5030;-84.388;-62.738;-85.077;-51.149;-66.868;;-25.997;-43.582;-51.476;-188.189;-222.614;;-31.615;-22.537;-30.923
5040;-88.17;-65.761;-90.55;-50.49;-65.389;;-30.65;-46.49;-53.646;-185.385;-219.188;;-31.557;-19.476;-31.087
5050;-90.669;-69.823;-95.588;-49.683;-64.641;;-34.764;-49.404;-56.719;-181.861;-214.561;;-31.458;-16.401;-31.652
5060;-92.324;-73.873;-100.622;-48.742;-63.891;;-38.961;-51.841;-59.806;-178.837;-209.808;;-30.341;-12.517;-32.201
5070;-91.582;-77.706;-105.243;-48.127;-62.505;;-43.052;-56.258;-62.251;-176.705;-205.203;;-29.319;-7.036;-32.207
5080;-91.074;-80.534;-110.014;-47.752;-60.738;;-45.924;-59.801;-63.532;-175.993;-201.197;;-29.153;-0.168;-31.93
5090;-91.44;-81.8;-115.902;-47.234;-59.364;;-48.727;-63.892;-64.659;-175.106;-197.472;;-29.029;6.596;-31.674
5100;-93.35;-83.032;-121.981;-46.4;-57.91;;-50.488;-66.938;-66.12;-173.179;-193.43;;-28.589;11.917;-30.899
5110;-95.007;-83.815;-126.332;-45.121;-56.818;;-52.036;-69.659;-68.334;-171.062;-189.394;;-27.543;14.633;-29.48
5120;-98.324;-85.241;-130.161;-43.988;-55.912;;-52.903;-72.197;-70.943;-166.488;-184.879;;-26.239;18.446;-28.154
5130;-102.975;-87.422;-135.252;-43.528;-54.352;;-52.943;-75.695;-72.665;-160.317;-181.557;;-24.941;22.258;-25.99
5140;-108.749;-90.953;-140.713;-44.31;-53.054;;-53.066;-80.661;-74.141;-153.706;-178.459;;-23.716;25.423;-24.186
5150;-115.691;-95.287;-146.288;-44.132;-51.988;;-53.269;-85.985;-75.377;-147.143;-174.85;;-23.452;26.902;-22.314
5160;-122.492;-100.339;-152.349;-43.436;-50.977;;-54.532;-90.429;-76.76;-140.887;-170.927;;-23.639;26.178;-19.966
5170;-129.204;-105.941;-158.829;-42.694;-49.952;;-55.672;-94.993;-78.366;-134.88;-166.957;;-23.745;26.374;-17.699
5180;-136.64;-111.703;-164.782;-43.69;-49.451;;-56.709;-98.077;-81.131;-129.581;-163.021;;-23.647;25.888;-15.619
5190;-144.692;-117.436;-168.981;-44.941;-49.297;;-57.305;-101.389;-84.543;-125.001;-160.324;;-23.801;28.534;-14.572
5200;-153.059;-123.519;-173.512;-46.563;-49.397;;-58.032;-104.258;-87.727;-120.72;-157.891;;-23.112;32.193;-14.217
5210;-160.997;-129.968;-177.673;-48.207;-49.303;;-59.21;-106.921;-90.171;-115.963;-153.811;;-22.822;36.212;-13.826
5220;-167.276;-136.137;-182.419;-50.411;-49.919;;-60.463;-108.644;-91.943;-110.263;-148.503;;-22.546;39.588;-13.597
5230;-173.942;-141.681;-186.741;-53.519;-51.023;;-61.708;-110.273;-93.479;-106.234;-143.756;;-23.506;40.262;-12.481
5240;-180.401;-147.662;-190.091;-56.523;-51.364;;-62.548;-112.197;-95.246;-102.105;-140.764;;-24.481;40.823;-10.804
5250;-187.254;-152.888;-193.415;-59.367;-51.08;;-63.401;-113.901;-96.757;-97.459;-137.655;;-24.367;42.545;-8.982
5260;-193.138;-157.879;-197.15;-62.377;-51.483;;-64.119;-115.466;-97.863;-92.283;-134.534;;-24.239;44.618;-6.839
5270;-198.138;-163.168;-199.011;-65.709;-52.265;;-64.07;-116.742;-98.488;-88.186;-129.255;;-23.659;45.985;-4.655
5280;-202.305;-167.559;-202.461;-68.913;-53.457;;-63.967;-117.428;-98.371;-84.244;-124.348;;-24.294;44.692;-2.892
5290;-205.588;-171.172;-205.4;-72.174;-54.826;;-63.599;-117.88;-97.803;-80.211;-120.232;;-24.659;42.61;-1.268
5300;-209.192;-174.357;-207.469;-74.67;-56.23;;-62.989;-117.692;-96.954;-76.433;-118.186;;-24.977;40.851;0.154
5310;-211.825;-177.295;-209.16;-76.527;-57.921;;-62.248;-117.775;-96.499;-72.567;-114.786;;-24.866;40.381;2.417
5320;-214.721;-179.982;-210.423;-78.804;-60.606;;-60.948;-117.848;-95.279;-67.996;-110.148;;-25.317;38.754;3.917
5330;-216.854;-181.879;-211.134;-81.15;-62.983;;-59.066;-117.841;-94.535;-62.532;-105.041;;-26.674;36.49;5.363
5340;-219.04;-183.848;-211.251;-83.234;-65.134;;-57.425;-117.199;-93.265;-56.321;-100.657;;-28.032;34.115;6.001
5350;-221.288;-186.505;-210.761;-84.444;-67.222;;-56.27;-115.85;-92.003;-49.407;-94.771;;-29.339;32.938;6.663
5360;-223.641;-188.892;-210.506;-85.823;-69.561;;-55.433;-114.239;-90.643;-42.964;-89.469;;-30.068;33.368;7.465
5370;-225.188;-190.164;-210.706;-86.477;-71.848;;-55.076;-112.603;-88.997;-38.309;-82.884;;-30.75;31.018;8.308
5380;-225.59;-190.854;-210.4;-86.567;-74.342;;-54.817;-110.979;-87.514;-34.968;-76.957;;-31.153;28.444;8.116
5390;-225.817;-191.378;-209.924;-86.119;-76.836;;-54.937;-109.799;-86.036;-30.843;-71.719;;-31.63;25.486;6.912
5400;-226.001;-191.957;-209.372;-85.643;-79.581;;-54.719;-108.269;-85.063;-26.629;-67.873;;-30.901;23.891;6.283
5410;-226.579;-192.949;-208.497;-85.39;-81.912;;-54.246;-106.243;-83.514;-22.643;-64.268;;-29.339;23.069;5.326
5420;-227.115;-194.137;-207.457;-85.803;-83.763;;-53.559;-104.299;-82.102;-18.996;-61.972;;-27.726;21.749;4.632
5430;-226.965;-194.928;-206.446;-85.643;-85.237;;-53.77;-102.432;-81.339;-15.057;-60.03;;-26.208;20.298;3.687
5440;-226.321;-195.19;-205.753;-85.503;-87.601;;-54.639;-99.966;-80.815;-11.971;-58.263;;-25.207;17.717;3.302
5450;-225.15;-194.919;-205.857;-85.661;-89.855;;-55.735;-97.905;-80.491;-8.57;-56.27;;-24.677;15.553;3.644
5460;-224.074;-194.052;-206.152;-85.719;-90.826;;-55.314;-95.779;-80.546;-4.843;-54.948;;-23.665;14.334;3.964
5470;-222.254;-193.226;-206.08;-85.777;-91.554;;-55.404;-94.666;-80.828;-1.982;-54.401;;-22.632;13.059;4.458
5480;-220.065;-192.148;-206.211;-84.625;-92.297;;-55.149;-93.981;-81.28;0.837;-52.855;;-20.919;14.097;4.389
5490;-219.217;-191.475;-206.372;-82.463;-94.668;;-54.389;-92.777;-81.743;3.364;-50.805;;-18.942;15.313;4.014
5500;-217.997;-191.629;-206.716;-80.821;-96.066;;-54.022;-91.343;-82.546;6.527;-47.157;;-17.167;14.999;3.382
5510;-217.346;-192.021;-206.281;-78.457;-97.568;;-53.975;-90.146;-83.215;8.731;-42.869;;-15.392;14.663;2.43
5520;-216.877;-191.866;-204.697;-75.648;-98.601;;-55.411;-89.803;-84.339;13.317;-40.046;;-13.494;15.508;1.283
5530;-217.75;-192.356;-202.516;-72.421;-99.461;;-57.012;-89.523;-86.389;19.313;-36.326;;-11.099;19.463;-0.177
5540;-218.768;-192.967;-200.559;-69.193;-100.054;;-58.774;-89.363;-88.164;26.6;-31.001;;-8.803;23.414;-1.726
5550;-219.534;-192.411;-199.135;-65.622;-100.794;;-61.481;-89.821;-89.611;34.03;-23.917;;-6.586;28.037;-3.194
5560;-220.423;-192.286;-197.036;-62.124;-101.313;;-63.754;-90.879;-91.017;40.924;-18.29;;-4.676;31.534;-5.303
5570;-221.793;-192.541;-194.777;-58.059;-101.592;;-66.71;-91.937;-92.367;46.203;-14.286;;-2.352;35.487;-6.572
5580;-223.033;-192.659;-192.873;-54.618;-101.407;;-69.046;-93.139;-93.605;50.363;-9.841;;0.208;37.812;-7.862
5590;-223.386;-192.578;-191.266;-51.139;-101.305;;-70.781;-95.182;-94.988;54.043;-4.403;;1.673;39.556;-7.946
5600;-223.19;-192.532;-189.102;-47.583;-100.483;;-71.728;-96.964;-96.73;56.822;-0.058;;3.076;40.532;-8.156
5610;-223.447;-192.383;-186.185;-44.028;-99.15;;-72.283;-98.981;-98.211;59.445;4.237;;4.345;42.047;-9.221
5620;-224.741;-192.301;-183.341;-40.677;-96.97;;-73.636;-100.268;-99.208;62.13;6.714;;5.942;44.726;-10.258
5630;-225.116;-192.669;-180.749;-37.305;-94.603;;-74.734;-101.062;-99.892;64.203;9.676;;7.634;47.429;-10.754
5640;-225.646;-192.428;-177.647;-34.332;-91.474;;-75.487;-102.094;-100.506;66.266;12.583;;9.148;50.498;-9.886
5650;-226.521;-190.659;-174.461;-31.499;-87.041;;-75.983;-102.912;-100.977;68.524;16.703;;10.517;53.074;-8.619
5660;-226.761;-187.679;-170.87;-28.954;-82.601;;-75.967;-102.903;-101.334;70.959;22.055;;11.731;52.229;-7.339
5670;-226.945;-183.443;-167.229;-24.636;-78.092;;-75.75;-102.326;-101.539;73.436;28.897;;13.153;50.663;-5.583
5680;-226.132;-179.323;-163.594;-20.276;-73.774;;-75.17;-101.379;-101.017;76.476;36.137;;14.692;48.995;-4.062
5690;-223.745;-174.815;-159.145;-14.228;-67.45;;-73.928;-100.39;-100.687;80.299;44.386;;16.621;48.345;-2.996
5700;-221.212;-170.407;-154.535;-7.674;-61.153;;-73.182;-98.317;-100.091;83.703;52.852;;19.108;46.59;-1.93
5710;-218.468;-166.443;-150.103;-1.197;-53.503;;-73.316;-95.359;-99.581;86.236;61.659;;21.792;44.597;-0.433
5720;-214.843;-162.768;-145.892;6.182;-45.647;;-73.415;-92.523;-98.983;89.236;69.753;;24.614;45.221;0.637
5730;-210.154;-159.479;-140.994;15.167;-37.926;;-74.07;-89.434;-98.866;92.77;78.244;;27.683;44.607;0.866
5740;-204.108;-154.699;-135.375;24.044;-28.778;;-74.526;-86.468;-99.283;96.575;88.753;;30.695;45.902;1.019
5750;-196.702;-149.39;-129.119;32.756;-19.76;;-75.112;-83.553;-99.643;100.021;97.622;;33.123;48.583;1.25
5760;-188.841;-143.375;-123.257;40.241;-9.943;;-74.628;-80.872;-99.287;104.121;105.981;;35.04;50.839;2.032
5770;-180.821;-137.039;-116.903;48.738;-0.072;;-74.583;-77.425;-98.866;107.502;113.669;;36.503;52.643;3.194
5780;-172.374;-130.618;-109.406;57.335;10.641;;-74.429;-73.754;-98.166;109.55;121.277;;37.454;53.472;4.782
5790;-164.44;-123.972;-101.96;67.861;23.032;;-73.942;-69.844;-97.314;110.836;127.702;;38.303;55.887;6.368
5800;-155.415;-117.356;-93.807;79.454;37.102;;-72.535;-65.782;-96.095;112.043;133.857;;39.404;56.835;8.781
5810;-145.597;-108.989;-84.757;92.043;51.131;;-71.087;-61.83;-94.901;114.115;140.004;;40.415;57.761;11.033
5820;-135.263;-100.389;-74.319;104.701;68.272;;-68.735;-57.999;-93.923;117.594;146.192;;41.946;57.007;12.774
5830;-123.374;-92.228;-62.501;119.279;87.258;;-66.363;-54.268;-92.465;122.469;152.194;;44.11;56.927;13.368
5840;-109.754;-83.004;-49.886;134.732;106.086;;-64.001;-49.514;-90.127;126.657;158.353;;46.419;58.193;14.279
5850;-95.448;-73.597;-37.102;149.269;124.378;;-62.115;-44.756;-86.356;129.712;164.112;;48.687;59.37;14.829
5860;-80.491;-64.229;-24.349;164.646;141.994;;-60.276;-40.466;-82.425;132.321;170.025;;50.034;59.186;15.549
5870;-65.47;-53.823;-11.988;181.556;160.931;;-57.826;-36.635;-77.61;135.691;176.788;;51.099;56.919;16.248
5880;-51.039;-41.473;0.385;197.943;180.061;;-54.836;-32.846;-73.835;139.142;183.779;;52.727;54.698;18.095
5890;-35.149;-28.459;12.102;214.29;201.961;;-51.839;-28.274;-70.966;142.659;191.481;;54.092;53.159;20.382
5900;-17.661;-15.461;24.263;228.874;223.211;;-48.24;-23.88;-67.964;146.628;198.912;;55.298;51.699;21.612
5910;-1.203;-2.217;37.283;240.84;243.076;;-44.561;-18.782;-63.643;151.516;204.284;;55.901;52.585;22.815
5920;16.655;11.327;51.673;248.415;262.379;;-40.938;-12.594;-58.041;156.41;208.897;;55.974;53.025;22.956
5930;34.399;25.658;67.939;255.983;279.617;;-37.617;-6.927;-51.983;161.192;212.978;;55.945;54.557;23.017
5940;52.397;41.876;84.775;259.246;293.614;;-34.247;-0.212;-45.705;166.735;217.361;;55.476;55.497;23.232
5950;71.634;59.716;101.094;260.294;307.542;;-29.31;4.241;-38.057;172.612;221.233;;54.297;57.007;23.447
5960;91.851;78.938;118.935;261.377;317.754;;-22.592;7.295;-28.902;177.997;224.513;;52.648;55.074;23.265
5970;111.948;99.479;137.385;259.499;325.927;;-15.728;10.757;-20.257;181.963;228.301;;50.201;55.396;23.083
5980;132.006;120.858;156.28;254.083;332.188;;-9.135;15.822;-10.869;184.535;231.015;;47.851;55.49;24.218
5990;152.429;141.606;174.601;247.481;338.297;;-0.901;21.647;0.817;185.992;233.206;;44.873;51.828;25.339
6000;172.953;162.603;192.738;240.88;342.509;;7.368;27.233;14.548;186.594;235.716;;41.863;45.165;27.161
6010;193.837;184.752;210.943;235.588;343.841;;18.001;31.313;27.498;186.411;238.014;;39.423;38.433;28.549
6020;214.924;208.422;228.995;229.72;345.243;;28.121;35.273;41.979;186.335;240.779;;37.018;31.77;29.217
6030;236.69;232.938;246.003;223.749;342.921;;38.228;39.468;58.421;186.302;243.258;;34.352;26.119;30.001
6040;259.866;256.479;262.524;215.963;337.767;;49.913;43.571;76.161;185.182;244.821;;31.204;21.286;30.581
6050;282.221;278.025;279.03;205.801;330.343;;60.852;48.676;93.27;183.477;246.109;;27.647;17.964;30.48
6060;303.268;298.538;294.643;192.934;322.885;;71.75;56.214;112.452;180.354;247.254;;24.09;14.87;31.019
6070;323.826;319.433;308.068;180.066;313.201;;85.168;64.03;133.701;175.898;248.166;;20.091;13.372;31.434
6080;342.786;340.822;319.475;164.785;301.414;;98.524;74.251;155.476;170.538;249.043;;15.934;11.712;32.385
6090;360.88;360.917;329.57;147.949;289.732;;110.463;85.113;176.371;163.902;249.457;;12.779;6.887;31.665
6100;376.643;379.912;338.863;131.182;277.662;;122.683;96.095;196.428;158.074;249.67;;9.695;1.341;31.086
6110;392.406;396.92;347.568;113.204;264.366;;134.964;108.719;217.53;151.939;249.738;;7.194;-3.178;30.455
6120;407.681;412.753;355.257;93.099;246.343;;148.101;123.473;237.677;144.768;248.339;;3.803;-4.248;30.108
6130;422.814;427.557;362.117;73.632;228.411;;159.997;138.708;259.546;137.517;244.865;;1.246;-3.858;28.868
6140;436.989;440.614;369.01;54.281;206.188;;171.949;153.178;280.695;130.306;238.412;;-0.866;-5.476;27.116
6150;449.898;451.935;375.132;37.527;183.663;;184.852;169.059;299.756;122.543;232.383;;-3.15;-7.094;25.681
6160;463.281;461.75;379.247;23.476;162.302;;194.876;185.621;317.32;114.623;227.476;;-5.659;-9.326;24.377
6170;476.076;470.004;380.821;12.661;140.858;;204.961;201.44;331.081;106.726;223.063;;-8.367;-9.737;23.756
6180;487.161;475.548;380.343;1.126;120.866;;212.319;216.774;339.683;97.668;218.432;;-10.308;-9.423;23.142
6190;495.914;477.717;379.368;-7.201;103.603;;219.634;231.034;344.96;88.124;213.055;;-12.248;-9.11;22.357
6200;502.487;478.43;377.259;-13.252;86.319;;225.168;243.639;348.724;78.212;207.694;;-13.789;-8.124;21.927
6210;507.761;476.895;370.502;-19.303;70.999;;227.189;256.541;348.574;67.812;202.597;;-15.284;-5.734;22.215
6220;511.146;471.695;362.879;-23.457;56.342;;229.237;264.676;345.589;57.029;196.612;;-16.53;-9.502;22.658
6230;511.08;463.512;353.953;-26.537;42.646;;230.473;270.326;339.89;47.774;188.778;;-17.727;-13.291;22.326
6240;507.361;452.663;342.921;-28.748;28.901;;227.502;275.516;332.366;37.655;179.608;;-18.126;-16.901;21.759
6250;500.608;438.495;332.177;-31.164;16.084;;224.503;280.046;321.822;26.484;167.869;;-18.778;-19.601;19.977
6260;491.327;419.052;318.639;-33.988;5.815;;218.863;281.335;310.138;15.199;154.88;;-20.32;-20.989;17.599
6270;478.858;393.77;302.861;-37.641;-5.17;;212.822;280.025;296.327;3.486;141.701;;-22.034;-22.41;15.048
6280;465.368;367.312;286.923;-41.302;-13.606;;206.677;278.161;280.459;-8.484;128.687;;-23.378;-24;12.567
6290;444.72;338.182;270.637;-45.356;-22.629;;197.217;274.685;263.165;-19.487;114.626;;-24.294;-27.961;10.84
6300;420.815;311.069;252.743;-49.103;-31.052;;188.262;270.25;246.196;-32.454;99.841;;-24.959;-32.674;8.532
6310;394.49;283.971;233.796;-51.586;-39.414;;179.28;263.043;227.047;-44.724;85.179;;-25.623;-37.257;4.877
6320;366.359;256.732;215.837;-54.477;-48.102;;167.098;256.171;206.924;-56.134;71.11;;-26.126;-41.19;1.25
6330;337.021;229.421;199.33;-56.273;-56.99;;155.131;246.806;186.783;-66.968;56.092;;-26.799;-42.999;-1.561
6340;305.927;202.114;183.382;-57.377;-66.247;;144.142;236.221;166.65;-76.012;39.954;;-28.011;-40.829;-2.663
6350;275.803;175.371;167.145;-58.418;-74.699;;133.433;225.524;146.065;-84.919;24.43;;-29.101;-37.972;-3.199
6360;246.143;150.847;151.167;-59.182;-82.345;;121.517;213.234;123.967;-91.539;8.308;;-29.534;-34.634;-3.72
6370;218.018;126.382;135.374;-59.432;-87.51;;108.519;198.728;101.948;-97.073;-7.095;;-29.279;-34.492;-4.561
6380;190.71;100.924;119.294;-60.083;-92.648;;95.64;182.455;79.275;-102.012;-20.594;;-30.488;-36.854;-6.04
6390;163.208;77.393;102.512;-61.014;-96.123;;82.332;166.168;58.076;-106.917;-31.017;;-32.061;-38.578;-7.934
6400;136.199;55.269;85.423;-62.468;-99.538;;67.257;147.36;38.754;-111.47;-41.64;;-33.486;-40.153;-9.997
6410;109.836;34.208;69.211;-64.226;-102.779;;54.381;127.941;19.433;-116.654;-52.903;;-33.757;-40.968;-12.108
6420;82.993;13.68;53.88;-65.825;-106.698;;40.857;108.521;2.799;-121.995;-64.469;;-33.883;-43.647;-14.608
6430;57.237;-5.964;38.632;-66.855;-109.615;;30.132;89.679;-9.512;-126.521;-76.955;;-34.414;-48.172;-17.55
6440;32.571;-24.452;23.302;-68.301;-112.852;;19.79;69.989;-18.422;-130.992;-89.6;;-34.767;-53.154;-19.869
6450;8.59;-42.228;10.441;-70.134;-115.487;;10.241;52.712;-27.796;-134.583;-102.116;;-35.64;-57.377;-22.528
6460;-15.225;-58.519;0.508;-72.029;-118.782;;2.959;35.848;-35.284;-137.404;-114.865;;-35.873;-60.647;-24.709
6470;-37.604;-73.081;-9.164;-73.858;-121.086;;-4.287;23.825;-40;-139.165;-127.713;;-35.487;-63.057;-26.451
6480;-56.891;-85.385;-18.469;-75.087;-122.916;;-10.543;12.843;-42.436;-141.207;-139.229;;-36.145;-66.862;-27.698
6490;-74.148;-95.512;-25.705;-76.337;-124.21;;-14.772;1.514;-45.23;-141.673;-150.766;;-36.763;-69.516;-28.883
6500;-89.124;-101.705;-33.692;-77.251;-125.505;;-19.179;-9.16;-47.139;-140.819;-160.451;;-36.717;-70.677;-28.877
6510;-102.052;-104.09;-39.499;-78.446;-126.843;;-23.592;-15.487;-47.914;-140.023;-168.192;;-34.461;-72.297;-28.76
6520;-113.101;-103.263;-43.725;-79.688;-127.865;;-26.342;-20.354;-48.356;-139.452;-175.36;;-31.486;-72.429;-28.294
6530;-124.441;-103.04;-49.832;-81.105;-128.923;;-29.072;-25.132;-48.908;-138.901;-181.476;;-29.39;-72.672;-27.793
6540;-129.578;-100.03;-54.832;-81.959;-128.869;;-30.788;-28.817;-49.454;-139.146;-186.69;;-26.723;-71.825;-27.772
6550;-132.086;-98.386;-58.83;-82.625;-128.695;;-33.23;-32.508;-50.851;-137.338;-191.287;;-24.203;-71.921;-27.177
6560;-132.446;-97.546;-62.844;-83.328;-128.774;;-36.116;-35.619;-52.804;-135.012;-195.788;;-21.074;-71.501;-25.68
6570;-131.663;-97.808;-67.84;-83.527;-128.702;;-38.92;-39.528;-55.708;-132.497;-198.879;;-18.356;-71.058;-24.356
6580;-129.418;-98.499;-73.768;-83.975;-128.666;;-41.801;-43.932;-59.339;-129.772;-200.743;;-16.178;-71.204;-23.444
6590;-125.939;-98.934;-79.85;-85.109;-128.058;;-44.819;-49.105;-62.666;-127.739;-201.022;;-13.334;-71.821;-23.301
6600;-122.684;-100.178;-85.81;-86.243;-128.332;;-49.057;-54.75;-66.167;-125.454;-202.163;;-10.251;-71.657;-23.683
6610;-121.212;-102.901;-91.902;-87.364;-127.632;;-51.997;-59.487;-69.097;-124.07;-201.305;;-7.832;-71.994;-23.419
6620;-121.312;-106;-97.509;-88.086;-127.128;;-55.102;-63.28;-72.099;-122.834;-200.178;;-5.571;-70.294;-22.953
6630;-123.239;-108.292;-102.125;-88.727;-126.105;;-57.633;-66.208;-75.109;-121.487;-198.741;;-3.139;-67.37;-22.486
6640;-125.577;-111.866;-107.252;-88.417;-125.437;;-59.99;-69.709;-78.185;-120.098;-197.516;;-0.895;-64.411;-22.366
6650;-127.793;-115.859;-112.439;-87.446;-124.28;;-62.297;-71.954;-80.97;-118.839;-197.015;;1.105;-62.818;-21.794
6660;-130.255;-120.621;-117.32;-85.833;-123.341;;-64.429;-74.788;-83.774;-117.639;-195.647;;1.985;-62.326;-21.258
6670;-133.921;-125.473;-121.723;-84.567;-121.372;;-65.741;-77.641;-86.566;-116.283;-195.411;;3.229;-61.437;-19.855
6680;-138.749;-129.825;-125.615;-83.717;-119.771;;-66.652;-80.212;-89.236;-114.755;-194.345;;3.993;-60.146;-18.316
6690;-143.91;-134.021;-130.139;-82.815;-117.852;;-67.229;-81.674;-91.772;-112.767;-192.779;;4.868;-56.775;-17.186
6700;-148.403;-138.979;-135.257;-81.68;-116.279;;-68.006;-83.157;-93.982;-110.604;-191.386;;5.91;-53.684;-16.156
6710;-152.561;-144.461;-140.03;-79.723;-114.724;;-69.382;-85.321;-95.752;-108.91;-190.033;;6.27;-52.086;-15.865
6720;-156.756;-149.166;-144.548;-77.403;-113.411;;-70.603;-87.775;-97.011;-106.807;-187.954;;6.367;-50.846;-16.01
6730;-161.091;-153.796;-149.596;-75.237;-111.818;;-71.641;-90.167;-98.499;-104.659;-185.524;;7.028;-47.65;-16.168
6740;-165.058;-158.146;-154.622;-74.11;-110.492;;-72.84;-91.342;-99.698;-102.439;-183.288;;7.708;-42.183;-16.614
6750;-169.363;-163.338;-159.389;-73.548;-108.826;;-74.21;-93.232;-100.607;-100;-181.157;;9.388;-36.476;-17.528
6760;-173.937;-168.604;-163.961;-73.852;-107.006;;-75.545;-94.778;-101.204;-97.691;-179.892;;9.487;-30.79;-18.248
6770;-178.084;-172.491;-168.269;-74.972;-104.585;;-77;-96.388;-101.647;-96.342;-178.662;;9.446;-26.408;-18.71
6780;-181.337;-176.01;-170.382;-76.132;-102.804;;-78.32;-98.214;-101.772;-95.091;-178.804;;10.266;-24.388;-19.233
6790;-184.317;-179.164;-172.64;-78.313;-101.745;;-79.381;-99.301;-102.098;-93.964;-178.385;;11.087;-22.437;-19.589
6800;-187.239;-181.754;-175.457;-80.429;-100.966;;-80.094;-99.897;-101.738;-92.948;-177.761;;12.332;-20.801;-20.08
6810;-190.579;-183.622;-177.479;-82.425;-99.898;;-80.135;-100.077;-100.636;-91.811;-176.956;;11.644;-18.233;-20.823
6820;-193.684;-185.03;-178.761;-83.735;-100.033;;-79.99;-100.058;-99.469;-91.141;-176.775;;11.806;-13.332;-21.829
6830;-197.117;-186.601;-180.434;-84.88;-100.64;;-79.88;-99.516;-98.05;-91.258;-176.554;;12.506;-9.938;-22.8
6840;-200.941;-188.316;-182.498;-85.843;-102.116;;-79.234;-99.371;-96.666;-91.659;-174.833;;12.854;-8.2;-23.579
6850;-204.354;-189.986;-184.412;-87.192;-102.804;;-78.043;-98.538;-94.694;-92.309;-171.582;;12.179;-7.354;-23.274
6860;-206.956;-190.996;-185.719;-88.234;-104.17;;-76.368;-98.895;-92.476;-92.706;-169.051;;11.153;-6.447;-22.989
6870;-209.268;-191.354;-186.709;-89.332;-105.375;;-74.628;-99.17;-90.279;-92.709;-166.775;;10.295;-5.443;-22.752
6880;-211.036;-191.218;-188.001;-90.328;-107.946;;-73.23;-99.443;-87.743;-92.394;-164.12;;9.862;-6.254;-22.354
6890;-212.818;-191.51;-188.615;-91.374;-109.971;;-71.578;-99.229;-85.157;-91.943;-161.039;;9.48;-7.463;-21.349
6900;-215.061;-192.491;-188.746;-92.928;-112.506;;-69.766;-98.85;-82.23;-91.152;-156.997;;8.41;-7.415;-20.629
6910;-217.501;-193.309;-188.814;-94.08;-114.084;;-67.468;-98.459;-78.884;-90.469;-152.186;;7.581;-6.172;-19.909
6920;-218.695;-193.57;-189.378;-94.731;-115.914;;-65.004;-97.618;-75.143;-90.051;-145.738;;7.178;-5.957;-19.709
6930;-219.062;-193.572;-189.681;-95.069;-116.011;;-62.621;-96.709;-71.701;-89.566;-139.25;;7.295;-5.961;-19.476
6940;-218.745;-193.868;-189.997;-95.501;-115.673;;-61.375;-94.748;-68.178;-89.699;-132.948;;7.11;-8.051;-19.767
6950;-218.528;-194.106;-190.181;-96.087;-114.8;;-60.233;-92.92;-64.899;-90.615;-127.53;;6.884;-9.721;-20.297
6960;-217.919;-194.892;-190.764;-97.474;-114.025;;-59.011;-90.577;-61.506;-91.565;-122.771;;6.539;-10.312;-20.826
6970;-217.742;-195.388;-191.825;-98.727;-113.491;;-57.672;-88.541;-58.494;-91.939;-118.417;;6.258;-10.771;-20.948
6980;-217.822;-195.697;-192.734;-99.434;-112.148;;-56.367;-86.363;-55.411;-92.408;-113.57;;6.781;-11.459;-20.396
6990;-217.263;-196.272;-193.655;-99.462;-111.076;;-54.502;-84.945;-53.006;-91.662;-110.414;;7.658;-13.286;-19.299
7000;-216.309;-196.883;-194.371;-98.959;-110.138;;-52.258;-82.69;-51.811;-91.324;-105.818;;7.323;-15.032;-18.152
7010;-215.298;-197.374;-195.214;-98.372;-109.903;;-50.993;-80.614;-50.777;-91.246;-101.299;;5.792;-16.887;-17.077
7020;-213.766;-198.305;-196.526;-97.946;-109.491;;-49.688;-78;-50.399;-90.244;-96.557;;3.676;-18.16;-16.137
7030;-212.647;-198.484;-197.444;-97.56;-109.25;;-49.284;-76.16;-50.883;-89.406;-91.345;;1.919;-16.2;-14.943
