timepoints (min);01: bdA,+ -1;02: bdA,+ -2;03: bdA,+ -3;04: crybdIm1,+ -1;05: crybdIm1,+ -2;06: crybdIm1,+ -3;07: bdA,- -1;08: bdA,- -2;09: bdA,- -3;10: crybdIm1,- -1;11: crybdIm1,- -2;12: crybdIm1,- -3;13: frq1,+ -1;14: frq1,+ -2;15: frq1,+ -3
1170;138.02;250.974;164.121;47.808;144.752;3.314;171.098;135.46;114.257;4.78;110.876;3.391;202.674;187.577;163.311
1180;145.18;253.858;171.266;57.853;153.948;21.353;180.542;143.11;122.009;15.792;119.725;12.631;203.823;183.622;160.71
1190;151.175;255.768;179.017;66.658;164.703;39.023;189.423;149.288;129.745;27.017;126.51;21.89;204.488;179.642;157.508
1200;156.041;259.595;186.253;77.192;176.412;56.524;196.999;154.18;134.271;37.585;131.039;30.697;204.173;175.638;153.805
1210;161.638;266.155;192.91;88.125;185.762;73.39;208.031;158.141;138.779;48.328;136.842;38.687;201.968;172.834;148.97
1220;167.556;271.835;200.223;98.777;194.798;91.041;217.318;160.097;143.246;58.727;140.824;45.161;198.694;169.638;144.169
1230;173.94;273.909;208.035;108.527;202.305;109.99;225.128;160.584;148.895;68.66;144.81;50.857;196.664;166.462;137.907
1240;180.36;276.984;215.976;116.072;210.424;126.336;230.656;159.912;152.256;79.048;144.92;56.672;193.536;162.504;130.168
1250;186.745;281.926;223.399;124.909;218.862;143.446;233.516;158.273;155.21;89.699;144.248;64.653;190.096;158.502;121.504
1260;191.336;285.32;229.216;134.631;227.091;158.895;236.461;158.091;156.869;101.446;143.96;74.498;184.85;152.354;112.141
1270;193.438;288.517;233.443;143.853;235.347;175.415;239.46;158.78;156.372;115.949;147.451;84.903;177.952;144.34;102.718
1280;195.507;289.265;235.978;152.722;244.301;191.935;241.691;159.462;155.862;130.185;151.602;94.012;169.922;134.238;94.239
1290;196.354;288.692;237.549;162.103;254.34;209.977;245.545;159.592;154.391;144.997;154.591;102.855;159.912;122.56;86.146
1300;196.975;287.928;238.934;172.612;264.599;226.7;249.174;158.715;152.908;158.668;153.964;112.058;149.501;110.835;77.637
1310;197.568;284.3;238.147;184.354;273.892;243.339;251.613;157.243;149.489;171.289;153.709;120.165;139.081;97.083;67.837
1320;198.767;279.463;234.982;195.883;282.017;259.143;252.349;154.603;146.06;183.491;151.298;128.226;127.771;81.943;58.726
1330;198.955;270.851;231.688;207.267;290.048;275.876;251.226;151.433;140.716;193.88;148.905;135.393;114.778;66.667;49.362
1340;199.116;261.289;228.73;218.787;298.127;291.924;244.123;145.655;133.684;202.84;145.621;143.738;102.139;52.778;40.326
1350;196.82;249.839;223.399;230.197;303.318;308.054;236.329;138.261;127.562;210.783;141.396;152.971;89.349;38.848;30.391
1360;193.636;235.844;216.291;240.269;305.506;323.112;226.733;131.798;121.207;217.883;140.239;158.35;76.991;26.881;21.078
1370;190.413;221.702;207.561;249.619;307.544;337.64;217.56;126.848;114.841;224.785;138.105;163.781;65.052;16.524;11.641
1380;186.527;207.087;201.255;257.693;308.745;349.571;209.658;122.218;108.392;232.152;135.072;163.637;53.995;6.29;2.585
1390;181.107;191.087;195.467;264.823;308.037;359.384;202.099;116.903;101.931;237.936;132.746;164.046;43.197;-2.71;-6.846
1400;175.741;175.942;191.096;270.021;305.267;367.767;191.067;111.784;96.887;242.079;130.226;162.962;32.161;-11.908;-16.563
1410;169.03;160.927;186.428;273.888;302.576;375.643;178.421;105.66;91.83;245.327;127.648;165.423;23.217;-20.972;-26.916
1420;162.219;146.542;181.865;275.528;299.799;381.953;167.496;99.949;86.389;247.896;125.073;167.973;14.261;-29.804;-36.46
1430;155.339;133.832;175.809;274.599;295.737;387.061;159.512;93.357;81.301;247.853;119.93;170.794;5.317;-37.997;-44.574
1440;149.319;121.979;169.091;274.287;289.771;391.459;153.033;86.88;75.281;248.557;115.728;172.759;-3.585;-45.67;-52.652
1450;141.833;109.6;159.703;269.353;279.684;392.35;144.858;77.785;68.437;247.167;111.233;172.143;-13.298;-55.177;-62.812
1460;134.292;96.516;149.279;263.924;269.454;392.315;133.523;69.69;61.593;246.217;104.538;173.248;-22.709;-65.512;-71.699
1470;127.797;84.43;138.134;257.44;258.674;390.705;122.884;61.567;56.179;243.052;98.989;174.891;-32.079;-76.137;-80.473
1480;121.564;69.912;125.833;251.559;246.935;387.821;111.829;54.292;50.766;239.941;91.48;175.614;-41.734;-86.401;-87.189
1490;115.248;53.858;113.643;245.941;234.527;384.179;99.499;45.978;46.131;234.589;85.571;175.505;-50.474;-94.943;-92.945
1500;107.512;37.825;101.702;239.113;220.455;379.49;89.692;38.734;41.497;227.73;79.566;173.114;-59.375;-103.058;-98.901
1510;98.626;24.135;91.321;230.79;207.188;374.121;80.56;31.004;40.81;219.75;75.8;171.004;-68.545;-109.828;-103.873
1520;90.745;10.356;80.371;222.997;193.295;368.225;73.327;23.611;40.734;207.908;69.953;168.774;-77.279;-114.994;-108.343
1530;81.72;-2.152;70.228;213.429;178.237;361.041;67.252;15.466;39.272;196.226;63.614;166.383;-85.113;-119.439;-111.647
1540;72.68;-13.171;61.321;202.979;161.375;351.029;61.212;7.77;37.943;183.945;56.298;164.252;-92.777;-123.469;-114.677
1550;63.848;-24.708;51.909;191.37;143.163;341.857;54.523;0.553;35.757;174.491;50.383;161.632;-100.575;-127.771;-117.086
1560;53.199;-36.753;42.865;177.308;125.71;332.105;45.754;-6.342;36.421;166.647;42.614;157.817;-107.099;-131.193;-119.392
1570;41.283;-47.923;36.505;162.052;107.566;321.604;38.687;-12.05;37.084;159.223;37.206;151.361;-112.661;-133.906;-121.108
1580;29.411;-59.655;29.48;146.538;88.288;308.05;31.185;-17.076;36.338;153.109;31.811;144.586;-115.793;-136.651;-121.847
1590;17.172;-72.108;21.655;130.943;68.716;292.19;26.319;-21.086;35.481;146.341;26.803;136.799;-119.579;-140.159;-122.106
1600;4.113;-82.926;16.481;114.505;51.55;276.182;22.095;-22.895;34.578;140.593;23.057;129.211;-123.149;-143.941;-121.262
1610;-9.41;-92.768;11.913;97.641;36.548;259.633;18.017;-24.726;33.844;132.949;18.172;125.01;-127.159;-148.054;-121.108
1620;-22.281;-102.463;6.233;80.277;21.686;243.204;12.85;-28.396;33.884;123.399;13.608;119.866;-131.713;-152.985;-121.215
1630;-34.589;-111.855;-1.259;63.582;6.683;227.29;7.345;-32.669;35.316;113.396;9.848;117.541;-136.692;-158.21;-121.461
1640;-45.738;-119.57;-9.23;46.364;-7.429;212.223;1.48;-36.262;36.903;103.302;7.008;114.153;-141.709;-163.211;-121.408
1650;-57.946;-127.657;-17.363;28.662;-20.701;195.539;-3.723;-40.338;36.691;93.697;5.626;110.903;-146.63;-167.892;-120.887
1660;-70.19;-134.727;-26.003;10.91;-34.149;176.828;-6.455;-43.141;36.479;84.971;3.621;104.41;-151.182;-172.008;-120.666
1670;-81.474;-142.265;-34.556;-5.901;-47.603;156.592;-10.708;-46.594;34.039;75.63;0.455;95.177;-155.732;-175.782;-120.596
1680;-92.862;-149.999;-43.663;-21.414;-60.091;137.326;-14.994;-50.193;31.399;68.091;-4.117;86.905;-160.014;-179.299;-121.27
1690;-104.097;-158.001;-52.666;-37.726;-72.433;116.646;-22.001;-53.392;28.025;59.792;-8.634;80.833;-164.494;-182.607;-122.585
1700;-116.171;-166.966;-61.385;-52.921;-84.579;95.669;-29.63;-56.33;24.61;50.83;-13.843;75.12;-169.811;-185.811;-123.75
1710;-128.698;-175.815;-70.029;-68.556;-96.727;74.895;-37.579;-59.366;20.542;41.411;-18.323;68.59;-175.12;-188.698;-125.801
1720;-141.463;-184.757;-79.342;-83.403;-107.826;55.375;-44.978;-62.581;15.59;34.686;-22.073;60.417;-180.348;-191.279;-127.994
1730;-153.189;-191.261;-88.777;-97.414;-118.072;35.109;-50.32;-64.854;10.844;26.488;-25.407;52.743;-185.335;-194.154;-130.343
1740;-164.531;-196.188;-98.418;-109.401;-127.964;15.219;-53.462;-66.753;8.156;20.509;-27.49;45.51;-189.79;-197.175;-132.752
1750;-174.506;-201.103;-107.966;-121.284;-136.692;-4.852;-56.563;-68.618;5.488;14.754;-30.45;38.339;-193.92;-200.342;-134.695
1760;-183.208;-205.789;-117.524;-132.153;-146.153;-24.199;-61.331;-69.672;0.472;8.079;-36.221;28.677;-197.43;-203.434;-136.279
1770;-192.757;-209.999;-126.713;-142.822;-155.171;-43.781;-66.348;-70.441;-4.669;2.886;-42.661;19.447;-200.617;-206.161;-137.557
1780;-200.692;-213.161;-135.163;-152.137;-164.138;-61.999;-71.665;-70.611;-9.686;-1.84;-48.541;9.968;-203.712;-208.306;-138.865
1790;-206.979;-215.643;-143.778;-160.466;-172.116;-79.379;-76.812;-70.819;-14.971;-5.834;-52.612;0.77;-206.204;-210.603;-140.615
1800;-212.514;-217.731;-151.549;-169.319;-178.892;-96.619;-80.903;-70.363;-19.516;-12.15;-56.028;-8.781;-208.803;-212.448;-142.629
1810;-215.912;-219.617;-158.081;-176.051;-185.019;-113.808;-83.233;-69.586;-24.992;-21.506;-57.523;-16.931;-211.412;-214.371;-144.814
1820;-218.901;-221.502;-164.454;-181.604;-190.68;-129.939;-85.266;-68.134;-30.651;-32.215;-60.265;-23.066;-213.334;-216.081;-147.793
1830;-221.851;-222.8;-169.985;-185.938;-195.12;-144.294;-88.047;-67.201;-35.317;-43.572;-63.127;-29.905;-215.014;-217.651;-151.454
1840;-224.588;-223.778;-174.861;-190.397;-198.612;-157.054;-91.327;-66.902;-39.575;-54.69;-65.8;-37.783;-216.164;-219.166;-155.145
1850;-225.983;-225.097;-180.138;-193.731;-201.92;-170.454;-95.273;-67.141;-44.291;-65.254;-68.342;-45.127;-216.859;-220.582;-159.337
1860;-227.359;-226.215;-184.735;-196.44;-205.084;-183.212;-99.359;-67.941;-49.048;-73.818;-69.71;-52.27;-216.401;-221.516;-162.659
1870;-229.132;-227.785;-188.248;-199.177;-208.006;-195.03;-103.154;-68.421;-54.204;-80.357;-71.033;-58.4;-215.221;-221.87;-165.91
1880;-230.921;-228.498;-191.149;-201.989;-210.066;-206.353;-106.127;-68.463;-59.519;-87.821;-72.087;-64.281;-213.87;-221.593;-169.003
1890;-232.688;-229.047;-193.99;-203.692;-211.643;-217.455;-109.422;-68.49;-64.622;-95.324;-72.914;-69.748;-212.294;-220.854;-172.338
1900;-233.023;-229.168;-196.484;-204.411;-213.241;-226.781;-113.421;-68.102;-69.462;-103.039;-74.316;-75.018;-210.15;-220.274;-176.166
1910;-232.963;-229.185;-198.614;-205.214;-214.897;-233.466;-117.393;-68.091;-74.221;-109.608;-77.909;-79.943;-207.952;-219.284;-179.407
1920;-233.09;-229.783;-200.956;-205.909;-216.363;-238.194;-121.526;-68.04;-76.619;-115.873;-80.737;-82.239;-205.265;-217.884;-181.343
1930;-233.571;-230.418;-201.815;-207.044;-217.312;-242.606;-124.846;-68.403;-78.801;-120.495;-83.636;-84.327;-202.619;-215.91;-182.099
1940;-233.966;-230.694;-202.897;-208.447;-218.126;-245.061;-126.379;-69.189;-79.48;-125.222;-86.72;-87.79;-199.588;-214.095;-181.661
1950;-233.917;-230.484;-203.908;-210.246;-219.301;-246.272;-127.586;-70.175;-80.476;-129.328;-89.978;-91.526;-195.514;-211.754;-180.109
1960;-232.636;-229.754;-204.702;-211.287;-221.207;-246.026;-128.666;-71.234;-81.738;-133.37;-93.821;-95.371;-191.098;-209.157;-177.055
1970;-231.572;-229.084;-204.821;-212.098;-223.626;-246.451;-129.986;-71.818;-83.407;-137.937;-97.943;-98.622;-185.803;-205.688;-173.359
1980;-230.516;-229.288;-205.846;-212.571;-226.023;-246.337;-131.072;-72.07;-85.713;-141.418;-100.068;-101.411;-179.607;-201.149;-169.018
1990;-231.046;-229.81;-207.094;-213.709;-227.593;-245.21;-132.517;-72.167;-88.339;-144.59;-102.356;-103.364;-172.392;-196.844;-165.774
2000;-231.775;-230.439;-208.891;-215.499;-229.051;-244.105;-133.477;-71.872;-90.953;-146.146;-103.977;-105.295;-165.323;-191.148;-162.422
2010;-232.808;-231.041;-210.534;-217.999;-229.724;-242.926;-133.479;-72.143;-93.527;-146.622;-105.863;-106.861;-159.269;-184.479;-158.806
2020;-232.543;-231.779;-212.382;-220.415;-229.49;-242.668;-133.4;-73.022;-95.985;-147.37;-107.87;-109.186;-153.148;-177.832;-155.077
2030;-232.159;-232.487;-213.996;-222.156;-229.175;-242.509;-134.292;-73.982;-96.912;-148.354;-110.03;-111.663;-146.217;-171.303;-150.621
2040;-232.119;-233.641;-215.568;-223.697;-228.607;-242.274;-135.265;-75.028;-98.101;-150.139;-112.356;-114.457;-139.261;-164.817;-145.684
2050;-232.452;-234.316;-216.781;-224.401;-227.768;-242.299;-136.978;-75.903;-98.368;-152.114;-116.055;-116.168;-131.426;-157.971;-140.261
2060;-232.986;-234.457;-217.654;-224.752;-226.89;-242.639;-137.415;-77.324;-99.401;-152.59;-119.647;-118.659;-122.51;-149.694;-134.785
2070;-233.396;-234.673;-218.728;-225.226;-225.44;-243.273;-137.932;-78.406;-100.721;-152.15;-122.694;-120.39;-112.542;-140.059;-129.197
2080;-234.059;-233.906;-219.088;-225.379;-223.672;-243.539;-137.501;-79.846;-102.041;-150.971;-125.89;-122.356;-101.102;-130.452;-122.461
2090;-234.483;-232.819;-220.088;-225.342;-221.806;-243.583;-137.025;-80.846;-103.908;-149.13;-128.571;-123.983;-89.288;-121.988;-115.77
2100;-234.906;-231.688;-220.192;-224.593;-220.582;-242.79;-136.324;-82.575;-105.934;-147.917;-131.709;-125.916;-78.175;-111.559;-107.401
2110;-234.454;-230.069;-220.403;-223.686;-219.836;-242.422;-136.519;-84.054;-107.549;-146.512;-134.352;-127.848;-65.43;-100.166;-98.641
2120;-233.862;-227.543;-219.997;-222.826;-219.542;-242.457;-137.45;-85.505;-109.201;-145.716;-136.793;-129.581;-52.618;-89.178;-89.157
2130;-233.43;-224.95;-219.068;-222.059;-219.079;-243.036;-139.352;-85.8;-111.185;-144.771;-139.634;-131.699;-38.588;-77.61;-78.823
2140;-233.421;-222.041;-216.95;-221.178;-218.868;-243.698;-140.545;-85.778;-113.574;-143.723;-143.766;-133.033;-22.851;-64.567;-68.89
2150;-233.186;-218.967;-214.633;-220.097;-218.088;-243.917;-142.412;-85.928;-115.963;-143.469;-149.303;-134.377;-6.243;-50.132;-57.732
2160;-232.632;-215.273;-211.397;-218.363;-217.28;-244.161;-143.823;-85.732;-119.761;-144.215;-152.481;-135.534;10.117;-36.123;-46.265
2170;-232.069;-209.626;-208.168;-216.519;-215.903;-244.406;-145.644;-85.69;-123.56;-145.15;-155.948;-137.411;25.887;-22.092;-35.109
2180;-230.339;-202.492;-204.559;-214.233;-214.458;-244.894;-147.55;-85.447;-127.919;-146.108;-159.414;-139.316;39.345;-8.51;-23.543
2190;-227.797;-194.959;-200.652;-211.694;-212.666;-245.699;-149.726;-85.175;-131.197;-146.705;-163.057;-139.774;55.13;7.829;-12.821
2200;-225.539;-187.695;-196.626;-207.906;-211.25;-246.552;-151.298;-85.219;-134.4;-148.119;-166.872;-140.326;70.953;25.368;-2.139
2210;-222.972;-180.128;-192.126;-203.941;-209.942;-247.335;-152.646;-85.142;-136.251;-149.452;-169.668;-140.292;86.852;42.768;8.988
2220;-219.941;-172.535;-186.683;-200.495;-208.463;-247.662;-153.637;-84.568;-137.799;-151.701;-172.148;-140.044;102.793;60.549;21.08
2230;-217.026;-164.879;-180.332;-196.332;-206.128;-247.741;-154.872;-84.115;-140.484;-154.109;-173.905;-139.877;118.521;78.385;33.439
2240;-213.041;-158.297;-173.812;-190.288;-203.33;-248.396;-155.644;-83.619;-143.17;-156.557;-175.119;-139.708;133.439;96.76;47.077
2250;-207.4;-150.639;-167.335;-183.401;-200.429;-249.149;-157.057;-82.934;-145.654;-158.393;-176.96;-138.788;149.127;114.117;62.521
2260;-200.839;-141.069;-160.505;-175.754;-197.404;-250.251;-158.331;-82.469;-148.138;-160.381;-177.582;-137.77;166.012;131.087;79.622
2270;-194.99;-131.364;-153.386;-168.206;-195.211;-250.217;-158.996;-81.425;-149.672;-160.806;-178.084;-135.566;182.879;148.41;96.946
2280;-189.05;-120.83;-145.524;-161.801;-193.199;-249.501;-157.596;-79.13;-150.246;-160.8;-176.046;-133.6;198.782;165.804;113.81
2290;-182.91;-109.807;-137.018;-155.848;-191.138;-248.526;-155.61;-76.814;-150.474;-160.663;-173.579;-132.021;215.743;183.206;130.68
2300;-176.59;-98.159;-127.683;-150.374;-188.331;-246.927;-152.783;-74.08;-149.854;-159.859;-169.429;-131.32;232.586;200.822;147.473
2310;-169.208;-87.274;-118.993;-144.665;-183.793;-245.623;-149.73;-71.644;-149.233;-159;-165.092;-131.061;248.746;217.538;164.927
2320;-160.175;-75.39;-108.743;-138.695;-178.419;-243.983;-147.276;-69.368;-148.637;-158.59;-162.116;-130.516;263.781;233.426;182.982
2330;-151.361;-63.553;-98.807;-133.234;-173.211;-242.044;-145.599;-67.222;-148.041;-158.692;-159.258;-130.939;277.119;249.363;200.252
2340;-141.219;-52.063;-88.237;-128.77;-167.788;-240.182;-144.121;-62.857;-148.692;-159.119;-156.684;-130.924;290.335;266.943;217.523
2350;-130.015;-40.17;-77.502;-123.486;-160.844;-238.255;-142.924;-57.851;-149.463;-159.059;-153.312;-130.549;303.08;282.512;233.557
2360;-118.666;-27.887;-66.014;-117.228;-152.513;-235.701;-141.374;-53.447;-150.259;-159;-149.588;-129.007;313.834;296.742;248.952
2370;-107.668;-16.459;-54.303;-110.924;-144.414;-232.337;-139.383;-48.683;-150.349;-157.719;-144.983;-127.543;324.685;311.743;264.521
2380;-95.406;-5.655;-43.534;-104.163;-136.225;-228.295;-135.898;-44.847;-150.646;-154.607;-140.317;-125.32;334.737;325.783;278.923
2390;-82.574;2.185;-32.83;-97.32;-128.17;-223.12;-132.343;-39.815;-148.888;-151.495;-135.714;-123.287;342.745;338.21;293.338
2400;-70.698;10.287;-21.366;-89.543;-119.428;-218.526;-128.475;-33.953;-147.324;-146.509;-131.723;-120.774;349.841;348.366;305.804
2410;-58.916;20.608;-10.597;-82.692;-110.086;-213.643;-124.037;-27.868;-144.299;-141.261;-128.361;-118.468;355.732;358.128;316.874
2420;-46.074;29.014;-0.037;-74.172;-101.15;-208.772;-119.349;-23.563;-141.194;-135.983;-123.479;-115.703;359.432;367.646;328.097
2430;-33.673;38.65;10.343;-67.241;-92.31;-203.483;-113.93;-19.182;-137.884;-131.852;-118.596;-107.459;364.859;377.179;338.32
2440;-20.793;49.497;21.328;-59.15;-82.996;-196.852;-108.248;-12.443;-135.494;-127.866;-114.585;-100.074;366.046;383.811;348.543
2450;-7.011;61.41;32.135;-52.466;-73.203;-189.982;-99.833;-5.898;-132.993;-122.952;-110.65;-92.65;366.619;389.436;357.713
2460;8.011;72.592;42.48;-44.778;-63.341;-182.546;-89.24;0.647;-130.954;-118.382;-108.796;-86.306;365.378;395.012;365.179
2470;22.723;86.034;52.619;-35.716;-52.862;-175.474;-79.065;6.561;-128.75;-112.403;-105.16;-80.794;361.782;399.759;371.172
2480;37.761;100.201;64.008;-26.932;-41.851;-169.046;-69.433;12.628;-124.67;-106.119;-102.364;-75.608;356.812;402.588;375.938
2490;52.88;115.703;75.571;-19.989;-30.131;-161.577;-59.739;18.694;-120.542;-99.828;-97.804;-70.313;351.37;403.337;380.8
2500;67.265;130.337;87.501;-13.131;-18.383;-154.092;-47.897;23.85;-114.046;-94.876;-92.559;-66.978;343.087;404.099;383.676
2510;82.465;143.724;100.501;-6.459;-7.116;-146.334;-34.724;30.171;-106.509;-89.924;-87.197;-63.106;333.989;403.485;385.076
2520;99.203;159.854;114.521;0.579;5.288;-138.441;-21.448;35.726;-99.542;-85.654;-81.767;-58.03;322.139;401.479;381.988
2530;116.141;176.826;127.236;9.491;19.406;-130.466;-7.412;42.248;-92.953;-81.571;-75.785;-52.812;311.483;396.881;374.943
2540;132.868;193.385;139.761;20.513;33.474;-122.812;6.417;50.332;-86.647;-77.488;-67.568;-47.04;298.288;392.284;367.796
2550;149.69;208.023;152.287;33.066;48.408;-115.546;21.875;58.098;-78.775;-72.415;-60.084;-41.022;282.41;383.785;359.059
2560;165.509;223.334;165.912;45.417;63.105;-107.966;39.011;66.266;-70.986;-67.342;-52.499;-33.676;265.69;373.578;348.364
2570;182.037;237.651;177.914;60.193;77.978;-99.888;56.952;73.926;-60.432;-60.73;-44.348;-25.563;249.196;361.088;335.279
2580;198.634;252.284;190.625;77.579;93.63;-90.262;74.612;81.815;-49.15;-52.792;-37.619;-16.578;232.607;346.691;320.567
2590;216.435;268.757;203.935;97.041;109.077;-80.912;92.425;88.233;-37.126;-44.854;-30.801;-9.372;215.524;331.605;305.841
2600;232.848;285.121;216.801;115.806;123.916;-69.007;112.277;94.651;-25.741;-35.335;-23.794;-2.212;198.854;314.588;289.579
