timepoints (min);46: wc-2-.2;47: wc-2-.3
2470;1.868;20.866
2480;1.028;23.846
2490;1.228;26.396
2500;0.468;29.07
2510;-0.088;31.57
2520;-0.492;34.526
2530;-0.977;36.106
2540;-3.192;38.491
2550;-5.055;40.537
2560;-4.619;43.091
2570;-2.825;45.599
2580;-0.752;46.508
2590;2.251;47.234
2600;4.803;49.341
2610;6.274;52.793
2620;6.324;55.228
2630;6.16;57.463
2640;6.084;59.444
2650;5.981;60.93
2660;6.374;61.266
2670;7.681;60.767
2680;7.982;59.865
2690;6.966;58.385
2700;5.308;57.639
2710;4.703;55.117
2720;4.898;51.239
2730;5.236;47.641
2740;4.646;45.313
2750;4.55;43.061
2760;3.935;41.24
2770;2.379;38.451
2780;0.432;33.732
2790;-1.006;27.502
2800;-2.661;22.742
2810;-5.059;17.072
2820;-9.077;13.314
2830;-12.606;11.639
2840;-15.697;8.542
2850;-18.222;4.418
2860;-20.906;0.601
2870;-22.77;-2.247
2880;-23.007;-4.487
2890;-21.041;-6.741
2900;-19.014;-10.898
2910;-18.759;-16.436
2920;-19.308;-21.989
2930;-19.086;-26.222
2940;-18.901;-29.112
2950;-19.684;-33.694
2960;-21.446;-37.699
2970;-23.99;-39.477
2980;-26.639;-41.338
2990;-28.188;-44.143
3000;-28.807;-47.098
3010;-28.937;-50.792
3020;-28.426;-52.957
3030;-27.095;-51.977
3040;-25.823;-50.674
3050;-24.261;-50.357
3060;-22.462;-50.199
3070;-20.716;-52.408
3080;-20.865;-55.134
3090;-21.284;-55.978
3100;-21.483;-57.48
3110;-20.339;-61.448
3120;-18.822;-68.327
3130;-17.731;-72.244
3140;-18.003;-75.852
3150;-19.603;-74.95
3160;-18.484;-72.45
3170;-15.966;-71.199
3180;-13.905;-70.215
3190;-12.105;-67.698
3200;-9.553;-67
3210;-5.513;-65.03
3220;-1.192;-60.059
3230;2.154;-53.352
3240;5.251;-47.043
3250;7.375;-40.793
3260;9.463;-34.983
3270;11.686;-28.27
3280;13.305;-22.117
3290;14.621;-16.909
3300;16.553;-10.086
3310;18.528;-2.578
3320;20.61;3.526
3330;23.114;9.177
3340;25.437;14.393
3350;27.421;20.583
3360;28.967;25.597
3370;30.706;30.516
3380;32.381;32.339
3390;34.197;34.512
3400;37.156;35.033
3410;39.058;36.592
3420;39.477;40.425
3430;39.68;42.651
3440;40.233;42.852
3450;40.804;45.061
3460;41.287;47.397
3470;42.753;46.372
3480;43.742;43.19
3490;42.192;40.062
3500;40.741;36.279
3510;38.45;33.211
3520;36;29.465
3530;34.906;27.423
3540;35.106;26.623
3550;35.04;25.967
3560;35.112;21.686
3570;36.735;16.439
3580;39.472;11.742
3590;40.902;9.132
3600;40.737;7.433
3610;40.196;7.21
3620;39.341;6.121
3630;37.341;6.001
3640;35.178;6.05
3650;33.392;8.408
3660;31.091;12.228
3670;28.957;17.054
3680;27.753;22.612
3690;26.701;26.447
3700;25.961;29.589
3710;23.959;35.648
3720;20.367;44.521
3730;16.246;51.575
3740;14.192;58.423
3750;13.15;60.353
3760;12.968;60.189
3770;12.95;60.822
3780;11.701;59.839
3790;8.792;56.266
3800;4.701;48.652
3810;0.709;43.761
3820;-4.306;41.73
3830;-9.505;39.207
3840;-13.646;35.553
3850;-16.87;31.932
3860;-20.015;29.635
3870;-23.545;30.319
3880;-25.999;28.854
3890;-27.001;26.345
3900;-27.054;21.532
3910;-26.957;15.618
3920;-28.617;8.153
3930;-30.869;0.237
3940;-32.237;-6.245
3950;-33.406;-12.683
3960;-34.2;-19.905
3970;-35.593;-28.461
3980;-35.062;-34.601
3990;-35.092;-41.422
4000;-35.983;-43.226
4010;-37.225;-44.412
4020;-38.196;-48.057
4030;-38.914;-51.901
4040;-39.546;-54.421
4050;-39.451;-53.892
4060;-38.495;-53.724
4070;-36.698;-53.052
4080;-34.989;-51.692
4090;-33.818;-50.469
4100;-33.782;-50.378
4110;-33.317;-51.006
4120;-30.807;-53.09
4130;-26.868;-53.917
4140;-24.041;-54.572
4150;-22.433;-53.719
4160;-21.244;-51.754
4170;-19.063;-48.739
4180;-17.425;-44.756
4190;-17.21;-39.716
4200;-17.134;-34.021
4210;-16.73;-29.611
4220;-14.524;-27.43
4230;-12.759;-25.701
4240;-10.961;-25.197
4250;-8.519;-25.694
4260;-4.921;-25.526
4270;-1.157;-23.167
4280;2.037;-19.622
4290;5.815;-14.034
4300;8.672;-9.367
4310;9.694;-4.716
4320;10.423;-0.618
4330;12.04;3.006
4340;13.949;5.549
4350;17.217;6.686
4360;19.861;7.03
4370;21.138;8.004
4380;21.157;9.073
4390;21.354;12.941
4400;22.349;18.648
4410;24.535;22.385
4420;27.783;23.174
4430;31.654;23.25
4440;35.379;21.875
4450;38.899;21.43
4460;41.484;20.138
4470;43.022;18.457
4480;43.501;18.654
4490;43.709;22.396
4500;43.051;29.237
4510;40.807;35.84
4520;37.865;41.182
4530;35.959;45.855
4540;35.164;48.727
4550;35.545;51.121
4560;36.229;53.287
4570;36.44;54.828
4580;35.621;55.913
4590;34.612;58.461
4600;33.292;61.023
4610;32.269;61.343
4620;30.75;60.954
4630;27.909;61.125
4640;24.756;58.59
4650;20.526;53.371
4660;15.244;48.785
4670;9.377;46.459
4680;3.415;44.934
4690;-2.287;45.385
4700;-8.25;44.913
4710;-14.483;44.697
4720;-20.062;44.868
4730;-25.161;43.119
4740;-28.622;39.996
4750;-30.8;35.141
4760;-32.4;30.468
4770;-34.53;25.981
4780;-37.113;21.134
4790;-39.601;16.55
4800;-42.439;11.254
4810;-44.981;7.538
4820;-47.702;5.4
4830;-50.639;3.719
4840;-53.483;0.794
4850;-56.465;-2.054
4860;-59.272;-3.021
4870;-61.808;-3.601
4880;-62.979;-5.702
4890;-64.401;-8.91
4900;-65.443;-13.05
4910;-65.908;-18.433
4920;-65.959;-24.408
4930;-65.509;-30.763
4940;-65.2;-37.327
4950;-65.265;-43.152
4960;-63.968;-49.047
4970;-62.48;-54.647
4980;-60.211;-60.65
4990;-58.789;-65.283
5000;-57.981;-67.032
5010;-57.946;-66.657
5020;-58.36;-65.975
5030;-58.629;-65.56
5040;-58.88;-66.261
5050;-59.557;-66.312
5060;-59.858;-66.41
5070;-59.703;-67.234
5080;-59.447;-68.281
5090;-59.31;-69.332
5100;-58.994;-71.149
5110;-58.411;-74.468
5120;-57.608;-77.441
5130;-57.257;-80.433
5140;-56.183;-81.819
5150;-54.659;-81.886
5160;-51.981;-80.775
5170;-48.292;-79.748
5180;-44.137;-77.961
5190;-40.159;-75.208
5200;-34.183;-73.728
5210;-28.378;-72.022
5220;-23.212;-71.039
5230;-18.501;-70.357
5240;-13.817;-70.646
5250;-8.568;-73.469
5260;-2.299;-77.549
5270;4.641;-82.059
5280;11.742;-85.564
5290;17.834;-87.177
5300;23.892;-89.36
5310;28.852;-91.863
5320;33.294;-90.978
5330;37.626;-89.727
5340;41.581;-91.301
5350;44.705;-92.766
5360;47.196;-90.011
5370;50.047;-85.615
5380;53.018;-79.875
5390;56.494;-76.137
5400;59.895;-72.618
5410;62.59;-68.194
5420;64.614;-62.236
5430;65.97;-57.517
5440;66.386;-53.309
5450;66.069;-50.218
5460;66.463;-48.596
5470;66.983;-47.321
5480;65.95;-44.127
5490;63.717;-40.846
5500;61.37;-35.339
5510;59.385;-27.303
5520;56.847;-18.378
5530;53.883;-8.995
5540;52.99;0.241
5550;52.069;10.201
5560;51.374;20.948
5570;50.909;29.912
5580;50.593;39.328
5590;51.498;50.886
5600;52.96;62.916
5610;55;69.848
5620;56.632;75.794
5630;57.837;82.436
5640;58.506;89.821
5650;58.604;96.932
5660;57.582;101.662
5670;55.89;104.27
5680;54.306;106.677
5690;53.768;109.244
5700;53.127;113.502
5710;50.658;119.045
5720;47.735;125.618
5730;46.108;131.415
5740;46.177;137.914
5750;47.218;143.521
5760;47.738;146.389
5770;48.217;148.31
5780;48.658;149.019
5790;47.199;146.97
5800;43.908;148.345
5810;40.739;149.439
5820;38.334;149.883
5830;36.161;148.528
5840;32.954;147.801
5850;29.234;148.034
5860;24.753;149.916
5870;19.843;150.997
5880;15.428;148.995
5890;11.47;145.683
5900;7.746;142.455
5910;4.55;139.575
5920;1.375;137.385
5930;-1.961;135.484
5940;-5.728;132.491
5950;-9.91;128.138
5960;-13.411;123.432
5970;-16.452;117.727
5980;-19.335;111.564
5990;-22.887;104.804
6000;-27.59;96.618
6010;-32.43;87.702
6020;-37.014;78.204
6030;-40.706;69.771
6040;-43.112;63.673
6050;-43.75;53.517
6060;-44.429;42.004
6070;-45.761;29.531
6080;-47.314;18.142
6090;-49.001;7.153
6100;-50.494;-4.414
6110;-51.077;-14.114
6120;-50.219;-22.914
6130;-48.21;-29.691
6140;-48.516;-34.567
6150;-49.062;-38.731
6160;-49.79;-45.066
6170;-50.548;-50.524
6180;-50.403;-55.498
6190;-49.36;-60.477
6200;-48.63;-65.699
6210;-48.359;-71.428
6220;-47.881;-77.045
6230;-46.543;-82.152
6240;-44.829;-87.018
6250;-42.952;-89.279
6260;-40.506;-87.461
6270;-38.059;-85.514
6280;-36.367;-85.226
6290;-35.719;-84.294
6300;-34.668;-83.786
6310;-35.447;-81.708
6320;-35.026;-78.374
6330;-35.225;-74.604
6340;-35.206;-70.847
6350;-36.006;-66.465
6360;-36.703;-62.203
6370;-37.183;-59.101
6380;-38.75;-55.931
6390;-38.575;-53.343
6400;-38.046;-51.2
6410;-36.921;-46.495
6420;-35.983;-41.881
6430;-36.352;-36.655
6440;-36.819;-30.492
6450;-34.906;-24.04
6460;-30.31;-18.352
6470;-25.953;-12.084
6480;-24.135;-6.217
6490;-23.714;-1.763
6500;-23.335;-0.909
6510;-22.99;-2.914
6520;-20.83;-5.233
6530;-18.177;-5.357
6540;-16.356;-4.32
6550;-14.367;-0.61
6560;-9.582;4.749
6570;-7.058;10.64
6580;-4.377;15.723
6590;-1.043;19.225
6600;3.717;21.979
6610;7.735;24.582
6620;9.601;26.327
6630;11.283;27.578
6640;13.428;28.681
6650;16.043;30.426
6660;17.939;30.703
6670;21.199;29.959
6680;25.306;27.839
6690;28.113;25.517
6700;27.817;25.148
6710;25.367;25.988
6720;22.646;27.106
6730;20.574;28.07
6740;21.04;30.559
6750;22.606;34.643
6760;24.901;38.25
6770;27.266;43.083
6780;29.171;47.433
6790;29.389;51.812
6800;28.203;53.805
6810;25.829;54.199
6820;24.164;52.346
6830;21.037;49.109
6840;17.234;46.724
6850;14.29;46.513
6860;11.822;46.885
6870;9.051;48.181
6880;5.619;48.737
6890;3.541;48.003
6900;1.421;47.228
6910;-1.778;46.92
6920;-6.174;47.084
6930;-9.684;47.087
6940;-13.003;45.429
6950;-15.154;38.115
6960;-16.745;32.386
6970;-16.728;26.687
6980;-15.846;21.789
6990;-17.792;16.215
7000;-20.913;11.425
7010;-24.051;5.717
7020;-27.528;-0.263
7030;-30.397;-7.418
7040;-31.393;-15.36
7050;-32.215;-22.931
7060;-34.07;-32.59
7070;-35.462;-41.081
7080;-34.636;-46.244
7090;-33.161;-50.487
7100;-32.705;-55.349
7110;-32.799;-61.988
7120;-32.752;-69.637
7130;-30.921;-76.879
7140;-28.661;-82.437
7150;-28.12;-87.339
7160;-27.821;-90.552
7170;-27.641;-92.048
7180;-27.528;-92.157
7190;-25.939;-93.694
7200;-23.44;-91.601
7210;-20.473;-92.025
7220;-18.906;-92.463
7230;-16.673;-92.528
7240;-12.389;-90.884
7250;-7.85;-89.13
7260;-4.015;-87.001
7270;-2.124;-84.783
7280;-0.462;-80.462
7290;1.655;-77.461
7300;3.578;-78.291
7310;5.903;-78.243
7320;8.989;-73.807
7330;11.659;-68.203
7340;13.895;-64.625
7350;16.389;-63.066
7360;19.741;-60.167
7370;22.945;-57.963
7380;23.957;-54.568
7390;23.308;-52.254
7400;25.921;-48.265
7410;31.225;-43.446
7420;34.811;-39.335
7430;38.319;-37.297
7440;41.589;-33.902
7450;42.986;-31.386
7460;45.141;-28.835
7470;47.037;-27.392
7480;47.89;-27.363
7490;47.086;-28.091
7500;46.657;-28.497
7510;47.272;-28.17
7520;49.719;-27.895
7530;51.286;-28.916
7540;52.506;-26.971
7550;54.021;-19.028
7560;56.134;-10.924
7570;57.45;-5.702
7580;57.625;-2.183
7590;57.25;3.243
7600;56.226;6.935
7610;54.188;10.742
7620;53.081;16.211
7630;53.437;22.171
7640;53.926;29.706
7650;53.225;36.546
7660;50.968;41.655
7670;49.788;43.764
7680;47.542;43.401
7690;44.87;43.029
7700;43.119;42.177
7710;39.899;41.881
7720;37.847;41.505
7730;37.366;41.444
7740;36.83;42.001
7750;34.503;42.639
7760;31.634;44.625
7770;29.286;47.174
7780;25.298;48.945
7790;21.941;49.528
7800;18.297;46.948
7810;13.461;43.192
7820;9.097;37.988
7830;4.743;32.154
7840;1.546;25.949
7850;-0.845;22.167
7860;-3.109;17.425
7870;-5.509;11.801
7880;-8.335;4.716
7890;-11.655;-0.068
7900;-15.732;-2.701
7910;-20.101;-5.219
7920;-24.273;-8.509
7930;-28.388;-12.164
7940;-32.19;-17.272
7950;-36.702;-21.408
7960;-40.237;-27.192
7970;-43.313;-32.686
7980;-47.55;-38.375
7990;-50.952;-43.763
8000;-54.239;-49.597
8010;-57.81;-55.92
8020;-61.974;-57.121
8030;-62.116;-52.284
8040;-62.543;-51.346
8050;-63.361;-51.168
8060;-63.135;-42.797
8070;-64.343;-32.339
8080;-66.008;-21.546
8090;-67.575;-10.491
8100;-68.499;-1.665
8110;-68.457;4.726
8120;-66.997;10.233
8130;-64.952;15.996
8140;-62.779;17.905
8150;-60.752;16.611
8160;-59.128;15.148
8170;-56.593;17.247
8180;-52.028;21.763
8190;-47.93;27.647
8200;-44.124;33.574
8210;-40.575;40.207
8220;-38.295;44.411
8230;-35.768;47.349
8240;-32.801;48.767
8250;-28.589;50.479
8260;-25.088;52.99
8270;-23.607;50.868
8280;-21.092;43.113
8290;-18.716;37.399
8300;-15.648;31.881
8310;-12.901;19.796
8320;-9.218;7.182
8330;-4.403;-4.681
8340;-0.343;-16.905
8350;2.486;-26.652
8360;4.715;-34.041
8370;5.832;-41.237
8380;7.291;-45.712
8390;8.644;-49.782
8400;10.069;-52.961
8410;12.309;-54.552
8420;15.342;-56.025
8430;16.946;-57.248
8440;18.108;-59.154
8450;19.989;-58.884
8460;21.412;-57.923
8470;22.012;-55.881
8480;21.215;-52.789
8490;18.855;-48.909
8500;15.706;-43.775
8510;12.97;-37.761
8520;11.663;-31.345
8530;8.457;-24.654
8540;6.182;-18.033
8550;5.486;-11.72
8560;4.61;-5.738
8570;5.291;-0.263
8580;5.945;4.8
8590;5.68;13.422
8600;6.614;22.885
8610;7.839;33.779
8620;10.546;45.683
8630;9.899;56.052
8640;9.069;66.385
8650;9.549;75.898
8660;9.567;80.503
8670;7.912;83.752
8680;5.895;86.268
8690;3.601;91.811
8700;1.926;94.419
8710;1.726;94.625
8720;4.062;94.981
8730;6.378;95.372
8740;10.313;98.245
8750;15.057;101.83
8760;19.721;104.466
8770;22.276;103.07
8780;23.815;102.546
8790;25.097;99.607
8800;26.021;96.606
8810;27.646;92.961
8820;27.303;91.337
8830;27.023;90.272
8840;28.117;88.237
8850;28.781;84.657
8860;29.712;77.698
8870;29.301;71.967
8880;30.833;62.717
8890;33.377;52.189
8900;33.469;40.302
8910;31.407;32.099
8920;29.423;26.76
8930;27.073;22.822
8940;26.84;16.934
8950;26.914;11.883
8960;24.572;7.283
8970;19.909;1.935
8980;16.411;-3.743
8990;11.657;-12.393
9000;6.96;-23.32
9010;4.142;-33.93
9020;4.001;-41.979
9030;5.623;-50.415
9040;7.913;-57.399
9050;9.39;-63.966
9060;8.953;-69.103
9070;7.19;-73.179
9080;5.503;-74.55
9090;3.821;-76.674
9100;3.517;-78.623
9110;4.004;-80.135
9120;4.647;-82.807
9130;6.292;-83.348
9140;8.121;-80.834
9150;10.617;-74.668
9160;13.548;-68.499
9170;17.361;-63.568
9180;20.854;-61.086
9190;20.16;-58.905
9200;18.2;-58.612
9210;19.412;-58.148
9220;19.723;-59.785
9230;20.197;-60.88
9240;22.161;-62.128
9250;25.121;-58.141
9260;26.52;-51.869
9270;27.557;-48.005
9280;28.846;-45.606
9290;29.246;-45.426
9300;29.686;-43.27
9310;31.901;-38.046
9320;35.865;-35.502
9330;39.534;-35.426
9340;41.508;-35.414
9350;40.477;-34.306
9360;38.859;-27.596
9370;37.764;-16.617
9380;35.601;-4.287
9390;33.382;6.367
9400;30.193;12.53
9410;29.01;14.88
9420;27.644;15.47
9430;25.888;17.204
9440;25.612;15.432
9450;26.148;8.877
9460;25.28;2.681
9470;26.261;-1.823
9480;26.708;-1.177
9490;25.068;-0.585
9500;21.972;-3.159
9510;19.789;-8.334
9520;17.59;-9.946
9530;14.742;-11.559
9540;11.006;-8.408
9550;7.474;-7.154
9560;5.143;-7.677
9570;3.412;-7.848
9580;0.974;-6.819
9590;-0.884;-2.721
9600;-3.228;1.404
9610;-6.11;3.279
9620;-10.008;1.672
9630;-13.628;-1.981
9640;-17.487;-6.006
9650;-21.022;-6.986
9660;-26.924;-3.956
9670;-33.892;-0.818
9680;-39.927;2.306
9690;-44.636;7.23
9700;-49.91;17.263
9710;-55.52;26.418
9720;-60.269;36.028
9730;-64.154;43.229
9740;-66.713;50.152
9750;-69.33;57.073
9760;-73.444;62.257
9770;-77.178;66.348
9780;-81.153;69.043
9790;-86.286;69.938
9800;-92.292;70.65
9810;-98.574;69.972
9820;-105.018;73.279
9830;-111.314;74.706
9840;-118.348;76.332
9850;-123.437;77.469
9860;-127.926;76.874
9870;-132.634;75.2
9880;-138.57;75.034
9890;-143.887;73.884
9900;-147.828;72.223
9910;-150.239;68.52
9920;-152.761;67.352
9930;-154.803;67.102
9940;-153.08;69.212
9950;-149.717;71.908
9960;-146.4;74.137
9970;-143.95;76.285
9980;-141.774;75.887
9990;-138.375;75.399
10000;-134.941;75.152
10010;-132.006;74.543
10020;-131.058;72.789
10030;-130.746;72.741
10040;-130.132;74.961
10050;-127.626;78.007
10060;-122.175;83.84
10070;-118.938;85.49
10080;-119.381;85.072
10090;-118.356;82.077
10100;-114.316;79.393
10110;-110.298;78.457
10120;-105.436;78.159
10130;-98.772;78.012
10140;-89.77;79.37
10150;-80.528;80.865
10160;-72.847;84.403
10170;-65.114;85.473
10180;-58.695;85.508
10190;-54.342;82.619
10200;-50.647;78.891
10210;-50.527;76.011
10220;-50.695;73.535
10230;-48.615;71.023
10240;-45.303;69.046
10250;-42.966;65.948
10260;-39.135;63.894
10270;-29.495;62.982
10280;-14.989;62.337
10290;-2.485;59.208
10300;9.036;54.259
10310;17.571;46.888
10320;26.188;36.794
10330;38.401;29.548
10340;48.302;20.717
10350;55.775;12.046
10360;62.29;5.292
10370;68.422;-1.364
10380;81.401;-5.639
10390;94.461;-10.763
10400;106.737;-18.007
10410;118.225;-25.023
10420;128.949;-31.12
10430;143.709;-37.125
10440;160.006;-40.139
10450;174.51;-42.513
10460;196.615;-44.404
10470;218.705;-45.135
10480;236.161;-45.72
10490;252.257;-46.145
10500;266.326;-45.746
10510;282.229;-42.548
10520;291.932;-40.028
10530;297.996;-33.228
10540;300.637;-26.835
10550;302.552;-19.401
10560;300.552;-14.685
10570;299.457;-7.33
10580;299.683;-0.505
10590;299.565;7.745
10600;297.728;16.834
10610;294.371;23.723
10620;291.258;30.531
10630;282.01;38.488
10640;271.782;43.485
10650;261.312;50.651
10660;255.652;56.497
10670;256.935;64.131
10680;257.258;72.245
10690;255.796;82.473
10700;253.545;92.061
10710;245.934;101.101
10720;237.799;108.829
10730;226.828;115.677
10740;214.783;122.221
10750;208.219;128.804
10760;199.876;132.319
10770;197.545;138.313
10780;195.45;140.148
10790;195.702;143.462
10800;191.961;146.681
10810;198.634;148.261
10820;207.028;149.861
10830;214.168;151.821
10840;217.211;154.737
10850;229.892;156.812
10860;241.29;158.232
10870;251.039;159.531
10880;262.972;159.75
10890;271.626;163.24
10900;282.768;167.41
10910;291.153;173.341
10920;291.462;179.752
10930;286.326;185.571
10940;283.012;190.27
10950;279.517;194.935
10960;275.395;200.16
10970;273.552;205.019
10980;252.479;188.359
10990;233.51;171.898
11000;210.654;155.363
11010;187.749;138.828
11020;161.021;119.461
11030;134.221;100.094
11040;110.981;78.792
11050;91.92;57.49
11060;65.359;40.559
11070;36.91;23.628
11080;8.903;7.275
11090;-13.473;-10.159
11100;-43.861;-27.716
11110;-71.168;-44.913
11120;-96.372;-62.055
11130;-119.55;-78.103
11140;-141.094;-94.152
11150;-164.593;-111.018
11160;-187.961;-127.884
11170;-210.033;-145.686
11180;-229.545;-163.487
11190;-250.97;-182.143
11200;-268.974;-200.8
11210;-285.847;-219.359
11220;-304.621;-237.517
11230;-299.255;-233.531
11240;-293.531;-229.545
11250;-287.807;-225.959
11260;-282.297;-222.372
11270;-276.834;-218.979
11280;-270.807;-215.628
11290;-264.497;-212.276
11300;-258.49;-208.814
11310;-251.593;-205.352
11320;-244.697;-201.69
11330;-238.159;-198.028
11340;-231.738;-194.338
11350;-225.566;-190.648
11360;-219.048;-186.476
11370;-212.897;-182.303
11380;-206.786;-177.379
11390;-201.621;-172.455
11400;-196.455;-167.49
11410;-191.862;-163.007
11420;-187.241;-158.524
11430;-182.4;-154.214
11440;-177.793;-149.903
11450;-173.462;-145.448
11460;-169.462;-140.993
11470;-165.462;-136.552
11480;-162.131;-132.11
11490;-158.579;-128.179
11500;-155.055;-124.248
11510;-150.938;-120.545
11520;-145.683;-116.841
11530;-140.028;-113.097
11540;-134.372;-109.055
11550;-129.179;-105.014
11560;-124.055;-101.028
11570;-119;-97.041
11580;-114.745;-93.207
11590;-110.793;-89.372
11600;-106.145;-85.531
11610;-101.497;-81.69
11620;-96.172;-77.421
11630;-90.862;-73.152
11640;-86.166;-68.628
11650;-82.193;-64.103
11660;-77;-60.345
11670;-71.483;-56.586
11680;-65.966;-52.938
11690;-61.4;-49.103
11700;-55.441;-45.269
11710;-50.014;-41.497
11720;-44.828;-37.724
11730;-39.89;-34.138
11740;-35.297;-30.552
11750;-30.345;-26.848
11760;-25.393;-23.145
11770;-20.683;-19.359
11780;-16.414;-15.572
11790;-11.848;-11.683
11800;-7.869;-7.793
11810;-4.097;-3.862
11820;0;0
11830;0;0
11840;0;0
11850;0;0
11860;0;0
11870;0;0
11880;0;0
11890;0;0
11900;0;0
11910;0;0
11920;0;0
11930;0;0
11940;0;0
11950;0;0
11960;0;0
11970;0;0
11980;0;0
11990;0;0
12000;0;0
12010;0;0
12020;0;0
12030;0;0
12040;0;0
12050;0;0
12060;0;0
12070;0;0
12080;0;0
12090;0;0
12100;0;0
12110;0;0
12120;0;0
12130;0;0
12140;0;0
12150;0;0
12160;0;0
12170;0;0
12180;0;0
12190;0;0
12200;0;0
12210;0;0
12220;0;0
12230;0;0
12240;0;0
12250;0;0
12260;0;0
12270;0;0
12280;0;0
12290;0;0
12300;0;0
12310;0;0
12320;0;0
12330;0;0
12340;0;0
12350;0;0
12360;0;0
12370;0;0
12380;0;0
12390;0;0
12400;0;0
12410;0;0
12420;0;0
12430;0;0
12440;0;0
12450;0;0
12460;0;0
12470;0;0
12480;0;0
12490;0;0
12500;0;0
12510;0;0
12520;0;0
12530;0;0
12540;0;0
12550;0;0
12560;0;0
12570;0;0
12580;0;0
12590;0;0
12600;0;0
12610;0;0
12620;0;0
12630;0;0
12640;0;0
12650;0;0
12660;0;0
12670;0;0
12680;0;0
12690;0;0
12700;0;0
12710;0;0
12720;0;0
12730;0;0
12740;0;0
12750;0;0
12760;0;0
12770;0;0
12780;0;0
12790;0;0
12800;0;0
12810;0;0
12820;0;0
12830;0;0
12840;0;0
12850;0;0
12860;0;0
12870;0;0
12880;0;0
12890;0;0
12900;0;0
12910;0;0
12920;0;0
12930;0;0
12940;0;0
12950;0;0
12960;0;0
12970;0;0
12980;0;0
12990;0;0
13000;0;0
13010;0;0
13020;0;0
13030;0;0
13040;0;0
13050;0;0
13060;0;0
13070;0;0
13080;0;0
13090;0;0
13100;0;0
13110;0;0
13120;0;0
13130;0;0
13140;0;0
13150;0;0
13160;0;0
13170;0;0
13180;0;0
13190;0;0
13200;0;0
13210;0;0
13220;0;0
13230;0;0
13240;0;0
13250;0;0
13260;0;0
13270;0;0
13280;0;0
13290;0;0
13300;0;0
13310;0;0
13320;0;0
13330;0;0
13340;0;0
13350;0;0
13360;0;0
13370;0;0
