timepoints (min);31: frq9-.1;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.2;41: wc-2+.3;42: wc-1-.1;43: wc-1-.2;44: wc-1-.3;45: wc-2-.1
1010;48.51;1.86;27.39;62.28;75.26;17.62;-9.77;-9.13;44.27;95.82;78.46;-159.54;-94.71;30.98;97.43
1020;50.337;-0.682;26.661;66.146;76.625;16.146;-11.344;-11.5;45.248;92.749;78.685;-144.753;-88.014;29.574;100.751
1030;50.764;-3.235;28.102;68.339;77.983;14.846;-12.36;-14.069;43.899;88.989;78.887;-131.003;-82.642;28.166;102.066
1040;51.358;-2.33;29.513;71.986;77.279;14.358;-12.617;-14.71;42.553;84.49;78.768;-114.657;-77.468;28.817;102.804
1050;50.414;-1.437;31.075;75.079;76.566;13.592;-12.564;-14.583;42.329;78.435;78.628;-100.457;-74.955;29.465;103.88
1060;47.385;-1.269;32.695;79.217;76.004;12.819;-12.181;-14.939;41.857;72.636;76.429;-87.77;-68.905;30.299;104.931
1070;43.74;-0.588;34.151;83.32;75.463;10.443;-11.24;-16.421;40.543;66.198;72.649;-76.685;-62.29;31.13;105.662
1080;40.901;0.131;35.988;87.512;74.914;8.195;-10.771;-18.013;39.284;61.23;68.853;-66.832;-54.073;30.39;103.287
1090;38.102;1.39;37.807;89.227;74.42;5.509;-10.822;-18.358;37.782;56.569;65.601;-54.272;-48.615;29.645;101.769
1100;37.588;3.684;41.992;91.009;73.921;4.835;-11.686;-17.781;35.918;51.234;62.536;-40.681;-41.534;29.628;100.217
1110;36.867;6.167;47.238;91.393;73.698;6.416;-12.051;-16.847;33.507;47.084;59.453;-28.471;-36.325;29.604;94.571
1120;35.394;8.645;52.403;91.196;72.344;8.113;-11.919;-15.004;31.099;44.021;58.09;-13.93;-30.596;30.007;88.703
1130;33.714;9.633;57.672;90.201;70.748;14.29;-12.281;-13.924;28.773;40.85;56.702;-0.633;-24.498;30.401;84.785
1140;29.804;10.62;63.204;90.928;70.158;16.126;-12.391;-14.59;27.063;35.813;55.292;10.983;-20.126;30.064;82.682
1150;26.001;11.782;68.642;92.184;69.566;18.053;-13.362;-14.059;25.598;29.779;52.927;27.065;-14.228;29.722;80.481
1160;21.007;13.438;69.906;94.882;68.904;19.249;-15.303;-11.689;24.057;23.297;50.537;42.48;-7.652;29.249;79.784
1170;16.297;15.979;71.07;97.983;71.239;22.694;-16.368;-11.058;23.882;18.858;48.643;57.315;-4.578;28.772;76.788
1180;11.069;17.938;71.623;99.486;72.571;23.987;-17.172;-11.356;24.552;14.202;43.279;70.84;-2.224;27.533;73.336
1190;5.812;20.103;69.884;100.873;73.315;24.948;-18.329;-12.448;24.563;8.116;37.902;84.811;0.561;27.328;69.692
1200;1.797;21.21;68.159;101.145;74.056;22.979;-19.279;-11.645;24.582;2.25;33.192;94.749;1.349;27.518;63.557
1210;-2.422;22.322;65.983;101.387;72.358;21.422;-19.052;-11.467;25.647;-4.287;28.337;104.283;4.18;28.502;57.81
1220;-4.914;24.529;63.788;101.873;70.66;19.934;-18.331;-11.392;26.886;-9.214;23.472;110.946;10.584;29.483;52.327
1230;-8.455;26.737;59.262;103.198;69.562;19.979;-17.684;-11.791;27.812;-13.356;22.264;119.024;14.285;30.48;45.788
1240;-10.309;30.332;55.486;102.886;68.293;19.753;-17.653;-10.352;28.867;-20.254;21.045;125.394;17.074;31.479;41.157
1250;-11.717;34.046;51.563;102.818;67.186;19.569;-18;-7.768;30.847;-27.64;19.816;133.376;20.124;30.647;36.516
1260;-12.632;35.656;51.872;100.24;66.848;19.096;-18.32;-5.52;31.872;-35.912;19.136;140.256;22.256;29.816;32.008
1270;-13.503;39.486;52.174;96.623;66.511;18.631;-18.809;-4.511;32.676;-43.26;18.445;142.498;24.391;28.041;25.73
1280;-14.095;41.431;48.951;92.979;65.653;18.212;-19.725;-3.3;33.48;-49.871;15.262;144.634;27.93;26.263;21.123
1290;-13.048;41.724;46.485;87.934;65.593;15.875;-20.168;-1.545;33.604;-56.356;13.102;146.749;30.837;24.467;14.893
1300;-11.9;42.013;44.51;82.833;64.973;13.38;-20.477;0.192;32.594;-61.277;10.928;148.269;33.017;22.668;8.73
1310;-8.755;43.012;43.005;78.451;64.285;11.28;-21.522;2.34;31.105;-65.717;10.058;151.289;34.003;21.046;2.278
1320;-5.674;44.009;41.488;73.885;63.594;7.482;-21.995;4.815;30.433;-69.386;9.022;155.973;34.313;19.421;-3.221
1330;-5.833;45.385;41.38;69.24;63.251;4.72;-21.598;5.831;29.762;-72.487;7.975;161.708;33.375;18.047;-5.648
1340;-6.001;46.761;40.141;65.005;62.065;1.805;-21.958;6.788;29.133;-76.387;8.215;167.362;34.216;16.669;-5.699
1350;-6.45;46.633;38.57;58.653;60.957;-3.092;-21.452;6.875;28.738;-80.102;8.448;173.745;34.092;15.665;-6.203
1360;-6.834;46.511;35.913;53.705;59.521;-6.545;-21.11;6.735;28.345;-85.061;8.676;182.507;33.815;14.659;-8.05
1370;-7.02;46.594;30.929;48.938;58.084;-9.974;-22.05;6.832;27.956;-89.319;8.076;186.574;33.39;13.68;-9.896
1380;-7.295;48.021;25.917;44.97;56.818;-16.824;-22.382;6.976;27.357;-92.978;7.469;189.552;31.709;12.7;-14.75
1390;-5.811;49.448;19.78;41.652;55.545;-19.234;-22.026;9.218;26.164;-95.144;7.413;193.128;31.299;10.54;-20.148
1400;-4.514;50.441;13.838;37.813;53.786;-21.678;-21.295;9.367;24.785;-98.135;8.593;192.889;29.306;8.38;-25.448
1410;-1.536;51.429;10.089;34.059;51.956;-22.973;-20.024;9.737;23.41;-100.606;9.764;191.509;27.633;6.156;-28.774
1420;1.289;50.252;6.411;29.382;49.243;-26.708;-18.505;12.068;21.799;-103.593;10.128;188.332;26.815;3.93;-29.874
1430;3.917;49.07;2.746;24.78;47.484;-28.657;-16.877;13.218;19.449;-104.944;10.469;182.972;27.053;2.445;-32.353
1440;4.974;46.373;3.834;19.415;45.724;-31.041;-15.573;13.378;17.102;-104.632;10.803;174.761;27.08;0.956;-34.842
1450;4.973;44.044;4.837;14.357;43.404;-31.427;-15.146;12.3;15.44;-104.473;9.765;172.245;29.306;-0.976;-34.707
1460;3.975;41.029;5.713;9.454;41.241;-32.057;-14.868;11.349;12.739;-103.679;8.717;166.577;30.422;-2.909;-28.703
1470;1.663;35.663;4.178;0.552;35.345;-34.254;-15.87;10.716;8.959;-104.801;6.566;160.087;26.054;-5.761;-23.76
1480;-0.077;29.565;2.822;-7.777;28.897;-35.839;-17.295;10.272;5.498;-106.299;2.992;149.029;22.526;-8.299;-22.137
1490;-1.583;22.149;-0.614;-14.299;22.524;-35.491;-18.226;8.923;2.03;-103.149;-0.582;142.731;18.275;-10.917;-22.714
1500;-4.361;14.788;-3.877;-20.514;16.815;-34.661;-18.927;6.961;-2.11;-97.639;-3.594;134.138;15.705;-12.548;-22.492
1510;-6.291;10.166;-7.105;-24.194;11.21;-34.116;-19.699;5.941;-5.291;-90.52;-6.527;126.759;14.873;-14.081;-24.11
1520;-9.701;5.543;-8.932;-27.592;6.299;-35.294;-20.182;5.728;-8.081;-83.436;-9.452;117.48;12.895;-14.811;-23.748
1530;-12.848;1.843;-10.07;-31.663;1.85;-36.279;-20.022;5.699;-10.872;-76.946;-9.159;104.783;11.032;-16.12;-23.825
1540;-17.072;-2.75;-11.083;-35.115;-2.752;-36.557;-20.559;4.778;-13.051;-72.494;-9.086;96.399;9.458;-18.43;-22.11
1550;-21.406;-6.397;-11.992;-36.926;-5.942;-36.203;-20.298;1.727;-14.873;-70.721;-9.012;85.997;8.046;-20.741;-22.912
1560;-24.552;-9.375;-13.433;-39.917;-9.319;-35.614;-20.484;-1.836;-16.215;-69.328;-7.403;85.065;6.124;-22.146;-23.713
1570;-27.829;-11.899;-16.44;-40.607;-12.527;-34.476;-20.894;-4.528;-17.426;-67.766;-5.793;83.48;4.868;-22.724;-25.006
1580;-28.346;-15.272;-19.84;-40.858;-16.11;-32.887;-21.684;-5.486;-17.96;-66.64;-3.977;79.486;4.11;-22.826;-27.258
1590;-29.036;-18.734;-24.052;-41.269;-19.374;-31.532;-21.657;-7.59;-18.554;-62.658;-5.76;74.699;5.561;-23.08;-31.283
1600;-30.636;-22.302;-28.265;-39.594;-22.393;-28.172;-22.921;-9.33;-18.793;-58.261;-7.247;67.073;6.139;-22.952;-33.134
1610;-32.181;-25.87;-32.539;-37.723;-25.295;-27.79;-24.366;-10.047;-18.804;-56.699;-10.023;55.583;8.014;-22.823;-34.625
1620;-32.023;-29.175;-34.854;-35.668;-27.799;-27.519;-22.79;-10.658;-18.774;-54.553;-12.081;47.251;10.252;-22.688;-36.778
1630;-31.625;-33.051;-37.099;-33.323;-29.921;-28.007;-21.41;-10.797;-18.143;-52.89;-14.139;38.804;13.19;-22.553;-37.663
1640;-32.13;-37.087;-38.539;-31.902;-32.556;-27.967;-20.934;-12.474;-16.913;-48.706;-16.848;29.63;15.081;-22.586;-37.892
1650;-33.146;-41.048;-38.975;-30.606;-34.759;-27.734;-21.13;-13.837;-15.703;-43.139;-19.557;19.356;17.341;-22.681;-39.921
1660;-35.603;-43.959;-39.308;-29.337;-37.044;-27.807;-22.088;-14.978;-15.371;-38.286;-22.397;10.632;19.52;-22.672;-41.83
1670;-36.262;-45.179;-39.051;-27.386;-38.534;-26.121;-22.721;-15.982;-14.771;-32.641;-24.036;5.672;21.615;-22.676;-44.057
1680;-36.908;-46.331;-39.098;-25.796;-40.023;-24.546;-23.611;-15.121;-14.383;-29.665;-25.674;1.879;22.633;-22.89;-44.956
1690;-36.193;-46.662;-41.577;-23.115;-40.698;-20.746;-22.931;-12.741;-13.954;-24.568;-27.699;-0.924;24.891;-23.103;-46.007
1700;-35.727;-46.993;-44.749;-20.858;-40.677;-17.276;-21.061;-10.161;-14.112;-19.098;-29.004;-9.668;24.046;-24.072;-45.532
1710;-33.554;-47.005;-47.921;-18.741;-40.581;-13.695;-20.457;-9.6;-13.061;-13.389;-30.819;-16.829;25.117;-25.012;-50.234
1720;-31.306;-46.997;-48.203;-16.6;-39.283;-10.375;-20.401;-10.469;-12.324;-6.578;-34.549;-26.931;28.192;-26.781;-53.858
1730;-27.863;-45.178;-48.532;-14.468;-37.985;-8.92;-19.312;-9.217;-11.705;-0.549;-38.292;-30.37;30.063;-28.714;-54.072
1740;-24.186;-43.401;-47.445;-12.48;-36.982;-8.528;-18.277;-9.094;-10.73;3.2;-42.036;-35.477;33.687;-29.359;-56.447
1750;-20.069;-40.246;-45.999;-10.323;-35.713;-8.226;-16.972;-10.939;-9.095;4.886;-46.083;-41.341;35.567;-30.003;-59.057
1760;-15.552;-36.877;-44.462;-8.234;-34.546;-7.937;-15.924;-13.686;-7.101;6.354;-50.13;-44.89;37.472;-30.095;-60.088
1770;-11.203;-33.509;-43.974;-5.786;-33.971;-7.763;-15.054;-14.452;-5.607;7.789;-53.742;-47.899;40.074;-30.37;-61.051
1780;-6.695;-29.021;-43.382;-2.393;-33.396;-7.458;-14.93;-14.807;-4.148;11.177;-53.985;-46.141;43.523;-30.644;-61.229
1790;-2.561;-24.622;-43.303;1.484;-32.597;-5.233;-15.348;-14.388;-1.919;16.008;-53.903;-48.964;45.24;-31.764;-60.567
1800;1.524;-20.919;-43.503;3.452;-32.029;-3.374;-14.957;-13.102;0.043;22.549;-53.939;-48.334;48.371;-32.85;-56.603
1810;5.53;-17.257;-43.607;5.581;-30.756;-1.639;-13.764;-11.857;2.004;29.379;-54.021;-53.359;51.364;-33.527;-52.708
1820;9.39;-14.819;-42.539;5.586;-29.003;0.872;-13.33;-11.557;4.112;35.178;-54.102;-60.095;52.552;-34.101;-50.491
1830;13.851;-11.742;-40.803;4.983;-27.615;1.017;-13.538;-11.622;6.397;39.737;-54.766;-66.669;55.012;-33.953;-47.535
1840;17.636;-8.964;-37.306;4.92;-25.97;1.41;-13.341;-11.029;8.083;41.935;-54.029;-70.914;55.975;-33.806;-43.419
1850;21.218;-6.102;-33.447;4.588;-24.393;0.437;-12.378;-10.781;9.164;48.388;-53.513;-77.312;61.244;-33.914;-41.967
1860;24.098;-4.12;-30.236;3.735;-23.408;-0.476;-10.785;-11.812;10.349;53.03;-52.494;-80.745;63.727;-33.934;-40.055
1870;25.341;-4.039;-26.665;3.221;-22.263;-1.354;-9.92;-10.323;10.337;56.552;-51.474;-82.099;65.221;-35.01;-38.143
1880;25.08;-5.785;-21.356;2.268;-22.022;-1.726;-9.902;-10.292;10.166;61.233;-49.917;-80.408;64.734;-36.134;-37.61
1890;25.283;-6.931;-16.006;1.494;-21.055;-2.868;-8.251;-10.174;9.994;63.284;-50.131;-79.385;65.066;-37.298;-38.236
1900;25.726;-6.863;-14.35;1;-19.792;-3.989;-6.526;-8.178;10.007;63.212;-50.51;-76.287;65.295;-38.462;-37.152
1910;25.879;-7.386;-12.681;0.465;-18.981;-7.087;-4.53;-6.451;11.021;63.923;-51.241;-70.131;63.399;-39.901;-34.731
1920;24.272;-8.429;-11.695;1.076;-17.892;-11.345;-3.535;-6.607;12.01;63.884;-52.052;-67.821;61.8;-41.229;-31.71
1930;22.658;-8.848;-11.27;2.247;-16.737;-15.851;-2.066;-5.749;13.232;65.286;-52.863;-64.596;62.146;-42.233;-29.303
1940;21.072;-8.814;-10.845;3.928;-16.065;-21.319;-0.594;-6.767;14.454;64.546;-51.757;-59.295;61.083;-43.203;-28.937
1950;19.796;-7.4;-8.393;5.903;-15.262;-25.588;-0.563;-8.92;16.19;62.112;-49.771;-49.859;62.592;-43.199;-30.454
1960;17.24;-4.971;-5.644;7.672;-14.171;-29.388;-0.505;-8.684;16.746;59.921;-47.985;-37.392;61.779;-43.194;-26.628
1970;14.484;-2.708;-3.175;8.113;-13.564;-33.123;-0.994;-8.681;17.302;58.12;-45.279;-26.883;60.917;-41.887;-23.721
1980;10.931;-3.534;-0.414;8.513;-14.64;-36.407;-2.047;-10.796;18.557;57.314;-42.676;-16.206;59.24;-40.621;-14.841
1990;7.185;-4.346;2.21;8.633;-15.634;-41.032;-2.997;-10.967;19.332;58.138;-40.073;-10.103;59.425;-40.017;-4.041
2000;4.919;-7.71;3.353;8.938;-16.629;-44.905;-3.214;-10.641;20;57.465;-37.12;-1.178;59.961;-39.399;6.738
2010;2.804;-11.395;3.986;8.846;-16.378;-49.672;-3.37;-11.316;20.259;57.07;-34.167;5.257;56.863;-39.92;6.057
2020;2.85;-14.713;4.302;8.462;-16.051;-53.243;-3.145;-13.727;20.519;55.756;-31.386;11.406;56.276;-40.441;4.789
2030;2.978;-18.186;4.498;7.639;-15.657;-57.828;-2.695;-16.452;20.321;52.392;-31.366;17.308;55.07;-41.832;4.983
2040;3.101;-21.225;4.452;6.214;-15.382;-64.946;-1.737;-18.67;19.444;47.437;-31.283;21.836;53.797;-42.8;4.069
2050;2.863;-24.71;5.05;4.203;-15.588;-72.411;-1.091;-19.746;18.087;42.145;-32.56;24.105;50.21;-42.779;1.847
2060;1.502;-28.486;5.605;1.797;-16.381;-79.966;-0.952;-20.029;16.75;36.487;-34.236;23.654;47.834;-43.062;-0.872
2070;-0.365;-32.127;5.841;-1.172;-17.741;-87.622;1.036;-21.204;14.494;29.789;-35.912;26.09;46.211;-41.96;-2.997
2080;-2.092;-36.108;4.941;-5.022;-19.222;-94.85;4.966;-22.779;12.217;23.477;-37.599;28.51;42.448;-44.437;-5.24
2090;-3.592;-39.182;3.847;-9.97;-21.583;-101.774;6.825;-24.691;10.724;19.461;-39.499;27.284;37.719;-47.039;-7.72
2100;-5.419;-42.528;1.513;-15.041;-24;-107.88;8.388;-25.714;9.192;11.521;-40.56;28.768;30.141;-48.883;-8.92
2110;-8.127;-45.868;-1.219;-18.999;-27.052;-112.844;11.408;-24.465;7.425;8.919;-41.497;29.012;23.302;-51.287;-10.207
2120;-10.738;-48.749;-3.821;-20.716;-29.801;-117.792;13.408;-25.858;6.298;5.28;-42.473;27.741;16.596;-52.673;-9.917
2130;-13.236;-51.425;-8.142;-20.372;-31.09;-122.945;15.803;-26.077;5.061;0.64;-43.732;29.868;11.761;-50.623;-9.745
2140;-16.157;-53.217;-13.092;-19.641;-31.498;-125.996;18.017;-26.726;4.189;-3.87;-42.312;31.119;7.288;-40.806;-8.615
2150;-18.669;-55.215;-15.345;-19.646;-32.21;-128.781;20.843;-28.739;3.957;-5.996;-40.781;32.261;3.219;-30.974;-8.366
2160;-21.368;-56.88;-17.661;-19.571;-31.299;-130.006;21.27;-30.366;3.257;-7.687;-37.494;24.852;0.521;-25.015;-9.266
2170;-23.268;-57.785;-18.982;-20.817;-29.625;-131.959;22.917;-30.876;1.676;-6.684;-34.8;19.895;-1.637;-23.857;-11.841
2180;-25.643;-59.223;-20.066;-21.389;-27.463;-130.793;23.334;-32.217;-0.463;-7.116;-33.586;14.931;-6.397;-22.832;-14.175
2190;-27.443;-60.066;-20.474;-22.568;-25.302;-129.014;22.881;-31.811;-1.414;-9.474;-33.772;10.975;-10.861;-20.989;-14.841
2200;-28.444;-62.15;-22.643;-23.81;-23.444;-128.379;22.986;-30.326;-3.484;-10.097;-35.679;7.44;-16.153;-20.112;-13.268
2210;-28.83;-64.937;-24.706;-25.771;-22.472;-126.764;24.265;-30.103;-5.513;-9.279;-37.454;1.636;-21.052;-19.2;-17.141
2220;-28.279;-67.575;-27.266;-26.732;-22.05;-123.659;26.337;-29.781;-7.782;-7.383;-37.234;-4.203;-26.514;-18.898;-19.734
2230;-28.207;-67.298;-29.226;-27.804;-20.21;-120.145;29.148;-29.309;-10.839;-5.247;-37.029;-9.982;-29.448;-18.596;-28.316
2240;-28.55;-66.966;-30.621;-28.028;-18.301;-116.862;31.24;-27.971;-13.916;-5.237;-35.327;-11.797;-34.495;-17.61;-37.132
2250;-29.606;-64.19;-31.143;-26.971;-16.532;-114.062;31.554;-25.768;-16.593;-4.214;-33.723;-12.422;-38.417;-16.36;-45.949
2260;-30.412;-61.015;-32.266;-25.364;-15.421;-110.59;32.619;-22.892;-19.257;-3.714;-31.359;-13.062;-40.113;-14.426;-42.988
2270;-30.429;-57.978;-33.761;-25.331;-13.408;-106.996;34.157;-20.612;-22.177;-3.183;-28.994;-13.517;-43.528;-12.523;-41.178
2280;-32.705;-55.265;-35.55;-24.699;-11.636;-102.441;35.724;-18.583;-24.697;-2.763;-26.71;-15.732;-46.022;-9.109;-42.161
2290;-35.563;-53.726;-37.192;-24.372;-9.494;-95.742;36.632;-18.771;-27.127;-0.917;-22.146;-17.273;-47.537;-5.695;-43.09
2300;-37.57;-51.839;-38.91;-22.806;-7.364;-87.033;37.079;-19.261;-29.054;0.421;-16.388;-17.75;-48.725;-2.836;-40.618
2310;-38.447;-50.171;-40.608;-21.593;-5.668;-78.761;39.298;-18.698;-30.857;2.233;-7.669;-17.852;-49.749;-0.212;-37.215
2320;-38.804;-47.903;-42.088;-19.506;-3.88;-71.244;38.985;-17.077;-31.713;4.674;0.988;-17.321;-50.959;0.992;-34.047
2330;-38.643;-45.476;-45.899;-17.819;-1.702;-63.713;36.703;-14.898;-31.89;7.559;10.524;-17.866;-52.154;5.766;-31.971
2340;-38.673;-43.845;-47.698;-16.052;1.396;-55.815;34.967;-12.668;-32.306;8.644;20.074;-15.829;-52.96;10.186;-29.832
2350;-38.575;-42.895;-48.033;-11.139;4.332;-47.935;34.004;-9.818;-32.68;9.417;28.057;-13.888;-53.999;13.607;-27.612
2360;-38.552;-41.865;-46.488;-7.961;6.876;-39.794;31.679;-9.53;-32.985;8.215;36.087;-14.019;-53.123;16.528;-25.752
2370;-39.719;-40.414;-44.608;-7.051;9.426;-30.361;28.818;-9.903;-32.571;7.308;41.637;-14.481;-53.968;19.817;-24.942
2380;-39.606;-39.215;-42.112;-8.211;10.875;-20.913;27.295;-9.295;-31.957;6.083;47.139;-18.903;-54.71;19.745;-25.768
2390;-38.734;-38.724;-39.731;-9.491;11.486;-12.643;23.534;-6.835;-31.833;4.796;49.481;-21.258;-55.742;13.047;-26.799
2400;-37.621;-37.992;-36.065;-8.393;11.708;-5.731;20.026;-4.637;-32.228;3.692;51.837;-22.252;-56.201;6.328;-28.993
2410;-36.161;-37.593;-32.087;-7.091;12.17;1.524;17.899;-3.368;-32.601;1.738;52.237;-17.975;-57.637;3.782;-31.719
2420;-36.081;-37.884;-27.75;-5.461;11.785;10.745;15.836;-2.255;-32.19;-0.299;52.734;-13.719;-58.143;5.574;-31.96
2430;-35.905;-38.354;-25.167;-3.43;13.228;17.448;15.203;-1.548;-31.461;-1.543;53.07;-13.237;-58.364;7.924;-30.047
2440;-36.288;-39.978;-23.99;-3.345;14.143;21.181;14.014;-2.07;-30.879;-0.786;53.145;-13.018;-57.348;9.394;-27.672
2450;-36.811;-40.183;-20.934;-2.243;15.956;24.727;13.357;-1.532;-29.014;-1.61;56.219;-11.372;-56.503;11.102;-26.185
2460;-36.428;-40.465;-18.808;-0.772;20.888;28.483;10.692;-0.721;-27.749;-3.857;58.942;-9.927;-55.059;12.531;-25.938
2470;-36.548;-37.937;-16.986;0.309;26.281;31.429;10.312;0.08;-26.279;-6.669;60.265;-5.261;-52.978;13.974;-27.012
2480;-36.095;-25.568;-16.541;-0.01;33.348;34.222;8.044;0.594;-24.974;-9.24;58.316;-2.59;-51.13;15.607;-28.593
2490;-35.679;-13.29;-16.535;0.561;39.593;37.443;6.367;0.606;-23.566;-10.857;55.008;-0.531;-48.423;16.452;-30.188
2500;-35.673;-9.149;-15.817;-0.527;43.839;41.452;6.363;0.422;-21.661;-11.897;52.661;-1.549;-46.458;16.938;-31.432
2510;-36.199;-9.581;-14.65;-0.502;47.652;44.846;5.724;0.793;-20.161;-13.632;49.891;-4.179;-44.091;17.644;-32.076
2520;-38.098;-9.895;-12.499;-0.197;49.319;48.91;4.721;1.742;-18.599;-15.119;48.399;-6.19;-41.772;17.651;-31.817
2530;-37.917;-9.017;-10.495;-1.149;49.699;54.033;3.676;3.317;-16.877;-16.716;46.913;-8.022;-40.303;16.975;-29.877
2540;-36.543;-7.734;-8.459;-1.906;48.95;57.101;3.499;5.895;-15.273;-16.938;41.908;-9.509;-39.683;16.01;-27.993
2550;-36.13;-6.865;-6.712;-3.066;47.761;58.64;2.657;7.302;-12.961;-17.392;36.626;-11.623;-38.672;15.321;-28.043
2560;-36.797;-5.552;-5.68;-4.306;47.012;59.014;2.146;8.298;-10.33;-19.775;29.545;-14.661;-36.885;14.793;-28.692
2570;-36.804;-3.159;-5.028;-5.286;46.444;61.749;1.826;9.382;-7.939;-21.961;22.208;-17.876;-34.386;14.903;-28.498
2580;-35.71;-0.09;-5.535;-5.054;46.061;67.178;1.835;10.167;-6.029;-24.266;15.392;-20.641;-31.217;14.356;-27.063
2590;-34.377;3.483;-4.389;-4.059;44.819;72.425;3.681;10.509;-4.105;-25.364;8.444;-22.75;-27.943;14.327;-25.808
2600;-33.181;7.302;-3.27;-6.172;43.498;74.108;6.629;10.603;-3.074;-25.106;1.379;-24.159;-23.741;14.163;-25.983
2610;-32.048;11.128;-2.832;-7.726;43.036;74.239;9.077;12.396;-1.702;-24.632;-5.858;-23.73;-19.099;14.76;-27.199
2620;-30.257;13.818;-3.036;-9.137;42.051;73.32;10.443;14.859;-0.188;-23.657;-9.055;-23.508;-13.975;14.997;-29.05
2630;-28.71;16.168;-2.971;-10.306;41.025;73.188;11.189;15.541;1.367;-21.663;-11.68;-22.154;-8.734;14.895;-29.701
2640;-26.07;18.026;-2.421;-11.586;40.059;74.571;13.145;15.581;3.059;-19.661;-12.785;-20.746;-4.175;13.108;-28.343
