timepoints (min);46: wc-2-.3
3990;-43.847
4000;-45.713
4010;-47.819
4020;-49.406
4030;-50.992
4040;-52.406
4050;-53.84
4060;-53.274
4070;-53.909
4080;-54.543
4090;-54.861
4100;-55.178
4110;-54.455
4120;-54.972
4130;-55.49
4140;-55.462
4150;-55.434
4160;-54.447
4170;-52.739
4180;-51.032
4190;-49.393
4200;-47.754
4210;-44.956
4220;-40.677
4230;-36.778
4240;-32.858
4250;-28.938
4260;-23.098
4270;-17.258
4280;-11.418
4290;-5.633
4300;1.152
4310;5.674
4320;10.197
4330;14.775
4340;19.353
4350;24.051
4360;27.709
4370;31.367
4380;35.204
4390;39.041
4400;43.399
4410;46.796
4420;50.193
4430;53.721
4440;57.25
4450;61.548
4460;64.685
4470;67.823
4480;70.817
4490;73.81
4500;76.723
4510;77.956
4520;78.996
4530;79.953
4540;80.91
4550;80.588
4560;80.265
4570;79.942
4580;79.454
4590;78.055
4600;76.537
4610;75.018
4620;73.41
4630;71.801
4640;69.193
4650;66.065
4660;63.226
4670;60.594
4680;57.963
4690;53.971
4700;49.099
4710;44.228
4720;39.57
4730;35.208
4740;28.527
4750;21.926
4760;15.324
4770;8.599
4780;1.873
4790;-4.092
4800;-9.53
4810;-14.967
4820;-20.659
4830;-24.152
4840;-26.644
4850;-29.137
4860;-31.67
4870;-33.977
4880;-36.283
4890;-37.589
4900;-38.895
4910;-38.337
4920;-37.778
4930;-37.219
4940;-35.818
4950;-34.417
4960;-32.836
4970;-31.255
4980;-29.154
4990;-24.734
5000;-20.313
5010;-16.286
5020;-12.258
5030;-8.23
5040;-4.963
5050;-1.055
5060;3.052
5070;7.16
5080;8.626
5090;10.092
5100;11.559
5110;13.314
5120;16.19
5130;19.066
5140;21.942
5150;24.99
5160;26.188
5170;27.385
5180;28.582
5190;29.259
5200;29.957
5210;30.655
5220;31.353
5230;31.752
5240;32.15
5250;32.639
5260;31.447
5270;30.255
5280;29.063
5290;27.872
5300;26.674
5310;25.477
5320;24.28
5330;21.363
5340;18.445
5350;15.515
5360;12.583
5370;8.925
5380;5.268
5390;1.61
5400;-3.537
5410;-8.683
5420;-13.829
5430;-18.975
5440;-23.457
5450;-27.938
5460;-32.419
5470;-38.221
5480;-44.022
5490;-49.996
5500;-55.97
5510;-60.119
5520;-64.268
5530;-68.417
5540;-69.8
5550;-71.183
5560;-72.567
5570;-73.95
5580;-73.228
5590;-72.905
5600;-72.582
5610;-69.019
5620;-65.457
5630;-61.894
5640;-58.2
5650;-52.797
5660;-47.395
5670;-41.992
5680;-33.65
5690;-25.308
5700;-16.966
5710;-8.623
5720;0.68
5730;9.983
5740;19.287
5750;28.59
5760;40.076
5770;51.561
5780;63.047
5790;70.967
5800;78.887
5810;86.807
5820;94.727
5830;101.457
5840;108.186
5850;114.916
5860;118.185
5870;121.454
5880;124.723
5890;127.992
5900;128.571
5910;129.15
5920;129.73
5930;127.583
5940;125.437
5950;123.291
5960;121.145
5970;116.912
5980;112.679
5990;108.445
6000;103.95
6010;97.535
6020;91.12
6030;84.705
6040;76.36
6050;68.015
6060;59.67
6070;50.988
6080;43.585
6090;36.182
6100;28.779
6110;20.247
6120;11.714
6130;3.182
6140;-5.606
6150;-11.593
6160;-17.581
6170;-23.568
6180;-32.092
6190;-40.617
6200;-49.141
6210;-57.568
6220;-63.716
6230;-69.863
6240;-76.011
6250;-83.967
6260;-91.923
6270;-99.879
6280;-107.834
6290;-113.95
6300;-120.066
6310;-126.182
6320;-130.445
6330;-134.709
6340;-138.972
6350;-143.588
6360;-147.363
6370;-151.138
6380;-154.913
6390;-154.891
6400;-154.869
6410;-154.847
6420;-155.135
6430;-153.183
6440;-151.232
6450;-149.28
6460;-145.49
6470;-141.699
6480;-137.909
6490;-133.974
6500;-128.479
6510;-122.983
6520;-117.488
6530;-110.592
6540;-103.695
6550;-96.799
6560;-89.247
6570;-83.775
6580;-78.303
6590;-72.832
6600;-65.84
6610;-58.517
6620;-51.194
6630;-43.313
6640;-38.712
6650;-34.11
6660;-29.509
6670;-22.948
6680;-16.607
6690;-10.266
6700;-3.815
6710;1.356
6720;6.527
6730;11.698
6740;18.349
6750;24.517
6760;30.685
6770;36.964
6780;42.283
6790;47.601
6800;52.92
6810;57.679
6820;62.044
6830;66.41
6840;71.313
6850;74.697
6860;78.08
6870;81.463
6880;84.847
6890;87.913
6900;90.979
6910;94.225
6920;95.51
6930;96.796
6940;98.081
6950;101.407
6960;104.588
6970;107.768
6980;111.839
6990;114.429
7000;117.019
7010;119.61
7020;124
7030;128.004
7040;132.008
7050;136.226
7060;141.004
7070;145.782
7080;150.56
7090;154.498
7100;158.167
7110;161.836
7120;165.505
7130;168.526
7140;171.546
7150;174.567
7160;173.788
7170;173.367
7180;172.946
7190;172.526
7200;169.858
7210;167.19
7220;164.523
7230;158.615
7240;153.273
7250;147.931
7260;142.589
7270;135.999
7280;129.408
7290;122.818
7300;115.588
7310;108.578
7320;101.568
7330;94.559
7340;88.879
7350;83.199
7360;77.519
7370;71.199
7380;65.044
7390;58.89
7400;52.735
7410;50.608
7420;48.481
7430;46.354
7440;41.108
7450;36.123
7460;31.138
7470;26.153
7480;24.622
7490;23.091
7500;21.56
7510;18.989
7520;16.756
7530;14.523
7540;12.29
7550;10.697
7560;8.959
7570;7.221
7580;0.323
7590;-6.32
7600;-12.963
7610;-19.606
7620;-25.608
7630;-32.142
7640;-38.676
7650;-46.45
7660;-54.32
7670;-62.19
7680;-70.061
7690;-74.811
7700;-79.927
7710;-85.043
7720;-90.159
7730;-91.514
7740;-92.87
7750;-94.226
7760;-94.542
7770;-94.637
7780;-94.732
7790;-94.828
7800;-93.371
7810;-91.914
7820;-90.458
7830;-83.841
7840;-76.68
7850;-69.519
7860;-62.357
7870;-58.086
7880;-53.814
7890;-49.542
7900;-44.03
7910;-38.029
7920;-32.028
7930;-26.026
7940;-23.01
7950;-19.993
7960;-16.977
7970;-13.96
7980;-14.545
7990;-15.13
8000;-15.714
8010;-18.274
8020;-20.834
8030;-23.395
8040;-25.954
8050;-29.714
8060;-33.716
8070;-37.717
8080;-43.517
8090;-49.317
8100;-55.117
8110;-60.917
8120;-63.517
8130;-66.4
8140;-69.283
8150;-72.276
8160;-74.429
8170;-76.582
8180;-78.735
8190;-78.048
8200;-77.161
8210;-76.275
8220;-75.498
8230;-71.641
8240;-67.785
8250;-63.928
8260;-58.752
8270;-53.154
8280;-47.557
8290;-42.498
8300;-35.319
8310;-28.139
8320;-20.96
8330;-12.541
8340;-4.073
8350;4.394
8360;12.683
8370;19.691
8380;26.699
8390;33.708
8400;40.716
8410;46.836
8420;52.956
8430;58.186
8440;60.257
8450;62.327
8460;64.397
8470;66.468
8480;65.692
8490;64.917
8500;64.025
8510;60.196
8520;56.215
8530;52.255
8540;48.426
8550;42.47
8560;36.514
8570;30.607
8580;24.607
8590;18.828
8600;13.152
8610;7.566
8620;3.232
8630;-1.192
8640;-5.615
8650;-9.832
8660;-12.503
8670;-15.072
8680;-17.647
8690;-17.083
8700;-16.526
8710;-15.982
8720;-15.99
8730;-14.421
8740;-12.941
8750;-11.509
8760;-7.251
8770;-2.979
8780;1.306
8790;5.102
8800;7.724
8810;10.298
8820;12.782
8830;16.09
8840;19.335
8850;22.443
8860;25.261
8870;25.639
8880;26.092
8890;26.601
8900;27.028
8910;26.019
8920;25.032
8930;23.837
8940;22.363
8950;21.006
8960;19.655
8970;18.257
8980;15.163
8990;12.09
9000;9.017
9010;6.306
9020;3.596
9030;0.886
9040;-1.921
9050;-3.789
9060;-6.098
9070;-9.124
9080;-13.441
9090;-17.759
9100;-22.519
9110;-26.532
9120;-26.978
9130;-27.392
9140;-28.648
9150;-29.851
9160;-31.343
9170;-33.116
9180;-35.852
9190;-39.099
9200;-42.312
9210;-45.341
9220;-48.113
9230;-50.186
9240;-52.287
9250;-54.388
9260;-57.712
9270;-61.677
9280;-65.472
9290;-69.574
9300;-73.67
9310;-77.749
9320;-81.828
9330;-84.241
9340;-86.177
9350;-87.279
9360;-89.385
9370;-92.499
9380;-95.526
9390;-97.833
9400;-100.101
9410;-102.192
9420;-103.517
9430;-103.429
9440;-101.777
9450;-98.745
9460;-94.785
9470;-90.985
9480;-88.207
9490;-85.804
9500;-83.163
9510;-79.509
9520;-75.403
9530;-71.183
9540;-66.946
9550;-63.429
9560;-60.025
9570;-56.423
9580;-52.614
9590;-49.451
9600;-46.548
9610;-43.392
9620;-40.287
9630;-37.102
9640;-33.578
9650;-29.323
9660;-23.181
9670;-13.578
9680;-1.952
9690;9.259
9700;18.99
9710;27.164
9720;32.629
9730;36.688
9740;41.134
9750;47.139
9760;54.68
9770;62.244
9780;69.408
9790;73.753
9800;75.27
9810;73.12
9820;69.401
9830;64.654
9840;60.228
9850;55.801
9860;51.643
9870;47.607
9880;42.811
9890;36.761
9900;29.239
9910;19.143
9920;5.481
9930;-10.775
9940;-26.792
9950;-42.185
9960;-55.043
9970;-66.029
9980;-76.436
9990;-86.421
10000;-98.439
10010;-111.537
10020;-124.028
10030;-136.098
10040;-145.109
10050;-150.223
10060;-151.628
10070;-151.164
10080;-149.108
10090;-146.891
10100;-143.275
10110;-138.87
10120;-134.65
10130;-130.782
10140;-127.014
10150;-123.542
10160;-120.457
10170;-116.891
10180;-113.37
10190;-109.959
10200;-106.659
10210;-103.303
10220;-99.481
10230;-95.393
10240;-90.313
10250;-83.659
10260;-75.277
10270;-66.179
10280;-56.585
10290;-47.048
10300;-37.604
10310;-27.138
10320;-11.752
10330;8.806
10340;31.388
10350;52.652
10360;72.072
10370;91.794
10380;112.63
10390;133.866
10400;153.881
10410;171.77
10420;186.026
10430;198.315
10440;210.302
10450;222.41
10460;234.457
10470;246.423
10480;258.39
10490;269.102
10500;280.754
10510;292.728
10520;300.884
10530;308.942
10540;316.68
10550;324.211
10560;324.156
10570;318.932
10580;307.957
10590;289.954
10600;272.303
10610;255.262
10620;235.007
10630;214.676
10640;194.255
10650;172.95
10660;153.102
10670;136.137
10680;119.774
10690;103.679
10700;87.583
10710;70.942
10720;53.662
10730;36.251
10740;18.229
10750;-1.439
10760;-23.204
10770;-41.53
10780;-60.066
10790;-78.561
10800;-97.05
10810;-109.394
10820;-121.691
10830;-134.036
10840;-141.39
10850;-148.745
10860;-155.996
10870;-158.953
10880;-161.883
10890;-164.737
10900;-165.301
10910;-165.913
10920;-166.526
10930;-166.33
10940;-166.079
10950;-165.586
10960;-164.861
10970;-163.668
10980;-162.668
10990;-161.806
11000;-160.743
11010;-159.688
11020;-158.55
11030;-157.672
11040;-156.786
11050;-155.921
11060;-154.083
11070;-152.113
11080;-150.143
11090;-147.746
11100;-145.08
11110;-142.021
11120;-140.116
11130;-138.115
11140;-136.058
11150;-134.383
11160;-132.592
11170;-129.952
11180;-126.251
11190;-121.497
11200;-116.742
11210;-112.043
11220;-107.283
11230;-102.523
11240;-97.832
11250;-93.11
11260;-88.761
11270;-84.964
11280;-77.549
11290;-70.175
11300;-62.801
11310;-51.604
11320;-40.29
11330;-28.975
11340;-16.03
11350;-2.692
11360;11.018
11370;23.76
11380;37.582
11390;51.404
11400;64.706
11410;77.513
11420;90.32
11430;103.127
11440;114.287
11450;125.447
11460;136.607
11470;144.908
11480;153.208
11490;161.509
11500;166.445
11510;171.382
11520;176.319
11530;177.331
11540;178.343
11550;179.356
11560;175.855
11570;172.354
11580;168.854
11590;163.036
11600;156.161
11610;149.287
11620;142.412
11630;133.364
11640;124.316
11650;115.268
11660;105.457
11670;95.646
11680;85.834
11690;78.752
11700;71.669
11710;64.6
11720;62.345
11730;60.09
11740;57.834
11750;59.93
11760;62.025
11770;64.12
11780;66.968
11790;69.817
11800;72.665
11810;76.233
11820;77.908
11830;79.582
11840;81.257
11850;82.555
11860;83.852
11870;85.15
11880;85.872
11890;86.593
11900;87.314
11910;86.399
11920;85.483
11930;84.567
11940;80.783
11950;77
11960;73.217
11970;67.408
11980;61.6
11990;55.792
12000;48.553
12010;41.875
12020;35.196
12030;28.837
12040;21.509
12050;14.181
12060;6.742
12070;1.917
12080;-2.908
12090;-7.732
12100;-11.268
12110;-14.803
12120;-18.338
12130;-21.975
12140;-25.612
12150;-29.25
12160;-31.597
12170;-34.145
12180;-36.692
12190;-38.746
12200;-40.8
12210;-42.854
12220;-45.228
12230;-47.415
12240;-49.603
12250;-51.79
12260;-54.407
12270;-57.023
12280;-59.64
12290;-61.48
12300;-63.32
12310;-65.24
12320;-68.259
12330;-71.279
12340;-74.298
12350;-77.346
12360;-80.394
12370;-83.443
12380;-84.477
12390;-85.512
12400;-86.429
12410;-86.43
12420;-85.912
12430;-85.393
12440;-84.394
12450;-83.596
12460;-82.797
12470;-81.999
12480;-81.386
12490;-80.774
12500;-80.161
12510;-79.535
12520;-78.461
12530;-77.386
12540;-74.879
12550;-72.371
12560;-69.783
12570;-66.782
12580;-63.781
12590;-60.779
12600;-57.516
12610;-54.252
12620;-50.989
12630;-47.663
12640;-44.338
12650;-41.012
12660;-37.047
12670;-33.926
12680;-30.804
12690;-27.683
12700;-24.844
12710;-22.006
12720;-19.167
12730;-16.597
12740;-14.028
12750;-11.541
12760;-9.337
12770;-5.972
12780;-2.608
12790;-0.381
12800;1.847
12810;4.074
12820;6.357
12830;8.64
12840;10.923
12850;13.206
12860;15.412
12870;17.619
12880;19.826
12890;23.207
12900;26.588
12910;29.328
12920;32.193
12930;35.058
12940;37.923
12950;40.712
12960;43.501
12970;46.29
12980;48.403
12990;50.516
13000;51.949
13010;53.203
13020;53.297
13030;53.39
13040;53.401
13050;53.412
13060;53.423
13070;53.435
13080;53.446
13090;53.305
13100;53.164
13110;53.023
13120;50.283
13130;47.542
13140;43.441
13150;39.341
13160;35.226
13170;31.112
13180;26.997
13190;22.883
13200;18.768
13210;14.757
13220;10.746
13230;6.055
13240;1.364
13250;-2.647
13260;-6.658
13270;-10.579
13280;-14.501
13290;-18.422
13300;-22.343
13310;-26.265
13320;-30.076
13330;-33.887
13340;-37.698
13350;-41.029
13360;-44.36
13370;-45.091
13380;-45.822
13390;-46.374
13400;-46.926
13410;-47.477
13420;-48.029
13430;-48.581
13440;-49.415
13450;-50.25
13460;-50.084
13470;-49.919
13480;-49.073
13490;-48.228
13500;-47.382
13510;-46.426
13520;-45.47
13530;-44.514
13540;-43.559
13550;-42.541
13560;-41.523
13570;-40.505
13580;-37.767
13590;-35.029
13600;-32.771
13610;-30.513
13620;-28.055
13630;-25.597
13640;-23.139
13650;-20.681
13660;-18.223
13670;-15.531
13680;-12.839
13690;-9.266
13700;-5.694
13710;-3.121
13720;-0.549
13730;2.023
13740;4.83
13750;7.637
13760;10.444
13770;13.251
13780;16.299
13790;19.348
13800;22.396
13810;24.844
13820;27.292
13830;28.021
13840;28.749
13850;29.36
13860;29.971
13870;30.582
13880;31.193
13890;31.804
13900;32.539
13910;33.275
13920;33.37
13930;33.465
13940;32.68
13950;31.895
13960;31.11
13970;29.877
13980;28.644
13990;27.411
14000;26.178
14010;24.903
14020;23.629
14030;22.354
14040;22.72
14050;23.086
14060;24.051
14070;25.017
14080;25.865
14090;26.713
14100;27.561
14110;28.41
14120;29.258
14130;29.782
14140;30.306
14150;30.47
14160;30.634
14170;31.439
14180;32.243
14190;33.047
14200;33.934
14210;34.821
14220;35.708
14230;36.594
14240;37.095
14250;37.596
14260;38.097
14270;37.237
14280;36.378
14290;33.982
14300;31.586
14310;29.363
14320;27.139
14330;24.916
14340;23.086
14350;21.255
14360;19.425
14370;17.594
14380;14.723
14390;11.851
14400;9.339
14410;6.828
14420;4.316
14430;2.073
14440;-0.17
14450;-2.412
14460;-4.655
14470;-6.898
14480;-9.23
14490;-11.563
14500;-14.615
14510;-17.668
14520;-19.25
14530;-20.832
14540;-22.262
14550;-23.692
14560;-25.123
14570;-26.636
14580;-28.149
14590;-29.662
14600;-31.175
14610;-32.448
14620;-33.99
14630;-34.132
14640;-34.274
14650;-34.417
14660;-34.869
14670;-35.321
14680;-35.774
14690;-36.226
14700;-36.679
14710;-37.393
14720;-38.108
14730;-36.942
14740;-35.777
14750;-33.891
14760;-32.302
14770;-30.823
14780;-29.345
14790;-27.866
14800;-26.443
14810;-25.019
14820;-23.596
14830;-22.172
14840;-18.509
14850;-14.666
14860;-11.063
14870;-7.461
14880;-3.858
14890;-0.407
14900;3.044
14910;6.495
14920;9.946
14930;13.397
14940;14.644
14950;15.891
14960;17.138
14970;18.385
14980;15.672
14990;13.007
15000;10.28
15010;7.553
15020;4.826
15030;2.501
15040;0.175
15050;-2.15
15060;-4.476
15070;-6.801
15080;-8.386
15090;-12.211
15100;-16.036
15110;-19.861
15120;-24.56
15130;-29.059
15140;-32.959
15150;-36.858
15160;-40.757
15170;-43.887
15180;-47.017
15190;-47.866
15200;-48.716
15210;-49.566
15220;-48.586
15230;-45.768
15240;-42.95
15250;-40.132
15260;-36.114
15270;-32.034
15280;-28.114
15290;-24.194
15300;-20.274
15310;-14.821
15320;-9.367
15330;-4.433
15340;0.501
15350;5.31
15360;11.978
15370;19.285
15380;26.593
15390;33.901
15400;41.528
15410;49.183
15420;56.359
15430;63.534
15440;70.709
15450;76.837
15460;83.007
15470;87.617
15480;92.226
15490;95.876
15500;99.553
15510;102.03
15520;104.508
15530;106.985
15540;109.022
15550;111.142
15560;111.742
15570;112.342
15580;113.266
15590;114.048
15600;114.83
15610;113.892
15620;112.954
15630;110.617
15640;108.361
15650;105.786
15660;103.211
15670;100.636
15680;96.85
15690;95.346
15700;94.883
15710;94.419
15720;93.956
15730;92.332
15740;91.566
15750;90.799
15760;90.032
15770;87.585
15780;85.138
15790;82.738
15800;80.338
15810;77.938
15820;73.978
15830;69.659
15840;65.621
15850;61.582
15860;57.543
15870;53.145
15880;50.174
15890;47.203
15900;44.232
15910;41.181
15920;38.13
15930;36.448
15940;34.767
15950;33.086
15960;30.604
15970;28.012
15980;26.581
15990;25.149
16000;23.717
16010;22.126
16020;22.297
16030;22.468
16040;22.639
16050;22.85
16060;23.061
16070;25.101
16080;27.141
16090;29.181
16100;31.061
16110;33.148
16120;35.594
16130;38.041
16140;40.488
16150;42.455
16160;44.764
16170;47.073
16180;49.382
16190;50.891
16200;52.4
16210;55.006
16220;57.611
16230;60.217
16240;62.342
16250;64.523
16260;66.863
16270;69.204
16280;71.145
16290;62.086
16300;52.807
16310;43.528
16320;34.25
16330;24.971
16340;15.527
16350;6.243
16360;-3.041
16370;-12.326
16380;-21.61
16390;-30.97
16400;-39.85
16410;-48.73
16420;-57.61
16430;-66.49
16440;-74.618
16450;-82.746
16460;-90.874
16470;-99.003
16480;-107.372
16490;-115.262
16500;-123.152
16510;-131.041
16520;-138.931
16530;-146.641
16540;-143.352
16550;-140.062
16560;-136.772
16570;-133.483
16580;-130.393
16590;-127.303
16600;-124.214
16610;-121.124
16620;-118.324
16630;-115.524
16640;-112.724
16650;-109.924
16660;-107.124
16670;-104.593
16680;-102.062
16690;-99.531
16700;-97
16710;-94.469
16720;-92
16730;-89.531
16740;-87.062
16750;-84.593
16760;-82.138
16770;-79.683
16780;-77.228
16790;-74.772
16800;-72.317
16810;-70
16820;-67.683
16830;-65.366
16840;-63.048
16850;-60.731
16860;-58.441
16870;-56.152
16880;-53.862
16890;-51.572
16900;-49.276
16910;-46.979
16920;-44.683
16930;-42.386
16940;-40.09
16950;-37.821
16960;-35.552
16970;-33.283
16980;-31.014
16990;-28.745
17000;-26.559
17010;-24.372
17020;-22.186
17030;-20
17040;-17.952
17050;-15.903
17060;-13.855
17070;-11.807
17080;-9.759
17090;-7.793
17100;-5.828
17110;-3.862
17120;-1.897
17130;0
17140;0
17150;0
17160;0
17170;0
17180;0
17190;0
17200;0
17210;0
17220;0
17230;0
17240;0
17250;0
17260;0
17270;0
17280;0
17290;0
17300;0
17310;0
17320;0
17330;0
17340;0
17350;0
17360;0
17370;0
17380;0
17390;0
17400;0
17410;0
17420;0
17430;0
17440;0
17450;0
17460;0
17470;0
17480;0
17490;0
17500;0
17510;0
17520;0
17530;0
17540;0
17550;0
17560;0
17570;0
17580;0
17590;0
17600;0
17610;0
17620;0
17630;0
17640;0
17650;0
17660;0
17670;0
17680;0
17690;0
17700;0
17710;0
17720;0
17730;0
17740;0
17750;0
17760;0
17770;0
17780;0
17790;0
17800;0
17810;0
17820;0
17830;0
17840;0
17850;0
