timepoints (min);31: frq9,- -1;32: frq9,- -2;33: frq9,- -3;34: frq10,- -1;35: frq10,- -2;36: frq10,- -3;37: wc-1,+ -1;38: wc-1,+ -2;39: wc-1,+ -3;40: wc-2,+ -1;41: wc-2,+ -2;42: wc-2,+ -3;43: wc-1,- -2;44: wc-1,- -3;45: wc-2,- -1
2680;-40.986;12.121;-12.91;-9.81;86.709;105.738;68.796;29.833;1.072;3.407;18.731;-7.081;15.098;-8.423;15.954
2690;-39.461;3.887;-14.537;-10.914;69.743;95.789;64.648;30.717;-0.553;4.189;18.687;-7.71;15.243;-7.135;15.019
2700;-37.935;-4.589;-16.007;-11.888;52.335;85.626;58.557;30.859;-1.953;4.433;20.034;-6.943;15.539;-6.737;14.594
2710;-34.764;-12.825;-18.588;-16.145;35.754;72.829;51.644;31.266;-2.403;5.697;22.401;-4.717;14.796;-6.77;15.49
2720;-30.033;-20.923;-20.233;-20.512;19.174;59.839;45.141;31.32;-2.364;5.931;23.877;-2.745;13.828;-6.763;15.935
2730;-25.454;-29.541;-22.862;-26.039;3.057;46.028;39.204;31.721;-2.857;5.531;23.324;-2.101;12.811;-6.389;16.101
2740;-20.199;-38.069;-24.563;-31.848;-12.101;32.21;34.97;32.181;-4.353;5.68;22.154;-2.257;11.444;-6.08;16.27
2750;-14.532;-46.977;-26.548;-37.494;-27.232;19.684;30.968;32.295;-6.097;5.855;21.153;-3.437;10.047;-5.611;14.121
2760;-8.866;-55.884;-28.458;-43.422;-40.163;7.179;26.935;31.303;-7.669;6.023;19.581;-4.066;8.986;-5.135;12.265
2770;-4.692;-65.31;-29.713;-49.858;-53.397;-4.124;24.578;28.997;-9.309;5.24;18.268;-3.698;8.559;-4.236;10.728
2780;-0.519;-74.737;-31.527;-56.301;-66.312;-15.414;21.821;26.503;-12.385;3.345;17.779;-3.491;8.723;-2.938;8.648
2790;3.172;-83.01;-32.309;-63.083;-74.986;-22.699;17.592;25.025;-16.491;1.004;17.484;-4.61;8.767;-1.67;7.568
2800;5.302;-91.09;-34.236;-69.748;-83.086;-30.992;14.833;23.31;-20.014;-1.495;16.873;-6.741;8.531;-0.681;6.564
2810;7.108;-97.212;-35.403;-73.423;-88.785;-36.302;14.841;21.625;-22.388;-3.847;15.172;-7.981;7.821;0.044;4.64
2820;8.913;-103.39;-36.652;-77.099;-93.28;-41.492;14.812;21.117;-24.723;-5.699;12.172;-8.41;6.764;-0.378;2.432
2830;9.328;-107.179;-38.545;-82.086;-96.655;-49.742;11.851;21.039;-27.366;-6.491;9.952;-8.517;5.708;-1.046;1.739
2840;9.743;-111.32;-40.181;-87.072;-99.927;-59.752;6.036;19.781;-29.974;-7.494;9.728;-8.887;4.207;-1.746;2.687
2850;8.381;-114.146;-42.006;-91.084;-102.477;-70.237;0.051;17.778;-32.721;-8.858;9.113;-8.848;2.028;-1.404;3.473
2860;7.001;-116.972;-43.07;-95.097;-104.894;-79.963;-5.081;15.575;-34.476;-10.612;6.363;-7.821;-0.09;-0.057;5.281
2870;5.229;-117.407;-43.33;-97.066;-106.585;-89.992;-8.634;13.487;-36.175;-12.601;3.15;-7.568;-2.753;1.778;6.25
2880;3.567;-117.545;-42.477;-98.67;-107.965;-98.123;-12.019;11.775;-38.153;-15.199;1.63;-7.294;-4.339;3.588;5.215
2890;0.967;-116.585;-40.305;-100.617;-109.891;-106.461;-16.741;10.345;-39.488;-18.404;0.57;-7.041;-5.801;5.117;5.196
2900;-1.633;-115.583;-36.463;-102.425;-110.457;-111.839;-23.192;7.669;-41.246;-21.483;-1.215;-6.263;-5.732;6.313;3.777
2910;-4.199;-114.977;-32.502;-101.025;-109.972;-117.154;-30.232;6.103;-44.566;-22.412;-2.192;-5.608;-5.679;6.763;3.857
2920;-7.604;-114.542;-29.756;-99.866;-108.419;-122.219;-35.268;4.608;-49.066;-24.263;-3.084;-5.961;-5.501;6.092;5.177
2930;-11.01;-114.764;-27.17;-97.487;-105.687;-127.105;-38.084;2.655;-53.477;-26.334;-4.763;-7.832;-6.555;5.764;6.448
2940;-16.473;-115.859;-25.563;-96.804;-103.081;-128.916;-43.35;1.255;-56.619;-27.738;-6.648;-10.332;-7.058;6.481;6.76
2950;-21.937;-115.412;-24.436;-93.41;-99.916;-130.61;-48.382;0.633;-57.109;-29.305;-9.146;-12.541;-7.234;7.559;6.481
2960;-27.4;-114.725;-23.222;-88.601;-95.943;-130.71;-52.636;-0.452;-57.462;-31.303;-11.912;-14.27;-6.593;8.165;4.883
2970;-36.05;-113.516;-22.888;-83.833;-93.091;-131.023;-55.884;-2.869;-58.188;-33.531;-13.858;-14.8;-6.581;8.316;4.961
2980;-44.699;-111.029;-22.334;-77.828;-89.888;-131.554;-60.978;-6.432;-58.56;-34.382;-15.88;-15.683;-7.808;8.388;5.341
2990;-53.349;-110.011;-22.494;-73.305;-87.614;-133.554;-67.909;-9.646;-57.977;-33.465;-17.326;-16.774;-9.353;8.459;4.73
3000;-60.349;-108.881;-23.303;-67.892;-85.428;-137.863;-74.124;-12.643;-56.477;-31.731;-18.55;-18.488;-11.139;9.309;6.465
3010;-67.349;-106.135;-23.939;-63.754;-83.121;-143.243;-79.843;-14.69;-54.872;-31.596;-19.473;-20.677;-12.303;10.124;7.47
3020;-72.789;-104.112;-24.669;-60.033;-80.815;-147.012;-86.703;-14.949;-52.61;-30.807;-20.098;-22.702;-13.337;11.779;8.425
3030;-77.143;-101.902;-24.647;-56.415;-79.105;-149.081;-93.175;-15.127;-49.942;-30.538;-20.742;-23.219;-13.265;13.15;10.979
3040;-81.498;-100.611;-23.897;-52.372;-76.596;-151.178;-97.898;-15.989;-47.077;-30.401;-21.781;-21.914;-13.463;14.349;12.692
3050;-84.692;-99.403;-22.208;-48.481;-74.883;-152.208;-103.521;-17.637;-44.913;-29.721;-22.35;-19.703;-13.71;15.948;15.086
3060;-88.167;-99.326;-19.764;-46.157;-73.752;-152.99;-110.925;-19.156;-43.694;-28.101;-21.994;-18.303;-13.759;18.156;17.375
3070;-91.641;-99.317;-17.299;-44.006;-73.501;-154.65;-116.713;-20.374;-42.73;-25.578;-20.708;-17.178;-13.767;20.51;19.825
3080;-93.983;-98.601;-15.952;-42.914;-73.112;-155.861;-119.618;-21.677;-41.433;-23.643;-19.241;-18.076;-13.982;22.23;21.739
3090;-99.766;-97.886;-15.054;-41.823;-73.603;-154.672;-121.201;-23.033;-40.069;-21.568;-18.046;-18.939;-14.483;23.79;22.014
3100;-105.548;-96.852;-15.196;-41.026;-74.091;-153.062;-123.134;-22.804;-38.651;-19.494;-16.782;-19.121;-13.608;24.766;22.785
3110;-111.554;-95.819;-16.284;-40.229;-74.194;-151.852;-125.052;-23.014;-35.926;-17.924;-14.928;-18.68;-12.734;24.866;21.996
3120;-114.761;-93.943;-17.612;-37.276;-75.175;-151.188;-125.098;-24.007;-33.101;-16.712;-12.96;-17.422;-11.742;24.781;19.828
3130;-117.968;-92.068;-20.108;-34.323;-74.437;-150.483;-127.59;-25.251;-30.778;-15.119;-11.972;-14.738;-10.372;23.596;20.172
3140;-116.898;-89.212;-20.843;-32.768;-73.699;-150.171;-129.474;-26.119;-29.222;-12.786;-10.233;-11.046;-8.283;22.526;21.597
3150;-115.828;-86.357;-22.819;-31.214;-74.273;-150.179;-129.786;-26.941;-27.299;-10.647;-5.508;-7.088;-6.532;21.266;24.643
3160;-114.757;-81.528;-24.916;-30.361;-73.767;-149.615;-129.95;-28.128;-24.541;-9.368;-3.168;-2.761;-5.702;20.527;29.728
3170;-112.182;-76.699;-25.556;-29.723;-74.247;-149.931;-128.103;-28.819;-21.832;-7.099;-1.912;1.982;-5.712;18.422;32.767
3180;-109.607;-72.112;-25.876;-29.19;-74.647;-149.084;-127.335;-29.953;-18.508;-5.314;-1.077;4.905;-5.366;16.258;35.806
3190;-106.279;-67.524;-25.237;-28.865;-74.527;-148.897;-126.23;-32.279;-15.197;-4.17;-0.259;6.058;-4.393;14.614;38.676
3200;-105.771;-63.67;-23.687;-30.948;-73.766;-147.12;-125.476;-34.898;-15.163;-2.566;1.084;6.854;-3.221;13.952;41.964
3210;-105.263;-60.127;-22.03;-33.079;-74.364;-145.261;-124.439;-36.792;-15.53;-1.222;3.055;6.815;-2.366;13.96;43.921
3220;-103.233;-56.09;-19.583;-34.81;-73.781;-142.492;-121.641;-36.959;-15.495;-0.559;4.662;6.55;-2.13;14.048;44.484
3230;-98.389;-52.383;-17.212;-36.623;-71.277;-139.786;-116.029;-36.117;-15.223;-1.21;5.251;7.423;-1.223;13.414;44.171
3240;-93.545;-45.692;-15.127;-35.497;-67.804;-136.228;-109.702;-35.572;-14.408;-2.243;5.95;8.226;-0.462;12.88;44.614
3250;-91.32;-39.029;-12.633;-34.604;-62.251;-132.807;-105.252;-35.154;-14.119;-2.181;8.188;10.521;2.221;11.432;45.378
3260;-87.055;-32.052;-9.283;-30.288;-57.025;-128.106;-102.723;-35.167;-14.698;-0.372;9.91;12.917;4.411;9.989;46.879
3270;-82.79;-24.499;-6.177;-25.575;-51.357;-122.888;-100.219;-35.32;-15.607;0.286;10.596;13.783;6.56;7.41;47.819
3280;-79.446;-15.341;-1.134;-20.494;-44.05;-118.079;-96.321;-35.01;-16.08;1.408;10.931;14.109;7.772;4.832;47.16
3290;-74.781;-4.684;3.057;-16.397;-37.851;-113.041;-92.566;-34.924;-16.012;3.263;11.331;15.044;9.803;2.223;45.701
3300;-69.75;7.172;9.127;-12.902;-32.332;-106.106;-88.166;-33.611;-15.768;5.444;11.589;15.714;10.957;0.371;43.492
3310;-63.53;20.186;14.566;-8.901;-26.59;-98.964;-82.589;-31.53;-15.113;7.371;11.415;16.123;11.734;-2.12;41.132
3320;-57.309;32.386;19.684;-4.259;-20.848;-89.593;-76.481;-29.932;-14.108;9.359;11.879;15.469;11.639;-3.251;39.96
3330;-50.985;43.51;26.189;1.214;-15.159;-80.001;-69.916;-28.637;-13.481;11.375;13.097;15.986;12.381;-5.247;39.047
3340;-37.262;53.982;30.094;8.087;-8.754;-71.263;-63.406;-26.309;-13.182;12.822;13.32;17.03;13.873;-6.903;37.434
3350;-23.539;64.381;35.356;16.131;-1.236;-61.047;-58.039;-24.571;-13.269;14.073;13.207;17.505;13.997;-9.261;35.526
3360;-9.817;74.641;38.098;24.175;6.463;-51.167;-52.559;-22.451;-14.021;15.222;12.88;17.106;13.561;-11.506;32.596
3370;3.321;85.346;41.239;30.37;14.481;-41.761;-48.306;-19.825;-16.097;16.634;12.546;16.88;12.945;-13.874;31.232
3380;16.377;96.072;44.139;36.564;21.139;-32.836;-39.495;-16.974;-17.623;18.357;12.766;15.972;10.992;-15.033;29.338
3390;26.672;105.797;45.094;43.873;27.066;-25.03;-30.29;-14.09;-18.055;21.486;12.4;14.742;8.519;-16.25;26.364
3400;37.269;115.578;48.055;51.223;33.39;-17.225;-23.04;-10.61;-17.263;23.728;10.047;13.676;5.942;-17.72;23.146
3410;47.701;122.074;51.006;58.575;38.221;-10.524;-16.192;-6.844;-16.252;24.007;8.815;12.385;5.269;-19.034;18.047
3420;57.812;128.654;54.47;66.086;41.759;-3.823;-10.148;-2.927;-14.586;23.154;7.119;10.415;6;-19.388;13.53
3430;66.821;132.563;57.746;73.516;45.023;3.457;-4.557;1.425;-12.754;23.168;5.463;10.217;6.821;-18.018;8.764
3440;75.857;136.72;60.428;81.312;48.199;10.737;3.72;6.41;-10.429;24.623;4.105;10.654;6.578;-16.223;4.27
3450;88.21;138.954;62.17;87.687;51.134;18.745;14.735;11.381;-6.982;27.014;2.29;10.895;4.923;-15.356;1.163
3460;101.123;141.265;62.69;94.138;54.87;26.767;24.89;15.121;-3.986;29.509;0.199;10.909;3.137;-15.137;-0.331
3470;114.257;141.836;62.219;97.161;59.967;35.561;32.981;19.658;-1.625;32.452;-0.65;11.319;2.56;-15.291;-0.554
3480;124.652;142.338;60.749;100.185;63.074;44.163;37.996;24.628;-0.236;35.194;-0.528;12.244;4.076;-14.626;0.022
3490;133.777;141.67;59.392;98.81;69.501;53.684;43.603;29.589;1.634;36.534;-1.33;12.697;4.996;-14.055;-2.29
3500;142.901;140.844;56.834;97.434;73.847;62.654;52.08;34.803;4.295;36.248;-4.274;11.099;4.542;-13.083;-4.881
3510;149.025;139.421;53.634;92.615;78.207;71.503;63.066;39.881;7.39;35.11;-6.309;8.108;2.283;-12.825;-8.215
3520;155.314;137.935;50.115;87.796;83.327;82.017;74.25;43.775;10.499;34.098;-7.182;6.768;-0.724;-12.179;-10.989
3530;161.604;136.799;44.803;84.021;87.317;91.61;84.571;47.092;13.121;33.196;-7.691;6.068;-3.713;-12.214;-12.783
3540;166.099;135.945;40.731;80.328;89.028;101.963;94.948;50.793;14.363;31.31;-7.772;4.157;-5.808;-11.767;-13.612
3550;170.519;135.001;34.745;77.676;91.749;111.076;103.828;54.703;15.756;28.901;-7.901;2.239;-5.977;-12.076;-14.411
3560;174.338;134.017;28.159;74.52;92.47;118.793;109.959;57.993;16.967;26.679;-8.52;1.974;-6.262;-11.785;-14.982
3570;176.175;132.399;21.837;70.724;92.585;125.301;114.589;61.017;17.683;25.163;-10.088;2.814;-6.41;-11.641;-17.03
3580;178.012;130.615;15.396;66.673;93.241;130.371;119.244;64.17;18.658;24.666;-11.839;2.426;-7.443;-10.757;-19.247
3590;175.65;127.406;11.637;61.702;94.178;135.441;125.251;66.557;20.044;23.392;-12.189;1.134;-8.441;-10.087;-20.743
3600;176.706;123.448;8.371;56.415;94.414;138.852;133.022;68.017;21.779;22.219;-11.85;1.741;-8.546;-8.971;-23.679
3610;177.763;117.757;7.563;51.328;96.97;142.346;141.848;69.481;23.385;22.548;-11.593;4.531;-7.25;-7.655;-25.614
3620;176.19;111.208;7.96;47.386;98.924;147.549;151.819;70.92;24.55;22.524;-11.743;5.415;-5.988;-6.469;-28.971
3630;174.855;103.71;8.494;44.037;100.934;152.655;160.535;72.808;24.466;21.139;-12.503;6.001;-4.928;-5.095;-31.688
3640;173.52;96.498;9.866;40.905;103.749;158.641;167.801;74.988;23.883;18.058;-12.903;4.963;-5.77;-3.302;-34.036
3650;171.745;89.89;9.101;38.459;106.174;164.352;174.545;75.948;22.161;16.119;-12.764;2.121;-6.48;-1.352;-36.263
3660;165.924;85.08;7.812;35.233;110.036;168.582;182.61;75.462;20.069;14.47;-12.557;-1.566;-8.458;-1.081;-37.299
3670;160.103;80.615;6.044;32.924;115.37;172.902;191.81;74.25;18.032;11.748;-12.412;-5.423;-9.539;-1.37;-39.083
3680;151.651;77.445;3.796;28.803;123.663;174.163;200.486;72.644;14.932;9.003;-12.095;-8.545;-9.559;-2.364;-41.106
3690;143.199;74.159;2.163;24.709;131.881;175.12;207.495;71.418;10.714;4.844;-13.183;-11.026;-9.172;-4.479;-42.943
3700;134.746;70.53;0.53;21.215;140.457;172.88;212.022;69.99;5.949;-0.521;-14.534;-14.189;-8.877;-5.451;-46.181
3710;126.334;66.887;0.273;17.721;143.607;170.785;215.354;69.746;1.364;-6.436;-15.706;-18.068;-8.417;-5.651;-46.884
3720;117.921;63.371;0.017;16.697;145.563;169.861;219.138;68.777;-2.632;-11.339;-16.539;-21.863;-9.008;-4.848;-48.748
3730;109.509;59.848;2.27;15.672;145.625;169.012;223.142;67.159;-6.294;-13.978;-17.339;-25.935;-10.259;-4.559;-53.091
3740;101.327;56.036;4.524;18.585;142.527;167.785;224.97;65.383;-11.001;-15.981;-17.652;-29.193;-10.79;-4.317;-54.794
3750;93.145;52.113;7.258;21.498;138.917;166.612;227.143;63.837;-16.164;-18.393;-17.255;-31.352;-11.179;-3.702;-58.774
3760;85.923;46.726;9.992;26.603;135.308;164.906;230.083;62.932;-21.145;-20.465;-17.043;-33.19;-9.746;-2.461;-61.873
3770;76.992;41.283;12.142;32.948;131.702;161.633;231.93;62.502;-25.775;-22.834;-16.527;-35.636;-7.421;0.274;-61.412
3780;68.061;34.007;14.292;38.549;128.097;157.24;232.87;62.316;-30.244;-25.317;-15.114;-38.564;-4.738;4.17;-61.552
3790;62.268;26.814;15.065;45.081;126.681;150.662;233.152;62.386;-33.421;-27.119;-14.811;-40.986;-3.52;7.686;-61.691
3800;56.474;18.99;16.138;51.81;125.017;144.084;233.175;61.647;-34.898;-27.888;-14.421;-43.361;-3.484;10.335;-60.934
3810;50.681;11.167;17.825;58.804;125.352;138.077;233.575;60.77;-35.658;-27.829;-13.832;-47.059;-3.688;11.761;-60.177
3820;49.808;4.945;19.914;65.792;125.519;132.029;232.396;59.363;-36.519;-27.837;-14.032;-50.888;-3.924;13.218;-60.262
3830;48.935;-1.56;22.159;72.567;125.686;127.785;228.939;57.686;-36.935;-29.127;-14.532;-52.592;-4.134;14.014;-60.228
3840;48.062;-6.135;23.989;78.501;124.786;123.299;222.93;55.594;-38.223;-29.737;-14.953;-53.269;-3.51;14.796;-59.542
3850;43.239;-10.593;25.203;84.524;123.887;120.367;216.069;53.394;-39.592;-29.681;-15.497;-55.418;-3.414;15.45;-57.777
3860;38.415;-11.903;25.863;89.644;119.444;117.234;207.932;51.808;-40.121;-30.73;-15.579;-58.348;-4.865;17.297;-56.357
3870;33.757;-13.207;25.305;94.716;115.001;111.742;198.557;50.611;-39.367;-31.479;-15.517;-59.364;-6.186;19.295;-53.378
3880;25.852;-13.23;24.186;97.72;108.239;105.508;189.015;48.69;-37.754;-31.411;-15.374;-60.137;-6.763;21.342;-49.603
3890;17.948;-13.495;22.305;100.938;101.215;99.113;178.756;46.212;-35.603;-30.819;-15.101;-60.225;-5.257;22.852;-45.714
3900;8.019;-15.4;20.423;102.342;94.192;91.719;168.687;44.633;-33.225;-30.37;-14.439;-59.4;-3.124;24.363;-41.709
3910;1.819;-17.794;19.543;104.211;85.326;85.764;158.801;43.228;-31.12;-28.767;-13.381;-57.461;-0.367;25.626;-38.201
3920;-4.381;-21.669;18.663;105.211;76.459;80.439;149.145;41.85;-29.832;-26.186;-12.623;-54.514;1.768;26.89;-34.694
3930;-7.673;-25.154;17.76;106.995;62.132;77.713;139.817;41.506;-27.007;-25.026;-12.156;-51.575;3.052;28.233;-31.054
3940;-11.559;-28.8;16.857;108.778;47.654;76.579;127.513;41.114;-23.786;-23.426;-10.092;-48.603;4.302;29.92;-27.414
3950;-15.444;-30.541;14.59;110.308;30.531;76.926;116.494;41.81;-21.844;-24.338;-7.803;-45.385;6.208;30.844;-24.477
3960;-20.55;-31.481;12.204;111.837;18.792;76.961;104.917;42.517;-20.32;-25.109;-5.011;-41.968;8.094;31.019;-23.861
3970;-25.174;-31.592;8.257;111.243;10.772;73.017;91.236;42.323;-17.334;-24.501;-2.258;-39.201;10.367;31.206;-23.32
3980;-29.545;-31.822;3.019;110.648;4.943;69.154;77.166;41.269;-13.582;-24.148;0.022;-36.397;12.283;30.559;-20.679
3990;-32.44;-32.109;-1.914;108.906;-0.885;62.815;65.821;39.881;-10.273;-23.903;1.963;-32.874;14.337;29.4;-17.851
4000;-35.335;-32.716;-5.982;106.924;-5.785;56.476;52.684;38.39;-7.36;-22.372;3.577;-28.666;17.19;27.521;-12.234
4010;-37.229;-33.625;-10.07;104.804;-10.498;50.952;35.113;36.513;-4.074;-19.492;5.561;-24.39;19.608;26.599;-6.266
4020;-37.428;-35.014;-13.752;100.628;-15.756;45.428;15.556;34.243;-0.721;-15.343;7.513;-19.888;21.861;24.895;-3.01
4030;-37.626;-35.752;-17.378;96.789;-21;40.592;-0.31;31.695;3.495;-11.29;7.425;-15.872;23.153;22.712;0.247
4040;-40.31;-37.902;-20.97;89.568;-26.131;37.036;-15.743;28.094;8.043;-7.637;8.197;-11.89;24.498;20.737;3.839
4050;-43.512;-39.801;-24.676;82.382;-30.902;32.164;-31.701;23.877;11.279;-6.097;9.462;-7.517;25.801;19.924;5.91
4060;-46.623;-42.61;-27.939;74.207;-33.284;27.69;-46.848;19.661;13.15;-5.99;10.53;-3.276;28.105;19.312;7.957
4070;-54.015;-45.214;-31.571;66.494;-35.746;21.193;-62.19;15.599;15.028;-6.513;12.259;-0.15;30.284;17.771;10.964
4080;-60.959;-47.418;-35.203;58.966;-37.877;13.999;-74.628;11.498;17.008;-6.265;14.297;-0.359;32.352;16.726;13.833
4090;-68.618;-49.728;-38.865;51.443;-41.052;6.852;-82.983;8.142;18.612;-5.743;15.563;-0.954;32.866;15.65;16.972
4100;-75.477;-51.257;-42.527;43.92;-43.869;-0.465;-91.338;4.87;20.226;-6.211;15.574;-0.659;33.505;14.553;20.16
4110;-81.985;-53.668;-46.512;34.989;-47.15;-7.761;-101.532;1.865;21.607;-6.426;14.837;0.612;34.026;12.138;21.767
4120;-89.908;-55.781;-50.497;26.058;-50.432;-14.779;-111.348;-0.669;21.767;-5.72;14.792;1.039;34.337;9.906;23.277
4130;-94.71;-57.811;-53.8;18.437;-52.792;-20.759;-119.596;-3.971;21.295;-4.026;14.883;-0.059;34.661;7.342;21.895
4140;-99.286;-60.767;-57.103;11.537;-55.152;-28.352;-127.008;-7.793;20.745;-1.688;14.617;-1.757;35.019;5.017;20.375
4150;-101.756;-63.03;-59.217;5.363;-59.771;-34.931;-132.681;-11.406;19.789;-0.494;14.31;-2.578;34.85;2.875;20.563
4160;-104.123;-65.225;-61.85;-0.397;-64.15;-40.945;-136.181;-14.208;18.404;-0.743;13.854;-2.545;34.79;1.756;19.87
4170;-106.006;-66.552;-63.338;-6.047;-65.01;-47.137;-139.862;-17.032;17.301;-0.531;13.876;-3.171;33.91;0.699;21.218
4180;-107.288;-68.251;-64.433;-12.105;-62.927;-53.328;-145.192;-20.477;14.67;0.617;14.873;-3.363;32.543;-1.426;22.425
4190;-107.847;-68.828;-65.977;-17.921;-60.844;-61.181;-147.982;-23.974;12.342;1.171;15.903;-2.847;31.17;-3.677;23.508
4200;-107.895;-69.466;-65.99;-24.652;-55.481;-68.806;-151.065;-27.851;11.677;4.287;17.072;-2.713;30.345;-5.75;25.028
4210;-107.943;-70.825;-66.439;-31.383;-50.119;-77.083;-153.352;-32.371;10.994;7.979;16.881;-3.194;29.499;-6.95;26.375
4220;-107.585;-71.921;-65.415;-37.109;-50.687;-83.681;-153.851;-36.149;8.35;10.066;14.83;-3.844;29.374;-8.661;27.222
4230;-107.399;-73.658;-64.433;-42.794;-51.255;-89.223;-154.201;-38.628;5.266;11.03;13;-3.543;28.241;-9.509;27.959
4240;-107.212;-75.305;-63.266;-48.571;-55.179;-93.33;-156.45;-40.898;3.561;12.406;11.586;-4.126;27.075;-10.052;28.139
4250;-106.985;-77.352;-61.714;-53.057;-59.501;-96.898;-158.851;-44.196;3.052;13.11;10.818;-6.895;24.268;-10.502;27.579
4260;-106.73;-79.64;-59.572;-57.377;-63.335;-100.699;-157.163;-47.713;2.254;12.352;9.371;-10.277;22.188;-11.639;26.727
4270;-106.474;-81.128;-57.148;-60.172;-67.237;-104.901;-151.919;-50.279;0.32;10.131;7.029;-13.057;20.059;-14.095;25.199
4280;-104.863;-82.81;-54.723;-62.679;-71.139;-109.44;-150.148;-52.483;-0.65;8.057;5.611;-15.666;19.251;-16.861;23.67
4290;-103.092;-82.371;-52.589;-63.156;-75.466;-113.979;-148.695;-54.233;-2.615;6.512;4.417;-18.539;18.434;-19.593;22.188
4300;-101.321;-82.029;-50.455;-64.326;-79.834;-117.538;-143.502;-55.408;-5.335;7.341;2.796;-20.928;17.694;-22.788;20.946
4310;-98.338;-81.167;-48.819;-65.517;-87.608;-121.097;-137.301;-57.388;-7.044;8.018;1.101;-22.829;15.233;-24.343;20.408
4320;-94.074;-80.395;-47.183;-67.683;-95.148;-121.95;-131.411;-58.688;-8.186;7.932;-0.484;-23.266;12.979;-25.192;20.07
4330;-89.811;-79.982;-45.524;-69.848;-103.505;-122.404;-126.465;-59.193;-10.742;7.022;-1.957;-20.909;9.934;-24.672;19.021
4340;-84.545;-79.59;-43.745;-73.723;-110.397;-121.48;-121.188;-58.892;-12.36;6.641;-3.45;-19.932;7.457;-23.997;16.636
4350;-79.279;-79.479;-41.919;-77.597;-115.837;-120.84;-115.298;-58.022;-13.212;6.993;-4.752;-20.032;4.931;-23.221;13.091
4360;-73.992;-79.146;-39.292;-80.119;-120.037;-118.96;-109.252;-57.989;-13.274;7.172;-5.837;-21.028;2.777;-22.585;11.314
4370;-68.185;-78.854;-37.481;-82.64;-124.786;-115.686;-104.418;-59.174;-13.903;7.175;-7.088;-21.709;-0.703;-21.829;9.618
4380;-62.378;-78.175;-35.495;-84.672;-127.661;-112.411;-101.229;-59.687;-14.868;6.419;-7.826;-21.086;-4.183;-21.083;10.301
4390;-57.986;-77.017;-33.295;-85.863;-130.928;-107.39;-98.294;-59.676;-16.138;4.268;-8.087;-19.309;-8.203;-19.828;10.983
4400;-54.034;-74.825;-31.674;-87.234;-132.383;-102.37;-94.981;-58.69;-17.574;3.654;-8.916;-17.698;-11.068;-18.732;10.901
4410;-50.083;-72.633;-30.157;-88.527;-134.183;-97.535;-92.132;-57.563;-18.994;3.521;-9.579;-15.891;-13.946;-17.618;10.818
4420;-48.095;-70.394;-29.015;-89.819;-139.114;-93.221;-90.77;-57.194;-19.993;2.335;-9.699;-13.473;-15.726;-16.724;9.872
4430;-46.108;-66.516;-27.894;-91.335;-144.046;-88.708;-88.324;-56.847;-20.305;1.775;-9.942;-13.011;-17.312;-15.676;8.905
4440;-44.12;-64.007;-25.526;-92.768;-147.396;-84.194;-86.634;-57.168;-21.487;1.659;-10.686;-13.834;-18.858;-14.772;7.748
4450;-41.09;-62.178;-23.228;-93.27;-151.106;-79.517;-84.559;-57.305;-23.701;2.847;-11.127;-14.211;-20.47;-14.026;6.484
4460;-38.059;-60.746;-20.97;-94.378;-153.297;-74.415;-81.986;-56.93;-24.735;4.709;-10.741;-12.803;-21.834;-13.288;3.341
4470;-35.837;-59.634;-18.788;-94.479;-153.083;-69.003;-80.156;-57.393;-24.625;5.291;-9.935;-10.33;-22.759;-11.888;0.622
4480;-34.04;-57.57;-16.605;-94.246;-152.869;-63.519;-77.312;-58.607;-24.338;4.188;-10.026;-7.814;-22.814;-9.581;-2.097
4490;-32.243;-55.265;-14.346;-94.012;-148.112;-58.007;-72.703;-59.215;-24.974;3.066;-10.846;-5.47;-23.207;-7.89;-5.269
4500;-30.702;-52.681;-12.087;-94.633;-143.354;-52.2;-68.161;-59.494;-26.057;2.634;-10.563;-2.28;-23.92;-6.279;-8.441
4510;-30.79;-48.498;-9.902;-95.254;-138.634;-46.641;-64.91;-58.708;-26.578;2.383;-9.841;1.971;-25.476;-4.363;-10.942
4520;-30.879;-45.069;-7.717;-96.983;-133.914;-41.101;-61.6;-57.855;-25.246;2.532;-8.498;5.313;-26.666;-1.073;-13.443
4530;-31.654;-41.171;-5.097;-100.221;-128.606;-34.728;-57.022;-57.469;-24.494;3.193;-6.539;8.695;-27.69;2.981;-14.89
4540;-32.429;-37.953;-2.316;-103.153;-123.737;-29.583;-52.229;-57.044;-22.79;3.672;-5.243;12.31;-29.219;6.454;-16.897
4550;-32.887;-35.57;-0.123;-104.967;-118.175;-24.069;-50.131;-56.468;-20.501;2.657;-5.491;15.462;-30.963;10.63;-17.71
4560;-32.007;-33.266;2.091;-106.781;-113.239;-19.794;-48.36;-55.618;-19.022;1.625;-5.979;18.823;-31.626;13.047;-18.044
4570;-31.127;-32.121;4.305;-107.418;-108.516;-16.429;-42.473;-54.619;-18.302;1.343;-5.353;21.923;-32.179;16.164;-18.378
4580;-28.927;-31.017;6.055;-108.055;-102.352;-13.063;-37.284;-53.954;-17.003;1.946;-4.014;24.43;-31.396;18.106;-17.05
4590;-27.379;-30.177;7.806;-106.618;-96.463;-10.99;-36.749;-53.658;-14.844;2.637;-3.142;27.175;-30.534;20.714;-15.721
