timepoints (min);01: bdA,+ -1;02: bdA,+ -2;03: bdA,+ -3;04: crybdIm1,+ -1;05: crybdIm1,+ -2;06: crybdIm1,+ -3;07: bdA,- -1;08: bdA,- -2;09: bdA,- -3;10: crybdIm1,- -1;11: crybdIm1,- -2;12: crybdIm1,- -3;13: frq1,+ -1;14: frq1,+ -2;15: frq1,+ -3
1320;219.66;247.41;235.712;174.383;225.074;156.12;77.958;189.976;118.918;185.782;52.367;128.293;290.894;188.151;159.6
1330;221.821;248.319;232.654;182.031;232.87;163.373;87.59;191.754;121.163;190.55;56.722;137.769;284.494;172.79;141.79
1340;221.203;249.319;229.526;188.686;240.308;171.517;98.003;192.361;123.624;196.027;59.073;146.988;276.529;156.524;123.182
1350;220.244;248.946;224.264;194.185;247.438;179.511;108.174;192.959;124.837;200.965;63.169;154.947;265.891;140.631;105.121
1360;216.839;245.313;218.14;199.166;254.561;186.284;116.097;194.052;125.656;205.875;66.453;161.788;254.149;124.555;86.893
1370;213.299;240.531;211.673;203.779;260.355;192.573;125.139;194.276;125.186;208.52;69.394;169.291;240.376;108.699;68.662
1380;206.849;233.279;205.864;208.374;264.825;198.118;134.33;194.49;124.788;208.948;73.318;173.614;223.927;92.353;51.3
1390;199.359;223.896;199.546;211.78;268.587;202.189;142.559;192.413;123.204;208.221;77.94;176.274;205.147;76.354;33.94
1400;191.054;214.766;192.567;213.758;271.321;206.669;150.078;188.514;120.409;207.025;82.585;178.918;186.309;62.663;17.732
1410;181.708;206.673;185.645;215.389;274.659;209.645;154.833;184.045;117.128;201.773;87.373;181.857;167.907;49.342;1.686
1420;171.444;199.166;177.816;216.321;276.192;212.256;157.886;176.852;113.742;196.604;90.318;183.806;150.728;35.067;-13.372
1430;159.915;192.888;170.031;217.1;276.417;214.881;158.499;169.608;110.341;192.771;90.891;185.732;134.088;23.497;-28.594
1440;148.251;186.306;162.666;217.092;273.939;215.807;157.433;161.634;105.974;189.923;91.206;186.963;118.439;11.559;-43.223
1450;135.115;176.939;153.874;213.698;268.444;214.29;153.891;151.331;98.783;185.335;87.621;184.509;98.552;0.782;-59.746
1460;123.503;168.662;144.15;209.37;261.343;211.604;148.789;141.028;91.513;178.588;84.712;182.055;76.12;-9.47;-76.766
1470;113.175;161.022;134.426;205.457;253.457;210.206;143.098;129.799;84.188;172.487;87.273;177.087;53.577;-19.726;-91.974
1480;103.553;154.005;124.633;202.8;245.615;209.316;135.203;118.05;78.087;165.41;90.655;173.335;31.283;-29.243;-105.163
1490;93.764;146.8;114.606;199.306;238.539;208.316;127.666;107.177;71.423;157.657;95.652;169.723;8.687;-38.343;-116.139
1500;84.903;141.001;105.35;195;231.178;205.003;120.697;96.766;64.255;150.393;99.543;165.303;-13.989;-46.799;-125.596
1510;77.192;133.836;98.065;188.394;223.611;202.172;116.492;86.314;57.644;142.218;102.279;160.554;-36.339;-56.2;-134.742
1520;69.487;125.59;90.702;180.686;214.632;196.095;113.072;76.243;51.101;133.233;105.684;155.532;-57.434;-64.417;-142.217
1530;62.492;116.589;83.324;173.145;206.135;189.313;108.59;67.382;44.992;125.29;109.142;150.007;-78.989;-72.134;-147.865
1540;56.2;107.988;76.4;164.859;195.761;180.917;103.069;58.563;39.163;118.266;113.337;144.301;-99.623;-80.24;-152.113
1550;50.375;98.054;69.621;155.04;184.331;171.8;95.766;50.705;34.621;109.378;117.657;137.408;-118.6;-88.233;-156.223
1560;44.505;88.76;64.912;145.297;171.75;162.617;87.846;43.265;29.862;100.579;122.367;130.481;-134.928;-95.782;-160.077
1570;39.163;78.779;60.908;136.618;159.135;153.274;78.338;35.756;23.357;91.957;125.508;121.717;-150.568;-102.876;-163.313
1580;33.847;70.16;57.326;128.497;145.668;142.869;68.503;28.848;17.774;82.901;127.625;112.433;-165.092;-108.654;-163.851
1590;28.291;60.288;52.644;119.865;132.052;130.655;57.429;21.83;12.499;72.001;130.15;103.259;-178.015;-113.05;-164.423
1600;23.174;51.509;48.583;110.526;118.738;117.91;46.451;14.888;8.465;60.883;131.514;94.939;-188.622;-117.81;-165.713
1610;19.378;44.188;45.728;101.172;105.494;106.353;37.153;7.303;4.338;48.396;133.679;87.899;-199.035;-122.326;-166.89
1620;14.982;35.738;42.825;92.435;92.454;95.541;26.599;0.767;0.258;37.326;133.69;80.811;-207.396;-126.521;-167.052
1630;12.397;28.706;37.473;83.919;80.185;85.505;15.417;-6.251;-4.026;28.578;132.139;75.411;-214.171;-130.578;-167.477
1640;10.715;23.615;30.163;75.37;69.018;76.89;5.059;-12.017;-8.545;20.017;129.909;70.648;-219.13;-135.106;-168.106
1650;9.243;17.486;23.106;65.241;58.498;67.531;-5.548;-17.782;-12.861;10.73;127.644;65.879;-224.317;-139.746;-170.043
1660;7.531;11.532;15.501;54.709;47.75;59.142;-13.174;-23.043;-16.697;3.399;125.686;61.338;-230.37;-145.03;-171.157
1670;6.295;4.981;7.681;45.479;36.763;50.614;-20.179;-26.712;-20.966;-5.455;123.927;56.458;-238.469;-150.252;-172.237
1680;3.757;-1.825;-0.411;35.03;25.566;40.241;-24.761;-30.505;-25.535;-11.021;123.141;51.698;-246.149;-156.55;-172.97
1690;0.625;-9.232;-8.2;24.852;16.146;29.509;-29.048;-32.368;-29.145;-16.448;122.698;47.534;-254;-162.85;-173.568
1700;-3.181;-17.201;-16.971;15.226;6.644;18.648;-32.585;-34.032;-32.259;-22.772;122.199;44.059;-259.663;-169.832;-174.763
1710;-8.794;-27.066;-24.997;6.527;-3.298;8.819;-36.314;-35.681;-34.782;-28.559;118.199;40.345;-263.766;-176.437;-175.481
1720;-14.306;-36.828;-33.182;-1.516;-13.967;-0.612;-39.553;-37.774;-36.785;-34.972;112.372;37.339;-267.052;-183.178;-176.381
1730;-19.743;-47.532;-42.051;-10.764;-24.633;-9.772;-40.993;-39.801;-38.953;-40.786;104.178;34.153;-270.781;-189.01;-177.132
1740;-25.241;-58.145;-50.437;-20.811;-35.389;-19.014;-42.273;-42.081;-40.33;-45.124;95.486;29.705;-274.163;-194.43;-177.444
1750;-31.233;-69.726;-57.159;-31.677;-46.764;-26.052;-44.455;-44.281;-40.759;-49.956;88.818;25.25;-276.84;-198.771;-177.658
1760;-36.982;-80.844;-63.921;-41.586;-58.578;-33.241;-46.397;-46.571;-41.966;-54.07;81.939;20.08;-278.619;-202.423;-177.241
1770;-42.655;-90.841;-70.677;-50.646;-68.621;-38.825;-48.854;-49.131;-42.628;-58.357;74.701;14.785;-281.446;-205.594;-176.324
1780;-47.982;-99.531;-77.423;-59.684;-78.532;-44.35;-51.461;-52.099;-44.01;-63.703;66.741;9.414;-284.09;-208.56;-176.265
1790;-53.943;-108.047;-83.234;-67.429;-87.698;-50.69;-53.028;-55.068;-44.789;-70.559;58.487;2.782;-286.748;-210.695;-176.309
1800;-59.793;-115.465;-89.221;-73.826;-96.221;-57.295;-55.058;-57.64;-45.781;-77.48;51.126;-3.676;-289.312;-213.412;-176.161
1810;-65.425;-122.583;-96.658;-80.108;-104.072;-64.239;-56.688;-60.532;-46.33;-84.641;44.041;-10.134;-291.916;-215.363;-175.939
1820;-71.428;-129.839;-104.437;-87.211;-112.225;-71.24;-58.429;-63.28;-47.221;-90.291;39.175;-15.208;-294.527;-217.754;-175.963
1830;-76.494;-138.102;-112.23;-94.843;-119.199;-77.44;-59.669;-64.687;-48.701;-96.087;33.939;-19.781;-297.007;-220.135;-176.313
1840;-81.43;-145.003;-119.084;-102.181;-125.32;-82.423;-60.862;-65.534;-50.861;-100.691;27.321;-24.734;-298.931;-222.756;-176.782
1850;-86.321;-151.879;-125.488;-108.895;-130.554;-87.586;-61.877;-65.921;-52.792;-105.026;21.823;-29.803;-300.975;-225.621;-177.31
1860;-91.222;-157.932;-132.31;-115.179;-135.432;-93.869;-62.429;-66.204;-54.803;-107.455;15.87;-35.108;-302.708;-228.669;-177.677
1870;-95.509;-162.913;-138.852;-121.818;-140.295;-100.974;-63.262;-66.487;-56.174;-108.902;12.35;-40.524;-304.411;-231.465;-178.284
1880;-99.737;-167.48;-143.698;-129.026;-144.731;-108.073;-63.833;-67.149;-57.738;-110.32;8.27;-45.541;-306.348;-234.781;-178.738
1890;-103.804;-172.407;-147.421;-136.537;-148.75;-115.276;-64.873;-67.717;-58.985;-112.417;4.011;-50.252;-308.284;-237.928;-178.945
1900;-107.966;-176.833;-150.999;-142.938;-152.67;-121.771;-65.946;-68.299;-60.49;-113.217;-0.586;-55.364;-308.578;-240.53;-178.608
1910;-111.257;-180.935;-154.361;-147.985;-156.597;-127.549;-66.945;-67.988;-62.786;-114.092;-6.183;-60.848;-307.319;-242.727;-178.632
1920;-114.828;-184.859;-157.218;-153.163;-159.93;-132.966;-67.862;-67.501;-64.843;-112.855;-12.046;-64.815;-305.43;-245.029;-178.516
1930;-117.49;-188.2;-159.847;-157.12;-162.239;-137.556;-69.09;-67.214;-66.727;-113.283;-19.114;-68.862;-303.601;-248.185;-178.808
1940;-119.157;-190.905;-162.236;-161.61;-165.823;-141.273;-69.597;-67.263;-67.953;-113.861;-25.713;-73.102;-301.977;-250.552;-178.663
1950;-120.681;-193.517;-164.167;-166.334;-169.581;-144.385;-70.436;-67.886;-69.778;-113.468;-32.924;-78.019;-301.211;-251.782;-178.332
1960;-121.895;-195.252;-165.768;-171.018;-172.734;-147.199;-71.234;-68.923;-71.188;-113.386;-37.29;-83.086;-299.458;-251.905;-176.596
1970;-123.473;-196.994;-167.314;-175.463;-174.821;-149.975;-72.108;-70.319;-72.779;-112.548;-43.265;-88.386;-297.52;-252.103;-173.932
1980;-124.763;-198.411;-168.321;-178.723;-176.989;-152.908;-73.731;-71.721;-74.371;-111.27;-46.692;-92.767;-294.076;-251.241;-170.908
1990;-126.243;-200.114;-168.964;-181.012;-179.426;-155.375;-75.535;-72.886;-76.117;-109.57;-50.554;-96.439;-289.601;-249.327;-168.232
2000;-127.505;-200.808;-169.663;-181.753;-181.094;-157.792;-77.681;-73.709;-77.012;-107.309;-55.463;-100.11;-284.843;-248.185;-165.308
2010;-129.57;-201.272;-170.803;-183.263;-181.439;-160.066;-80.068;-74.532;-77.337;-104.923;-60.286;-103.172;-278.487;-247.051;-163.508
2020;-131.303;-201.658;-172.368;-184.552;-181.189;-162.061;-81.999;-75.27;-77.76;-103.276;-64.898;-105.639;-269.759;-245.846;-161.153
2030;-133.952;-203.07;-173.559;-186.034;-180.454;-163.415;-83.265;-75.608;-78.255;-101.972;-68.69;-108.065;-261.011;-244.36;-157.989
2040;-135.979;-205.043;-174.894;-187.255;-179.716;-164.058;-84.241;-76.615;-79.47;-100.897;-73.117;-110.207;-251.988;-242.723;-154.908
2050;-138.048;-207.185;-175.949;-188.501;-178.578;-164.561;-84.51;-78.015;-81.734;-99.422;-78.015;-112.494;-242.844;-240.363;-152.285
2060;-139.088;-209.52;-176.887;-189.797;-177.134;-164.564;-84.19;-78.615;-84.334;-97.37;-83.727;-115.084;-232.786;-237.783;-148.517
2070;-139.992;-212.193;-177.503;-190.748;-175.429;-165.011;-83.601;-79.265;-86.91;-95.083;-89.811;-116.872;-223.051;-231.996;-144.196
2080;-141.472;-214.97;-177.72;-191.404;-173.823;-165.629;-84.088;-80.565;-89.501;-93.312;-94.993;-118.079;-211.834;-225.523;-138.939
2090;-142.877;-217.422;-177.714;-192.383;-172.018;-166.828;-84.575;-82.324;-91.626;-91.61;-98.593;-118.626;-198.658;-219.492;-132.709
2100;-143.774;-218.64;-178.301;-193.523;-170.548;-167.92;-84.887;-84.804;-93.912;-91.047;-102.066;-118.841;-185.403;-212.401;-126.6
2110;-144.408;-219;-179.197;-194.49;-169.657;-168.556;-85.543;-86.797;-96.028;-91.061;-103.188;-119.023;-169.858;-203.23;-119.491
2120;-145.11;-219.512;-180.254;-195.374;-169.394;-168.766;-84.862;-89.194;-98.414;-91.281;-105.023;-119.713;-152.274;-193.891;-111.372
2130;-145.663;-218.796;-181.27;-195.93;-169.812;-169.127;-83.225;-90.703;-100.731;-91.646;-106.905;-120.265;-131.917;-184.159;-103.29
2140;-147.041;-218.566;-182.437;-196.459;-169.641;-169.126;-81.188;-92.287;-103.097;-91.6;-108.186;-120.857;-111.567;-173.033;-95.334
2150;-148.419;-217.719;-183.164;-197.178;-169.403;-169.183;-78.397;-94.117;-105.502;-90.995;-109.895;-120.97;-89.646;-159.797;-87.436
2160;-150.328;-216.981;-183.354;-198.148;-169.239;-169.272;-75.447;-96.952;-107.268;-91.033;-110.661;-121.283;-66.841;-144.603;-78.028
2170;-151.99;-216.487;-183.335;-198.423;-168.794;-169.237;-72.342;-99.84;-109.051;-91.903;-111.666;-121.956;-43.941;-129.172;-68.669
2180;-153.466;-215.135;-183.357;-199.126;-168.684;-169.24;-68.748;-102.859;-111.017;-91.881;-112.679;-122.897;-19.48;-112.117;-57.24
2190;-154.942;-212.687;-183.819;-199.428;-168.759;-168.877;-66.141;-105.37;-113.661;-91.215;-115.629;-124.19;7.863;-95.574;-45.164
2200;-156.636;-210.414;-184.789;-200.017;-169.35;-168.654;-62.774;-107.88;-116.519;-90.97;-119.659;-125.222;37.517;-76.966;-32.93
2210;-158.29;-208.714;-185.876;-200.899;-170.063;-168.459;-59.833;-109.822;-118.688;-91.49;-123.71;-126.617;67.164;-58.406;-21.702
2220;-159.943;-206.735;-186.88;-201.834;-170.203;-168.099;-58.356;-112.097;-120.713;-92.996;-126.121;-127.531;97.966;-39.818;-10.352
2230;-161.378;-205.022;-187.487;-202.909;-170.258;-168.014;-55.913;-114.281;-121.639;-95.399;-127.203;-128.921;129.212;-21.756;2.746
2240;-162.83;-203.346;-187.621;-204.023;-169.754;-167.93;-53.657;-117.472;-122.444;-98.352;-128.029;-130.041;159.337;-3.614;16.117
2250;-164.346;-201.243;-187.644;-204.934;-168.673;-167.483;-50.538;-120.502;-123.072;-101.461;-127.189;-131.121;190.574;15.381;30.932
2260;-165.941;-199.69;-187.028;-204.585;-166.804;-167.23;-47.895;-123.028;-123.782;-104.313;-126.201;-132.172;221.488;34.083;46.745
2270;-167.986;-198.415;-185.986;-204.774;-165.585;-167.126;-45.821;-125.81;-124.192;-106.126;-125.492;-133.508;252.463;54.16;62.084
2280;-168.452;-197.101;-184.703;-204.432;-164.379;-166.732;-45.419;-128.167;-123.892;-108.411;-125.542;-134.766;283.097;75.495;79.622
2290;-168.298;-195.222;-183.366;-203.57;-162.303;-166.182;-45.018;-130.079;-123.276;-110.99;-126.233;-135.789;314.441;97.338;98.014
2300;-167.992;-192.415;-181.697;-201.839;-159.674;-165.47;-45.183;-131.996;-122.059;-113.377;-126.73;-136.419;345.102;118.895;118.273
2310;-167.164;-188.327;-179.299;-200.4;-156.88;-164.901;-45.349;-133.237;-119.778;-115.659;-126.53;-136.988;374.599;142.417;137.972
2320;-166.241;-183.425;-176.585;-199.145;-154.728;-164.208;-45.439;-134.243;-117.64;-117.594;-124.967;-137.421;403.034;165.113;158.186
2330;-164.748;-177.916;-174.15;-198.09;-153.321;-163.396;-44.24;-134.652;-113.983;-119.116;-123.063;-137.309;428.91;187.69;177.061
2340;-163.321;-171.428;-172.21;-195.727;-151.977;-162.061;-43.041;-134.262;-110.952;-120.317;-121.166;-136.964;451.863;211.605;194.832
2350;-161.618;-164.366;-169.821;-192.383;-150.448;-160.735;-41.287;-133.61;-107.852;-120.154;-119.247;-136.459;474.803;234.297;212.61
2360;-158.91;-157.452;-166.887;-188.706;-148.872;-159.225;-39.532;-132.03;-105.233;-119.774;-119.211;-135.582;494.566;256.497;229.931
2370;-156.163;-150.532;-162.981;-184.799;-147.139;-157.789;-37.646;-130.371;-101.85;-118.993;-118.07;-134.913;510.883;279.297;246.084
2380;-153.119;-143.127;-157.684;-181.011;-145.048;-156.117;-36.219;-127.942;-98.432;-118.446;-119.33;-133.768;524.454;302.241;262.589
2390;-149.127;-133.761;-152.194;-176.783;-144.586;-153.568;-34.972;-125.273;-94.192;-117.215;-120.892;-131.875;535.852;323.931;279.583
2400;-144.807;-124.574;-146.105;-172.297;-145.034;-150.006;-33.701;-122.196;-89.676;-115.717;-123.262;-129.309;541.906;343.382;296.492
2410;-140.432;-115.503;-139.223;-167.959;-144.592;-146.138;-32.553;-119.001;-84.59;-113.699;-125.152;-126.295;545.495;360.586;311.76
2420;-135.526;-105.503;-132.208;-163.519;-143.932;-141.797;-31.214;-116.207;-79.425;-111.299;-126.412;-123.138;548.335;377.505;325.695
2430;-130.091;-95.852;-125.103;-158.799;-142.314;-137.461;-30.181;-112.994;-73.865;-110.092;-126.836;-119.932;547.964;392.968;337.49
2440;-123.876;-86.412;-117.872;-153.571;-140.33;-133.428;-29.189;-110.519;-68.429;-109.545;-126.539;-116.53;541.839;408.978;348.057
2450;-117.621;-76.731;-109.342;-147.221;-137.949;-127.817;-29.495;-106.812;-63.28;-109.348;-124.721;-113.32;533.465;422.47;358.057
2460;-111.232;-65.863;-99.748;-140.52;-134.892;-122.018;-29.898;-103.902;-58.917;-108.772;-123.52;-109.428;522.564;434.243;367.717
2470;-103.916;-54.222;-90.119;-132.459;-132.316;-115.523;-28.246;-100.76;-55.108;-107.582;-122.217;-105.135;508.919;444.748;376.394
2480;-94.917;-41.103;-79.586;-123.101;-128.332;-108.85;-25.243;-98.891;-52.018;-105.503;-121.408;-100.815;494.19;454.45;383.552
2490;-85.959;-27.937;-68.658;-113.141;-124.074;-102.011;-22.24;-96.63;-48.365;-102.55;-119.519;-96.352;478.274;461.737;390.371
2500;-75.196;-12.979;-57.599;-103.415;-120.608;-94.455;-18.603;-94.248;-45.074;-99.804;-119.76;-92.018;459.451;467.131;394.775
2510;-62.63;2.761;-46.017;-94.221;-117.422;-86.974;-14.966;-92.261;-40.098;-97.137;-119.797;-87.728;438.437;471.757;398.441
2520;-50.345;17.931;-33.421;-85.426;-113.214;-78.748;-10.371;-89.212;-34.923;-95.197;-119.142;-84.07;416.32;473.648;401.445
2530;-37.472;32.894;-19.539;-75.713;-108.794;-70.983;-3.012;-85.644;-28.843;-92.759;-116.234;-80.364;395.277;473.829;402.919
2540;-24.641;46.994;-5.617;-64.394;-104.859;-62.39;4.422;-82.08;-22.763;-89.6;-112.796;-75.498;371.668;471.873;403.634
2550;-11.217;60.455;7.999;-52.604;-101.004;-53.072;14.581;-77.385;-15.577;-87.057;-109.033;-70.608;348.284;468.779;402.796
2560;2.521;74.015;20.654;-40.76;-96.626;-43.905;24.739;-72.89;-9.11;-83.593;-107.052;-65.36;322.334;461.614;398.63
2570;18.668;87.07;33.364;-28.745;-91.737;-34.058;34.959;-67.532;-1.326;-79.708;-105.945;-59.592;296.383;452.872;393.819
2580;35.218;100.461;47.103;-15.524;-84.997;-23.862;43.72;-62.455;5.299;-75.636;-104.462;-53.837;270.334;441.817;386.989
2590;52.443;113.651;62.532;-2.514;-77.418;-13.63;52.509;-57.817;13.297;-70.901;-101.979;-47.462;245.15;428.476;377.154
