timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.3;;21: frq7-.1;22: frq7-.2;;23: frq9+.1;24: frq9+.2;25: frq9+.3;26: frq10+.1;27: frq10+.2;28: frq10+.3
5000;1.088;-52.327;-21.706;150.294;91.972;;1.141;176.309;;84.244;128.708;102.814;-43.378;-20.753;10.884
5010;-2.103;-58.44;-27.011;165.971;115.426;;-4.76;164.414;;86.742;122.116;99.444;-44.33;-23.834;5.08
5020;-7.36;-65.964;-31.851;182.058;137.215;;-12.148;153.48;;90.901;114.906;96.552;-42.763;-25.863;-0.275
5030;-14.45;-74.67;-35.647;199.345;157.452;;-20.215;142.359;;94.143;106.447;95.028;-41.434;-27.701;-5.523
5040;-21.517;-84.069;-38.236;216.841;177.435;;-26.524;130.515;;96.164;97.044;93.255;-39.036;-29.349;-10.899
5050;-27.32;-93.229;-39.905;231.996;196.804;;-31.05;119.394;;95.112;87.476;90.674;-34.968;-30.848;-16.69
5060;-31.545;-101.316;-40.902;245.436;216.174;;-33.134;106.497;;94.732;77.415;87.542;-30.174;-32.697;-22.225
5070;-34.039;-107.648;-39.897;260.316;231.748;;-35.378;89.502;;94.532;67.334;83.596;-27.979;-32.862;-26.241
5080;-36.108;-112.163;-38.599;273.298;249.548;;-37.666;72.557;;93.512;59.582;79.608;-26.175;-31.923;-29.346
5090;-38.308;-115.331;-38.75;281.494;268.335;;-40.663;57.91;;90.972;51.644;74.084;-24.206;-31.39;-32.15
5100;-39.255;-117.886;-37.705;286.075;287.89;;-43.873;44.833;;88.468;46.978;66.935;-21.073;-29.926;-35.181
5110;-40.388;-120.368;-37.102;287.295;304.352;;-46.163;29.771;;83.748;42.403;59.65;-17.745;-28.505;-36.672
5120;-42.258;-121.643;-37.117;285.677;318.959;;-50.269;14.572;;78.659;37.315;52.709;-14.237;-26.43;-39.401
5130;-43.385;-121.554;-39.119;283.218;334.499;;-54.119;1.017;;70.022;35.815;45.783;-11.843;-25.741;-42.141
5140;-43.858;-120.086;-40.934;277.123;347.179;;-58.022;-12.594;;57.99;35.545;36.535;-11.388;-24.657;-42.516
5150;-43.385;-117.45;-43.462;268.732;357.04;;-61.691;-21.171;;45.622;37.906;25.768;-11.257;-23.728;-41.468
5160;-42.41;-114.352;-45.374;258.781;359.152;;-63.946;-28.674;;33.461;43.178;15.629;-11.946;-22.091;-41.534
5170;-43.484;-111.672;-46.983;246.276;358.543;;-64.444;-35.059;;22.983;48.735;12.033;-8.698;-21.519;-41.588
5180;-46.047;-109.564;-47.244;234.899;354.484;;-65.142;-41.879;;16.426;54.485;7.312;-4.05;-18.855;-40.08
5190;-49.531;-108.021;-46.852;222.982;343.818;;-66.281;-50.261;;13.029;56.408;0.381;-0.228;-15.774;-35.669
5200;-51.53;-107.203;-47.668;211.566;332.612;;-67.823;-60.04;;10.537;59.392;-6.317;2.208;-12.244;-33.257
5210;-53.149;-105.954;-49.526;196.727;318.308;;-69.215;-66.954;;7.01;65.317;-10.759;3.688;-10.291;-33.232
5220;-55.959;-105.221;-51.394;181.479;303.041;;-69.647;-73.8;;3.294;71.208;-16.011;5.29;-7.617;-33.186
5230;-60.368;-105.125;-54.793;166.092;285.028;;-69.352;-78.337;;-1.119;75.836;-21.578;7.203;-5.508;-34.057
5240;-67.086;-104.657;-58.116;150.799;268.938;;-68.83;-81.146;;-4.921;77.276;-28.047;9.796;-4.625;-32.946
5250;-74.171;-105.134;-62.31;135.397;248.975;;-68.586;-85.959;;-8.124;76.655;-34.681;13.112;-4.669;-30.102
5260;-80.443;-106.441;-65.852;118.197;227.983;;-69.261;-89.95;;-12.732;76.028;-40.783;15.44;-5.628;-28.159
5270;-85.433;-106.284;-70.105;99.297;205.774;;-69.859;-96.404;;-20.177;71.866;-45.968;16.517;-6.716;-27.423
5280;-90.681;-105.172;-74.452;79.692;183.465;;-68.982;-101.727;;-28.182;65.149;-53.015;17.872;-8.385;-26.125
5290;-96.206;-104.037;-78.723;59.88;159.888;;-67.368;-109.044;;-36.057;58.03;-60.062;18.057;-8.45;-24.825
5300;-102.396;-103.843;-84.276;41.217;135.652;;-66.288;-116.058;;-40.419;50.85;-66.211;16.641;-7.625;-22.825
5310;-108.928;-104.15;-90;21.495;110.954;;-65.001;-121.52;;-44.028;43.385;-70.847;16.048;-7.197;-21.077
5320;-115.251;-104.905;-97.361;2.263;89.119;;-63.364;-123.738;;-49.739;36.484;-74.6;17.366;-6.979;-20.901
5330;-120.763;-106.348;-104.541;-14.297;67.808;;-61.807;-126.702;;-57.029;28.796;-78.574;22.502;-7.366;-21.423
5340;-125.221;-107.945;-111.959;-29.801;45.263;;-59.829;-128.99;;-60.457;22.346;-80.2;26.433;-5.852;-22.79
5350;-130.676;-110.348;-119.108;-42.665;22.13;;-57.941;-132.192;;-63.339;13.513;-82.394;29;-4.479;-23.434
5360;-134.636;-112.492;-125.516;-56.36;0.433;;-56.612;-133.749;;-65.401;5.73;-86.719;31.527;-2.386;-24.337
5370;-137.779;-115.441;-132.146;-67.72;-20.477;;-55.124;-134.892;;-64.666;-0.156;-91.36;34.832;-1.286;-22.691
5380;-140.847;-119.257;-137.243;-79.345;-42.172;;-53.354;-135.841;;-59.756;-10.218;-96.291;38.11;0.479;-21.439
5390;-143.625;-123.217;-141.964;-89.647;-60.698;;-51.873;-137.364;;-54.574;-20.397;-100.348;41.048;1.174;-18.847
5400;-147.233;-127.73;-145.368;-100.179;-75.935;;-51.07;-138.498;;-50.353;-31.501;-103.364;44.29;1.091;-16.2
5410;-151.143;-132.39;-148.712;-109.709;-87.669;;-50.414;-139.914;;-43.261;-44.284;-106.415;48.474;1.65;-14.397
5420;-153.615;-137.149;-152.326;-116.092;-97.527;;-49.014;-140.189;;-37.127;-56.472;-108.837;50.866;4.48;-14.794
5430;-154.923;-141.441;-156.767;-122.243;-107.385;;-47.16;-139.491;;-31.923;-68.501;-109.287;52.585;5.538;-14.801
5440;-156.833;-145.135;-161.338;-127.516;-113.72;;-45.411;-134.967;;-29.433;-77.8;-108.321;53.309;5.581;-13.938
5450;-159.099;-147.761;-164.552;-132.989;-120.327;;-43.204;-129.683;;-28.731;-87.519;-106.09;53.352;3.332;-12.939
5460;-160.972;-149.725;-166.789;-138.112;-126.726;;-40.538;-125.946;;-26.757;-99.109;-103.768;54.559;1.999;-7.847
5470;-162.72;-152.07;-168.519;-142.801;-131.023;;-38.567;-122.768;;-23.382;-110.665;-99.811;56.286;1.783;-2.088
5480;-163.994;-154.826;-169.683;-148.312;-132.993;;-36.636;-120.886;;-20.524;-121.223;-97.494;58.121;2.246;4.388
5490;-164.166;-156.821;-170.688;-153.542;-137.681;;-35.291;-120.466;;-17.684;-129.53;-96.428;60.149;3.123;7.154
5500;-164.274;-157.974;-170.48;-158.294;-143.11;;-32.622;-117.183;;-15.75;-134.077;-95.072;61.902;5.99;7.186
5510;-164.79;-158.844;-171.63;-161.732;-148.149;;-29.417;-113.646;;-14.577;-137.556;-93.331;64.517;9.971;8.353
5520;-165.971;-159.706;-173.452;-165.731;-152.521;;-25.891;-109.568;;-12.229;-137.659;-90.964;66.152;12.582;10.505
5530;-166.68;-160.055;-174.854;-169.625;-157.41;;-22.757;-106.737;;-7.657;-133.873;-87.637;65.066;14.92;12.706
5540;-168.543;-160.444;-176.535;-173.763;-161.738;;-19.43;-103.553;;-1.999;-128.48;-84.814;64.221;16.761;14.254
5550;-171.166;-160.196;-177.615;-177.505;-165.006;;-15.97;-99.977;;3.251;-122.15;-81.03;63.072;18.281;15.481
5560;-172.771;-159.823;-178.368;-181.407;-166.555;;-12.938;-95.578;;8.243;-115.64;-78.265;61.401;19.862;16.983
5570;-173.818;-160.05;-177.811;-185.251;-167.797;;-9.87;-90.581;;13.857;-108.343;-74.543;58.971;20.203;19.239
5580;-174.983;-160.036;-177.528;-188.85;-169.023;;-6.567;-86.863;;19.292;-101.75;-70.712;52.534;20.639;21.654
5590;-175.663;-159.51;-175.811;-190.938;-169.314;;-3.263;-82.891;;23.917;-96.074;-67.607;47.577;20.221;24.445
5600;-177.149;-158.692;-173.858;-192.786;-166.992;;-0.623;-79.6;;29.407;-90.385;-64.509;44.026;18.817;28.243
5610;-179.753;-157.767;-172.145;-193.43;-164.363;;1.876;-75.967;;34.669;-83.763;-59.741;40.265;17.088;33.563
5620;-182.037;-156.672;-169.091;-192.812;-161.194;;3.429;-72.022;;37.607;-75.978;-55.014;35.884;15.821;37.938
5630;-184.321;-155.625;-166.277;-192.269;-159.194;;4.582;-68.105;;37.995;-66.417;-49.171;30.403;14.797;42.829
5640;-186.826;-154.513;-162.79;-191.486;-161.84;;5.739;-62.815;;40.288;-56.772;-42.383;25.314;14.469;45.872
5650;-188.503;-152.481;-160.046;-191.097;-164.374;;7.924;-57.183;;44.561;-45.834;-36.074;20.662;15.132;48.517
5660;-190.003;-150.294;-157.295;-187.436;-165.486;;9.611;-52.714;;49.081;-34.963;-30.717;15.306;15.701;52.298
5670;-192.292;-148.872;-155.178;-184.132;-167.481;;10.418;-48.018;;53.615;-25.686;-26.491;12.006;13.53;57.215
5680;-194.686;-146.734;-152.651;-181.829;-169.283;;9.596;-44.317;;58.73;-17.07;-22.749;7.425;11.833;60.412
5690;-197.408;-143.694;-149.026;-179.87;-171.618;;8.92;-41.589;;66.116;-7.928;-19.966;3.763;11.254;61.888
5700;-202.197;-140.725;-144.898;-178.56;-171.455;;8.428;-39.924;;76.432;1.633;-19.53;1.277;12.869;64.403
5710;-207.52;-137.447;-140.684;-176.618;-171.095;;7.257;-38.514;;88.046;11.414;-18.914;-1.894;14.59;66.425
5720;-211.946;-133.219;-136.098;-175.076;-171.03;;6.814;-38.05;;97.16;20.221;-18.308;-5.437;15.306;68.643
5730;-216.796;-128.21;-130.284;-170.695;-170.961;;7.008;-36.972;;104.196;28.983;-14.153;-10.117;17.037;71.171
5740;-221.76;-122.825;-124.632;-164.131;-171.56;;7.283;-34.938;;111.019;37.033;-8.033;-14.269;17.429;74.801
5750;-226.281;-118.025;-119.854;-157.065;-172.288;;6.834;-35.326;;118.637;43.622;-1.83;-18.065;15.286;79.062
5760;-230.77;-114.891;-115.502;-149.999;-171.193;;5.658;-35.983;;124.608;47.59;2.575;-22.101;12.832;82.117
5770;-235.113;-112.52;-110.468;-143.848;-168.605;;4.884;-35.908;;127.899;51.476;4.884;-26.255;11.097;84.346
5780;-238.821;-110.786;-106.211;-137.741;-164.95;;3.83;-35.178;;129.106;52.403;8.135;-27.898;9.425;84.982
5790;-241.564;-109.217;-103.244;-131.519;-161.022;;2.909;-34.924;;128.779;52.727;11.593;-29.276;7.324;85.429
5800;-243.789;-108.326;-100.527;-125.297;-157.094;;1.037;-34.314;;128.211;52.514;11.794;-30.479;4.941;86.952
5810;-246.385;-108.166;-98.534;-118.161;-152.577;;-2.313;-33.797;;126.537;52.164;10.066;-32.186;3.143;87.977
5820;-250.063;-107.476;-97.732;-110.695;-147.575;;-6.241;-32.436;;125.201;50.745;6.395;-33.294;1.629;90.284
5830;-254.061;-106.861;-96.912;-103.297;-140.717;;-10.603;-30.837;;125.628;48.879;2.564;-32.397;0.313;90.337
5840;-256.894;-105.997;-96.538;-95.898;-134.258;;-14.339;-30.8;;125.128;46.715;-1.11;-32.092;-1.313;89.814
5850;-258.241;-104.901;-96.738;-87.574;-129.112;;-19.087;-29.513;;122.211;44.474;-3.701;-33.116;-2.561;88.938
5860;-258.451;-104.039;-96.12;-77.247;-123.101;;-23.058;-31.543;;120.208;41.11;-7.524;-34.539;-2.743;86.655
5870;-258.794;-103.061;-95.931;-66.364;-114.557;;-25.377;-33.687;;118.328;36.753;-12.223;-35.119;-3.519;83.622
5880;-258.526;-102.539;-95.502;-55.481;-104.657;;-29.246;-35.927;;118.039;30.841;-17.83;-34.178;-3.077;77.821
5890;-257.43;-102.388;-95.47;-43.555;-92.677;;-33.674;-38.178;;116.486;23.108;-23.363;-33.057;-4.095;73.563
5900;-256.77;-101.633;-94.854;-30.614;-81.992;;-39.011;-42.937;;111.69;14.345;-28.939;-32.583;-7.185;70.692
5910;-256.457;-100.425;-92.623;-20.201;-71.306;;-43.688;-47.447;;105.377;6.666;-34.699;-31.166;-10.175;66.246
5920;-255.073;-97.55;-88.508;-9.789;-57.069;;-48.36;-52.571;;98.743;-0.658;-41.163;-29.425;-11.994;61.339
5930;-253.603;-93.451;-83.872;2.561;-41.887;;-51.512;-55.868;;91.006;-8.178;-48.359;-26.37;-12.499;56.05
5940;-250.305;-89.988;-78.97;17.709;-22.899;;-54.985;-60.468;;80.978;-15.567;-55.142;-23.095;-15.96;51.814
5950;-245.081;-86.647;-73.179;35.782;-5.957;;-57.946;-66.269;;70.241;-22.153;-59.837;-20.634;-18.274;49.039
5960;-241.044;-82.192;-66.32;53.855;10.749;;-59.537;-72.105;;58.153;-29.486;-64.36;-17.708;-19.051;46.502
5970;-236.334;-78.206;-59.731;72.829;29.505;;-61.354;-77.448;;45.484;-37.236;-67.914;-15.057;-19.898;43.019
5980;-229.28;-75.815;-54.801;88.76;51.974;;-63.45;-81.897;;34.229;-44.338;-73.225;-11.124;-22.081;38.622
5990;-222.752;-73.641;-48.938;105.404;76.636;;-65.917;-86.548;;22.443;-50.463;-80.361;-7.432;-23.446;34.837
6000;-216.488;-70.324;-42.643;121.728;98.008;;-67.465;-90.723;;14.054;-56.712;-88.063;-5.606;-23.33;28.594
6010;-208.357;-66.041;-36.537;136.181;112.866;;-68.434;-94.03;;4.775;-61.246;-93.637;-4.532;-22.967;22.346
6020;-199.625;-59.05;-31.04;150.508;133.895;;-69.287;-96.559;;-2.182;-65.724;-98.931;-4.877;-22.225;17.746
6030;-190.646;-50.273;-24.945;168.008;154.561;;-71.113;-100.843;;-9.217;-67.059;-106.288;-4.981;-20.822;15.368
6040;-181.703;-41.265;-18.023;185.389;179.687;;-73.659;-104.313;;-17.087;-67.59;-114.287;-6.604;-18.116;13.97
6050;-170.979;-32.247;-11.059;203.811;206.59;;-75.913;-109.001;;-26.012;-68.309;-120.676;-7.308;-14.757;9.686
6060;-159.138;-22.4;-3.881;220.357;233.717;;-75.923;-113.268;;-34.052;-67.851;-124.578;-7.299;-13.509;3.625
6070;-145.794;-10.211;3.745;234.172;257.386;;-75.648;-118.781;;-42.65;-67.193;-126.49;-7.4;-12.967;-2.634
6080;-129.794;3.308;11.673;247.188;277.567;;-75.414;-123.97;;-51.897;-65.161;-128.254;-8.543;-12.553;-7.517
6090;-114.052;14.851;19.818;260.608;298.658;;-75.113;-127.142;;-60.414;-62.841;-130.243;-10.11;-12.44;-12.417
6100;-98.233;26.705;28.674;273.65;319.761;;-77.029;-130.356;;-67.761;-60.778;-133.139;-11.323;-12.345;-17.72
6110;-81.788;38.967;37.859;283.036;339.33;;-80.121;-130.857;;-75.363;-58.788;-134.647;-11.655;-14.41;-23.346
6120;-65.463;52.396;47.385;291.142;354.357;;-84.389;-132.01;;-83.088;-56.396;-135.468;-11.33;-16.058;-28.774
6130;-49.577;67.67;58.354;297.418;370.439;;-84.852;-130.767;;-91.219;-54.994;-136.571;-11.189;-19.143;-31.815
6140;-31.63;82.83;70.372;301.44;385.048;;-85.225;-130.599;;-98.058;-53.141;-137.672;-11.24;-20.646;-36.954
6150;-12.206;97.083;82.417;302.094;398.677;;-85.677;-129.852;;-103.989;-51.28;-137.614;-11.837;-21.575;-42.77
6160;6.623;111.781;92.817;303.108;406.57;;-86.567;-128.294;;-111.761;-51.392;-138.381;-13.426;-21.993;-47.134
6170;26.106;125.192;103.477;301.103;411.342;;-83.422;-125.411;;-118.365;-50.404;-139.244;-16.335;-20.836;-48.942
6180;48.326;137.287;114.814;297.683;410.418;;-81.417;-123.277;;-124.956;-47.36;-140.84;-18.85;-20.687;-49.537
6190;69.382;147.959;124.959;288.593;403.731;;-79.131;-122.843;;-129.964;-44.13;-140.772;-21.794;-19.27;-51.592
6200;91.194;158.021;132.548;276.263;395.24;;-78.295;-120.381;;-133.121;-41.331;-140.386;-24.117;-19.062;-55.641
6210;117.447;167.852;138.305;262.532;386.317;;-78.945;-118.426;;-136.684;-38.545;-140.117;-25.727;-19.31;-58.226
6220;144.135;177.873;144.604;247.577;372.757;;-79.619;-117.23;;-138.68;-35.05;-142.23;-27.876;-19.008;-60.479
6230;168.829;189.465;151.454;231.996;353.152;;-80.145;-116.764;;-138.652;-31.851;-144.481;-30.57;-19.626;-62.051
6240;195.43;202.739;156.879;213.395;335.221;;-80.309;-113.128;;-140.029;-29.167;-145.528;-33.641;-19.712;-63.48
6250;222.33;214.705;161.793;193.932;320.705;;-80.821;-109.313;;-143.981;-26.01;-146.561;-33.575;-20.337;-62.545
6260;248.206;225.716;167.723;177.767;309.775;;-80.418;-104.434;;-144.724;-22.575;-147.367;-33.371;-21.561;-61.255
6270;274.19;234.378;175.487;161.394;292.12;;-80.383;-101.579;;-144.474;-18.67;-146.585;-33.426;-22.625;-60.93
6280;300.061;241.265;182.116;142.297;274.465;;-78.766;-98.702;;-142.844;-15.574;-145.036;-33.961;-22.228;-61.048
6290;325.494;247.546;187.839;122.89;251.763;;-76.177;-95.508;;-141.73;-12.95;-143.108;-31.983;-22.266;-64.113
6300;349.217;253.981;193.323;101.963;226.828;;-73.028;-90.498;;-140.625;-11.404;-140.401;-30.735;-22.643;-63.941
6310;371.223;257.855;197.972;81.207;201.349;;-71.113;-84.641;;-139.844;-12.018;-137.421;-30.363;-20.731;-64.498
6320;391.273;259.623;201.837;62.834;177.848;;-68.313;-76.71;;-138.081;-12.632;-134.866;-30.753;-17.739;-67.698
6330;408.637;261.713;205.207;43.604;155.247;;-65.399;-68.766;;-136.564;-15.291;-132.4;-30.266;-15.961;-69.39
6340;425.073;264.539;208.243;23.425;131.11;;-61.844;-62.239;;-134.84;-18.757;-130.196;-28.939;-14.255;-70.681
6350;440.392;267.458;210.473;1.468;106.244;;-53.359;-55.397;;-133.309;-22.859;-127.676;-27.796;-11.08;-71.157
6360;454.007;271.226;211.277;-19.196;81.542;;-44.995;-47.699;;-132.502;-26.913;-125.673;-26.732;-7.75;-71.931
6370;466.328;273.308;212.061;-39.476;57.097;;-37.357;-40.105;;-131.897;-31.292;-124.702;-27.094;-4.574;-72.137
6380;476.183;273.728;213.163;-59.531;31.215;;-31.512;-36.07;;-131.012;-34.149;-123.766;-28.426;-3.978;-69.783
6390;481.716;273.252;213.597;-78.29;4.31;;-24.486;-30.316;;-128.909;-37.119;-123.506;-29.727;-2.599;-66.479
6400;483.284;272.992;214.873;-93.959;-20.921;;-15.372;-19.705;;-125.892;-39.943;-122.949;-30.748;0.85;-63.143
6410;484.691;272.646;217.414;-107.735;-43.468;;-1.956;-8.956;;-121.601;-43.146;-120.614;-31.008;3.017;-61.605
6420;487.208;270.986;218.108;-118.636;-66.513;;8.297;0.778;;-116.706;-45.461;-118.065;-30.561;2.752;-61.251
6430;485.862;268.243;216.051;-128.67;-85.319;;20.661;11.108;;-110.153;-47.091;-114.261;-30.194;4.299;-62.175
6440;481.435;265.789;214.131;-136.745;-101.703;;30.721;25.457;;-103.488;-48.793;-110.912;-29.295;7.841;-62.891
6450;474.959;262.568;212.868;-143.978;-115.034;;44.582;39.757;;-98.524;-50.25;-107.73;-28.579;9.396;-61.716
6460;464.286;258.472;212.662;-151.275;-128.705;;58.612;57.586;;-93.32;-49.349;-104.617;-28.383;9.135;-62.342
6470;451.869;252.768;212.454;-158.415;-139.713;;75.408;77.244;;-86.35;-47.073;-98.961;-27.774;8.978;-62.312
6480;439.47;244.968;211.737;-162.899;-147.578;;90.997;97.335;;-81.301;-44.604;-92.05;-26.811;10.394;-61.793
6490;425.659;236.075;211.803;-167.742;-153.732;;106.586;115.439;;-75.455;-42.218;-84.401;-24.869;13.029;-59.403
6500;413.508;227.298;211.389;-171.499;-159.374;;122.49;136.022;;-69.382;-39.145;-76.981;-23.508;16.123;-57.175
6510;400.428;219.81;210.269;-178.305;-164.883;;137.834;155.677;;-61.206;-34.726;-68.513;-24.054;19.828;-54.503
6520;385.23;212.906;207.457;-184.005;-172.501;;151.983;176.323;;-52.508;-30.105;-58.244;-24.874;23.153;-51.412
6530;368.706;205.239;204.524;-190.519;-180.811;;165.15;197.364;;-43.201;-25.422;-46.425;-25.526;25.098;-46.679
6540;352.2;197.714;200.988;-194.411;-189.201;;177.761;222.603;;-32.571;-21.549;-36.383;-26.338;27.175;-39.188
6550;335.425;190.232;196.897;-197.2;-197.676;;190.094;247.526;;-20.869;-17.393;-26.508;-25.099;29.243;-34.982
6560;318.319;184.4;193.137;-198.706;-204.403;;201.666;269.259;;-8.701;-11.993;-16.542;-23.281;30.49;-28.906
6570;299.901;178.353;189.135;-200.761;-210.566;;212.007;288.692;;3.029;-6.724;-7.116;-20.663;31.083;-21.306
6580;280.619;171.354;184.361;-201.334;-216.113;;219.49;305.919;;15.203;-0.986;4.263;-19.212;32.648;-13.981
6590;262.793;165.622;178.073;-201.879;-221.472;;226.738;319.768;;29.411;5.226;15.994;-18.723;33.171;-6.601
6600;245.825;159.237;170.91;-201.673;-226.971;;231.386;329.705;;44.723;13.167;29.691;-18.19;31.561;1.032
6610;227.999;151.614;165.59;-199.788;-232.923;;234.974;336.462;;59.921;21.986;44.23;-17.781;31.01;10.548
6620;210.919;144.419;159.93;-197.877;-237.847;;238.821;343.24;;76.102;30.381;60.611;-16.709;31.434;19.993
6630;197.039;137.432;152.352;-195.792;-241.895;;243.659;356.476;;92.414;38.796;76.723;-14.757;34.189;26.952
6640;185.819;130.503;142.521;-193.957;-244.571;;248.007;360.993;;108.738;48.854;96.138;-12.881;36.444;34.186
6650;176.632;123.633;129.981;-191.883;-247.247;;251.341;365.691;;123.499;59.621;116.454;-10.843;36.308;41.463
6660;168.759;116.274;114.148;-191.243;-248.637;;248.241;370.382;;137.189;70.72;135.539;-9.312;33.939;50.863
6670;158.738;109.942;97.814;-189.086;-249.2;;245.839;377.179;;149.302;77.974;154.563;-7.494;31.443;59.75
6680;148.924;103.37;82.743;-186.957;-248.819;;242.843;381.212;;159.2;85.08;172.95;-4.986;27.509;66.207
6690;141.948;96.618;66.797;-184.509;-248.53;;238.37;382.237;;168.767;94.658;190.389;-2.079;22.077;73.276
6700;136.367;90.65;51.401;-183.152;-248.412;;232.163;383.352;;177.207;104.16;206.581;-0.006;19.908;78.95
6710;131.548;84.386;35.244;-179.894;-247.481;;228.836;379.919;;184.797;112.819;223.014;1.916;20.596;86.47
6720;127.072;78.69;18.132;-176.206;-245.434;;222.906;376.134;;190.572;118.877;238.338;3.832;21.726;93.342
6730;122.927;73.698;1.372;-171.317;-244.006;;216.527;371.768;;196.357;123.938;253.183;5.67;21.636;97.339
6740;117.338;68.43;-14.8;-165.175;-243.868;;209.883;367.686;;202.772;128.695;265.567;6.11;19.771;98.354
6750;109.072;64.126;-29.81;-158.532;-243.554;;202.559;357.492;;208.524;133.102;275.793;6.897;16.302;99.668
6760;99.749;59.44;-43.611;-151.052;-243.281;;193.785;344.389;;213.541;136.196;283.753;9.21;12.858;99.92
6770;90.243;54.44;-56.905;-142.172;-240.572;;182.248;330.948;;216.112;138.759;289.303;12.905;9.692;97.523
6780;81.262;50.494;-69.041;-131.091;-234.102;;169.283;317.948;;217.545;140.128;294.868;15.779;6.582;92.614
6790;72.994;47.741;-80.279;-118.788;-228.684;;156.229;299.946;;217.88;142.148;300.818;16.912;2.942;86.17
6800;64.029;45.368;-90.072;-106.53;-222.161;;142.386;278.029;;218.277;143.247;306.575;16.206;1.074;80.789
6810;55.921;43.244;-98.494;-92.392;-215.557;;128.73;257.854;;220.239;143.949;311.524;14.418;-0.51;74.982
6820;48.123;42.015;-105.811;-74.828;-206.291;;114.719;237.713;;221.986;143.906;317.251;12.903;-2.143;69.967
6830;41.669;39.942;-112.632;-57.699;-196.138;;103.534;219.319;;225.083;143.876;322.068;11.138;-2.596;64.428
6840;34.081;35.483;-118.143;-39.28;-186.17;;91.863;201.269;;225.939;142.396;326.663;10.709;-2.316;58.163
6850;25.177;30.579;-123.097;-20.861;-173.579;;80.005;184.577;;223.885;138.876;328.188;10.658;-1.774;49.578
6860;17.233;25.473;-130.386;-3.196;-158.771;;69.748;170.621;;220.163;134.17;327.746;12.047;-3.796;38.954
6870;9.732;18.258;-138.618;16.343;-143.898;;60.212;157.479;;215.43;129.229;324.149;15.073;-7.021;27.29
6880;0.225;9.92;-146.334;39.247;-129.47;;48.76;137.363;;207.808;122.724;320.303;17.942;-10.499;16.985
6890;-11.363;1.625;-151.661;62.15;-113.618;;36.415;123.498;;199.295;113.698;311.76;20.444;-13.67;7.123
6900;-22.735;-7.432;-155.563;85.521;-100.088;;22.87;106.829;;193.552;103.433;298.97;21.797;-15.081;-3.732
6910;-34.577;-16.317;-158.753;108.892;-86.138;;12.299;91.328;;190.684;93.092;284.977;23.452;-15.088;-14.614
6920;-45.943;-24.593;-161.593;130.295;-70.16;;0.752;72.149;;186.01;84.823;271.011;24.548;-14.324;-24.793
6930;-56.541;-32.862;-164.285;151.698;-50.404;;-11.057;54.04;;180.491;75.291;258.359;24.599;-12.952;-32.509
6940;-67.756;-40.772;-165.917;174.658;-26.545;;-19.015;37.222;;173.812;63.422;247.441;23.883;-11.716;-40.604
6950;-79.917;-49.189;-166.367;200.804;-3.018;;-28.115;20.335;;167.357;51.594;235.931;22.581;-11.858;-46.902
6960;-92.822;-58.488;-165.159;227.326;23.105;;-39.379;2.814;;160.727;39.201;223.993;21.208;-13.593;-52.926
6970;-106.207;-67.265;-162.919;253.847;47.75;;-50.604;-15.57;;154.017;27.828;211.378;22.021;-14.639;-59.113
6980;-119.377;-76.285;-159.885;279.243;72.855;;-60.103;-31.88;;144.862;15.15;197.986;23.513;-14.301;-64.283
6990;-132.037;-83.571;-157.19;304.928;97.363;;-69.563;-48.542;;133.287;1.167;185.844;24.756;-14.852;-70.792
7000;-142.782;-91.763;-156.348;328.589;123.425;;-78.901;-62.996;;120.848;-12.549;178.138;24.443;-15.153;-77.458
7010;-152.503;-99.686;-156.552;352.25;154.342;;-86.399;-75.91;;108.499;-24.593;170.232;24.676;-15.24;-83.446
7020;-161.268;-106.768;-156.73;371.629;185.259;;-89.51;-87.56;;96.857;-36.092;161.185;25.356;-15.665;-87.661
7030;-168.868;-114.222;-156.959;387.383;211.796;;-92.11;-99.444;;84.199;-47.081;150.77;25.709;-16.218;-86.103
7040;-176.319;-122.919;-156.952;399.561;238.676;;-95.27;-110.218;;70.203;-57.919;139.801;24.963;-16.677;-82.443
7050;-182.516;-132.389;-156.88;411.739;261.266;;-97.874;-119.099;;55.12;-68.531;129.012;25.61;-18.222;-82.217
7060;-186.923;-142.007;-156.574;420.317;283.764;;-100.055;-128.051;;38.241;-78.628;119.462;27.29;-18.937;-83.269
7070;-190.025;-152.058;-156.179;424.072;300.363;;-101.75;-137.148;;20.508;-87.599;110.241;29.433;-18.854;-86.041
7080;-195.88;-160.472;-155.938;424.385;314.097;;-103.343;-145.371;;1.382;-96.349;98.67;31.968;-19.939;-88.392
7090;-200.465;-166.652;-155.428;424.578;325.21;;-104.417;-148.822;;-17.68;-103.328;86.982;33.063;-20.006;-89.57
7100;-204.393;-173.483;-154.007;422.51;333.923;;-105.603;-150.65;;-34.131;-109.743;76.063;33.691;-18.819;-89.952
7110;-208.174;-181.003;-151.968;421.295;341.308;;-106.81;-152.45;;-49.778;-116.073;66.011;33.553;-15.201;-91.327
7120;-211.23;-185.847;-148.839;415.239;351.716;;-107.577;-157.057;;-65.567;-122.341;58.683;30.868;-11.669;-92.512
7130;-213.19;-189.575;-147.165;407.062;360.204;;-107.714;-159.673;;-78.967;-128.557;51.251;27.163;-7.996;-95.188
