timepoints (min);46: wc-2-.2;47: wc-2-.3
4100;-9.69;22.007
4110;-7.994;23.047
4120;-2.539;23.687
4130;2.916;24.327
4140;7.97;25.022
4150;13.023;25.157
4160;15.717;23.212
4170;18.459;21.254
4180;21.481;19.295
4190;24.503;20.737
4200;26.399;22.261
4210;28.259;23.902
4220;30.64;25.503
4230;33.021;27.505
4240;36.539;29.486
4250;39.796;31.342
4260;42.172;30.719
4270;44.549;30.095
4280;45.537;29.458
4290;46.648;28.814
4300;48.56;28.53
4310;49.472;28.087
4320;50.494;27.644
4330;49.695;27.039
4340;48.897;28.073
4350;47.498;29.397
4360;46.017;30.721
4370;40.775;30.913
4380;35.534;31.105
4390;30.532;31.414
4400;25.752;31.723
4410;23.331;32.23
4420;20.91;32.724
4430;19.422;33.218
4440;17.486;30.392
4450;16.669;28.556
4460;15.852;26.665
4470;14.31;24.774
4480;12.692;24.803
4490;9.874;24.839
4500;7.057;24.723
4510;5.033;26.047
4520;3.01;28.051
4530;2.706;29.972
4540;2.323;31.894
4550;1.891;33.655
4560;2.459;35.937
4570;3.028;38.177
4580;2.276;40.417
4590;1.462;38.417
4600;1.248;36.417
4610;1.034;34.258
4620;0.941;33.259
4630;1.026;29.621
4640;0.872;26.003
4650;0.717;22.288
4660;-0.206;20.814
4670;-1.135;20.579
4680;-2.825;20.462
4690;-4.514;20.566
4700;-7.215;18.949
4710;-9.916;17.601
4720;-12.057;16.254
4730;-14.197;11.834
4740;-15.982;6.655
4750;-17.767;1.572
4760;-20.112;-3.51
4770;-22.697;-7.353
4780;-25.406;-11.196
4790;-28.034;-15.052
4800;-30.663;-18.909
4810;-32.83;-24.386
4820;-35.087;-29.857
4830;-36.023;-35.327
4840;-36.96;-38.197
4850;-36.549;-40.258
4860;-35.986;-42.139
4870;-35.543;-44.021
4880;-35.101;-43.262
4890;-35.33;-42.87
4900;-35.697;-42.513
4910;-35.343;-42.156
4920;-34.99;-43.039
4930;-33.869;-42.564
4940;-32.748;-42.09
4950;-30.946;-40.575
4960;-30.568;-39.061
4970;-29.542;-35.062
4980;-28.516;-31.063
4990;-27.77;-26.305
5000;-27.452;-21.546
5010;-27.542;-19.337
5020;-27.392;-18.247
5030;-27.241;-17.157
5040;-24.698;-15.495
5050;-22.348;-15.716
5060;-20.197;-15.257
5070;-18.047;-14.797
5080;-15.932;-14.269
5090;-13.611;-13.291
5100;-12.81;-13.033
5110;-12.368;-13.023
5120;-11.92;-13.014
5130;-11.768;-12.223
5140;-10.897;-11.473
5150;-9.905;-10.695
5160;-9.086;-9.917
5170;-8.266;-9.59
5180;-7.567;-10.903
5190;-7.283;-11.934
5200;-7.102;-12.964
5210;-5.601;-13.021
5220;-4.101;-15.437
5230;-3.378;-17.854
5240;-2.614;-20.27
5250;-1.49;-22.382
5260;-0.086;-22.8
5270;1.367;-23.218
5280;2.95;-23.636
5290;1.934;-25.341
5300;2.226;-25.128
5310;2.519;-24.916
5320;2.714;-24.703
5330;2.47;-19.538
5340;2.07;-14.332
5350;1.67;-9.127
5360;1.727;-3.921
5370;1.783;-3.528
5380;2.232;-3.495
5390;2.666;-3.462
5400;2.981;-3.429
5410;1.775;-0.749
5420;0.508;2.451
5430;-0.988;5.651
5440;-1.923;8.403
5450;-1.782;10.669
5460;-1.641;11.975
5470;-1.48;13.281
5480;-0.279;14.132
5490;0.698;17.364
5500;1.674;20.036
5510;2.247;22.708
5520;2.819;25.593
5530;1.232;29.957
5540;-0.356;35.601
5550;-3.301;41.066
5560;-5.646;46.531
5570;-7.859;49.716
5580;-10.073;48.541
5590;-12.159;47.234
5600;-13.968;46.066
5610;-15.778;45.538
5620;-17.629;49.843
5630;-19.92;54.148
5640;-20.756;58.452
5650;-21.592;63.279
5660;-20.873;65.548
5670;-20.154;67.817
5680;-17.172;70.086
5690;-14.19;69.287
5700;-11.946;69.132
5710;-9.702;68.978
5720;-7.284;68.823
5730;-4.866;66.16
5740;-2.292;61.143
5750;0.281;56.127
5760;2.676;51.11
5770;5.07;45.563
5780;9.446;38.778
5790;13.339;31.993
5800;17.233;25.208
5810;20.299;18.047
5820;23.366;13.538
5830;24.85;9.029
5840;26.334;4.52
5850;27.356;1.491
5860;28.378;-2.254
5870;29.044;-5.999
5880;29.71;-9.743
5890;29.625;-13.448
5900;29.139;-17.833
5910;28.364;-22.218
5920;27.589;-26.603
5930;24.13;-32.108
5940;21.138;-34.703
5950;18.146;-37.299
5960;15.092;-39.895
5970;12.079;-40.811
5980;9.448;-39.397
5990;6.818;-37.983
6000;4.208;-36.57
6010;1.599;-35.836
6020;-0.444;-34.792
6030;-2.487;-33.734
6040;-3.786;-32.676
6050;-5.526;-31.818
6060;-7.272;-30.714
6070;-9.018;-29.77
6080;-9.423;-28.825
6090;-10.08;-28
6100;-10.737;-28.559
6110;-11.345;-28.986
6120;-11.673;-29.414
6130;-10.952;-29.601
6140;-10.23;-30.05
6150;-8.895;-30.788
6160;-7.56;-31.526
6170;-7.068;-32.263
6180;-6.575;-31.13
6190;-6.537;-29.823
6200;-5.778;-29.317
6210;-5.019;-28.811
6220;-4.261;-30.785
6230;-3.706;-32.759
6240;-4.514;-34.677
6250;-5.323;-36.836
6260;-6.393;-37.894
6270;-7.823;-38.952
6280;-6.546;-39.941
6290;-5.269;-39.61
6300;-3.379;-39.168
6310;-1.49;-38.727
6320;-1.074;-38.092
6330;-0.659;-37.058
6340;0.028;-35.497
6350;0.714;-33.935
6360;2.91;-32.629
6370;5.106;-30.563
6380;5.804;-28.474
6390;4.47;-26.386
6400;3.137;-24.67
6410;1.906;-21.234
6420;1.436;-18.192
6430;0.926;-15.149
6440;0.415;-12.106
6450;-0.746;-8.25
6460;-1.908;-5.923
6470;-2.56;-3.596
6480;-3.212;-1.269
6490;-2.178;0.954
6500;-1.143;2.861
6510;1.095;4.767
6520;3.334;6.673
6530;3.168;8.055
6540;2.843;7.188
6550;2.738;6.32
6560;2.633;5.452
6570;3.761;4.509
6580;4.338;3.745
6590;4.914;2.981
6600;5.491;2.217
6610;5.028;1.811
6620;3.171;0.577
6630;1.314;-0.738
6640;1.393;-2.052
6650;1.472;-3.367
6660;1.659;-6.112
6670;1.847;-7.937
6680;1.412;-9.761
6690;0.578;-11.586
6700;0.019;-12.983
6710;-0.539;-13.501
6720;-1.586;-14.018
6730;-2.014;-14.535
6740;-2.441;-14.901
6750;-2.938;-12.946
6760;-5.114;-10.992
6770;-6.777;-9.037
6780;-8.439;-6.6
6790;-9.865;-4.723
6800;-11.291;-2.845
6810;-12.697;-0.968
6820;-14.102;1.454
6830;-14.859;2.876
6840;-16.297;3.978
6850;-17.817;5.08
6860;-19.337;6.065
6870;-19.594;6.988
6880;-18.887;7.59
6890;-18.179;8.193
6900;-17.548;8.761
6910;-16.956;9.44
6920;-14.949;8.079
6930;-12.942;6.717
6940;-10.59;5.335
6950;-8.239;3.85
6960;-8.579;4.604
6970;-8.92;5.359
6980;-9.701;6.154
6990;-10.761;7.137
7000;-11.932;8.599
7010;-13.103;10.061
7020;-14.885;11.523
7030;-14.444;12.84
7040;-14.003;15.157
7050;-13.437;17.257
7060;-12.872;19.356
7070;-12.706;21.455
7080;-12.52;23.644
7090;-11.909;26.753
7100;-11.298;29.821
7110;-7.927;32.888
7120;-4.556;36.018
7130;-2.343;42.588
7140;-0.131;49.385
7150;0.801;56.182
7160;1.734;62.924
7170;1.092;71.226
7180;0.599;79.597
7190;0.105;87.968
7200;-0.389;96.229
7210;2.017;100.93
7220;5.542;105.761
7230;9.323;110.593
7240;13.025;115.335
7250;16.727;117.917
7260;20.029;119.036
7270;23.331;120.155
7280;24.175;121.273
7290;25.019;122.392
7300;24.263;122.59
7310;23.508;122.506
7320;23.228;122.319
7330;23.385;122.131
7340;23.542;120.503
7350;23.699;118.766
7360;21.386;117.028
7370;18.873;115.29
7380;16.394;106.592
7390;13.888;97.818
7400;12.662;89.072
7410;11.316;80.326
7420;9.97;69.659
7430;8.372;59.166
7440;6.775;48.672
7450;5.658;37.943
7460;4.541;29.295
7470;2.097;21.007
7480;-0.237;12.705
7490;-2.571;4.258
7500;-4.905;-4.189
7510;-6.832;-11.516
7520;-9.079;-18.684
7530;-11.063;-25.914
7540;-13.117;-33.145
7550;-13.571;-38.775
7560;-14.185;-44.537
7570;-14.799;-50.422
7580;-15.181;-56.308
7590;-15.563;-62.433
7600;-15.305;-68.269
7610;-15.047;-74.215
7620;-14.506;-80.161
7630;-13.543;-81.348
7640;-12.581;-82.706
7650;-11.618;-83.961
7660;-10.535;-85.217
7670;-9.452;-84.992
7680;-8.772;-85.287
7690;-8.21;-85.348
7700;-8.127;-85.408
7710;-8.044;-85.469
7720;-7.961;-86.25
7730;-4.134;-87.858
7740;-0.306;-89.466
7750;3.521;-91.074
7760;7.349;-91.723
7770;11.731;-92.564
7780;13.743;-93.254
7790;15.756;-93.943
7800;17.768;-94.593
7810;19.472;-94.988
7820;21.175;-95.506
7830;22.123;-96.025
7840;23.022;-94.943
7850;23.281;-93.49
7860;23.541;-91.67
7870;23.8;-89.851
7880;24.666;-88.872
7890;25.532;-87.892
7900;26.399;-87.168
7910;27.265;-86.444
7920;28.062;-85.12
7930;27.16;-83.276
7940;26.258;-81.639
7950;25.356;-80.001
7960;24.93;-78.364
7970;24.503;-76.367
7980;20.146;-73.852
7990;15.789;-71.338
8000;11.211;-68.983
8010;6.633;-66.949
8020;2.055;-64.804
8030;2.106;-62.659
8040;2.157;-60.514
8050;2.208;-57.65
8060;2.259;-54.902
8070;2.503;-52.154
8080;4.685;-49.407
8090;6.868;-46.339
8100;9.05;-43.554
8110;11.163;-41.073
8120;13.276;-38.592
8130;12.902;-35.75
8140;12.528;-32.909
8150;11.879;-30.33
8160;11.229;-27.75
8170;10.579;-25.051
8180;10.549;-22.352
8190;10.519;-20.163
8200;10.488;-17.974
8210;10.458;-15.145
8220;10.393;-12.316
8230;11.439;-10.694
8240;12.484;-9.072
8250;13.53;-7.89
8260;14.554;-6.708
8270;15.579;-5.284
8280;15.53;-3.861
8290;15.48;-4.117
8300;15.513;-5.734
8310;15.546;-7.316
8320;15.579;-8.836
8330;15.252;-5.956
8340;14.925;-3.916
8350;14.599;-1.6
8360;14.272;0.605
8370;13.89;2.811
8380;14.477;3.777
8390;15.065;4.88
8400;15.652;6.087
8410;16.212;7.294
8420;16.855;8.501
8430;14.698;9.687
8440;12.541;10.687
8450;10.494;11.687
8460;8.447;9.927
8470;6.448;8.029
8480;6.026;6.276
8490;5.604;4.523
8500;5.182;4.77
8510;4.726;5.017
8520;4.269;5.208
8530;2.032;5.31
8540;-0.206;8.892
8550;-2.326;12.474
8560;-4.446;16.801
8570;-6.565;21.066
8580;-8.59;20.971
8590;-10.732;20.876
8600;-12.875;21.146
8610;-15.017;21.472
8620;-17.159;21.597
8630;-17.731;22.603
8640;-18.303;23.332
8650;-18.876;24.172
8660;-19.448;23.612
8670;-19.938;22.332
8680;-16.123;21.052
8690;-12.308;19.993
8700;-8.492;20.574
8710;-4.484;23.275
8720;-0.476;25.975
8730;0.332;28.407
8740;1.292;30.839
8750;2.252;32.39
8760;3.212;33.942
8770;4.172;35.37
8780;4.229;36.797
8790;4.285;38.545
8800;4.342;40.292
8810;4.399;41.874
8820;4.4;43.457
8830;4.127;48.079
8840;3.854;52.701
8850;3.581;57.247
8860;3.301;61.793
8870;3.021;63.659
8880;2.888;65.526
8890;2.756;67.392
8900;2.382;69.513
8910;2.008;72.835
8920;1.635;76.156
8930;1.19;79.477
8940;0.767;82.716
8950;0.343;82.715
8960;-0.08;82.713
8970;-0.579;82.712
8980;-0.741;82.703
8990;-0.902;81.895
9000;-1.063;80.567
9010;-1.377;79.239
9020;-2.17;78.448
9030;-2.284;77.778
9040;-2.399;74.988
9050;-2.872;72.197
9060;-3.345;68.814
9070;-4.098;66.23
9080;-4.073;60.567
9090;-4.207;54.903
9100;-4.341;49.137
9110;-4.275;43.128
9120;-4.208;40.32
9130;-5.13;37.512
9140;-6.051;34.414
9150;-7.652;30.647
9160;-9.254;22.76
9170;-10.876;14.873
9180;-12.67;7.745
9190;-13.785;1.051
9200;-14.899;-6.163
9210;-15.683;-13.377
9220;-16.466;-20.59
9230;-15.2;-27.39
9240;-13.617;-31.79
9250;-12.033;-36.19
9260;-10.45;-40.59
9270;-8.866;-44.866
9280;-8.428;-48.793
9290;-7.989;-53.48
9300;-7.55;-58.167
9310;-8.232;-63.219
9320;-9.033;-68.499
9330;-9.441;-72.219
9340;-10.73;-75.939
9350;-12.018;-79.418
9360;-13.513;-83.428
9370;-15.008;-86.437
9380;-17.764;-89.447
9390;-20.52;-92.146
9400;-22.699;-95.383
9410;-24.879;-93.341
9420;-26.738;-91.298
9430;-28.666;-89.248
9440;-31.247;-86.612
9450;-33.828;-81.577
9460;-36.368;-76.541
9470;-38.73;-71.539
9480;-42.448;-66.538
9490;-46.167;-62.647
9500;-48.486;-58.876
9510;-50.783;-55.346
9520;-52.601;-51.817
9530;-54.357;-48.19
9540;-56.233;-42.484
9550;-57.95;-36.495
9560;-58.548;-30.506
9570;-58.705;-24.241
9580;-59.055;-19.137
9590;-58.388;-14.032
9600;-57.72;-8.837
9610;-56.172;-3.553
9620;-54.625;-1.989
9630;-52.272;-0.425
9640;-49.919;1.505
9650;-45.486;3.269
9660;-41.052;8.153
9670;-37.119;13.037
9680;-33.295;18.452
9690;-28.552;23.868
9700;-23.808;29.072
9710;-19.07;35.676
9720;-14.332;41.783
9730;-9.88;47.891
9740;-5.524;54.109
9750;-2.568;64.327
9760;0.388;74.51
9770;3.463;84.694
9780;6.801;94.581
9790;10.259;100.628
9800;13.717;106.399
9810;15.255;112.17
9820;16.732;117.796
9830;18.12;119.742
9840;17.668;121.55
9850;17.215;123.359
9860;15.986;125.167
9870;14.674;129.141
9880;15.803;130.415
9890;16.931;131.69
9900;15.979;132.964
9910;15.028;130.2
9920;16.348;124.254
9930;17.668;118.308
9940;18.35;112.361
9950;19.033;106.808
9960;19.79;102.935
9970;20.548;99.117
9980;21.832;95.299
9990;23.116;91.268
10000;24.883;86.476
10010;26.684;80.939
10020;28.366;75.403
10030;30.047;69.901
10040;31.685;63.519
10050;33.048;56.771
10060;36.331;50.023
10070;38.574;43.276
10080;41.099;40.146
10090;45.423;34.452
10100;49.748;28.759
10110;53.952;23.065
10120;58.073;17.212
10130;59.968;13.52
10140;61.863;9.697
10150;62.839;5.873
10160;63.621;2.112
10170;62.097;0.07
10180;60.572;-1.702
10190;58.097;-3.474
10200;55.621;-5.171
10210;53.036;-10.468
10220;50.451;-15.537
10230;49.252;-20.606
10240;48.157;-25.888
10250;46.462;-33.331
10260;44.767;-40.608
10270;44.167;-47.886
10280;43.643;-55.163
10290;43.279;-59.088
10300;42.914;-63.366
10310;42.357;-67.643
10320;42.806;-71.92
10330;43.254;-76.321
10340;44.262;-78.523
10350;45.512;-80.745
10360;46.771;-82.967
10370;48.03;-85.189
10380;47.97;-85.166
10390;47.888;-84.914
10400;48.403;-84.663
10410;48.917;-84.412
10420;47.308;-81.377
10430;45.698;-78.272
10440;44.688;-75.167
10450;43.679;-72.062
10460;42.221;-68.437
10470;40.604;-63.804
10480;37.388;-59.171
10490;34.171;-54.538
10500;31.313;-50.865
10510;28.269;-46.79
10520;24.185;-42.716
10530;20.101;-38.641
10540;14.535;-34.567
10550;9.266;-32.421
10560;4.197;-30.033
10570;-0.872;-27.646
10580;-6.07;-25.258
10590;-11.746;-20.99
10600;-17.422;-16.012
10610;-23.298;-11.034
10620;-29.153;-6.057
10630;-33.702;-2.999
10640;-38.251;-0.775
10650;-41.2;1.448
10660;-44.521;3.672
10670;-45.643;5.055
10680;-46.764;3.913
10690;-47.963;2.743
10700;-49.003;1.574
10710;-49.443;0.404
10720;-49.883;-1.206
10730;-51.142;-3.008
10740;-52.739;-4.811
10750;-54.337;-6.614
10760;-55.934;-8.537
10770;-57.211;-11.328
10780;-58.599;-14.12
10790;-58.346;-16.912
10800;-58.094;-17.863
10810;-57.435;-18.284
10820;-56.858;-18.594
10830;-56.241;-18.905
10840;-56.225;-19.215
10850;-56.105;-18.988
10860;-55.447;-18.863
10870;-54.789;-18.739
10880;-54.571;-18.415
10890;-53.96;-18.397
10900;-54.949;-18.379
10910;-55.938;-19.072
10920;-56.906;-19.764
10930;-57.819;-17.777
10940;-58.972;-16.279
10950;-60.126;-14.519
10960;-60.659;-12.759
10970;-60.828;-11.919
10980;-59.756;-10.975
10990;-58.684;-9.777
11000;-55.891;-8.578
11010;-53.208;-7.019
11020;-50.445;-7.737
11030;-47.683;-8.454
11040;-43.898;-9.261
11050;-40.21;-9.628
11060;-36.921;-10.084
11070;-32.713;-10.901
11080;-28.229;-11.959
11090;-23.145;-14.257
11100;-18.061;-16.389
11110;-11.897;-18.161
11120;-5.519;-19.934
11130;1.299;-21.63
11140;8.117;-23.607
11150;13.215;-25.372
11160;18.32;-27.138
11170;23.225;-28.738
11180;28.13;-31.058
11190;32.651;-33.488
11200;36.731;-36.159
11210;40.171;-38.829
11220;43.611;-41.444
11230;46.903;-43.963
11240;49.996;-44.161
11250;51.208;-44.36
11260;52.661;-44.524
11270;53.734;-42.543
11280;54.828;-40.563
11290;54.761;-38.422
11300;53.775;-36.488
11310;52.775;-34.554
11320;50.855;-32.026
11330;48.935;-31.098
11340;48.975;-30.17
11350;48.594;-29.103
11360;47.134;-28.439
11370;45.673;-26.054
11380;44.852;-23.669
11390;43.859;-20.919
11400;44.586;-18.841
11410;45.313;-16.764
11420;46.52;-15.327
11430;47.334;-13.89
11440;48.628;-12.197
11450;49.921;-10.265
11460;49.221;-7.732
11470;47.844;-5.2
11480;46.388;-2.854
11490;42.491;-2.828
11500;38.87;-2.801
11510;35.748;1.345
11520;32.625;5.615
11530;29.182;9.548
11540;26.215;13.32
11550;24.168;15.572
11560;22.121;17.825
11570;17.954;19.932
11580;13.539;23.64
11590;7.164;25.868
11600;0.789;28.095
11610;-4.946;29.826
11620;-11.026;29.837
11630;-17.746;29.848
11640;-24.466;30.379
11650;-30.626;30.834
11660;-36.89;31.993
11670;-43.633;33.792
11680;-50.377;36.99
11690;-57.223;40.403
11700;-63.774;43.788
11710;-68.364;46.572
11720;-73.155;49.357
11730;-77.855;51.702
11740;-80.116;54.095
11750;-82.377;56.357
11760;-84.877;54.499
11770;-87.35;51.681
11780;-89.503;48.988
11790;-91.657;46.521
11800;-91.25;45.575
11810;-90.65;44.629
11820;-87.93;43.363
11830;-85.21;41.579
11840;-81.33;41.276
11850;-77.491;40.972
11860;-74.292;40.469
11870;-71.094;39.621
11880;-68.015;38.545
11890;-64.84;36.949
11900;-62.225;36.553
11910;-60.13;36.157
11920;-57.876;35.713
11930;-55.732;33.869
11940;-53.589;32.025
11950;-49.006;29.381
11960;-43.836;26.799
11970;-38.466;24.734
11980;-33.097;23.109
11990;-28.367;19.364
12000;-23.968;15.668
12010;-19.33;12.371
12020;-14.691;10.034
12030;-7.812;7.698
12040;-1.341;5.121
12050;2.571;2.683
12060;6.483;0.244
12070;14.314;-1.874
12080;21.96;-3.113
12090;28.445;-3.952
12100;34.931;-4.556
12110;37.178;-4.96
12120;39.556;-6.084
12130;42.054;-7.208
12140;42.032;-8.277
12150;42.113;-10.546
12160;42.714;-12.815
12170;43.316;-13.324
12180;44.117;-14.109
12190;45.319;-14.928
12200;44.08;-14.948
12210;42.841;-12.447
12220;43.523;-9.65
12230;44.473;-7.121
12240;46.063;-2.473
12250;47.654;2.175
12260;50.244;2.743
12270;52.979;2.836
12280;53.474;2.928
12290;53.97;3.261
12300;52.745;3.753
12310;50.961;4.349
12320;45.258;4.855
12330;38.594;4.481
12340;31.51;4.108
12350;24.164;4.494
12360;21.098;5.749
12370;18.072;7.724
12380;14.694;9.699
12390;13.836;10.354
12400;12.978;10.748
12410;11.64;11.161
12420;10.206;9.815
12430;8.571;11.669
12440;6.937;13.268
12450;7.422;14.494
12460;8.163;13.2
12470;6.983;11.906
12480;5.804;11.932
12490;5.225;12.048
12500;4.521;11.695
12510;2.818;15.422
12520;1.114;19.069
12530;0.051;22.957
12540;-1.164;26.508
12550;-0.659;29.898
12560;-2.474;33.288
12570;-4.324;33.679
12580;-5.497;33.6
12590;-6.669;33.521
12600;-7.641;32.683
12610;-8.69;29.524
12620;-9.778;26.2
12630;-10.866;23.117
12640;-10.075;21.354
12650;-8.779;18.552
