timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;;;20: frq7-.1;21: frq7-.2;22: frq7-.3;23: frq9+.2;24: frq9+.3;;25: frq10+.1;26: frq10+.3
10650;-235.183;-214.183;-199.783;325.873;;;-147.84;-147.63;-118.406;117.887;202.708;;128.702;144.644
10660;-230.63;-206.772;-193.426;313.585;;;-146.302;-148.777;-126.086;116.499;201.005;;130.539;145.269
10670;-225.676;-198.73;-186.476;301.063;;;-143.975;-148.634;-132.015;114.919;196.942;;132.266;147.288
10680;-219.513;-191.79;-178.931;285.41;;;-141.357;-149.334;-137.468;112.568;192.676;;132.659;148.292
10690;-213.548;-185.171;-171.331;266.273;;;-138.218;-149.865;-140.647;110.218;189.05;;131.823;150.308
10700;-208.639;-178.68;-164.284;245.348;;;-135.341;-150.132;-144.61;106.53;185.429;;131.07;151.452
10710;-203.077;-172.654;-156.85;223.763;;;-132.792;-149.596;-148.363;102.759;181.808;;129.622;153.519
10720;-196.57;-165.708;-149.367;201.352;;;-129.105;-148.866;-152.197;98.866;176.113;;128.132;153.637
10730;-189.807;-158.268;-142.739;177.381;;;-125.164;-147.026;-155.244;95.647;169.117;;124.614;152.4
10740;-182.04;-149.029;-137.388;153.81;;;-120.563;-144.917;-156.103;92.428;161.681;;120.75;149.723
10750;-174.185;-140.77;-132.721;129.967;;;-116.04;-142.657;-156.103;90.103;153.665;;116.914;146.361
10760;-167.193;-130.088;-127.483;105.954;;;-111.717;-141.251;-155.066;87.592;144.237;;112.211;143.852
10770;-160.13;-116.201;-121.739;81.546;;;-106.721;-140.885;-154.552;85.353;135.197;;107.549;141.303
10780;-152.458;-103.132;-117.375;58.581;;;-100.484;-140.161;-152.545;82.433;124.73;;101.542;138.112
10790;-144.226;-89.281;-113.81;35.872;;;-93.469;-138.95;-149.488;79.35;113.582;;94.203;133.846
10800;-136.688;-75.022;-110.465;13.913;;;-86.254;-137.29;-144.942;75.665;101.074;;86.76;128.899
10810;-128;-60.221;-106.615;-7.679;;;-80.44;-136.221;-141.661;71.71;87.542;;78.55;123.808
10820;-120.615;-44.779;-102.319;-25.39;;;-74.55;-135.121;-139.273;67.236;74.41;;70.237;117.161
10830;-113.419;-30.705;-98.022;-43.371;;;-70.241;-134.514;-136.921;61.843;61.068;;61.557;110.394
10840;-105.149;-15.477;-92.161;-55.454;;;-68.015;-133.468;-135.628;56.474;48.726;;52.76;102.143
10850;-96.703;-1.49;-85.721;-64.059;;;-64.309;-132.886;-135.749;50.556;37.17;;43.735;94.822
10860;-86.203;13.714;-79.281;-71.378;;;-60.913;-132.204;-136.877;43.646;25.263;;34.419;89.75
10870;-74.086;30.298;-72.989;-79.034;;;-56.468;-131.523;-137.606;36.539;13.757;;24.945;84.703
10880;-61.971;45.401;-66.514;-85.239;;;-52.316;-131.097;-139.269;28.792;1.963;;16.254;80.24
10890;-45.194;61.298;-61.64;-90.011;;;-48.204;-131.048;-139.629;20.975;-9.79;;7.17;76.132
10900;-26.297;78.581;-54.637;-93.743;;;-44.71;-131.277;-136.861;13.566;-20.977;;-1.694;70.994
10910;-7.039;96.297;-46.525;-97.634;;;-42.254;-131.417;-133.212;5.714;-33.561;;-11.124;64.772
10920;12.371;113.303;-38.454;-101.348;;;-40.988;-131.908;-131.263;-2.052;-44.906;;-20.334;56.963
10930;29.265;129.486;-30.79;-104.825;;;-39.829;-131.15;-130.498;-9.564;-57.262;;-28.625;48.65
10940;44.919;144.808;-21.513;-107.454;;;-38.277;-130.885;-131.861;-17.458;-68.579;;-36.206;38.684
10950;60.552;160.73;-11.796;-110.076;;;-35.393;-130.383;-131.721;-24.639;-79.73;;-43.917;29.782
10960;76.255;176.646;0.537;-111.767;;;-33.448;-129.983;-131.188;-32.001;-90.721;;-51.811;20.276
10970;91.239;192.617;14.782;-113.377;;;-32.717;-129.266;-129.166;-39.699;-100.341;;-59.884;11.863
10980;105.914;205.908;29.628;-115.026;;;-32.786;-129.174;-126.197;-47.891;-110.029;;-67.022;4.31
10990;119.367;217.025;44.152;-117.001;;;-33.433;-128.953;-125.066;-55.993;-120.75;;-73.105;-3.077
11000;132.339;228.156;61.124;-119.008;;;-32.941;-128.138;-122.861;-64.768;-130.672;;-79.091;-12.945
11010;145.192;238.567;76.552;-120.701;;;-32.31;-125.619;-120.634;-73.563;-139.312;;-85.916;-23.996
11020;157.303;246.287;93.11;-121.429;;;-31.177;-122.513;-117.24;-82.337;-147.897;;-92.741;-35.888
11030;167.869;253.559;111.441;-122.199;;;-30.451;-118.606;-111.589;-90.753;-154.259;;-98.305;-46.101
11040;178.968;259.91;129.234;-123.326;;;-31.372;-114.637;-106.269;-99.149;-159.535;;-101.377;-55.25
11050;191.217;265.488;148.517;-125.07;;;-32.614;-110.79;-101.257;-106.994;-164.091;;-104.634;-62.116
11060;205.691;271.128;167.432;-125.655;;;-33.502;-106.272;-95.524;-113.956;-167.263;;-108.004;-68.462
11070;222.142;276.04;186.386;-127.004;;;-33.297;-100.757;-88.066;-120.186;-170.506;;-111.374;-74.477
11080;238.223;281.64;205.32;-128.139;;;-31.908;-93.817;-80.08;-125.353;-173.45;;-115.23;-80.665
11090;252.374;285.397;224.029;-128.997;;;-29.177;-87.219;-70.701;-130.644;-175.885;;-118.368;-85.212
11100;266.331;288.817;241.857;-129.364;;;-26.206;-79.738;-60.881;-134.241;-178.174;;-121.465;-89.499
11110;278.713;289.687;256.738;-129.965;;;-23.269;-73.872;-50.458;-136.619;-179.732;;-122.668;-93.772
11120;289.102;287.21;269.855;-130.52;;;-20.142;-68.046;-38.939;-138.892;-181.455;;-122.99;-98.901
11130;299.45;284.567;282.59;-132.077;;;-16.717;-62.509;-24.629;-140.321;-183.418;;-122.512;-101.863
11140;304.621;277.564;294.19;-134.113;;;-13.806;-55.509;-10.877;-141.916;-185.119;;-121.116;-104.992
11150;308.552;266.283;304.963;-136.324;;;-11.011;-47.073;3.339;-142.823;-185.775;;-119.754;-106.946
11160;312.938;254.974;314.681;-138.106;;;-9.697;-38.61;16.306;-143.71;-185.164;;-118.189;-109.822
11170;314.89;242.501;321.749;-140.006;;;-8.065;-30.199;30.943;-143.985;-184.309;;-116.543;-112.877
11180;318.121;230.473;327.047;-140.945;;;-7.931;-22.834;46.185;-143.903;-182.888;;-114.662;-115.761
11190;321.84;219.284;330.166;-141.705;;;-8.717;-15.55;62.742;-142.823;-182.324;;-112.268;-116.266
11200;322.713;209.931;328.396;-141.688;;;-9.641;-8.31;78.757;-142.228;-181.411;;-109.873;-115.768
11210;322.96;201.331;323.934;-141.286;;;-7.87;-0.287;92.452;-141.443;-180.463;;-106.968;-114.618
11220;322.499;192.141;317.531;-141.076;;;-6.154;9.257;103.43;-141.417;-178.663;;-103.703;-113.668
11230;321.808;184.487;309.88;-141.081;;;-2.35;18.731;112.978;-140.469;-175.549;;-100.663;-113.617
11240;318.006;177.229;303.328;-141.706;;;1.447;29.084;121.96;-139.639;-171.262;;-97.71;-113.931
11250;311.792;170.902;294.439;-142.545;;;5.218;36.268;128.902;-138.448;-165.957;;-94.757;-111.741
11260;305.401;163.683;285.254;-143.397;;;8.913;42.406;134.254;-137.12;-160.399;;-89.843;-109.879
11270;298.873;156.063;274.321;-145.378;;;11.588;49.036;137.913;-136.185;-154.499;;-84.288;-107.279
11280;292.825;149.723;261.734;-147.262;;;13.102;54.519;138.783;-135.258;-149.167;;-79.346;-105.639
11290;282.814;142.421;248.902;-147.938;;;14.548;60.381;138.494;-134.4;-145.025;;-76.345;-104.713
11300;272.586;135.177;234.185;-147.255;;;14.811;66.029;137.178;-132.734;-140.843;;-73.823;-105.47
11310;259.679;126.789;219.694;-146.572;;;15.206;72.092;133.748;-130.989;-137.04;;-71.415;-107.174
11320;243.618;119.054;204.702;-145.203;;;15.08;77.194;129.137;-130.037;-133.132;;-68.767;-108.408
11330;226.563;111.043;189.694;-143.502;;;14.913;80.887;123.273;-129.206;-129.185;;-65.338;-109.957
11340;208.786;103.57;173.246;-142.47;;;12.869;82.909;119.91;-128.229;-125.441;;-61.53;-112.09
11350;190.633;96.749;157.868;-140.505;;;7.92;85.342;120.688;-128.029;-120.623;;-57.881;-114.676
11360;172.366;89.15;146.669;-138.139;;;3.288;89.469;122.196;-126.53;-115.28;;-54.346;-115.739
11370;154.89;83.872;136.51;-134.686;;;-3.021;93.713;122.319;-125.052;-109.924;;-51.91;-116.2
11380;138.183;77.259;126.321;-130.581;;;-9.116;97.421;116.705;-122.015;-105.001;;-49.371;-118.331
11390;121.861;72.768;115.312;-126.276;;;-13.577;98.752;107.029;-118.312;-100.023;;-46.734;-119.568
11400;103.679;71.328;103.582;-122.65;;;-17.72;98.68;93.684;-114.708;-94.77;;-43.497;-120.783
11410;85.593;69.931;89.921;-119.869;;;-17.858;98.459;83.505;-111.343;-87.977;;-40.03;-120.737
11420;68.126;69.472;77.885;-117.757;;;-18.03;98.4;71.84;-108.426;-81.372;;-36.065;-120.786
11430;53.368;68.497;67.25;-115.087;;;-14.674;99.516;59.483;-105.549;-74.066;;-32.051;-120.8
11440;38.699;65.461;55.869;-113.099;;;-9.099;100.632;45.586;-102.548;-66.832;;-27.31;-120.923
11450;27.295;60.706;48.607;-111.804;;;-3.421;102.956;34.345;-99.283;-59.396;;-21.25;-121.211
11460;11.611;55.832;40.625;-110.862;;;1.212;106.177;26.588;-95.858;-49.868;;-15.272;-123.379
11470;-3.669;50.383;32.681;-109.686;;;5.97;107.684;20.875;-91.172;-40.923;;-9.127;-124.459
11480;-20.775;44.375;25.978;-107.903;;;8.706;109.916;14.967;-87.457;-30.039;;-3.396;-124.025
11490;-34.681;37.75;20.31;-104.091;;;11.443;110.731;6.625;-83.341;-19.637;;1.917;-123.33
11500;-45.279;29.629;15.222;-100.134;;;14.873;113.917;-1.196;-79.523;-10.261;;5.95;-123.255
11510;-55.35;20.346;8.492;-95.337;;;20.156;117.103;-8.691;-74.105;-0.327;;9.697;-121.753
11520;-65.222;10.612;1.523;-90.826;;;25.866;120.077;-14.594;-67.778;9.17;;11.75;-118.817
11530;-74.561;-0.097;-6.011;-86.206;;;32.49;123.643;-20.378;-61.574;19.846;;13.16;-114.861
11540;-79.782;-9.828;-12.461;-82.483;;;38.837;126.768;-25.076;-56.17;30.623;;14.77;-110.095
11550;-86.011;-20.619;-18.763;-79.124;;;44.059;128.189;-30.422;-50.669;41.299;;17.771;-106.695
11560;-93.095;-30.688;-25.782;-75.723;;;48.985;126.412;-34.019;-45.593;51.594;;20.655;-103.062
11570;-98.975;-42.917;-34.131;-71.596;;;51.614;123.652;-38.164;-39.023;61.801;;24.367;-99.339
11580;-103.389;-54.739;-42.498;-67.303;;;54.243;120.941;-42.167;-32.175;71.948;;27.341;-94.963
11590;-107.857;-67.639;-52.992;-61.651;;;57.452;119.688;-48.001;-25.767;82.563;;29.684;-89.89
11600;-111.92;-81.192;-64.801;-57.476;;;60.737;116.803;-56.204;-17.772;92;;31.703;-84.828
11610;-116.837;-94.126;-77.817;-53.377;;;64.662;113.393;-65.261;-10.932;100.777;;34.501;-78.934
11620;-122.625;-107.301;-90.175;-50.684;;;68.468;109.492;-72.388;-4.212;109.268;;37.772;-71.277
11630;-130.629;-117.81;-103.497;-47.101;;;72.232;107.538;-73.316;1.404;117.923;;42.141;-62.414
11640;-140.683;-127.073;-114.703;-43.428;;;75.012;107.403;-68.892;6.658;125.414;;46.033;-55.274
11650;-149.243;-135.594;-126.35;-37.803;;;77.917;107.281;-62.676;12.321;132.465;;50.343;-48.895
11660;-159.09;-144.469;-135.772;-32.32;;;79.375;107.444;-58.817;18.232;138.119;;55.628;-43.777
11670;-167.217;-153.903;-144.486;-25.997;;;79.673;106.99;-54.756;24.542;144.378;;60.312;-38.388
11680;-177.92;-163.288;-153.439;-20.585;;;77.081;105.601;-48.41;30.91;149.915;;65.422;-31.959
11690;-187.429;-171.523;-161.905;-14.979;;;72.457;104.039;-41.057;37.014;154.451;;69.39;-27.028
11700;-197.778;-179.397;-169.622;-9.492;;;68.039;100.244;-35.582;42.817;158.05;;71.695;-22.45
11710;-203.117;-185.869;-176.939;-2.666;;;63.221;93.974;-33.218;47.873;159.721;;73.286;-15.112
11720;-207.04;-191.259;-183.389;4.084;;;58.534;87.71;-31.574;52.469;162.794;;74.073;-7.357
11730;-208.992;-196.33;-189.706;11.855;;;54.937;79.494;-29.503;57.346;164.039;;74.414;-0.314
11740;-208.659;-200.494;-195.583;19.826;;;51.332;71.177;-23.251;61.865;164.123;;74.692;7.488
11750;-209.473;-205.211;-201.887;27.777;;;47.754;63.332;-16.582;66.247;162.52;;76.389;16.137
11760;-211.006;-209.441;-206.412;36.887;;;42.916;55.252;-10.53;69.357;160.229;;78.239;24.017
11770;-212.909;-213.259;-210.178;48.684;;;38.208;46.985;-7.159;72.076;158.488;;81.396;31.684
11780;-215.393;-216.96;-212.99;60.419;;;33.6;37.652;-3.668;75.432;156.921;;84.218;39.683
11790;-218.48;-221.487;-216.339;72.303;;;29.185;28.334;1.15;79.553;155.301;;86.258;47.559
11800;-220.487;-225.734;-218.248;84.367;;;27.233;20.804;7.599;83.434;153.128;;87.345;56.244
11810;-221.863;-229.989;-217.792;95.766;;;25.068;16.149;13.749;87.963;151.261;;89.134;63.847
11820;-224.091;-231.781;-215.298;107.47;;;25.777;12.208;20.294;91.025;148.793;;89.814;71.592
11830;-226.818;-232.788;-213.684;119.299;;;27.228;8.404;26.481;95.007;145.946;;91.269;77.843
11840;-230.793;-232.543;-210.448;131.181;;;28.966;4.109;32.277;100.219;142.389;;93.375;84.488
11850;-236.008;-231.553;-206.56;145.029;;;32.218;-0.454;37.11;104.367;138.066;;96;92.102
11860;-240.411;-229.879;-202.352;158.719;;;35.519;-4.865;42.177;107.954;133.472;;97.206;97.182
11870;-245.713;-227.273;-198.883;175.866;;;40.728;-7.814;45.967;111.634;129.957;;98.397;101.004
11880;-249.858;-227.108;-194.214;194.469;;;46.055;-10.121;47.705;115.234;125.509;;97.738;102.651
11890;-252.014;-224.091;-189.985;213.023;;;51.349;-12.902;48.615;119.29;122.218;;97.695;105.239
11900;-253.458;-221.561;-184.119;231.003;;;56.746;-14.799;49.521;122.859;118.727;;96.559;106.028
11910;-253.36;-218.397;-178.36;248.996;;;60.308;-18.05;50.777;126.731;115.153;;94.465;107.106
11920;-251.913;-215.743;-171.321;265.473;;;64.055;-21.01;53.93;130.619;110.946;;92.371;107.611
11930;-250.786;-213.017;-163.359;281.895;;;68.086;-23.742;57.843;134.476;105.572;;88.702;109.423
11940;-249.993;-208.908;-154.71;298.317;;;71.983;-25.428;61.421;138.618;101.102;;86.459;113.359
11950;-248.214;-205.131;-146.182;313.237;;;76.178;-25.439;63.309;142.909;96.152;;84.339;116.541
11960;-246.826;-200.514;-138.085;324.178;;;78.612;-24.47;67.949;147.72;91.305;;81.966;119.288
11970;-244.857;-196.346;-130.792;335.208;;;80.861;-23.433;74.239;152.542;84.891;;79.623;122.312
11980;-241.927;-192.56;-122.618;341.421;;;81.223;-22.298;80.109;156.862;78.375;;77.797;125.043
11990;-240.157;-188.639;-115.196;345.457;;;81.49;-21.469;85.17;161.308;73.619;;75.807;127.112
12000;-237.051;-185.317;-107.52;349.423;;;79.935;-20.412;89.817;165.774;70.785;;73.554;127.302
12010;-234.379;-181.163;-100.324;351.487;;;77.865;-19.908;97.607;170.022;66.91;;70.319;126.974
12020;-230.854;-176.335;-93.337;351.092;;;75.96;-19.738;108.137;173.781;62.589;;67.217;125.196
12030;-227.063;-171.459;-86.966;348.721;;;76.6;-19.29;118.185;176.847;56.548;;64.873;123.596
12040;-222.926;-165.131;-79.674;344.564;;;77.24;-18.814;126.428;179.168;50.414;;63.523;123.728
12050;-218.338;-156.859;-75.255;340.297;;;76.579;-17.996;133.073;180.662;44.728;;62.097;124.582
12060;-213.67;-148.476;-71.705;335.324;;;76.16;-17.895;138.015;181.661;38.036;;59.283;125.615
12070;-207.85;-138.935;-68.354;327.858;;;73.592;-17.498;141.04;182.521;30.81;;58.811;123.938
12080;-201.52;-127.574;-64.172;320.364;;;69.272;-15.768;144.39;181.723;23.783;;58.343;122.539
12090;-194.302;-115.621;-60.237;308.372;;;64.959;-12.735;147.567;180.175;16.119;;56.159;118.503
12100;-182.761;-100.615;-55.782;292.761;;;59.468;-9.971;152.486;177.37;9.488;;53.974;113.171
12110;-169.101;-86.087;-50.143;276.937;;;54.066;-7.269;157.492;175.076;2.178;;50.532;107.93
12120;-154.692;-70.105;-42.698;257.172;;;47.876;-4.697;161.003;172.153;-6.452;;45.881;102.328
12130;-140.076;-52.371;-35.252;234.154;;;41.651;-3.902;164.852;168.702;-13.997;;41.957;97.862
12140;-126.102;-37.274;-27.127;211.219;;;36.989;-3.032;166.902;164.734;-20.825;;36.836;92.037
12150;-111.021;-22.477;-19.273;187.072;;;32.237;-4.735;169.019;160.577;-27.252;;30.752;89.288
12160;-94.988;-8.375;-11.419;162.897;;;29.437;-5.691;169.974;155.811;-33.44;;24.823;86.152
12170;-80.221;6.432;-5.568;139.288;;;28.459;-6.252;167.076;150.636;-39.429;;18.777;82.287
12180;-65.636;22.33;-1.644;115.108;;;27.461;-6.772;162.039;145;-44.286;;13.754;76.192
12190;-51.291;36.721;2.28;90.92;;;26.192;-8.047;156.383;138.858;-48.403;;7.72;67.731
12200;-38.179;52.332;6.785;67.834;;;24.771;-7.221;154.789;132.068;-51.583;;1.218;59.204
12210;-23.703;66.966;12.308;47.408;;;21.332;-6.526;153.817;124.499;-54.833;;-4.543;50.094
12220;-10.502;81.371;17.83;27.037;;;17.811;-6.563;151.728;116.768;-58.359;;-11.586;38.154
12230;3.717;95.594;23.139;10.263;;;17.039;-7.025;147.335;108.306;-62.141;;-18.567;25.528
12240;19.617;109.57;29.139;-5.69;;;17.326;-6.521;139.052;98.88;-65.563;;-25.357;12.545
12250;34.241;124.491;35.139;-21.76;;;18.96;-6.046;128.966;89.542;-69.829;;-31.684;0.367
12260;50.872;140.56;41.806;-36.862;;;21.455;-4.001;115.931;79.723;-72.821;;-37.298;-9.992
12270;66.406;155.832;47.073;-51.923;;;23.978;-2.19;102.39;70.586;-75.75;;-42.963;-19.578
12280;82.604;172.153;52.341;-65.486;;;24.269;-0.108;89.022;60.843;-77.988;;-48.628;-30.294
12290;98.577;186.306;57.132;-78.472;;;24.788;0.279;77.501;51.517;-80.105;;-53.761;-41.749
12300;113.534;199.742;63.01;-91.272;;;26.228;0.779;67.84;42.348;-81.473;;-58.068;-51.646
12310;127.714;211.643;68.887;-102.639;;;27.723;3.041;60.437;33.246;-81.434;;-61.861;-61.025
12320;141.455;222.352;75.39;-112.55;;;30.503;5.228;55.197;24.436;-79.516;;-68.462;-68.029
12330;153.858;230.324;82.367;-122.469;;;33.393;7.01;50.815;16.593;-77.903;;-74.458;-75.497
12340;163.975;238.292;89.343;-129.909;;;36.124;6.593;45.721;8.579;-75.652;;-78.946;-81.259
12350;170.927;243.201;96.273;-135.494;;;38.48;6.534;36.434;1.782;-75.208;;-83.295;-86.943
12360;174.636;246.717;101.739;-141.03;;;41.153;6.825;25.964;-5.219;-74.139;;-85.85;-91.863
12370;179.105;247.495;106.005;-144.452;;;42.401;6.193;16.647;-11.982;-73.15;;-87.444;-95.542
12380;183.503;247.932;110.495;-146.777;;;43.677;5.353;7.83;-18.6;-71.681;;-88.768;-98.063
12390;189.581;248.555;114.937;-148.389;;;42.599;4.713;0.934;-25.676;-70.971;;-89.146;-98.972
12400;194.032;249.379;118.818;-150.739;;;39.505;5.149;-7.065;-32.314;-69.381;;-87.428;-100.532
12410;198.725;249.454;122.446;-153.29;;;34.978;6.019;-14.657;-38.814;-67.818;;-85.709;-102.27
12420;204.207;247.396;126.469;-155.582;;;29.299;6.172;-21.983;-45.138;-66.268;;-83.341;-104.039
12430;209.698;244.178;131.452;-157.964;;;23.724;6.891;-28.457;-50.891;-65.192;;-81.316;-105.561
12440;215.774;238.486;136.454;-160.65;;;19.101;7.473;-34.054;-57.36;-64.959;;-79.829;-106.455
12450;222.09;230.625;141.448;-162.982;;;14.45;5.301;-42.617;-63.314;-64.926;;-77.779;-106.229
12460;226.101;222.606;145.243;-164.623;;;13.342;3.156;-53.657;-68.314;-65.406;;-75.585;-104.363
12470;232.346;214.168;149.703;-166.748;;;12.131;1.266;-66.505;-73.175;-65.741;;-71.937;-100.443
12480;236.538;206.023;153.903;-168.349;;;9.523;0.058;-76.517;-76.974;-66.727;;-67.641;-95.312
12490;237.796;195.999;157.703;-169.708;;;7.148;-1.188;-82.977;-80.412;-68.309;;-63.2;-91.345
12500;238.174;185.068;160.898;-171.279;;;4.669;-3.201;-87.779;-84.017;-69.171;;-58.866;-87.462
12510;236.808;173.12;162.418;-173.124;;;2.197;-5.826;-92.044;-87.174;-70.237;;-54.727;-84.839
12520;236.052;162.196;164.378;-174.777;;;-0.537;-7.477;-97.167;-90.022;-71.193;;-50.615;-82.393
12530;234.512;151.374;166.64;-175.423;;;-5.303;-9.101;-102.894;-92.44;-72.469;;-46.468;-78.837
12540;233.273;141.606;167.516;-175.266;;;-10.16;-9.13;-109.422;-94.448;-72.967;;-42.945;-75.916
12550;232.445;131.139;167.952;-175.226;;;-15.393;-9.954;-115.793;-96.47;-74.172;;-39.149;-73.342
12560;231.774;122.388;168.538;-175.199;;;-20.64;-11.872;-121.408;-98.498;-74.57;;-35.036;-70.382
12570;229.778;113.916;168.131;-176.215;;;-23.905;-14.196;-126.428;-100.286;-75.597;;-30.291;-66.983
12580;228.542;106.032;167.244;-177.032;;;-26.448;-17.57;-132.259;-101.651;-75.745;;-26.709;-64.157
12590;229.305;98.214;164.051;-176.29;;;-29.006;-19.68;-138.909;-102.763;-76.106;;-23.127;-61.993
12600;228.548;90.825;158.884;-175.346;;;-31.406;-21.825;-143.425;-103.881;-75.192;;-19.434;-59.952
12610;229.099;84.552;153.477;-174.154;;;-33.619;-24.634;-148.182;-104.777;-74.229;;-15.074;-57.909
12620;227.75;79.294;148.212;-173.436;;;-35.757;-27.212;-153.011;-105.385;-72.287;;-10.686;-54.986
12630;227.881;72.63;143.072;-172.6;;;-37.847;-28.986;-158.273;-106.029;-70.39;;-6.665;-50.607
12640;226.506;65.817;137.691;-172.604;;;-39.916;-31.099;-163.822;-106.298;-68.589;;-2.768;-46.502
12650;226.454;58.892;132.382;-170.262;;;-39.988;-33.237;-169.117;-106.643;-67.612;;0.524;-42.44
12660;225.228;51.582;127.183;-167.892;;;-40.252;-36.087;-174.274;-107.468;-66.916;;4.121;-38.43
12670;222.636;45.99;122.105;-165.33;;;-39.779;-38.937;-178.99;-108.13;-65.432;;7.36;-33.738
12680;218.312;39.658;115.548;-162.033;;;-39.003;-42.157;-184.077;-108.833;-63.742;;10.257;-28.949
12690;213.299;34.685;109.137;-158.054;;;-38.226;-44.961;-186.981;-108.448;-61.857;;12.283;-23.314
12700;206.985;30.869;102.486;-153.823;;;-37.029;-47.436;-188.193;-107.619;-60.141;;14.097;-18.327
12710;201.59;26.669;94.946;-149.446;;;-36.168;-49.626;-187.919;-106.607;-57.905;;15.921;-13.513
12720;192.29;22.694;85.615;-144.619;;;-35.094;-51.404;-186.274;-105.617;-55.114;;17.618;-8.637
12730;182.654;18.538;75.844;-140.091;;;-34.748;-53.09;-187.291;-104.258;-51.714;;18.738;-4.248
12740;174.251;16.524;66.713;-135.377;;;-35.981;-54.775;-188.612;-101.754;-48.234;;19.233;0.383
12750;164.916;15.458;57.436;-129.804;;;-37.303;-55.399;-190.01;-98.941;-45.799;;19.738;4.418
12760;154.701;15.135;49.399;-123.668;;;-38.883;-56.263;-190.239;-95.326;-43.103;;20.225;9.698
12770;144.103;13.75;41.679;-117.359;;;-40.572;-57.447;-188.419;-91.223;-41.466;;20.712;14.542
12780;133.997;11.09;34.916;-111.564;;;-40.412;-58.905;-186.192;-86.772;-40.028;;21.414;17.261
12790;124.332;8.611;28.833;-106.274;;;-40.404;-60.488;-184.181;-81.186;-39.309;;22.724;18.909
12800;114.157;6.692;23.604;-101.15;;;-40.577;-61.657;-184.952;-75.634;-39.284;;23.403;19.808
12810;102.924;5.348;17.47;-96.248;;;-41.426;-62.79;-185.047;-70.262;-39.985;;23.52;21.767
12820;93.539;4.801;11.759;-89.941;;;-44.491;-64.091;-184.407;-64.659;-40.349;;23.617;26.57
12830;84.4;3.688;4.999;-83.937;;;-48.046;-65.476;-182.957;-59.43;-39.759;;23.89;32.174
12840;75.741;3.052;-0.306;-78.812;;;-51.586;-66.927;-180.633;-52.974;-39.106;;23.881;40.193
12850;68.826;0.57;-4.234;-73.852;;;-54.474;-68.439;-177.927;-46.728;-37.073;;23.672;48.268
12860;60.724;-2.125;-9.006;-69.389;;;-57.521;-69.305;-174.203;-39.95;-35.185;;22.834;55.52
12870;53.88;-5.149;-14.833;-64.868;;;-59.968;-69.189;-170.721;-33.756;-32.657;;22.218;61.28
12880;46.08;-7.146;-21.063;-60.657;;;-61.884;-69.094;-167.419;-27.243;-29.446;;21.251;67.505
12890;39.36;-9.483;-27.295;-54.916;;;-63.108;-69.273;-164.137;-20.188;-26.015;;20.452;75.066
12900;31.11;-13.57;-33.961;-50.939;;;-64.794;-70.404;-161.829;-13.352;-22.317;;19.2;82.908
12910;22.428;-16.749;-40.719;-47.149;;;-66.385;-71.759;-160.199;-5.676;-19.306;;17.917;90.451
12920;14.261;-20.834;-47.55;-43.993;;;-68.396;-72.659;-157.303;1.44;-17.221;;17.068;96.087
12930;7.732;-22.523;-53.417;-40.138;;;-70.828;-72.774;-154.132;8.55;-14.367;;16.966;101.698
12940;2.24;-23.324;-59.64;-36.876;;;-72.582;-72.433;-151.437;15.261;-11.509;;17.408;105.353
12950;-1.465;-22.592;-64.631;-33.936;;;-73.44;-71.101;-147.384;21.118;-7.673;;17.142;109.063
12960;-4.325;-21.368;-68.423;-31.673;;;-73.931;-69.605;-144.114;26.712;-3.204;;16.296;111.75
12970;-5.666;-19.319;-70.845;-29.048;;;-74.645;-68.281;-140.313;32.906;0.836;;15.102;114.234
12980;-6.86;-17.117;-73.345;-26.348;;;-74.79;-66.924;-134.299;39.082;4.705;;13.949;115.85
12990;-10.134;-15.577;-76.646;-23.653;;;-73.961;-66.724;-128.039;44.594;8.226;;13.384;118.129
13000;-11.51;-14.318;-79.243;-20.52;;;-73.12;-67.005;-121.613;50.346;12.856;;12.86;120.397
13010;-11.977;-13.012;-81.396;-16.233;;;-72.326;-66.024;-116.41;55.417;18.459;;12.771;122.382
13020;-12.599;-12.009;-84.862;-11.958;;;-71.404;-64.936;-112.92;59.984;24.979;;13.169;124.793
13030;-13.761;-10.774;-89.781;-5.995;;;-71.184;-63.409;-109.305;63.726;32.849;;13.243;128.75
13040;-15.997;-9.437;-96.261;3.04;;;-71.138;-62.369;-105.926;66.404;41.809;;13.825;134.151
13050;-17.952;-9.287;-104.898;11.993;;;-71.554;-60.664;-99.837;68.747;51.441;;14.442;139.522
13060;-18.748;-10.795;-112.589;21.216;;;-71.771;-59.114;-94.058;70.931;61.344;;15.173;143.798
13070;-19.735;-13.595;-120.795;32.15;;;-71.98;-57.262;-89.868;72.648;70.761;;15.562;144.107
13080;-20.441;-17.351;-127.424;43.151;;;-70.913;-54.894;-87.309;74.187;79.649;;16.301;142.284
13090;-22.489;-21.306;-133.451;54.874;;;-69.666;-52.502;-85.678;74.405;89.225;;17.32;138.831
13100;-24.197;-24.709;-138.949;66.587;;;-67.647;-49.987;-84.373;75.231;97.493;;18.478;132.792
13110;-26.205;-28.461;-143.122;77.8;;;-65.49;-48.004;-81.993;75.94;105.392;;19.587;126.857
13120;-29.866;-31.695;-146.492;88.964;;;-62.798;-46.894;-79.545;77.136;111.359;;20.647;121.096
