timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;;;20: frq7-.1;21: frq7-.2;22: frq7-.3;23: frq9+.2;24: frq9+.3;;25: frq10+.1;26: frq10+.3
5700;105.68;192.44;96.298;-124.037;;;24.658;-86.982;-29.127;-56.429;-42.087;;87.804;-25.731
5710;122.728;211.048;105.72;-126.632;;;20.572;-80.55;-23.643;-64.163;-40.708;;78.352;-27.397
5720;143.237;228.223;114.557;-128.628;;;18.283;-74.069;-19.094;-70.062;-39.011;;68.717;-28.946
5730;162.371;241.646;124.959;-129.811;;;16.048;-67.429;-14.16;-74.588;-38.055;;59.574;-30.452
5740;181.025;254.788;135.462;-131.45;;;12.4;-59.949;-11.099;-78.574;-37.099;;50.637;-32.385
5750;197.743;268.135;144.974;-132.966;;;7.731;-53.749;-7.63;-83.69;-38.517;;41.408;-34.372
5760;212.16;279.877;156.439;-136.215;;;3.615;-47.225;-5.64;-88.724;-43.102;;31.746;-36.523
5770;225.977;291.459;165.257;-139.334;;;0.168;-41.818;-0.687;-94.481;-47.687;;22.05;-37.898
5780;240.572;300.789;174.49;-141.986;;;-2.804;-36.025;1.215;-97.971;-52.538;;12.404;-38.557
5790;254.633;310.608;182.535;-144.401;;;-4.29;-29.872;2.185;-101.313;-57.389;;2.208;-38.841
5800;264.254;320.476;190.381;-146.706;;;-4.354;-23.05;2.194;-104.324;-60.508;;-6.988;-39.16
5810;269.742;326.961;198.819;-149.548;;;-4.823;-17.281;2.226;-107.252;-65.134;;-16.335;-39.906
5820;274.83;336.469;207.538;-151.783;;;-4.872;-13.168;4.488;-109.862;-69.76;;-22.967;-39.874
5830;279.272;343.982;215.857;-153.674;;;-4.897;-6.97;9.206;-112.469;-77.283;;-27.803;-41.123
5840;284.015;348.763;223.234;-154.16;;;-6.177;-1.374;12.546;-114.487;-84.895;;-32.535;-41.833
5850;289.564;352.699;229.447;-154.375;;;-9.51;4.352;16.448;-116.39;-91.821;;-36.268;-41.898
5860;296.286;354.559;235.943;-153.967;;;-14.36;9.353;20.055;-118.159;-97.735;;-40.034;-40.803
5870;301.367;356.142;243.321;-153.123;;;-20.458;14.007;26.386;-120.342;-103.422;;-43.441;-40.461
5880;305.716;356.764;250.995;-151.775;;;-26.317;18.741;32.414;-121.604;-109.662;;-46.846;-39.963
5890;309.757;356.516;258.724;-149.622;;;-31.095;23.159;36.837;-122.308;-115.73;;-50.146;-39.306
5900;311.839;356.352;264.134;-146.447;;;-32.912;27.71;46.914;-123.01;-120.659;;-52.887;-38.276
5910;314.265;354.127;267.44;-143.423;;;-32.683;32.254;53.937;-123.272;-124.577;;-55.497;-37.366
5920;317.091;347.095;270.445;-140.677;;;-31.436;36.72;63.963;-123.215;-128.39;;-57.666;-35.861
5930;321.077;338.823;271.011;-137.349;;;-29.709;41.487;73.203;-122.505;-132.055;;-59.531;-35.116
5940;324.337;329.4;272.674;-134.4;;;-26.236;45.737;84.488;-120.794;-135.72;;-61.284;-33.091
5950;327.612;319.583;272.646;-131.498;;;-21.359;51.237;96.208;-118.219;-139.057;;-63.061;-30.377
5960;329.026;310.2;273.097;-128.131;;;-15.959;56.8;110.554;-115.912;-141.553;;-64.461;-27.047
5970;327.868;298.553;273.422;-125.263;;;-10.567;64.324;123.218;-113.324;-144.05;;-65.941;-23.917
5980;326.403;286.701;272.379;-122.844;;;-5.359;71.923;127.779;-110.503;-145.128;;-67.324;-22.054
5990;324.12;275.342;271.221;-119.553;;;-1.182;77.084;134.041;-108.353;-146.517;;-68.757;-19.874
6000;320.717;263.611;268.982;-116.182;;;3.994;81.646;140.863;-106.043;-146.403;;-69.899;-18.2
6010;317.665;249.028;263.477;-112.268;;;8.742;84.567;151.058;-103.372;-145.714;;-70.594;-16.742
6020;315.059;236.199;255.161;-108.094;;;11.508;89.538;159.608;-100.094;-144.95;;-71.703;-14.739
6030;310.934;225.146;244.486;-104.32;;;12.414;93.498;166.159;-95.377;-144.45;;-72.287;-12.487
6040;303.772;217.006;235.156;-101.185;;;12.476;97.018;173.269;-90.717;-143.735;;-72.477;-10.754
6050;295.934;207.887;226.652;-97.974;;;11.67;99.989;179.214;-85.262;-143.621;;-72.923;-9.51
6060;288.375;198.403;217.589;-95.375;;;11.899;102.836;182.789;-80.829;-142.323;;-72.96;-7.521
6070;281.283;185.862;206.96;-92.828;;;10.673;105.357;184.234;-76.714;-141.025;;-73.263;-5.876
6080;275.206;172.349;196.29;-90.225;;;10.146;104.279;182.451;-72.492;-137.768;;-73.534;-3.582
6090;265.397;155.764;187.681;-87.459;;;9.165;103.055;179.599;-68.542;-134.705;;-74.321;-1.695
6100;251.739;136.943;180.206;-84.908;;;9.363;100.952;172.946;-63.56;-130.483;;-74.919;-0.31
6110;238.316;120.083;172.837;-82.356;;;11.076;99.339;164.839;-57.972;-125.993;;-75.556;1.4
6120;224.137;101.059;164.796;-80.076;;;12.725;97.543;157.628;-51.811;-121.124;;-76.117;3.857
6130;209.757;83.961;154.623;-77.761;;;15.542;95.309;151.417;-45.33;-114.746;;-76.542;5.572
6140;194.197;68.788;144.663;-75.89;;;18.341;92.17;146.534;-38.023;-108.341;;-76.661;7.566
6150;178.017;51.201;133.268;-73.804;;;19.539;87.612;133.007;-30.594;-100.985;;-76.552;9.178
6160;158.51;30.594;121.499;-71.335;;;19.979;82.128;118.57;-22.564;-92.066;;-76.04;11.457
6170;141.328;12.08;109.535;-68.932;;;19.098;75.557;101.342;-14.894;-82.954;;-75.048;12.92
6180;124.585;-4.967;98.622;-66.145;;;18.934;69.258;85.6;-6.943;-73.56;;-73.921;14.608
6190;108.954;-22.374;86.59;-62.837;;;17.386;62.777;72.012;0.472;-64.469;;-72.532;14.749
6200;93.141;-41.364;77.571;-59.641;;;15.174;55.578;58.185;7.298;-56.578;;-71.236;14.359
6210;77.346;-59.434;66.606;-56.117;;;10.916;48.805;43.378;14.946;-47.648;;-69.932;13.448
6220;60.285;-75.579;53.534;-52.913;;;6.79;40.828;30.167;22.487;-38.719;;-68.45;12.952
6230;43.513;-90.214;39.519;-49.443;;;3.041;32.841;24.356;28.868;-28.814;;-66.919;13.887
6240;26.775;-105.476;26.047;-46.45;;;1.401;25.563;16.858;34.749;-18.909;;-65.262;15.537
6250;12.617;-119.975;13.894;-43.457;;;-0.545;18.938;9.168;40.698;-7.775;;-63.659;17.774
6260;-4.023;-131.491;3.538;-39.33;;;-3.211;12.637;3.553;46.974;4.243;;-61.739;21.771
6270;-22.36;-142.055;-3.869;-33.444;;;-4.33;4.912;-0.673;54.425;16.633;;-59.321;24.135
6280;-40.135;-152.143;-10.404;-27.648;;;-2.786;-1.531;-0.186;61.01;28.959;;-57.117;26.167
6290;-55.377;-164.771;-16.37;-19.868;;;0.09;-7.432;-2.85;68.701;41.284;;-54.873;27.799
6300;-72.503;-176.29;-22.863;-9.892;;;3.286;-13.371;-4.469;75.623;52.808;;-51.957;29.843
6310;-89.012;-186.68;-27.932;0.266;;;6.247;-18.625;-7.567;83.041;63.659;;-49.326;32.487
6320;-107.24;-196.412;-33.983;11.684;;;9.912;-22.309;-11.83;89.738;74.593;;-46.13;35.57
6330;-125.165;-204.361;-40.113;25.372;;;12.276;-24.782;-14.254;96.575;84.681;;-43.03;37.873
6340;-140.441;-209.59;-48.25;39.233;;;16.121;-27.767;-15.567;103.657;94.583;;-39.939;39.477
6350;-153.681;-213.491;-56.313;56.21;;;19.157;-29.794;-17.417;110.283;104.349;;-36.953;42.012
6360;-166.781;-218.014;-66.392;76.661;;;20.614;-31.974;-22.194;116.31;114.389;;-33.858;44.588
6370;-178.452;-222.131;-75.404;97.247;;;22.766;-33.212;-28.572;122.77;124.429;;-30.535;46.732
6380;-188.023;-227.8;-83.571;119.881;;;23.167;-34.204;-33.262;128.44;133.964;;-27.69;49.487
6390;-196.102;-234.09;-92.538;144.16;;;23.359;-35.354;-36.33;133.21;143.499;;-25.247;53.314
6400;-203.319;-238.593;-99.698;168.171;;;24.404;-36.125;-36.858;137.91;152.785;;-22.977;56.065
6410;-207.181;-239.669;-108.51;193.726;;;25.25;-35.468;-35.672;142.154;161.524;;-21.086;58.301
6420;-213.167;-240.585;-117.748;219.177;;;26.578;-33.257;-33.541;146.639;170.181;;-20.09;58.044
6430;-218.043;-241.888;-127.305;242.999;;;26.382;-31.052;-32.89;150.85;177.788;;-19.789;57.728
6440;-223.794;-241.277;-135.317;264.126;;;25.237;-28.484;-33.143;154.421;185.436;;-19.657;57.927
6450;-229.382;-238.779;-143.197;285.252;;;23.458;-26.363;-32.692;157.75;192.763;;-19.67;60.143
6460;-237.858;-236.868;-147.997;305.848;;;22.543;-23.757;-34.083;160.189;198.265;;-19.326;62.68
6470;-245.901;-234.357;-151.174;322.892;;;21.783;-19.508;-37.172;163.628;203.608;;-19.043;65.21
6480;-255.727;-231.214;-157.159;339.937;;;21.76;-15.752;-42.298;166.09;207.087;;-18.593;66.28
6490;-265.276;-227.45;-162.943;354.713;;;20.797;-10.359;-46.346;168.941;210.531;;-18.018;66.422
6500;-273.983;-223.648;-170.226;369.019;;;19.699;-4.148;-50.934;171.127;211.515;;-17.59;66.64
6510;-281.081;-218.255;-175.646;381.526;;;19.113;1.943;-56.924;172.917;210.309;;-16.883;65.119
6520;-286.952;-213.468;-181.625;391.221;;;18.007;7.993;-63.621;172.651;209.103;;-16.183;63.779
6530;-293.139;-209.066;-186.434;398.277;;;16.305;12.749;-71.408;171.073;209.095;;-14.739;61.326
6540;-300.498;-204.423;-193.223;403.654;;;13.246;16.269;-77.568;168.368;209.087;;-13.323;59.341
6550;-306.437;-199.314;-199.914;404.561;;;11.501;18.011;-82.513;164.605;209.308;;-12.102;56.564
6560;-312.659;-194.092;-207.56;402.343;;;9.916;19.488;-84.924;160.079;209.343;;-12.25;51.891
6570;-317.208;-189.39;-214.492;398.546;;;9.083;20.659;-85.094;156.128;209.207;;-12.73;46.441
6580;-321.934;-186.146;-220.057;390.463;;;9.159;21.956;-89.152;152.145;210.226;;-13.33;40.406
6590;-323.357;-182.95;-226.134;381.214;;;7.52;23.542;-94.734;148.138;211.19;;-13.521;35.014
6600;-324.379;-179.701;-231.443;368.93;;;6.862;25.108;-100.172;142.385;211.394;;-14.444;29.251
6610;-323.028;-176.56;-236.208;352.458;;;4.44;27.382;-102.139;136.604;211.41;;-15.408;23.474
6620;-322.357;-173.681;-241.182;334.891;;;1.488;29.259;-103.108;131.051;210.764;;-16.575;18.531
6630;-323.035;-171.052;-245.141;314.979;;;-1.549;31.796;-103.79;124.378;210.086;;-17.839;13.188
6640;-323.263;-168.526;-248.774;293.123;;;-4.628;34.45;-104.473;117.913;206.996;;-18.04;6.568
6650;-321.021;-165.719;-251.488;270.909;;;-7.539;37.57;-105.028;111.029;203.43;;-18.161;1.189
6660;-318.172;-164.066;-252.564;247.044;;;-9.772;40.354;-105.535;104.248;197.087;;-18.127;-4.128
6670;-315.524;-162.686;-252.044;222.821;;;-10.526;43.182;-106.691;97.001;190.743;;-17.732;-6.305
6680;-314.175;-160.262;-251.486;199.589;;;-10.768;46.106;-106.92;89.594;185.135;;-17.076;-7.921
6690;-311.928;-157.701;-251.739;178.339;;;-7.937;49.95;-107.229;82.251;179.527;;-15.385;-9.408
6700;-309.497;-154.178;-252.193;157.003;;;-6.77;52.432;-106.843;75.353;175.297;;-13.708;-12.622
6710;-305.734;-150.953;-253.823;136.211;;;-5.323;54.086;-103.383;68.455;171.273;;-12.361;-15.698
6720;-302.76;-147.168;-254.902;119.055;;;-3.721;54.69;-97.621;59.062;164.891;;-10.415;-18.692
6730;-297.923;-142.514;-253.321;101.899;;;-1.857;56.214;-91.808;51.069;156.148;;-8.829;-19.967
6740;-290.203;-138.171;-251.588;85.64;;;1.632;56.254;-85.383;42.385;147.232;;-7.323;-21.538
6750;-280.676;-133.13;-249.812;68.869;;;4.276;55.981;-76.566;33.934;137.708;;-5.706;-23.127
6760;-271.628;-128.637;-247.694;52.05;;;8.232;54.301;-68.294;25.379;129.287;;-4.629;-24.833
6770;-261.979;-124.608;-242.623;36.164;;;13.57;52.661;-58.806;17.552;119.912;;-3.6;-25.101
6780;-250.138;-119.519;-237.477;23.098;;;19.388;51.47;-49.109;10.684;109.759;;-3.491;-23.768
6790;-234.346;-114.245;-230.415;10.025;;;26.127;50.519;-40.139;4.247;99.611;;-3.382;-22.188
6800;-218.074;-109.419;-224.237;-1.135;;;32.629;51.228;-31.854;-1.146;89.757;;-3.378;-19.983
6810;-200.429;-103.763;-217.887;-9.663;;;38.756;53.435;-23.33;-6.222;79.094;;-2.094;-17.732
6820;-182.519;-98.444;-210.703;-18.233;;;45.043;55.917;-15.567;-12.074;68.43;;-0.775;-16.411
6830;-164.389;-91.603;-202.139;-24.691;;;52.059;61.05;-6.251;-17.577;55.986;;0.383;-15.611
6840;-148.206;-83.546;-193.248;-29.364;;;59.247;68.396;5.604;-23.742;43.542;;1.459;-14.797
6850;-131.404;-75.357;-184.266;-34.058;;;66.509;74.406;20.817;-28.754;31.462;;3.375;-13.92
6860;-115.652;-66.887;-173.061;-37.714;;;75.371;80.382;36.367;-33.834;19.41;;5.291;-12.994
6870;-99.261;-57.909;-161.599;-39.927;;;84.237;85.768;50.45;-39.822;5.823;;7.138;-12.138
6880;-81.21;-49.531;-149.538;-41.64;;;92.298;90.832;64.95;-44.572;-9.469;;9.065;-10.699
6890;-64.985;-38.897;-135.637;-42.901;;;98.971;95.688;81.189;-49.346;-22.192;;9.743;-9.24
6900;-50.28;-27.64;-121.945;-43.494;;;105.549;100.004;97.189;-53.556;-34.454;;10.622;-8.937
6910;-34.932;-15.698;-107.412;-44.783;;;110.203;103.07;113.67;-58.244;-44.615;;11.473;-8.481
6920;-17.519;-2.999;-91.2;-45.79;;;112.128;103.266;128.04;-62.692;-55.167;;12.748;-8.683
6930;0.215;9.433;-75.163;-47.837;;;113.014;103.214;141.793;-67.964;-65.792;;14.022;-9.306
6940;17.161;20.636;-58.794;-50.939;;;111.284;101.892;153.283;-73.956;-75.357;;14.738;-10.091
6950;34.441;31.812;-43.706;-54.065;;;111.527;101.141;164.993;-80.172;-85.059;;15.454;-12.079
6960;55.502;45.251;-28.432;-57.59;;;113.505;99.637;175.892;-86.567;-95.743;;15.997;-14.101
6970;77.041;57.979;-13.109;-61.221;;;114.003;98.001;184.964;-91.521;-104.228;;15.781;-16.163
6980;99.752;72.27;3.891;-65.023;;;113.977;95.357;193.908;-96.141;-111.663;;15.543;-18.469
6990;120.694;86.561;21.939;-68.866;;;112.232;93.885;198.978;-99.956;-119.099;;15.761;-19.465
7000;140.236;99.484;39.926;-72.844;;;110.432;92.428;202.441;-103.305;-125.262;;15.979;-19.701
7010;161.363;109.574;56.152;-77.139;;;107.432;91.036;201.971;-107.047;-131.163;;15.335;-19.716
7020;185.128;119.691;69.743;-80.754;;;103.76;89.298;200.961;-110.709;-135.477;;14.691;-20.531
7030;206.494;128.226;83.411;-85.255;;;99.743;88.663;200.047;-114.255;-139.695;;14.819;-21.749
7040;227.499;137.679;96.073;-90.742;;;96.189;88.938;199.305;-118.039;-144.386;;15.228;-23.491
7050;250.057;146.601;108.832;-95.709;;;92.212;91.148;197.219;-121.508;-148.95;;15.23;-25.473
7060;273.252;156.887;121.294;-100.778;;;87.412;90.188;196.939;-124.006;-152.397;;15.513;-27.703
7070;296.487;167.989;133.665;-106.04;;;81.32;87.41;197.807;-126.21;-154.924;;15.865;-29.054
7080;318.927;177.397;147.582;-111.771;;;74.668;82.25;202.382;-128.844;-156.594;;17.623;-29.545
7090;339.472;185.044;161.92;-117.571;;;69.469;74.41;203.377;-131.008;-158.141;;19.382;-29.057
7100;358.668;192.204;178.087;-123.61;;;64.694;67.777;200.828;-133.389;-158.754;;20.35;-27.688
7110;377.121;199.324;192.543;-129.621;;;59.817;61.178;197.912;-135.674;-159.637;;21.319;-26.113
7120;394.898;206.684;207.062;-135.948;;;55.059;55.171;194.971;-137.31;-158.36;;21.615;-25.149
7130;411.194;213.868;219.603;-143.539;;;50.96;48.568;191.385;-137.553;-155.97;;23.277;-24.505
7140;426.881;220.648;230.775;-151.393;;;47.743;41.429;184.16;-137.683;-153.579;;24.794;-24.623
7150;440.567;227.943;241.989;-159.834;;;42.876;34.488;173.783;-136.93;-151.51;;26.596;-24.222
7160;452.377;234.921;254.061;-168.028;;;39.578;28.663;161.119;-135.843;-149.448;;28.225;-23.6
7170;461.92;241.749;263.888;-175.717;;;34.835;24.454;150.269;-135.316;-146.168;;28.982;-21.215
7180;470.96;248.75;273.859;-181.754;;;29.088;20.23;140.166;-134.709;-142.833;;29.739;-18.989
7190;478.134;255.752;284.971;-186.51;;;23.542;15.474;130.094;-133.382;-140.382;;29.874;-16.912
7200;484.457;260.804;296.753;-190.519;;;17.419;11.399;119.781;-132.066;-138.503;;30.742;-15.579
7210;488.462;264.001;308.022;-193.568;;;11.488;7.651;105.491;-130.51;-135.677;;31.506;-14.274
7220;492.364;267.199;316.16;-196.137;;;7.087;3.979;92.588;-128.84;-131.571;;32.945;-14.065
7230;495.488;268.197;320.761;-198.452;;;2.486;-0.32;79.474;-127.25;-126.326;;34.411;-13.766
7240;496.608;266.59;324.175;-199.324;;;-2.055;-5.859;68.24;-126.07;-121.487;;35.495;-14.514
7250;492.83;264.855;326.523;-199.676;;;-6.419;-12.054;56.73;-125.149;-117.185;;36.579;-16.309
7260;481.385;265.179;327.295;-199.44;;;-10.906;-17.477;48.259;-124.028;-112.047;;38.994;-17.89
7270;468.094;265.041;328.028;-199.639;;;-15.473;-22.735;40.321;-122.633;-107.389;;41.334;-19.625
7280;453.046;265.418;329.484;-199.232;;;-20.437;-28.759;32.52;-121.279;-101.979;;41.371;-21.519
7290;436.251;263.946;333.097;-197.505;;;-26.228;-34.768;26.092;-119.058;-96.33;;39.748;-23.339
7300;417.85;261.748;336.564;-195.081;;;-32.079;-42.556;20.898;-116.832;-91.606;;38.11;-24.441
7310;398.236;257.302;339.28;-193.047;;;-37.694;-48.566;14.29;-115.044;-86.916;;35.902;-26.343
7320;378.302;251.394;337.916;-191.75;;;-42.327;-53.372;5.887;-112.869;-82.44;;33.604;-28.126
7330;358.59;242.994;332.007;-190.433;;;-46.706;-58.179;-6.292;-110.815;-77.971;;30.148;-29.908
7340;338.219;235.554;326.098;-189.651;;;-51.686;-62.566;-16.819;-108.079;-72.709;;26.719;-31.21
7350;316.261;228.299;317.989;-188.926;;;-56.466;-66.942;-28.437;-105.146;-67.461;;22.829;-33.059
7360;293.574;222.687;309.75;-187.761;;;-61.404;-71.252;-38.823;-101.572;-62.455;;17.708;-34.519
7370;271.143;216.782;301.284;-186.61;;;-67.154;-75.839;-49.254;-98.377;-58.41;;12.964;-35.888
7380;248.875;208.279;292.778;-185.054;;;-72.865;-79.681;-59.687;-96.76;-53.55;;5.879;-37.768
7390;224.852;199.727;283.435;-183.154;;;-79.199;-83.047;-69.898;-94.782;-48.491;;-1.103;-39.408
7400;202.308;189.775;274.222;-180.73;;;-84.105;-86.702;-76.778;-93.763;-43.778;;-9.746;-40.32
7410;178.383;178.286;263.13;-178.45;;;-88.003;-89.712;-84.668;-92.47;-38.441;;-18.617;-41.375
7420;153.375;166.796;250.676;-175.826;;;-89.821;-92.321;-93.601;-89.778;-34.105;;-27.717;-43.83
7430;128.926;154.069;238.208;-173.447;;;-89.829;-95.501;-103.571;-86.486;-29.648;;-36.839;-46.217
7440;104.309;138.819;224.286;-171.028;;;-91.117;-98.392;-111.742;-82.559;-25.512;;-45.394;-48.683
7450;80.139;124.542;211.192;-168.567;;;-93.806;-101.781;-118.28;-78.752;-21.993;;-54.681;-49.217
7460;56.698;108.761;198.098;-166.203;;;-98.057;-105.083;-123.975;-74.64;-18.474;;-63.803;-49.775
7470;33.346;91.681;188.113;-163.818;;;-103.486;-108.585;-130.857;-70.457;-17.275;;-73.39;-49.319
7480;8.317;74.905;178.559;-160.945;;;-108.688;-111.275;-138.673;-66.252;-16.074;;-82.647;-49.041
7490;-15.792;56.261;168.763;-158.099;;;-113.731;-112.524;-145.08;-61.288;-15.146;;-91.175;-48.684
7500;-34.679;36.977;157.658;-155.01;;;-119.495;-112.971;-151.273;-56.266;-14.218;;-99.69;-48.437
7510;-48.262;16.734;145.001;-151.324;;;-124.974;-113.583;-156.342;-50.512;-14.669;;-107.839;-48.124
7520;-61.886;-2.87;132.248;-146.604;;;-129.971;-114.458;-161.712;-45.079;-15.64;;-115.721;-47.268
7530;-73.324;-22.931;115.626;-142.219;;;-134.768;-115.772;-167.232;-38.897;-17.328;;-121.741;-46.163
7540;-83.668;-42.061;96.924;-137.89;;;-138.775;-116.425;-172.779;-33.594;-18.897;;-125.763;-44.698
7550;-94.629;-61.036;78.415;-133.097;;;-143.063;-117.203;-178.599;-27.194;-20.087;;-129.316;-43.116
7560;-108.844;-80.716;61.895;-127.443;;;-147.785;-116.97;-183.49;-20.363;-20.465;;-131.337;-40.574
7570;-123.063;-99.612;47.615;-120.891;;;-152.466;-116.309;-186.276;-13.939;-22.142;;-133.254;-38.15
7580;-138.623;-115.828;33.574;-113.153;;;-157.332;-115.717;-189.603;-8.448;-22.27;;-134.646;-35.665
7590;-152.113;-132.229;18.768;-105.463;;;-161.298;-115.651;-191.567;-3.654;-23.24;;-136.023;-34.979
7600;-163.601;-147.298;3.003;-97.401;;;-164.943;-115.945;-192.364;1.407;-23.72;;-136.417;-34.17
7610;-177.206;-163.149;-11.259;-87.499;;;-168.468;-116.269;-192.724;7.623;-23.695;;-134.932;-34.543
7620;-193.348;-179.014;-24.777;-77.708;;;-171.23;-116.834;-192.223;13.506;-22.823;;-133.283;-34.647
7630;-209.596;-191.854;-36.981;-66.663;;;-173.361;-117.381;-191.575;19.146;-21.786;;-129.128;-33.859
7640;-224.437;-204.098;-48.586;-55.178;;;-174.972;-117.906;-190.557;24.335;-19.601;;-124.808;-31.182
7650;-239.789;-216.734;-59.847;-43.665;;;-176.229;-118.561;-189.339;29.324;-17.417;;-118.127;-28.56
7660;-252.433;-226.799;-70.665;-31.874;;;-179.154;-119.687;-187.483;33.737;-16.415;;-111.377;-25.33
7670;-264.152;-236.457;-80.432;-18.371;;;-181.797;-121.157;-184.844;39.121;-15.297;;-104.626;-22.564
7680;-274.832;-244.604;-89.175;-2.258;;;-184.6;-122.033;-182.338;45.786;-15.16;;-97.95;-19.971
7690;-283.766;-250.472;-100.348;13.541;;;-185.926;-122.578;-180.055;51.775;-14.425;;-91.794;-17.637
7700;-293.643;-256.939;-112.092;31.313;;;-185.589;-123.531;-179.026;57.254;-12.803;;-85.039;-15.331
7710;-304.65;-262.531;-123.701;50.726;;;-185.612;-124.361;-177.472;62.566;-10.821;;-78.283;-12.185
7720;-315.617;-267.094;-135.709;69.846;;;-184.383;-124.788;-176.334;68.331;-8.352;;-70.639;-9.117
7730;-324.858;-270.697;-146.223;90.949;;;-183.743;-125.262;-174.585;74.006;-6.483;;-62.981;-4.869
7740;-332.257;-270.275;-156.738;115.128;;;-182.639;-125.731;-173.246;79.094;-4.094;;-54.709;-0.4
7750;-338.815;-268.301;-164.972;139.502;;;-180.774;-126.201;-172.903;83.985;-0.814;;-46.389;3.931
7760;-344.637;-265.927;-171.808;164.076;;;-179.348;-127.084;-172.803;88.33;3.217;;-37.41;8.497
7770;-350.419;-263.73;-178.285;186.33;;;-176.807;-128.033;-172.794;92.194;9.204;;-27.394;12.523
7780;-356.721;-260.113;-182.378;208.411;;;-174.285;-129.152;-172.917;95.097;15.316;;-17.421;17.469
7790;-361.539;-256.8;-186.67;228.593;;;-172.121;-130.279;-173.07;97.994;22.179;;-6.759;23.208
7800;-365.643;-252.535;-191.514;247.775;;;-169.829;-131.488;-173.069;100.343;29.043;;3.8;28.672
7810;-366.451;-247.957;-197.41;266.757;;;-166.721;-133.057;-171.626;102.406;34.709;;13.895;34.135
7820;-367.819;-243.421;-202.483;285.823;;;-162.789;-133.668;-170.214;104.748;40.603;;23.963;39.53
7830;-367.357;-238.332;-207.287;302.735;;;-158.697;-134.166;-168.261;108.367;44.777;;33.314;44.404
7840;-367.503;-232.836;-210.526;316.788;;;-153.348;-133.132;-166.841;112.835;48.894;;43.109;49.338
7850;-368.01;-228.052;-212.011;329.908;;;-147.77;-130.879;-164.982;118.022;52.459;;52.841;54.451
7860;-364.292;-224.01;-213.269;339.029;;;-141.912;-128.139;-163.614;121.523;55.185;;62.953;60.084
7870;-357.782;-220.385;-214.274;347.287;;;-136.603;-126.101;-163.286;125.131;58.113;;73.003;65.634
7880;-352.872;-217.072;-213.643;353.999;;;-131.783;-124.298;-162.261;128.906;60.452;;81.97;71.276
7890;-347.385;-214.392;-212.977;359.138;;;-126.335;-122.971;-161.91;132.581;61.63;;90.971;75.523
7900;-341.367;-211.548;-213.036;360.217;;;-120.684;-120.523;-162.001;136.414;63.852;;99.132;80.799
7910;-333.604;-209.088;-214.487;360.694;;;-114.324;-118.323;-160.61;140.09;66.386;;107.301;85.154
7920;-324.309;-207.21;-215.938;357.244;;;-107.45;-115.15;-159.018;140.943;70.319;;116.389;89.634
7930;-316.294;-206.291;-217.181;350.734;;;-100.112;-111.582;-155.783;140.269;75.292;;126.79;92.328
7940;-310.05;-204.964;-215.783;344.272;;;-93.571;-108.119;-152.121;139.115;79.901;;137.192;95.52
7950;-304.812;-203.403;-214.179;336.012;;;-86.961;-104.386;-147.699;138.408;84.468;;147.782;97.884
7960;-296.32;-201.081;-212.357;325.317;;;-80.211;-101.004;-143.389;137.462;88.086;;158.372;101.348
7970;-287.93;-198.655;-209.319;314.532;;;-72.981;-97.29;-138.745;136.041;91.703;;168.386;104.749
7980;-276.908;-195.938;-206.607;299.059;;;-65.319;-93.665;-134.781;135.006;95.046;;178.655;108.684
7990;-265.186;-193.221;-203.956;278.626;;;-57.029;-90.334;-130.331;133.73;98.201;;187.567;112.422
8000;-254.574;-190.266;-201.334;256.823;;;-48.841;-87.458;-126.643;133.217;100.299;;196.114;112.623
8010;-245.287;-186.561;-198.294;234.43;;;-40.026;-84.434;-122.528;133.268;102.794;;203.517;113.008
8020;-235.177;-182.857;-194.979;213.061;;;-33.186;-81.542;-117.742;133.702;104.101;;210.272;113.69
8030;-224.65;-179.353;-191.052;191.397;;;-26.892;-78.043;-112.694;134.76;105.847;;216.978;112.644
8040;-214.291;-176.454;-186.84;171.189;;;-19.924;-73.538;-108.601;135.477;106.721;;222.71;110.503
8050;-202.309;-174.272;-183.09;151.263;;;-12.342;-67.052;-104.152;135.981;107.727;;228.539;105.614
8060;-190.833;-171.781;-180.261;131.088;;;-4.564;-60.93;-99.244;135.727;108.772;;232.808;98.836
8070;-178.832;-168.601;-177.452;109.834;;;2.892;-54.433;-94.175;135.407;109.179;;237.132;91.913
8080;-165.861;-165.48;-174.152;89.166;;;11.435;-48.554;-87.633;135.007;109.316;;239.641;86.095
8090;-151.241;-162.859;-169.051;70.87;;;18.812;-42.793;-80.939;134.214;107.743;;239.258;81.034
8100;-137.117;-158.706;-164.119;52.651;;;27.399;-37.8;-74.72;132.699;106.309;;238.819;76.894
8110;-125.97;-154.335;-155.081;36.022;;;36.418;-32.327;-69.257;130.185;105.019;;235.036;73.044
8120;-112.406;-147.628;-145.379;19.781;;;45.676;-25.112;-63.418;127.542;103.73;;231.314;69.07
8130;-97.628;-139.11;-135.265;3.588;;;54.875;-17.828;-58.138;123.241;103.015;;225.204;63.297
8140;-83.083;-130.777;-124.778;-12.465;;;64.316;-10.822;-52.174;119.172;102.646;;218.963;57.33
8150;-68.491;-121.092;-114.939;-25.247;;;74.67;-3.845;-44.95;112.388;100.754;;209.921;49.883
8160;-54.51;-109.408;-103.366;-38.314;;;86.954;4.691;-37.692;104.963;98.865;;199.659;42.291
