timepoints (min);16: frq7+.1;17: frq7+.2;;18: frq1-.1;19: frq1-.2;20: frq1-.3;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;26: frq9+.3;27: frq10+.1;28: frq10+.2;29: frq10+.3
6930;44.116;-5.6;;-74.964;-84.639;-86.519;-63.023;27.516;-33.545;-38.829;-115.488;-43.204;57.739;28.757;34.778
6940;52.065;12.437;;-78.724;-89.332;-90.212;-58.757;39.585;-18.374;-44.225;-118.13;-48.724;55.183;27.79;33.006
6950;60.335;29.515;;-81.651;-93.443;-93.941;-54.691;51.92;-2.568;-49.123;-119.982;-53.764;52.476;26.677;30.796
6960;68.567;48.811;;-84.819;-96.713;-96.141;-50.592;64.317;12.046;-54.007;-120.959;-59.279;49.099;24.542;28.446
6970;76.564;67.428;;-87.766;-99.683;-97.908;-46.492;74.799;27.204;-58.252;-121.88;-64.903;45.281;24.327;25.636
6980;83.843;84.662;;-90.192;-101.388;-99.674;-41.647;82.436;40.723;-61.978;-120.633;-69.497;41.079;24.578;22.975
6990;90.921;102.423;;-92.439;-102.461;-100.719;-36.85;90.156;53.594;-65.143;-119.199;-73.341;36.309;26.73;19.218
7000;97.917;121.092;;-94.514;-103.548;-101.393;-32.383;93.419;66.445;-67.537;-116.541;-76.985;31.76;29.298;15.474
7010;105.393;138.999;;-96.712;-104.517;-102.068;-27.254;96.683;79.537;-69.33;-113.755;-81.626;26.738;31.714;12.534
7020;114.079;156.203;;-98.461;-105.412;-101.674;-22.611;97.079;94.109;-70.943;-111.008;-86.943;21.735;31.931;10.676
7030;122.792;172.64;;-99.85;-105.934;-101.346;-17.32;97.681;108.695;-72.592;-108.614;-92.799;16.594;32.092;8.887
7040;132.985;188.65;;-101.204;-105.825;-100.854;-12.029;99.172;121.561;-74.098;-106.526;-99.025;11.494;30.614;6.923
7050;142.983;203.821;;-101.028;-105.196;-101.241;-6.59;100.663;130.714;-75.437;-104.997;-105.134;6.215;30.346;4.939
7060;153.072;220.56;;-100.157;-104.702;-101.622;-1.435;102.106;139.978;-76.549;-103.211;-110.469;1.179;30.121;2.429
7070;163.252;236.127;;-99.349;-104.476;-102.014;4.109;103.08;147.165;-77.247;-101.804;-115.486;-3.908;30.342;0.381
7080;173.528;251.023;;-98.59;-104.141;-101.637;9.783;104.302;157.437;-78.371;-100.257;-120.327;-9.495;30.491;-2.575
7090;183.611;265.4;;-98.623;-103.688;-101.261;15.458;105.204;168.164;-79.313;-97.989;-125.366;-14.554;31.452;-4.934
7100;191.978;278.732;;-98.574;-103.524;-99.89;22.165;106.079;179.105;-80.826;-96.432;-130.364;-19.701;33.092;-6.768
7110;196.956;290.975;;-98.268;-102.774;-98.196;28.563;107.832;188.403;-82.636;-94.808;-134.99;-23.945;35.531;-7.31
7120;201.886;302.778;;-98.161;-102.193;-96.723;35.185;109.543;197.501;-83.876;-93.654;-138.461;-27.266;37.565;-6.865
7130;204.916;313.502;;-98.015;-100.917;-95.697;41.752;113.152;201.748;-84.145;-91.022;-141.931;-29.917;39.548;-6.183
7140;209.255;321.644;;-98.319;-99.401;-95.4;47.859;115.419;204.578;-84.309;-87.781;-144.657;-32.341;41.647;-6.323
7150;213.746;328.946;;-99.069;-97.167;-94.931;54.008;117.673;207.263;-84.138;-83.428;-146.872;-35.284;43.175;-6.481
7160;218.026;333.212;;-99.577;-94.479;-94.697;58.552;117.56;208.979;-84.003;-78.428;-150.135;-37.906;44.895;-7.363
7170;220.687;337.852;;-99.764;-91.426;-94.524;62.961;117.447;207.492;-83.557;-73.361;-153.79;-40.368;46.695;-8.35
7180;223.684;341.686;;-99.745;-88.422;-94.097;67.385;113.473;206.105;-83.047;-69.21;-157.285;-42.517;49.025;-9.748
7190;226.447;345.497;;-99.229;-85.739;-93.295;71.239;109.403;205.463;-81.781;-64.772;-159.597;-44.96;51.354;-11.72
7200;228.633;348.655;;-97.92;-83.206;-92.514;75.21;100.846;205.694;-80.686;-61.172;-161.354;-47.237;54.065;-13.823
7210;231.623;349.421;;-96.39;-80.632;-91.226;79.332;92.288;206.666;-79.514;-56.861;-161.768;-49.532;56.346;-15.323
7220;234.437;349.717;;-94.884;-78.648;-89.605;83.4;83.945;206.804;-78.501;-52.666;-160.96;-51.69;56.742;-16.212
7230;238.091;349.885;;-93.512;-76.665;-87.985;87.148;81.084;205.335;-76.43;-48.472;-159.274;-53.51;56.594;-16.168
7240;241.345;347.72;;-92.105;-75.182;-86.389;91.037;78.458;202.88;-74.582;-44.568;-157.491;-55.077;54.847;-14.772
7250;243.284;343.001;;-90.774;-73.792;-85.01;94.734;81.832;197.945;-72.786;-42.106;-155.287;-56.575;52.934;-13.262
7260;242.752;336.684;;-88.983;-72.47;-83.63;96.914;84.861;192.419;-70.961;-39.607;-152.437;-57.993;51.702;-12.788
7270;241.065;330.447;;-87.628;-71.112;-83.018;99.095;92.452;185.167;-68.855;-38.308;-148.957;-59.142;51.143;-13.539
7280;237.719;324.19;;-86.305;-70.01;-82.737;100.731;100.017;178.179;-66.371;-36.739;-145.502;-60.371;51.254;-14.326
7290;232.975;316.949;;-84.923;-68.986;-82.695;102.663;105.046;171.156;-64.33;-35.255;-141.597;-61.535;51.32;-15.241
7300;227.226;309.908;;-84.726;-67.848;-82.214;103.996;109.178;166.407;-62.582;-33.039;-138.004;-62.028;51.399;-15.966
7310;221.59;300.69;;-85.236;-67.079;-81.994;105.229;113.117;159.404;-61.203;-31.142;-134.239;-62.646;51.276;-16.09
7320;212.641;290.553;;-85.863;-65.916;-81.135;105.719;116.681;154.748;-59.503;-29.439;-130.999;-63.008;51.633;-16.097
7330;199.715;280.215;;-87.338;-64.985;-80.433;105.389;120.156;150.346;-57.432;-29.159;-127.959;-62.732;51.828;-15.356
7340;186.767;268.389;;-88.844;-64.39;-80.434;105.059;122.855;145.848;-55.395;-29.943;-125.314;-62.643;50.839;-15.061
7350;174.788;255.245;;-90.833;-63.687;-80.276;103.223;125.465;143.03;-53.149;-30.594;-123.048;-62.818;49.212;-15.366
7360;164.426;241.897;;-94.16;-63.377;-80.284;101.236;126.705;139.39;-50.676;-31.477;-120.982;-62.839;46.008;-17.439
7370;154.017;228.315;;-97.487;-63.076;-80.637;98.378;127.945;135.833;-47.858;-31.75;-119.032;-63.941;43.284;-19.636
7380;143.167;214.017;;-101.455;-63.709;-81.568;97.01;129.274;133.636;-45.557;-33.487;-117.352;-65.128;40.829;-21.887
7390;129.906;201.939;;-105.12;-65.097;-82.681;94.935;130.73;132.659;-42.697;-36.484;-116.072;-66.476;38.934;-23.378
7400;116.832;189.161;;-108.321;-67.516;-84.594;94.063;132.157;131.579;-39.708;-40.786;-115.388;-67.094;36.99;-25.608
7410;102.233;175.574;;-111.64;-70.556;-86.812;93.192;131.777;130.503;-36.484;-45.109;-114.623;-67.695;34.419;-27.047
7420;88.32;161.026;;-114.411;-73.876;-89.058;91.52;131.396;126.084;-33.981;-49.606;-114.095;-68.277;31.513;-28.806
7430;74.814;146.386;;-116.869;-77.36;-91.48;89.959;129.948;121.741;-31.812;-54.157;-114.106;-68.458;28.51;-29.092
7440;61.132;130.823;;-119.16;-81.276;-93.651;89.641;128.61;113.731;-30.366;-59.444;-114.117;-68.228;25.487;-29.179
7450;47.255;115.941;;-121.548;-84.872;-95.974;90.353;128.419;103.639;-28.279;-64.731;-114.029;-67.781;22.774;-29.251
7460;33.219;100.146;;-123.197;-88.425;-98.604;91.466;128.204;93.436;-26.149;-70.672;-113.27;-67.254;20.621;-30.179
7470;18.495;84.018;;-124.032;-91.647;-100.937;92.141;127.989;84.606;-23.669;-76.612;-113.189;-66.731;18.156;-31.196
7480;3.083;67.77;;-124.894;-95.029;-103.31;92.746;124.206;78.848;-22.262;-82.29;-113.328;-67.008;16.371;-32.163
7490;-12.364;52.334;;-125.239;-98.014;-104.902;91.566;120.422;72.912;-19.844;-87.967;-113.468;-67.241;14.444;-33.13
7500;-27.275;35.468;;-124.994;-100.63;-105.505;90.385;114.887;69.497;-17.291;-92.527;-113.721;-67.794;13.197;-34.084
7510;-40.499;20.269;;-124.724;-103.407;-105.99;89.863;109.262;63.8;-14.517;-97.087;-113.799;-68.023;11.055;-34.516
7520;-53.559;5.457;;-123.757;-105.674;-105.946;90.992;103.021;57.8;-12.636;-100.29;-113.417;-67.625;9.228;-35.559
7530;-65.07;-9.61;;-122.552;-107.377;-105.55;92.189;96.814;49.408;-11.07;-103.492;-111.748;-67.346;6.648;-36.385
7540;-77.822;-23.884;;-121.149;-108.639;-105.313;92.745;90.717;41.857;-9.521;-105.651;-109.039;-66.863;3.87;-37.211
7550;-90.622;-37.24;;-119.705;-109.066;-104.68;93.335;87.334;33.684;-7.444;-107.81;-106.17;-66.901;1.149;-37.422
7560;-104.367;-52.799;;-117.274;-109.425;-103.964;92.68;84.157;27.768;-4.909;-109.286;-102.403;-66.283;-1.589;-37.617
7570;-114.752;-67.446;;-114.214;-109.463;-103.171;92.025;78.847;20.092;-2.331;-110.761;-98.436;-65.865;-4.807;-38.007
7580;-122.498;-82.017;;-110.948;-109.999;-102.401;90.48;73.592;10.35;0.549;-110.506;-92.919;-64.45;-7.724;-38.127
7590;-129.447;-95.534;;-107.109;-110.197;-101.514;88.88;67.087;1.171;3.16;-110.058;-85.676;-62.781;-9.681;-39.222
7600;-136.836;-107.458;;-103.374;-109.895;-100.841;87.581;60.858;-10.079;5.268;-108.557;-78.233;-61.146;-11.687;-39.756
7610;-143.891;-117.545;;-99.599;-109.519;-100.622;86.903;56.177;-19.316;7.368;-107.029;-69.593;-59.975;-12.094;-40.131
7620;-151.29;-127.873;;-96.463;-108.97;-100.378;86.419;50.836;-28.985;9.95;-107.367;-60.953;-58.701;-12.239;-40.059
7630;-157.294;-137.858;;-93.577;-108.385;-99.599;84.323;45.33;-39.277;13.692;-107.581;-52.283;-57.226;-12.491;-40.177
7640;-162.043;-149.047;;-90.37;-107.538;-98.819;82.171;41.666;-49.905;16.77;-106.579;-43.902;-55.585;-13.034;-39.967
7650;-167.146;-161.156;;-86.888;-106.674;-97.33;78.2;37.817;-60.455;19.513;-105.468;-35.801;-53.526;-14.001;-39
7660;-171.474;-172.683;;-83.338;-105.451;-95.53;74.312;36.629;-71.526;21.902;-103.865;-28.688;-51.586;-14.486;-38.033
7670;-176.182;-182.967;;-79.705;-103.6;-93.716;71.447;35.662;-79.633;24.508;-102.223;-22.481;-48.839;-14.852;-37.086
7680;-179.822;-192.756;;-76.48;-101.902;-91.549;67.794;35.632;-88.516;27.341;-100.003;-16.33;-46.81;-15.033;-36.986
7690;-182.651;-201.395;;-72.986;-99.766;-87.812;64.004;35.781;-96.239;30.353;-97.498;-10.603;-44.018;-15.199;-36.939
7700;-183.855;-210.254;;-69.452;-97.655;-84.097;59.804;35.812;-102.554;33.192;-94.41;-5.233;-40.646;-15.363;-36.778
7710;-184.581;-217.393;;-65.199;-95.814;-79.577;55.604;32.628;-108.342;36.823;-91.517;-1.172;-37.521;-15.672;-36.617
7720;-184.072;-224.178;;-60.859;-93.768;-74.943;52.315;29.243;-114.861;40.738;-88.156;2.639;-33.582;-16.061;-36.081
7730;-183.046;-230.491;;-55.154;-91.297;-69.95;48.914;24.599;-122.338;44.43;-84.865;5.745;-29.428;-16.683;-36.509
7740;-182.157;-235.647;;-49.47;-88.542;-64.455;47.041;19.92;-129.746;47.57;-80.328;9.657;-25.466;-17.985;-36.858
7750;-181.509;-239.186;;-42.421;-86.028;-58.912;44.894;13.246;-136.046;51.186;-75.392;13.345;-20.902;-19.788;-37.354
7760;-181.415;-242.851;;-34.559;-81.524;-52.581;43.098;6.626;-140.346;54.52;-69.301;18.49;-17.072;-22.183;-37.611
7770;-181.004;-247.288;;-26.731;-77.077;-45.703;38.199;-2.353;-144.102;58.64;-63.36;24.829;-13.317;-24.859;-37.247
7780;-180.354;-251.479;;-18.463;-70.37;-38.792;33.354;-9.891;-146.225;63.299;-55.823;30.451;-9.684;-26.673;-36.775
7790;-178.764;-256.379;;-10.565;-62.661;-31.393;28.353;-17.381;-148.988;67.92;-49.247;35.561;-6.131;-28.047;-36.487
7800;-177.353;-261.24;;-2.592;-55.383;-24.04;23.359;-24.735;-151.826;71.836;-40.72;40.672;-2.447;-29.926;-37.206
7810;-175.148;-263.477;;5.662;-47.892;-16.721;19.937;-32.483;-155.062;75.632;-32.742;45.037;0.996;-31.519;-37.47
7820;-173.782;-264.241;;14.811;-39.879;-9.72;16.618;-37.41;-158.032;79.337;-24.33;49.306;4.61;-32.981;-36.357
7830;-172.486;-262.646;;24.05;-31.55;-2.726;15.27;-42.695;-161.305;82.599;-16.797;52.135;8.109;-33.894;-35.003
7840;-171.589;-261.986;;34.32;-22.068;4.422;14.912;-47.181;-164.44;86.083;-9.361;52.577;11.63;-34.363;-32.503
7850;-170.468;-260.926;;46.338;-11.825;12.004;14.45;-52.142;-167.81;90.001;-3.546;53.361;15.192;-34.494;-29.8
7860;-169.284;-261.138;;58.523;-1.767;19.552;13.366;-57.269;-170.903;94.625;2.581;53.349;18.848;-34.37;-27.252
7870;-167.73;-261.688;;73.868;7.99;27.578;12.309;-63.241;-173.927;99.163;9.868;53.47;22.516;-34.323;-24.855
7880;-165.463;-259.512;;92.032;17.036;37.164;11.617;-70.014;-176.057;102.541;17.255;53.528;25.963;-33.927;-22.217
7890;-162.887;-255.295;;109.701;25.822;46.868;9.503;-77.418;-178.338;105.418;24.861;54.65;29.709;-32.825;-19.474
7900;-158.741;-250.214;;128.484;34.234;58.528;8.214;-84.057;-180.756;108.363;32.57;56.699;33.051;-31.623;-16.75
7910;-154.535;-244.491;;147.295;45.634;71.44;5.622;-89.175;-184.054;110.777;39.429;59.808;36.269;-28.978;-14.116
7920;-149.943;-237.639;;166.426;56.542;84.283;3.065;-93.887;-187.414;113.039;47.941;64.625;38.727;-26.532;-11.121
7930;-145.883;-231.495;;186.092;69.462;98.4;0.557;-96.741;-189.688;115.305;55.825;69.655;40.317;-22.892;-7.954
7940;-142.055;-224.823;;205.648;83.662;112.217;-2.192;-98.964;-189.723;117.287;65.833;75.626;40.844;-18.812;-4.153
7950;-138.352;-218.523;;225.465;97.617;126.074;-5.436;-101.395;-189.219;119.03;75.72;81.927;40.312;-14.637;-0.723
7960;-135.193;-212.56;;246.95;114.214;140.652;-9.088;-101.77;-188.137;120.179;86.396;88.839;40.946;-11.237;3.535
7970;-132.034;-205.084;;268.498;132.342;155.272;-12.999;-102.903;-187.423;120.865;96.651;96.277;41.052;-7.48;7.37
7980;-129.28;-197.688;;289.459;150.459;171.446;-17.381;-102.837;-186.206;122.283;107.741;105.165;42.67;-5.055;11.215
7990;-125.891;-190.772;;310.423;169.497;189.731;-21.701;-103.537;-185.712;123.408;117.647;113.331;44.564;-1.95;14.621
8000;-121.942;-184.986;;329.912;189.383;208.023;-26.65;-104.665;-185.716;123.913;128.023;123.406;45.149;1.345;18.026
8010;-116.261;-177.142;;348.233;207.875;227.174;-32.13;-106.269;-186.399;123.946;137.018;132.081;46.454;5.35;20.921
8020;-110.421;-168.462;;366.332;226.4;246.048;-36.535;-108.149;-185.818;123.528;146.106;140.099;46.684;10.85;23.938
8030;-103.956;-158.156;;383.863;242.326;264.957;-41.615;-112.47;-185.581;122.65;153.709;148.785;47.07;15.377;26.928
8040;-97.726;-146.106;;399.161;256.159;282.847;-46.069;-116.826;-184.572;121.421;161.742;156.714;47.774;20.023;30.171
8050;-91.276;-133.818;;414.501;269.978;300.185;-50.626;-123.661;-182.553;120.543;167.935;165.052;49.157;23.782;34.254
8060;-84.844;-121.706;;424.412;282.538;317.537;-55.246;-130.288;-179.374;119.165;174.345;172.83;50.423;27.423;38.581
8070;-79.194;-111.361;;427.68;292.917;331.858;-60.063;-137.312;-176.174;117.148;180.748;181.357;51.768;30.665;41.263
8080;-72.084;-102.436;;430.996;303.297;346.214;-64.874;-143.128;-173.251;115.903;185.568;190.451;52.589;32.815;43.84
8090;-64.254;-93.977;;429.712;311.16;356.149;-71.099;-147.654;-168.291;114.321;190.589;200.345;54.326;35.334;46.068
8100;-56.85;-85.161;;422.862;316.975;360.583;-77.628;-150.492;-163.345;112.309;193.95;208.635;55.994;37.466;47.829
8110;-49.583;-75.877;;415.895;322.77;365.011;-84.052;-153.441;-156.84;109.537;197.331;216.821;59.194;40.273;49.37
8120;-42.629;-66.239;;402.097;328.017;365.643;-89.761;-154.174;-148.894;105.866;201.032;222.273;62.177;43.04;51.028
8130;-37.388;-59.44;;384.538;331.663;362.275;-95.532;-154.858;-140.572;101.731;204.852;225.081;66.229;45.679;52.152
8140;-32.015;-53.909;;366.972;335.297;358.865;-99.794;-156.288;-132.706;98.276;209.034;227.116;69.961;47.459;52.673
8150;-28.283;-48.103;;346.623;337.516;351.87;-103.994;-157.774;-123.314;93.927;212.948;227.763;73.839;48.687;53.236
8160;-24.749;-41.177;;325.326;335.196;340.91;-107.072;-162.212;-112.303;89.319;217.68;228.964;77.029;47.836;53.259
8170;-21.829;-35.781;;303.313;332.876;329.992;-110.156;-166.465;-100.796;84.552;220.532;229.337;80.254;47.068;53.228
8180;-20.257;-30.223;;280.094;327.956;315.316;-113.803;-171.017;-89.461;79.143;222.466;228.914;82.408;44.47;51.959
8190;-18.276;-24.847;;256.786;317.861;298.046;-117.192;-175.437;-78.537;72.99;221.28;226.156;84.432;41.17;50.462
8200;-15.95;-18.098;;233.868;305.443;280.817;-120.342;-179.992;-64.577;67.097;220.149;222.923;86.469;37.629;48.622
8210;-13.033;-11.349;;208.836;290.582;262.281;-123.43;-184.527;-51.854;60.483;217.876;218.015;88.201;34.876;46.457
8220;-9.796;-4.92;;184.73;273.001;244.644;-127.055;-188.392;-38.699;53.603;215.804;212.851;88.901;32.123;44.319
8230;-5.937;2.823;;160.426;256.168;224.837;-130.079;-190.349;-26.112;46.149;212.357;205.161;87.992;29.716;42.494
8240;-2.105;11.977;;135.913;238.746;202.35;-132.575;-192.313;-12.828;38.979;208.697;196.712;86.855;27.454;40.564
8250;3.495;22.232;;111.503;220.774;179.468;-133.463;-193.051;0.88;31.93;204.001;186.408;87.276;25.792;37.863
8260;9.742;30.761;;86.974;202.527;155.673;-134.728;-193.568;14.643;25.152;199.731;175.553;87.662;24.789;35.226
8270;17.083;38.748;;62.186;183.912;131.719;-136.417;-194.019;24.924;18.199;195.552;164.095;88.728;22.306;32.131
8280;23.844;46.044;;37.134;165.639;108.066;-137.174;-194.403;35.566;10.814;191.372;151.99;90.825;19.945;29.528
8290;32.076;53.917;;13.241;148.395;84.668;-136.786;-195.214;45.731;3.766;186.022;139.966;92.563;17.519;27.526
8300;39.892;62.768;;-10.637;131.174;60.961;-135.32;-193.735;56.086;-3.821;178.579;126.99;94.516;16.252;24.988
8310;47.316;71.665;;-31.516;115.068;37.221;-133.771;-192.022;65.64;-11.872;169.426;114.153;96.91;14.979;21.731
8320;53.152;82.392;;-48.36;99.641;16.612;-131.88;-189.052;77.411;-19.324;160.335;100.116;98.618;14.244;18.498
8330;57.172;94.257;;-65.258;82.891;-3.761;-129.321;-185.628;88.756;-27.029;152.486;85.392;100.263;13.563;16.03
8340;60.626;106.771;;-79.09;66.706;-19.881;-127.097;-181.727;97.846;-34.21;143.916;70.454;99.6;12.527;13.843
8350;64.073;118.577;;-88.841;51.709;-31.241;-124.817;-177.556;106.459;-41.05;136.957;56.251;96.983;11.208;12.425
8360;67.554;131.022;;-98.634;36.244;-43.669;-122.909;-172.503;113.48;-47.615;128.869;41.128;92.767;9.314;11.377
8370;71.076;144.486;;-104.596;21.036;-52.938;-121.657;-167.639;120.196;-53.785;119.554;28.288;86.726;7.469;10.121
8380;75.846;158.446;;-109.679;7.99;-60.167;-120.655;-164.353;127.055;-59.303;109.956;17.626;78.45;6.043;9.006
8390;80.44;171.701;;-115.161;-5.059;-67.429;-119.757;-160.639;134.094;-65.048;100.003;7.061;70.146;4.554;7.65
8400;86.275;184.681;;-120.004;-16.314;-73.326;-118.892;-155.977;138.903;-70.218;90.081;-3.011;62.043;3.146;7.632
8410;92.039;195.737;;-123.601;-26.41;-77.159;-118.29;-147.703;142.739;-74.615;78.546;-14.003;53.982;2.49;8.139
8420;98.003;206.017;;-126.388;-36.719;-81.443;-117.148;-141.159;146.635;-79.385;65.644;-24.945;45.949;1.833;9.15
8430;104.506;216.032;;-128.255;-46.737;-84.091;-114.971;-134.865;153.05;-84.086;53.654;-34.982;39.833;2.495;9.571
8440;110.681;226.254;;-129.727;-53.567;-85.469;-112.334;-129.319;159.527;-88.316;42.316;-42.75;32.815;3.074;8.433
8450;118.378;235.799;;-132.084;-57.978;-86.84;-109.149;-123.848;164.308;-92.815;31.243;-50.041;25.673;4.254;6.677
8460;125.19;245.386;;-135.003;-62.468;-88.119;-105.561;-117.258;168.728;-96.69;19.53;-55.575;17.124;4.894;4.592
8470;132.93;254.659;;-139.123;-65.914;-90.716;-101.514;-109.672;174.105;-100.359;7.188;-59.669;9.601;5.534;2.142
8480;139.948;262.497;;-144.203;-69.884;-93.086;-97.503;-98.488;180.99;-103.828;-6.08;-61.12;2.116;6.829;-0.913
8490;147.021;268.903;;-148.894;-74.212;-96.095;-93.665;-81.397;188.014;-107.985;-20.258;-62.17;-5.17;7.662;-3.433
8500;151.875;274.392;;-153.014;-78.541;-98.968;-90.276;-69.557;196.03;-112.174;-33.796;-63.499;-13.281;7.914;-4.617
8510;158.294;277.218;;-156.545;-83.109;-101.968;-85.93;-58.317;204.371;-116.818;-46.023;-66.615;-21.583;6.879;-5.979
8520;162.534;279.875;;-159.61;-86.84;-104.968;-80.617;-48.385;213.775;-120.761;-57.454;-69.789;-29.394;5.877;-6.912
8530;166.905;281.545;;-162.516;-90.352;-108.483;-75.044;-38.989;221.255;-124.51;-68.759;-74.203;-37.451;4.6;-8.754
8540;168.481;281.847;;-164.152;-94.014;-111.516;-68.948;-30.597;228.404;-127.505;-79.343;-78.841;-44.887;3.357;-12.257
8550;169.978;280.674;;-166.039;-97.988;-114.011;-62.875;-21.727;231.513;-130.292;-87.83;-83.549;-53.308;2.748;-16.457
8560;172.228;279.254;;-166.985;-102.434;-116.389;-56.521;-9.764;234.65;-132.036;-93.832;-89.099;-63.328;2.603;-20.781
8570;176.037;277.833;;-167.531;-106.186;-119.074;-49.491;5.652;234.087;-133.11;-99.623;-94.178;-72.779;2.382;-24.604
8580;180.873;275.826;;-168.2;-108.818;-122.407;-43.291;20.055;231.822;-134.677;-104.895;-99.457;-82.189;2.058;-28.161
8590;182.669;273.319;;-169.303;-111.026;-125.65;-36.683;37.206;229.661;-136.142;-109.841;-104.919;-89.748;1.458;-31.578
8600;184.258;269.891;;-170.552;-113.236;-128.797;-28.749;55.441;227.684;-137.39;-114.302;-109.772;-95.697;0.618;-34.912
8610;181.543;265.942;;-171.608;-115.298;-130.865;-17.363;74.57;225.921;-138.088;-116.01;-113.698;-101.646;-1.051;-38.121
8620;179.269;260.768;;-172.323;-116.665;-132.897;-3.665;95.395;227.106;-138.68;-117.301;-117.561;-105.354;-2.72;-41.716
8630;177.418;254.804;;-172.847;-117.45;-134.928;10.581;120.006;224.352;-139.055;-118.549;-121.131;-107.214;-4.502;-45.95
8640;175.894;247.302;;-173.364;-117.993;-137.246;23.505;145.048;221.411;-138.886;-119.683;-123.943;-108.99;-6.367;-50.13
8650;173.75;237.986;;-174.143;-118.546;-139.891;34.825;169.895;215.87;-138.204;-120.379;-125.659;-110.932;-7.568;-55.433
8660;172.175;228.673;;-174.542;-119.292;-142.537;46.324;191.6;210.192;-137.423;-121.048;-126.603;-111.375;-8.719;-60.503
8670;171.861;219.394;;-176.223;-119.898;-145.2;55.774;212.829;202.353;-136.586;-121.608;-127.546;-111.488;-9.903;-65.123
8680;172.052;210.364;;-178.557;-120.4;-148.159;64.25;229.978;192.995;-135.452;-123.134;-129.074;-111.698;-11.342;-67.502
8690;172.327;200.494;;-181.074;-120.549;-151.379;73.879;243.847;184.15;-134.72;-124.254;-130.975;-111.444;-12.898;-68.408
8700;170.003;192.483;;-183.335;-120.497;-154.524;84.778;256.159;171.546;-133.152;-126.979;-133.4;-111.141;-14.825;-68.705
8710;167.617;184.502;;-184.506;-120.459;-157.85;95.756;268.081;158.949;-131.654;-130.103;-135.08;-109.837;-17.014;-69.459
8720;160.986;172.073;;-184.121;-120.738;-160.686;106.454;278.124;144.583;-129.786;-133.516;-137.966;-107.72;-19.196;-70.412
8730;152.846;159.374;;-182.772;-121.324;-163.183;117.742;283.295;129.193;-128.579;-135.469;-141.971;-105.241;-20.989;-71.011
8740;144.244;147.534;;-181.817;-121.83;-165.374;129.45;281.601;115.568;-126.92;-136.014;-145.69;-102.756;-21.741;-71.592
8750;136.49;134.131;;-181.543;-122.588;-167.276;140.735;283.633;100.633;-125.301;-136.166;-149.018;-100.15;-22.612;-72.952
8760;127.37;120.706;;-182.24;-123.28;-169.357;150.488;290.334;85.588;-121.457;-138.197;-150.346;-97.163;-21.487;-74.379
8770;120.73;107.739;;-182.53;-124.821;-171.439;160.021;297.884;69.759;-117.287;-140.859;-151.392;-94.086;-20.492;-75.494
8780;114.131;93.972;;-182.175;-126.05;-172.757;170.556;306.115;56.021;-113.117;-143.943;-151.19;-91.119;-18.578;-75.334
8790;108.114;79.283;;-181.661;-126.523;-173.21;179.92;315.846;41.91;-110.084;-146.71;-150.353;-88.274;-17.206;-73.782
8800;100.498;62.717;;-180.992;-127.057;-173.619;187.477;325.465;32.16;-106.476;-149.717;-147.766;-85.593;-16.233;-71.775
8810;91.743;45.16;;-179.735;-127.335;-173.428;194.367;332.781;22.61;-102.619;-152.818;-144.314;-81.546;-16.393;-70.203
8820;83.258;26.756;;-177.25;-127.575;-172.098;200.112;333.883;16.258;-99.236;-155.51;-141.401;-77.761;-16.477;-69.377
8830;74.537;8.748;;-173.866;-128.095;-168.833;206.095;332.201;12.146;-94.938;-157.766;-137.756;-73.462;-16.556;-68.937
8840;67.175;-9.556;;-169.208;-128.177;-165.106;210.457;325.928;8.003;-90.564;-159.461;-133.727;-69.883;-16.935;-66.766
8850;58.132;-25.228;;-164.292;-127.419;-161.092;210.48;318.908;3.668;-86.037;-161.407;-129.021;-65.632;-16.661;-64.526
8860;52.786;-40.875;;-159.023;-125.859;-157.154;206.761;310.706;-0.626;-81.69;-165.679;-124.157;-60.95;-16.24;-61.781
8870;46.783;-56.517;;-153.823;-123.817;-153.174;200.647;301.247;-7.963;-77.232;-169.368;-118.6;-56.629;-15.426;-59.517
8880;39.319;-72.517;;-148.903;-122.036;-149.233;193.462;288.815;-12.543;-72.273;-172.858;-112.892;-53.108;-14.892;-56.661
8890;31.868;-87.115;;-144.521;-120.396;-144.601;185.317;276.509;-17.16;-66.557;-175.4;-107.494;-49.668;-14.637;-53.73
8900;23.412;-99.752;;-140.083;-118.599;-139.612;178.863;262.295;-19.854;-60.841;-177.881;-103.079;-46.076;-14.903;-50.174
8910;14.234;-111.637;;-136.514;-116.301;-134.237;171.888;247.462;-22.575;-55.502;-179.417;-98.421;-43.076;-15.415;-45.641
8920;4.237;-122.506;;-133.526;-113.716;-128.808;165.432;233.949;-24.633;-49.697;-179.799;-93.585;-40.211;-16.03;-41.474
8930;-5.512;-134.244;;-130.246;-110.571;-123.379;158.855;224.246;-26.684;-43.891;-179.757;-87.447;-37.346;-16.723;-38.166
8940;-14.924;-145.63;;-127.417;-107.407;-118.692;151.528;216.022;-29.703;-36.474;-179.419;-79.965;-32.154;-17.125;-35.257
8950;-23.777;-160.272;;-125.309;-104.514;-114.847;143.281;206.303;-30.083;-29.793;-177.954;-72.658;-26.488;-17.448;-32.72
8960;-32.979;-175.586;;-123.684;-101.487;-110.881;134.994;194.545;-30.545;-23.194;-174.93;-65.581;-20.546;-16.848;-29.203
