timepoints (min);16: frq7+.1;17: frq7+.2;;18: frq1-.1;19: frq1-.2;20: frq1-.3;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;26: frq9+.3;27: frq10+.1;28: frq10+.2;29: frq10+.3
4890;-28.35;-112.647;;-69.716;-75.815;-52.406;80.892;93.759;110.943;-30.559;-29.095;24.792;-75.142;48.708;-75.622
4900;-39.792;-129.021;;-66.183;-66.956;-46.581;73.309;79.09;105.684;-29.054;-24.174;28.16;-76.691;55.091;-71.183
4910;-51.779;-143.241;;-62.011;-58.041;-40.141;66.236;65.421;99.357;-27.312;-18.212;31.204;-77.302;60.309;-66.283
4920;-63.996;-154.902;;-57.663;-49.829;-33.99;59.843;51.503;92.11;-25.619;-11.76;33.794;-77.797;65.486;-61.472
4930;-74.886;-166.542;;-53.473;-42.236;-25.08;54.08;36.793;82.445;-23.796;-5.115;36.552;-78.292;70.506;-57.775
4940;-84.519;-176.582;;-49.421;-34.877;-16.059;48.535;23.003;72.946;-22.199;1.28;38.208;-77.763;75.561;-54.855
4950;-94.021;-185.921;;-43.568;-27.65;-4.959;43.337;9.488;66.28;-21.468;7.532;40.105;-77.097;79.959;-51.983
4960;-101.492;-192.901;;-35.688;-20.134;7.29;39.666;0.022;61.527;-20.888;14.43;41.52;-76.516;84.246;-49.574
4970;-108.79;-199.625;;-26.036;-12.146;21.559;36.855;-8.306;57.192;-19.702;21.308;43.324;-76.99;87.652;-47.588
4980;-116.516;-206.215;;-16.39;-3.037;35.779;32.029;-15.552;53.392;-17.185;28.006;46.081;-76.774;90.105;-44.993
4990;-124.361;-211.479;;-4.988;7.603;49.01;27.47;-22.026;51.112;-14.737;35.088;48.884;-76.641;91.997;-41.404
5000;-132.621;-216.963;;8.05;18.155;62.669;23.723;-25.407;48.217;-10.67;43.397;51.895;-75.211;94.945;-38.417
5010;-141.476;-221.497;;21.857;30.684;78.006;18.352;-28.702;48.881;-6.423;51.927;53.883;-73.601;97.709;-35.844
5020;-149.848;-225.454;;35.657;44.342;93.273;12.97;-28.921;51.226;-1.845;60.741;56.004;-71.01;99.966;-34.028
5030;-157.217;-228.171;;50.086;57.895;107.735;7.19;-30.076;53.966;1.823;69.472;58.502;-66.892;101.988;-31.112
5040;-163.858;-230.64;;64.714;70.046;122.237;0.018;-35.339;56.03;6.006;78.182;60.72;-62.927;102.183;-26.946
5050;-170.575;-231.508;;81.768;81.837;138.207;-8.141;-40.348;56.695;9.912;88.204;64.178;-58.702;102.297;-23.063
5060;-175.698;-230.441;;98.76;92.903;154.142;-15.901;-42.24;55.196;14.137;98.512;66.306;-54.061;101.388;-18.954
5070;-181.546;-229.375;;118.254;104.291;173.658;-23.421;-43.452;50.96;18.966;108.646;68.743;-49.607;100.479;-15.406
5080;-186.338;-226.855;;139.615;116.327;191.848;-30.734;-44.679;46.804;23.946;116.77;70.411;-45.306;99.04;-12.05
5090;-189.495;-225.705;;159.923;130.007;208.681;-37.097;-47.885;41.519;29.189;124.135;72.615;-41.167;97.546;-9.949
5100;-192.777;-225.023;;180.148;142.732;225.521;-43.919;-52.67;35.081;35.03;131.426;73.379;-36.713;94.659;-7.768
5110;-196.946;-224.101;;199.709;157.437;241.324;-50.097;-57.366;27.072;40.968;139.615;74.846;-32.2;91.759;-5.96
5120;-198.393;-224.643;;219.662;171.41;256.177;-55.153;-59.946;19.09;47.686;148.025;76.611;-27.583;86.818;-4.774
5130;-198.76;-224.92;;240.879;183.891;269.182;-60.581;-62.302;9.148;54.604;157.633;79.377;-23.103;81.974;-4.468
5140;-200.687;-225.277;;262.025;196.419;279.011;-66.56;-65.672;-1.528;61.753;165.571;83.801;-18.694;76.09;-3.901
5150;-202.621;-225.731;;283.288;209.8;288.819;-73.251;-70.415;-11.983;68.943;173.764;87.666;-14.326;70.323;-4.462
5160;-203.68;-226.148;;302.731;222.492;295.508;-79.062;-76.687;-20.819;76.109;179.97;90.754;-10.026;64.938;-5.113
5170;-202.263;-226.279;;319.029;234.407;300.385;-84.852;-83.498;-27.401;82.284;186.237;94.283;-6.15;59.532;-5.684
5180;-200.804;-226.292;;331.364;245.163;303.139;-91.799;-88.97;-33.963;88.328;192.422;96.388;-2.222;54.199;-5.477
5190;-197.415;-227.388;;341.963;255.932;303.957;-98.594;-93.716;-41.989;94.126;198.868;99.163;1.16;47.375;-3.738
5200;-194.35;-226.226;;350.193;264.708;301.796;-105.837;-98.422;-51.574;100.719;206.633;101.917;4.542;40.901;-1.839
5210;-193.472;-223.575;;355.19;271.506;298.033;-112.434;-104.686;-61.345;107.208;213.192;105.472;8.828;33.503;0.989
5220;-193.048;-220.179;;357.195;276.392;291.575;-119.032;-108.313;-71.145;114.665;219.043;109.157;14.393;26.106;3.295
5230;-192.223;-215.506;;356.636;279.192;283.808;-123.937;-112.541;-80.001;121.968;226.069;111.807;19.924;20.382;4.622
5240;-191.887;-212.388;;354.145;280.378;276.476;-128.091;-115.968;-89.201;129.334;232.288;114.832;27.126;16.018;7.305
5250;-191.474;-210.288;;346.903;280.361;267.556;-132.374;-120.37;-97.972;136.132;235.782;118.641;34.01;10.619;9.338
5260;-190.553;-207.579;;336.651;276.354;255.822;-135.143;-125.246;-107.703;142.181;239.007;122.982;42.877;5.175;12.236
5270;-187.782;-204.13;;325.119;269.539;243.985;-136.437;-130.563;-116.618;147.967;240.49;127.876;51.912;0.211;14.462
5280;-184.832;-200.806;;312.619;262.666;231.566;-137.761;-135.672;-125.444;152.657;241.634;133.068;58.992;-5.421;16.486
5290;-180.495;-196.899;;299.6;255.189;217.546;-137.988;-141.797;-132.95;156.852;242.855;137.908;66.087;-9.052;16.886
5300;-175.945;-194.252;;284.326;247.367;201.97;-137.611;-148.477;-140.348;160.924;243.181;141.228;74.415;-12.65;17.31
5310;-170.367;-194.836;;268.738;239.641;186.265;-137.083;-155.648;-145.988;163.265;241.306;143.241;82.716;-14.818;17.407
5320;-164.095;-195.371;;250.826;231.034;167.761;-136.572;-162.967;-149.188;163.665;237.508;145.043;92.986;-16.986;17.888
5330;-158.597;-197.657;;230.995;220.241;149.872;-136.295;-169.281;-151.594;164.21;234.192;145.737;102.985;-19.397;18.516
5340;-154.254;-199.252;;211.855;206.96;133.563;-135.927;-174.112;-152.284;163.73;230.779;145.405;112.935;-21.294;19.174
5350;-150.739;-197.884;;192.223;193.041;117.022;-134.714;-176.472;-152.521;161.766;228.171;144.826;121.106;-23.037;19.312
5360;-146.418;-195.814;;172.357;177.403;101.268;-131.535;-180.112;-152.499;159.636;224.484;143.306;129.203;-24.295;18.865
5370;-143.177;-191.513;;150.691;162.124;85.887;-128.356;-183.541;-152.615;156.094;218.766;140.996;135.766;-24.553;19.992
5380;-140.317;-186.796;;127.252;146.814;71.246;-124.363;-184.651;-151.364;152.27;212.401;137.603;141.034;-24.901;23.237
5390;-136.081;-182.063;;103.841;131.924;58.836;-120.647;-185.217;-150.153;147.479;204.877;131.69;145.88;-24.208;26.236
5400;-131.182;-175.543;;80.432;115.481;45.382;-117.574;-185.679;-148.164;141.927;197.263;123.712;148.766;-24.516;29.503
5410;-126.44;-169.239;;58.876;98.23;33.648;-115.319;-186.764;-146.429;134.994;187.978;116.524;151.084;-25.662;31.014
5420;-123.359;-159.848;;39.132;82.499;24.234;-113.291;-185.846;-146.359;128.633;177.492;109.032;151.292;-26.939;32.423
5430;-118.822;-149.84;;22.014;67.225;14.497;-111.288;-184.539;-146.556;122.502;166.894;103.425;151.81;-28.881;33.23
5440;-115.19;-138.599;;6.694;51.461;6.746;-109.829;-182.148;-145.963;116.349;156.117;98.283;152.749;-29.423;33.636
5450;-111.034;-127.759;;-9.007;37.392;0.094;-108.421;-179.705;-144.924;109.266;143.634;92.903;153.298;-29.941;32.681
5460;-105.832;-117.634;;-23.386;25.003;-6.801;-106.465;-178.297;-142.983;101.189;131.419;87.564;151.854;-29.797;32.128
5470;-99.033;-107.705;;-36.797;14.055;-13.91;-104.026;-177.782;-139.607;90.897;119.287;81.785;149.863;-29.578;30.556
5480;-92.073;-97.676;;-47.975;4.568;-20.429;-101.306;-177.217;-136.32;80.094;105.728;75.757;147.153;-30.538;29.768
5490;-84.143;-86.621;;-59.146;-5.581;-26.982;-98.303;-175.783;-131.177;69.443;92.197;69.589;142.043;-32.775;27.439
5500;-75.415;-72.385;;-68.07;-15.203;-33.735;-95.434;-172.45;-127.451;59.432;79.037;62.141;136.604;-35.386;25.313
5510;-67.589;-57.614;;-75.048;-22.985;-40.603;-92.872;-168.492;-122.96;49.702;65.974;53.03;128.666;-38.055;22.288
5520;-60.101;-43.068;;-80.738;-29.935;-47.539;-90.389;-162.495;-119.251;40.09;53.396;43.27;120.218;-40.724;19.103
5530;-52.794;-29.061;;-85.917;-37.061;-53.931;-88.119;-154.178;-113.709;30.437;39.618;31.477;111.797;-42.299;16.091
5540;-45.531;-15.924;;-91.152;-43.103;-58.565;-86.174;-140.999;-107.568;22.097;24.302;19.346;103.705;-44.274;13.131
5550;-38.938;-2.607;;-96.028;-48.472;-63.338;-84.018;-127.203;-101.543;13.825;9.381;7.054;94.39;-45.305;10.051
5560;-33.386;11.908;;-100.676;-53.639;-67.463;-82.234;-109.2;-96.735;8.393;-3.189;-3.719;84.876;-45.829;6.492
5570;-28.601;26.644;;-105.257;-58.88;-72.343;-80.036;-94.393;-91.646;4.312;-12.836;-15.07;73.979;-46.201;3.748
5580;-22.766;41.706;;-109.837;-64.41;-77.348;-77.524;-81.233;-85.946;0.003;-22.331;-25.363;62.204;-46.11;1.014
5590;-16.086;56.695;;-114.508;-70.538;-83.799;-75.317;-67.981;-80.869;-3.608;-32.666;-34.989;49.989;-46.403;-2.006
5600;-6.156;69.921;;-119.023;-76.139;-90.246;-73.246;-54.486;-75.032;-7.445;-42.996;-43.852;39.183;-47.646;-4.901
5610;4.327;85.172;;-123.272;-82.108;-96.686;-70.171;-38.206;-71.385;-11.283;-54.84;-52.077;27.255;-48.677;-5.869
5620;16.014;103.123;;-126.76;-88.716;-102.794;-67.778;-21.808;-67.552;-15.774;-64.749;-59.723;16.244;-49.709;-7.474
5630;27.092;119.857;;-130.564;-95.665;-107.599;-65.262;-6.888;-64.599;-20.512;-75.379;-67.783;6.236;-49.229;-10.899
5640;38.074;137.47;;-134.561;-102.556;-112.665;-62.306;7.899;-60.679;-25.553;-84.81;-73.796;-2.892;-48.708;-14.837
5650;49.012;152.52;;-138.412;-107.852;-116.605;-57.571;21.514;-57.171;-29.183;-94.461;-77.288;-10.102;-46.858;-18.655
5660;61.712;166.702;;-142.37;-111.575;-119.706;-51.281;35.495;-52.943;-33.023;-102.433;-82.188;-16.578;-44.974;-21.275
5670;73.899;177.284;;-145.603;-114.993;-122.559;-45.472;48.563;-46.836;-36.932;-108.645;-86.775;-21.094;-43.09;-23.921
5680;85.743;186.804;;-148.472;-117.444;-125.135;-38.966;61.99;-38.983;-42.212;-113.142;-92.251;-26.026;-41.652;-26.524
5690;95.866;196.115;;-151.396;-119.377;-127.887;-31.779;73.916;-30.594;-47.637;-117.445;-98.297;-31.417;-40.215;-28.819
5700;106.709;206.971;;-154.314;-120.948;-130.811;-23.553;84.292;-21.79;-53.021;-122.261;-104.084;-36.327;-38.753;-29.894
5710;117.439;216.52;;-157.432;-122.796;-134.302;-15.73;94.996;-13.407;-58.448;-128.608;-110.872;-40.007;-36.939;-29.887
5720;126.61;228.866;;-160.141;-124.709;-136.808;-9.361;103.229;-6.221;-63.121;-136.222;-117.048;-44.287;-34.946;-28.094
5730;136.314;241.588;;-162.865;-127.437;-138.996;-3.407;115.439;1.823;-67.957;-143.288;-123.025;-48.483;-33.215;-26.914
5740;145.993;255.348;;-165.837;-129.6;-140.708;2.425;131.305;9.526;-72.046;-147.906;-129.062;-52.817;-31.484;-25.672
5750;154.568;268.094;;-169.083;-131.406;-141.539;7.91;150.742;18.956;-76.854;-153.324;-135.357;-56.63;-30.277;-24.472
5760;162.942;281.114;;-172.622;-133.126;-142.168;12.204;170.317;28.807;-81.207;-158.385;-140.452;-60.004;-29.423;-22.963
5770;170.728;293.32;;-175.946;-134.903;-143.286;16.676;186.234;38.488;-85.732;-162.92;-145.886;-62.742;-28.57;-20.725
5780;178.801;305.365;;-179.513;-136.75;-144.537;21.459;199.887;47.017;-88.738;-165.855;-150.236;-65.32;-27.903;-18.772
5790;187.45;316.017;;-184.297;-138.97;-146.59;27.108;209.134;54.437;-91.999;-167.185;-154.052;-68.117;-27.237;-17.054
5800;197.737;324.159;;-188.621;-141.441;-148.626;33.851;218.381;62.937;-94.626;-168.273;-157.326;-70.99;-27.723;-15.33
5810;207.95;331.801;;-192.146;-143.843;-150.833;40.588;223.218;74.386;-97.534;-168.909;-160.64;-73.644;-28.61;-14.221
5820;218.559;339.284;;-194.556;-146.263;-152.876;47.004;226.335;85.741;-99.909;-169.428;-162.954;-76.236;-29.497;-13.768
5830;228.894;347.028;;-196.782;-148.265;-154.926;52.788;228.818;96.625;-102.043;-170.314;-164.719;-77.708;-29.211;-13.579
5840;237.815;354.542;;-199.01;-149.912;-156.884;58.892;231.301;108.065;-104.817;-170.396;-166.743;-78.767;-28.926;-12.75
5850;245.057;359.497;;-200.957;-151.731;-158.248;65.877;232.859;119.719;-106.668;-170.87;-169.106;-79.503;-27.4;-11.211
5860;251.655;361.903;;-202.684;-153.043;-159.226;70.868;229.861;133.477;-108.312;-168.505;-171.345;-79.8;-26.341;-10.859
5870;255.407;357.632;;-204.011;-153.819;-159.764;77.619;227.437;145.81;-108.316;-165.732;-173.469;-79.556;-25.364;-10.825
5880;259.159;353.319;;-204.243;-154.255;-159.95;84.894;224.786;157.378;-108.284;-161.774;-174.59;-79.509;-25.185;-11.112
5890;261.716;347.926;;-203.833;-154.873;-159.64;91.967;223.352;168.128;-108.342;-158.375;-175.192;-80.662;-25.281;-11.218
5900;262.745;343.906;;-202.726;-155.4;-159.527;98.011;222.687;177.799;-108.48;-156.073;-176.048;-81.684;-26.261;-12.004
5910;260.461;339.901;;-201.086;-155.912;-159.488;102.069;222.437;186.919;-107.028;-153.578;-176.225;-83.266;-27.265;-12.308
5920;258.214;335.712;;-199.021;-156.392;-158.463;106.039;222.27;193.972;-105.72;-152.806;-176.506;-84.994;-28.269;-12.368
5930;254.938;332.326;;-196.01;-155.799;-157.008;109.364;222.183;197.946;-102.512;-152.657;-176.072;-85.971;-28.277;-11.949
5940;253.662;326.52;;-192.367;-154.034;-154.537;112.396;222.276;202.223;-99.174;-151.927;-174.441;-86.348;-28.286;-11.739
5950;251.935;320.775;;-188.068;-151.928;-151.865;114.76;221.023;207.399;-95.539;-150.196;-171.412;-86.352;-28.207;-11.375
5960;247.703;312.891;;-183.503;-149.458;-148.281;116.32;219.619;212.748;-91.324;-146.046;-167.108;-86.086;-28.781;-11.335
5970;243.503;303.19;;-179.095;-147.019;-145.618;119.28;220.52;212.617;-87.217;-139.735;-162.203;-85.139;-29.527;-12.246
5980;236.836;292.317;;-174.439;-144.021;-142.961;120.924;216.826;210.414;-82.888;-133.135;-156.617;-83.447;-30.377;-13.156
5990;229.899;277.561;;-170.022;-140.734;-141.418;120.858;207.513;206.881;-78.644;-126.881;-151.301;-81.219;-31.406;-13.945
6000;222.323;260.806;;-165.709;-137.727;-139.24;120.272;193.4;202.709;-74.16;-118.628;-145.221;-79.28;-31.303;-14.494
6010;215.843;242.923;;-161.906;-134.687;-137.462;120.921;180.029;196.452;-69.559;-109.621;-138.283;-75.959;-29.928;-14.888
6020;210.721;225.088;;-158.766;-131.439;-135.724;122.214;165.927;189.88;-65.273;-100.497;-131.345;-71.335;-28.498;-15.301
6030;205.52;209.534;;-156.163;-127.986;-133.545;124.415;151.731;183.028;-62.394;-91.299;-124.31;-66.858;-26.452;-15.542
6040;199.636;194.462;;-152.983;-123.983;-131.648;126.138;138.295;177.393;-59.537;-81.901;-117.851;-63.357;-24.841;-15.189
6050;191.021;179.716;;-149.964;-120.567;-129.472;127.567;125.266;172.234;-57.259;-72.382;-111.103;-61.537;-22.47;-14.698
6060;179.996;165.308;;-147.152;-117.593;-126.932;128.788;115.621;165.156;-55.403;-63.633;-105.79;-59.804;-20.305;-13.589
6070;167.342;147.847;;-144.486;-115.032;-124.379;129.048;108.887;157.57;-53.149;-55.331;-101.077;-57.934;-18.174;-12.309
6080;153.841;129.365;;-142.247;-112.963;-121.68;129.119;103.279;147.934;-50.823;-46.596;-96.737;-56.263;-16.877;-11.226
6090;141.225;110.047;;-139.326;-110.934;-118.342;128.236;95.294;137.742;-47.161;-37.971;-92.661;-53.561;-15.588;-9.528
6100;127.168;91.509;;-136.248;-109.109;-115.247;125.899;83.97;124.732;-43.463;-28.294;-88.775;-51.019;-14.418;-8.366
6110;112.775;73.051;;-133.629;-107.657;-111.623;124.243;76.161;110.68;-39.796;-20.044;-84.157;-47.657;-13.102;-8.672
6120;99.611;57.821;;-131.301;-106.272;-107.997;121.12;67.687;101.203;-36.651;-12.786;-77.797;-44.43;-11.786;-8.992
6130;86.418;43.623;;-129.048;-104.134;-104.821;117.578;58.272;93.204;-34.149;-5.914;-71.432;-40.726;-10.778;-9.743
6140;72.986;30.665;;-126.441;-101.246;-101.323;113.783;46.954;86.399;-31.087;1.557;-64.441;-36.708;-9.701;-9.247
6150;60.274;17.497;;-123.43;-98.386;-97.011;109.314;34.818;80.526;-27.961;11.6;-56.305;-32.335;-8.814;-8.577
6160;49.156;4.996;;-119.954;-95.023;-92.388;105.726;22.321;73.743;-25.803;21.543;-47.345;-28.123;-8.579;-7.371
6170;38.266;-7.585;;-115.753;-91.687;-87.083;102.012;10.953;65.513;-23.448;31.673;-37.505;-23.692;-8.607;-6.572
6180;27.297;-20.24;;-111.476;-88.11;-80.999;98.339;0.531;58.557;-20.694;39.923;-27.834;-20.462;-9.832;-5.426
6190;15.108;-30.779;;-106.839;-83.71;-74.714;94.294;-9.029;51.119;-17.439;47.557;-19.059;-17.484;-11.243;-4.397
6200;1.695;-41.928;;-101.971;-79.39;-68.534;89.316;-15.869;42.139;-14.314;55.302;-10.844;-15.095;-11.868;-3.495
6210;-9.237;-52.978;;-96.199;-74.902;-62.033;83.557;-23.77;33.552;-10.796;64.028;-3.181;-12.386;-11.477;-3.549
6220;-20.537;-63.714;;-90.612;-70.116;-52.884;77.91;-32.65;30.799;-6.989;71.669;3.726;-10.006;-11.004;-3.295
6230;-30.681;-73.378;;-83.632;-64.683;-43.742;73.897;-40.815;29.363;-3.037;80.168;9.607;-6.778;-9.846;-2.919
6240;-41.255;-79.545;;-75.233;-57.888;-32.72;71.4;-48.251;28.724;1.135;87.601;15.074;-3.913;-8.542;-2.873
6250;-51.731;-85.441;;-66.161;-51.123;-22.105;68.892;-55.778;28.971;5.494;94.977;19.571;-1.506;-8.097;-2.815
6260;-63.605;-91.658;;-57.062;-43.41;-11.545;64.585;-65.312;30.277;9.714;102.701;22.977;-1.04;-8.79;-3.131
6270;-75.823;-96.342;;-48.028;-34.977;-2.385;59.643;-73.047;30.943;14.252;110.266;26.779;-2.684;-9.484;-2.921
6280;-88.708;-104.839;;-38.815;-26.662;7.032;53.561;-79.546;28.75;19.161;118.131;30.451;-3.488;-10.906;-2.441
6290;-102.2;-114.651;;-28.902;-18.815;16.372;47.359;-86.041;23.047;24.043;125.634;35.837;-2.492;-12.328;-1.956
6300;-113.812;-122.84;;-17.811;-10.303;26.353;40.516;-93.189;15.623;28.847;132.869;41.163;0.087;-13.807;-1.564
6310;-122.204;-130.473;;-6.018;0.062;37.378;33.771;-103.357;7.192;32.887;140.2;47.95;3.132;-14.913;-1.732
6320;-128.916;-135.906;;5.124;12.394;48.334;26.501;-112.606;-1.454;36.823;147.211;53.748;5.978;-16.019;-2.181
6330;-134.906;-141.503;;17.945;26.869;60.279;19.31;-122.782;-8.279;41.149;153.164;59.47;9.56;-16.577;-0.76
6340;-140.215;-146.6;;33.244;41.372;73.383;12.717;-130.859;-15.527;45.115;157.626;66.979;13.342;-17.134;-0.354
6350;-142.617;-151.166;;51.941;56.564;86.371;6.839;-136.081;-21.135;49.17;160.321;76.994;16.83;-17.086;-0.781
6360;-143.64;-157.097;;73.597;71.956;100.378;1.201;-141.663;-25.583;53.396;162.777;86.022;20.603;-16.792;-0.003
6370;-143.543;-163.342;;95.354;86.903;115.032;-4.556;-144.934;-33.112;58.182;166.621;94.959;23.404;-16.829;0.537
6380;-143.611;-170.6;;119.255;101.27;129.699;-10.596;-145.196;-40.39;62.789;170.272;104.368;26.366;-16.63;1.916
6390;-145.156;-177.851;;144.556;115.792;145.575;-17.23;-143.178;-49.786;67.168;172.499;112.937;28.419;-16.756;2.593
6400;-147.232;-185.641;;170.363;131.354;161.897;-24.211;-140.138;-59.062;71.108;172.287;120.905;30.793;-16.703;3.463
6410;-150.25;-192.832;;196.512;146.723;178.28;-31.963;-138.305;-68.287;75.226;172.655;128.79;33.215;-16.408;4.17
6420;-153.803;-199.524;;221.833;162.291;194.721;-39.619;-138.494;-75.836;78.314;173.141;136.025;35.146;-15.996;5.086
6430;-158.763;-206.423;;247.728;177.516;210.483;-47.044;-140.105;-82.546;80.083;174.821;143.459;37.519;-15.799;5.643
6440;-164.713;-214.283;;272.863;191.999;225.469;-54.149;-142.823;-89.545;81.429;176.796;151.152;39.836;-15.588;6.083
6450;-169.875;-222.215;;296.174;207.481;241.363;-60.701;-144.846;-96.432;82.53;180.185;158.316;43.353;-16.321;6.243
6460;-175.019;-227.701;;315.702;223.644;257.017;-65.269;-145.953;-104.097;82.59;181.993;167.08;46.183;-17.505;6.788
6470;-179.937;-232.688;;335.175;239.676;270.019;-70.783;-147.188;-112.444;82.44;182.19;175.603;49.244;-18.688;8.047
6480;-184.723;-237.819;;349.698;255.252;282.177;-75.618;-148.662;-121.417;83.435;179.908;184.869;50.502;-20.377;9.978
6490;-188.783;-243.012;;359.698;268.611;289.974;-80.459;-150.323;-131.232;83.709;177.521;192.954;51.912;-22.065;11.691
6500;-193.084;-247.632;;366.713;281.251;297.599;-84.73;-152.481;-141.106;83.735;173.455;200.577;52.581;-23.034;13.494
6510;-195.474;-251.703;;371.593;291.993;303.117;-88.212;-153.473;-150.848;83.797;167.21;208.528;54.174;-23.088;14.354
6520;-197.865;-256.308;;376.501;302.126;307.916;-91.341;-154.225;-159.341;84.979;160.538;216.113;55.375;-23.059;14.015
6530;-198.861;-259.441;;378.221;309.32;310.001;-94.025;-154.914;-165.112;86.145;153.214;223.148;55.425;-23.101;13.139
6540;-199.083;-261.741;;376.658;313.748;312.066;-96.756;-155.615;-169.519;87.221;146.29;228.385;54.499;-23.142;12.295
6550;-198.421;-264.323;;372.07;315.879;311.971;-99.428;-156.818;-174.183;87.657;138.8;231.993;52.93;-23.79;11.451
6560;-196.876;-267.185;;365.19;315.074;308.607;-102.299;-156.859;-178.397;88.261;130.873;234.269;50.08;-24.844;11.857
6570;-195.375;-269.167;;358.386;312.404;305.353;-103.872;-157.273;-182.228;88.817;122.792;237.404;47.099;-25.912;12.393
6580;-191.27;-270.4;;349.822;305.465;298.865;-105.593;-156.324;-186.214;88.932;115.39;238.952;42.262;-26.815;10.934
6590;-186.291;-270.313;;338.491;295.752;290.932;-106.401;-153.382;-189.317;87.935;109.473;239.281;36.428;-27.719;10.102
6600;-182.83;-270.03;;324.258;285.286;281.674;-107.917;-149.254;-192.21;86.945;103.301;236.35;30.914;-29.073;10.017
6610;-181.062;-267.247;;307.646;272.873;270.923;-110.211;-144.806;-194.756;85.514;94.804;232.83;25.055;-31.153;9.779
6620;-181.868;-263.949;;291.033;259.673;259.109;-112.378;-142.538;-196.178;83.611;85.628;227.694;21.338;-33.553;10.702
6630;-182.694;-260.672;;272.021;246.452;246.979;-114.945;-143.895;-197.194;81.665;75.414;220.826;17.572;-36.189;11.759
6640;-180.542;-258.673;;251.05;231.674;232.817;-116.665;-145.983;-196.051;79.279;66.132;214.048;15.308;-37.753;12.712
6650;-176.6;-257.033;;228.833;216.225;217.614;-117.106;-148.644;-192.921;76.857;58.618;205.312;12.603;-38.826;12.811
6660;-171.523;-256.766;;205.621;200.043;203.077;-116.91;-149.914;-190.139;74.658;50.381;196.175;11.134;-39.018;12.484
6670;-166.046;-256.561;;182.406;184.228;187.742;-116.715;-151.636;-188.837;72.455;42.508;187.156;11.665;-39.01;12.45
6680;-157.277;-255.745;;158.63;169.492;172.367;-116.425;-153.197;-188.894;70.537;34.299;177.746;12.244;-38.228;13.794
6690;-148.194;-253.04;;134.419;154.497;156.086;-116.372;-154.759;-188.283;67.982;25.759;168.217;13.543;-36.046;15.139
6700;-139.948;-249.444;;110.639;138.121;138.938;-115.872;-154.543;-188.586;64.935;16.066;158.317;13.949;-33.676;17.146
6710;-132.561;-246.248;;89.255;120.221;119.79;-115.356;-154.734;-188.109;63.143;5.698;146.487;14.851;-30.046;19.194
6720;-125.07;-243.108;;67.366;102.408;100.197;-113.985;-152.426;-188.09;60.768;-3.11;134.891;15.399;-26.498;20.123
6730;-117.477;-237.917;;48.763;83.455;81.491;-113.044;-149.599;-187.314;57.291;-12.148;122.112;16.949;-22.868;20.39
6740;-109.884;-232.727;;33.188;65.121;64.985;-112.103;-146.606;-184.819;53.974;-21.261;109.708;18.479;-19.051;21.001
6750;-101.694;-225.441;;20.181;47.541;48.316;-111.015;-141.433;-182.779;50.167;-30.91;97.898;20.648;-16.29;21.688
6760;-93.735;-217.641;;9.41;31.061;33.629;-108.839;-135.977;-178.712;45.571;-39.44;86.13;22.79;-14.08;23.25
6770;-85.756;-209.33;;-1.52;14.582;20.422;-106.709;-128.88;-174.164;40.061;-47.317;74.414;24.732;-10.35;25.599
6780;-77.466;-200.708;;-10.25;0.503;9.735;-104.821;-121.708;-169.941;34.767;-55.022;63.731;27.338;-6.738;27.941
6790;-68.87;-190.846;;-16.192;-11.16;-0.828;-102.943;-112.585;-164.411;29.774;-61.977;53.073;29.859;-1.662;30.563
6800;-59.966;-180.308;;-21.388;-21.789;-9.807;-100.59;-103.411;-157.054;25.652;-68.451;43.501;33.141;2.541;33.257
6810;-52.84;-169.572;;-25.575;-31.392;-17.086;-98.354;-94.538;-149.312;21.361;-74.857;34.28;37.029;6.924;35.375
6820;-44.583;-157.534;;-29.825;-41.106;-24.298;-95.68;-84.27;-140.567;16.378;-81.097;25.17;40.851;10.828;37.135
6830;-38.395;-146.287;;-33.53;-48.69;-30.806;-93.288;-73.692;-132.429;11.643;-87.137;17.341;45.497;14.09;39.077
6840;-32.956;-134.876;;-36.881;-53.541;-37.382;-91.892;-63.259;-123.868;7.53;-92.997;9.912;49.545;16.512;40.626
6850;-26.446;-122.731;;-40.861;-58.488;-43.375;-90.779;-52.826;-115.461;3.834;-97.968;3.237;53.258;18.61;41.575
6860;-18.495;-111.484;;-44.974;-62.117;-49.614;-89.906;-43.108;-107.12;0.266;-100.48;-3.359;56.159;20.026;42.524
6870;-8.905;-100.433;;-49.114;-65.106;-55.811;-88.167;-33.713;-99.938;-4.058;-102.592;-10.994;58.583;21.825;41.695
6880;1.087;-88.269;;-53.335;-68.126;-61.575;-85.883;-24.499;-89.85;-9.2;-103.549;-17.807;60.23;23.807;40.328
6890;9.919;-75.465;;-57.603;-70.634;-66.593;-82.171;-15.286;-80.432;-14.614;-105.426;-24.819;61.326;24.669;38.994
6900;17.977;-61.044;;-61.85;-73.43;-71.549;-78.349;-6.299;-72.083;-20.528;-107.408;-30.33;62.066;26.116;38.32
6910;26.753;-42.588;;-66.059;-76.239;-76.836;-72.794;4.643;-62.621;-26.803;-110.23;-34.764;61.567;27.382;37.701
6920;36.181;-24.474;;-70.505;-79.888;-81.808;-67.709;15.019;-48.716;-32.749;-113.092;-38.999;59.713;28.4;36.932
