timepoints (min);30: frq9-.1;31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.3;;41: wc-1-.1;42: wc-1-.2;43: wc-1-.3
4870;115.683;-36.589;-22.961;-117.727;-95.357;74.397;-118.706;-82.412;-231.269;-66.983;-65.937;;-66.786;-70.341;22.295
4880;129.891;-37.043;-21.356;-117.909;-91.732;77.068;-120.527;-82.372;-226.972;-68.684;-67.257;;-65.521;-75.897;23.694
4890;142.546;-36.145;-18.73;-117.356;-88.272;80.575;-123.148;-81.473;-223.211;-70.709;-68.577;;-65.081;-79.381;24.301
4900;155.171;-35.143;-16.145;-115.436;-85.706;83.99;-125.047;-80.032;-218.857;-72.734;-69.862;;-63.807;-84.741;21.989
4910;167.796;-33.146;-12.817;-113.989;-80.341;87.775;-126.972;-78.313;-212.681;-74.959;-70.588;;-61.948;-90.308;18.732
4920;178.566;-31.149;-9.599;-112.549;-76.001;92.382;-128.782;-76.596;-206.422;-75.543;-70.647;;-60.483;-95.138;15.505
4930;188.316;-29.743;-4.552;-110.745;-71.377;97.555;-129.312;-75.232;-199.593;-75.77;-70.706;;-60.397;-101.553;14.026
4940;197.217;-29.768;0.375;-108.149;-66.648;101.123;-129.743;-73.752;-192.792;-75.996;-71.324;;-61.272;-105.553;14.396
4950;205.643;-29.793;5.578;-103.923;-58.8;106.862;-129.836;-72.636;-185.23;-76.462;-72.702;;-61.403;-108.217;16.797
4960;214.069;-28.902;11.061;-98.905;-48.995;113.731;-129.125;-71.542;-176.909;-76.928;-74.383;;-60.35;-110.876;18.694
4970;222.637;-27.873;15.783;-95.068;-40.306;120.229;-128.177;-69.815;-166.906;-75.523;-76.359;;-58.189;-114.726;19.782
4980;229.768;-25.13;20.575;-91.705;-31.178;125.694;-126.859;-67.891;-157.52;-73.724;-78.334;;-55.495;-118.334;20.582
4990;237.186;-21.837;24.298;-86.459;-22.134;132.156;-125.948;-66.17;-149.363;-71.926;-80.789;;-50.597;-119.29;19.742
5000;242.556;-18.49;27.661;-80.119;-12.236;138.127;-125.403;-65.148;-140.113;-71.247;-83.244;;-46.415;-122.566;19.662
5010;249.286;-15.13;30.934;-74.12;-2.628;145.723;-124.934;-64.634;-129.855;-69.437;-86.145;;-42.306;-128.306;19.106
5020;252.639;-11.797;34.058;-66.214;9.381;154.866;-125.641;-63.91;-118.338;-67.372;-88.246;;-38.666;-132.192;17.022
5030;256.728;-7.764;36.913;-58.11;21.992;161.95;-127.583;-63.185;-105.142;-65.308;-90.519;;-35.804;-133.065;15.229
5040;259.698;-4.868;38.705;-51.404;32.506;168.39;-129.223;-61.868;-92.995;-63.401;-93.957;;-32.414;-132.734;15.881
5050;262.715;-1.895;40.539;-45.668;44.592;172.232;-129.748;-60.981;-80.931;-61.495;-96.796;;-28.935;-132.321;19.702
5060;263.491;-0.115;42.539;-39.71;58.324;176.404;-130.799;-59.941;-67.903;-60.189;-99.634;;-24.326;-130.806;20.706
5070;263.826;1.666;44.851;-32.641;77.057;178.492;-130.378;-58.654;-53.834;-58.641;-102.356;;-18.782;-128.89;21.949
5080;260.417;3.101;47.014;-24.739;96.003;178.825;-128.983;-56.476;-38.88;-57.128;-105.437;;-12.469;-127.91;23.476
5090;257.007;5.326;48.921;-16.764;115.549;178.389;-126.982;-53.89;-22.774;-54.975;-108.559;;-7.15;-126.92;25.315
5100;253.119;7.55;49.532;-7.346;130.395;180.77;-123.312;-50.938;-6.403;-53.942;-111.68;;-1.03;-124.621;26.401
5110;249.526;10.964;49.743;2.774;145.43;185.51;-119.381;-48.545;9.577;-53.026;-113.939;;5.594;-121.514;26.439
5120;244.51;14.433;49.706;13.931;157.581;187.679;-114.839;-46.31;27.265;-52.145;-116.479;;11.659;-118.932;26.132
5130;238.877;19.308;50.077;25.21;169.585;190.301;-110.377;-43.634;45.615;-50.863;-119.018;;16.302;-116.674;25.257
5140;232.204;25.754;49.978;35.67;180.359;191.081;-104.723;-40.648;62.589;-49.102;-120.748;;22.04;-115.125;24.16
5150;225.906;32.201;49.858;45.371;191.098;188.268;-99.326;-37.881;78.847;-47.341;-122.477;;27.497;-111.549;24.152
5160;219.025;39.701;47.549;56.099;198.872;184.902;-92.777;-35.454;92.611;-45.248;-124.767;;32.099;-106.297;23.487
5170;213.943;47.083;45.288;67.17;205.23;178.215;-86.04;-33.291;102.72;-44.796;-127.057;;36.663;-101.268;21.737
5180;208.847;54.822;40.731;77.71;211.192;172.861;-79.556;-30.232;112.139;-43.463;-127.748;;42.716;-97.228;19.034
5190;203.31;62.538;36.335;86.062;215.95;169.952;-71.138;-26.366;123.71;-42.131;-128.239;;49.968;-95.236;16.503
5200;198.621;70.309;31.939;93.047;218.439;162.455;-61.219;-21.975;133.146;-41.019;-128.73;;56.203;-94.011;15.404
5210;192.622;77.828;27.966;99.192;220.503;154.098;-53.737;-17.56;142.497;-39.908;-129.028;;61.361;-92.007;17.121
5220;187.503;85.975;24.232;106.148;222.851;146.881;-45.968;-12.211;151.157;-40.236;-126.881;;65.356;-88.964;19.109
5230;180.68;93.61;20.629;113.835;225.597;141.8;-37.328;-7.036;161.41;-40.564;-124.735;;70.306;-85.008;20.014
5240;172.585;100.003;17.123;120.712;228.563;134.463;-28.389;-2.332;170.939;-40.603;-122.886;;76.371;-80.839;18.92
5250;163.968;105.28;14.432;126.702;231.75;127.633;-20.128;2.96;178.978;-40.641;-121.057;;82.83;-76.702;17.974
5260;154.092;109.647;11.623;133.17;235.234;121.324;-11.945;9.183;182.534;-41.2;-116.668;;89.058;-72.366;18.764
5270;144.217;112.534;10.651;138.556;235.873;113.079;-1.894;15.601;184.081;-41.393;-112.279;;95.583;-67.848;20.444
5280;133.815;113.43;10.417;144.843;232.466;104.222;9.975;21.888;184.921;-41.586;-108.034;;102.953;-63.669;22.303
5290;122.161;114.352;10.451;153.302;229.28;93.797;21.618;28.208;186.192;-42.103;-102.059;;111.077;-60.648;21.676
5300;110.752;116.393;10.535;162.074;224.543;83.247;33.909;33.564;188.338;-41.981;-96.084;;119.561;-57.657;20.88
5310;99.175;119.866;10.135;170.308;220.885;74.091;48.756;40.695;187.75;-41.189;-89.909;;127;-54.509;19.244
5320;88.919;123.291;9.844;178.109;217.65;64.508;65.148;49.046;184.505;-40.397;-83.734;;134.75;-51.931;17.985
5330;81.512;126.567;9.07;183.721;214.124;55.548;82.241;58.481;180.303;-39.364;-77.215;;142.792;-49.332;18.767
5340;77.946;127.872;8.352;188.781;206.477;46.243;100.135;68.09;174.521;-37.371;-70.697;;150.236;-44.418;20.163
5350;75.261;129.239;8.197;192.8;196.44;36.124;118.168;78.041;168.029;-34.141;-63.95;;155.906;-39.49;22.57
5360;73.239;127.534;8.783;194.6;186.968;24.927;135.036;87.52;162.946;-30.91;-58.004;;161.848;-35.305;24.099
5370;71.621;126.152;9.335;195.92;177.618;15.898;151.608;98.255;155.794;-30.84;-50.517;;169.12;-29.983;24.716
5380;70.004;123.468;9.259;196.869;169.451;6.575;170.317;109.628;148.419;-30.756;-43.189;;177.001;-25.021;27.553
5390;64.91;119.648;8.828;196.83;161.181;-2.113;188.199;121.072;143.59;-31.159;-36.581;;183.357;-20.073;33.371
5400;59.817;115.098;8.348;195.337;152.972;-6.766;206.786;133.299;139.134;-31.561;-29.828;;189.792;-14.015;38.617
5410;50.869;110.039;8.428;193.197;144.57;-11.79;227.454;146.163;136.385;-30.964;-22.571;;197.084;-7.977;44.657
5420;40.513;103.499;7.794;189.269;136.368;-13.588;244.956;159.036;138.083;-30.415;-15.314;;205.399;-2.574;50.794
5430;30.033;97.662;8.008;185.025;127.768;-19.287;257.996;171.382;140.28;-30.525;-9.098;;212.087;1.854;55.578
5440;19.288;92.197;8.79;182.641;120.323;-24.814;269.014;182.964;140.48;-30.636;-0.957;;213.295;9.461;58.32
5450;2.823;86.491;10.48;180.71;113.509;-28.354;277.534;191.543;142.764;-17.146;7.059;;215.006;16.832;57.302
5460;-11.622;81.113;12.491;178.429;105.846;-33.379;287.248;197.694;144.237;-3.657;15.076;;217.054;24.967;54.465
5470;-27.108;74.815;15.108;175.301;98.41;-41.189;295.124;203.152;143.945;9.436;21.052;;218.873;32.673;49.843
5480;-39.713;68.495;16.066;171.568;89.815;-50.342;301.913;208.956;142.564;22.528;26.469;;217.814;39.313;44.785
5490;-49.566;62.284;17.248;167.317;80.143;-59.697;307.657;214.179;145.061;35.861;31.886;;214.615;43.914;40.794
5500;-61.298;56.513;17.168;161.917;69.65;-69.317;312.222;217.895;148.629;49.069;37.302;;210.808;46.643;37.366
5510;-73.469;49.057;17.766;155.92;59.052;-79.898;316.395;220.047;153.297;61.832;40.639;;205.948;49.08;34.055
5520;-87.011;43.004;16.592;147.854;50.608;-89.265;318.725;220.759;157.161;74.594;44.055;;201.127;51.429;30.701
5530;-101.433;38.418;14.668;138.914;43.992;-96.67;320.303;221.519;160.435;85.277;47.472;;194.611;54.783;26.032
5540;-115.546;34.021;12.592;128.833;37.226;-103.128;321.873;220.4;163.154;95.705;50.288;;185.614;59.346;21.921
5550;-130.214;28.386;9.239;117.4;29.55;-108.579;320.119;218.357;164.632;105.534;53.284;;174.931;65.029;16.487
5560;-142.612;21.561;6.872;106.223;19.858;-113.134;314.305;213.105;167.429;115.363;58.04;;163.749;71.752;13.819
5570;-157.84;13.937;4.601;94.999;7.018;-115.723;304.188;205.993;170.702;126.632;62.796;;151.361;80.298;8.663
5580;-173.068;5.982;1.928;84.745;-5.801;-119.419;292.083;198.001;173.179;138.046;67.472;;138.652;87.948;1.148
5590;-192.971;-1.839;-1.103;74.091;-17.756;-121.346;279.098;189.942;175.342;148.499;74.447;;124.414;91.974;-4.905
5600;-210.979;-10.365;-3.995;63.97;-23.061;-123.71;266.177;181.47;176.612;159.146;81.422;;110.385;95.961;-11.259
5610;-229.746;-17.43;-7.266;53.745;-26.161;-128.319;255.323;172.988;176.263;169.033;88.397;;95.083;98.524;-18.828
5620;-246.505;-24.575;-10.117;42.764;-27.429;-132.792;242.862;162.67;175.577;182.218;93.514;;81.735;98.781;-21.426
5630;-261.983;-32.234;-13.208;30.301;-27.221;-137.422;227.35;151.101;173.535;195.403;99.514;;69.386;96.036;-22.372
5640;-272.903;-39.851;-15.404;18.579;-28.313;-141.659;212.579;138.891;169.783;205.006;105.514;;58.24;89.975;-27.835
5650;-284.593;-47.308;-16.989;7.978;-28.094;-147.63;196.364;126.957;164.956;214.608;111.411;;46.946;81.425;-36.295
5660;-292.163;-54.717;-18.706;-2.651;-27.832;-153.156;177.721;114.941;159.674;223.08;116.508;;33.143;72.617;-44.494
5670;-297.894;-60.702;-19.67;-12.094;-29.287;-159.27;162.188;102.343;152.702;231.552;121.466;;19.09;64.79;-52.168
5680;-303.606;-66.604;-21.374;-20.651;-33.468;-163.993;148.277;88.255;144.857;240.223;126.425;;3.603;59.825;-60.636
5690;-308.571;-71.84;-22.607;-28.194;-36.959;-169.505;133.96;73.721;136.486;248.785;129.59;;-5.966;53.244;-67.168
5700;-307.999;-76.634;-24.72;-35.789;-42.927;-174.207;121.148;60.721;127.21;243.553;132.97;;-15.979;46.488;-71.251
5710;-307.426;-81.189;-26.778;-42.792;-49.394;-177.421;109.124;50.131;117.051;238.321;135.989;;-27.524;38.583;-75.654
5720;-305.55;-85.531;-28.942;-50.179;-53.749;-178.501;97.901;39.619;106.737;233.29;139.057;;-39.123;31.949;-78.632
5730;-304.121;-89.748;-29.694;-58.323;-58.239;-178.652;86.811;28.986;95.481;228.113;142.484;;-46.777;27.149;-79.284
5740;-303.76;-93.785;-30.252;-66.215;-61.327;-177.643;76.884;19.359;82.77;222.697;144.775;;-55.783;24.497;-79.654
5750;-301.75;-97.339;-31.178;-72.913;-64.815;-174.847;68.219;10.452;70.622;217.28;147.066;;-65.177;23.189;-82.739
5760;-298.061;-98.884;-32.16;-78.863;-69.25;-172.669;60.273;2.171;59.91;209.423;149.454;;-72.297;21.24;-85.843
5770;-293.786;-99.956;-33.142;-83.561;-74.939;-169.743;54.297;-5.258;50.719;201.953;151.761;;-79.479;18.145;-87.119
5780;-287.67;-101.132;-34.437;-87.418;-79.546;-167.287;47.946;-12.783;39.354;196.563;150.686;;-85.668;13.367;-86.705
5790;-280.914;-102.757;-35.814;-90.928;-81.887;-166.299;40.168;-19.283;25.859;191.172;149.575;;-90.226;8.232;-86.661
5800;-273.716;-104.64;-35.95;-93.826;-83.634;-165.334;34.777;-24.291;11.019;187.702;148.465;;-92.854;2.343;-85.301
5810;-270.037;-106.632;-36.988;-96.622;-83.097;-164.589;31.033;-28.499;-3.952;184.177;145.594;;-95.39;-4.353;-88.817
5820;-265.463;-108.223;-38.059;-99.872;-81.959;-163.96;28.852;-32.855;-18.041;179.577;140.644;;-97.953;-12.441;-90.913
5830;-259.857;-109.832;-38.451;-103.668;-83.121;-164.568;27.993;-37.279;-32.357;174.977;135.694;;-101.302;-20.361;-90.324
5840;-253.05;-110.331;-39.219;-107.181;-83.56;-164.451;27.348;-41.261;-45.942;164.897;128.423;;-101.4;-27.623;-89.847
5850;-245.274;-110.07;-40.349;-110.309;-88.446;-163.582;24.274;-45.506;-58.087;154.727;121.087;;-101.725;-34.561;-88.705
5860;-236.105;-109.192;-41.062;-113.239;-97.331;-161.761;19.069;-49.188;-69.607;145.49;113.668;;-102.069;-39.585;-84.872
5870;-229.058;-108.183;-41.276;-115.505;-105.927;-158.73;14.574;-52.49;-80.858;134.132;106.248;;-104.777;-42.781;-86.948
5880;-222.444;-106.553;-41.49;-116.877;-116.276;-156.997;9.698;-55.219;-91.858;122.775;97.829;;-108.041;-45.688;-93.366
5890;-215.83;-104.848;-41.321;-118.967;-124.585;-156.043;3.444;-58.588;-103.08;115.103;89.486;;-111.306;-44.724;-98.223
5900;-209.491;-102.641;-39.978;-120.068;-132.661;-153.124;-3.263;-62.872;-114.054;107.432;81.142;;-114.716;-43.119;-100.298
5910;-204.298;-100.862;-38.634;-121.354;-140.647;-151.881;-11.317;-66.526;-124.948;99.257;72.799;;-115.752;-40.348;-101.455
5920;-199.218;-98.92;-36.148;-122.152;-144.999;-150.599;-20.684;-69.411;-134.677;91.081;64.455;;-117.137;-36.807;-101.945
5930;-194.505;-97.207;-32.524;-123.408;-144.27;-147.575;-28.495;-71.71;-144.683;82.713;56.596;;-116.697;-34.428;-101.348
5940;-188.552;-96.148;-28.901;-125.458;-142.303;-143.735;-35.919;-74.145;-154.484;74.345;48.737;;-116.72;-33.114;-101.75
5950;-182.575;-94.841;-25.687;-128.206;-137.094;-140.381;-44.28;-76.172;-162.737;65.103;40.877;;-114.596;-32.422;-104.11
5960;-175.501;-93.334;-23.629;-128.996;-135.174;-135.288;-51.502;-77.654;-170.218;55.814;33.812;;-110.495;-32.101;-106.488
5970;-168.786;-91.986;-22.131;-128.968;-133.728;-129.934;-57.563;-78.815;-176.23;46.324;27.788;;-106.808;-33.159;-108.368
5980;-161.692;-90.414;-20.905;-126.361;-132.593;-123.717;-64.49;-79.83;-183.01;36.834;21.763;;-105.274;-35.68;-109.833
5990;-155.178;-88.814;-19.542;-122.465;-131.142;-117.968;-72.04;-80.666;-190.93;27.468;17.102;;-101.553;-39.377;-111.665
6000;-148.494;-86.412;-17.257;-118.448;-129.251;-114.341;-78.406;-81.502;-201.503;18.101;11.601;;-98.324;-43.466;-111.692
6010;-143.098;-84.415;-15.433;-114.586;-126.141;-105.978;-84.498;-83.022;-212.717;11.126;6.328;;-97.728;-45.647;-112.977
6020;-137.33;-83.084;-13.61;-110.182;-122.934;-100.799;-91.233;-84.425;-223.625;4.15;1.055;;-97.754;-47.303;-115.172
6030;-132.841;-82.159;-11.502;-104.938;-118.874;-93.817;-97.172;-84.85;-232.153;-3.953;-0.759;;-97.542;-49.04;-117.069
6040;-127.949;-81.222;-9.759;-100.212;-120.259;-85.472;-101.981;-85.112;-239.091;-12.057;-3.292;;-97.268;-52.073;-118.702
6050;-123.117;-80.879;-8.015;-95.223;-124.713;-78.571;-109.407;-85.497;-245.473;-22.08;-6.061;;-96.954;-55.103;-119.942
6060;-114.917;-81.109;-6.443;-90.674;-129.983;-72.954;-117.817;-86.6;-251.4;-32.248;-8.829;;-95.433;-57.472;-120.772
6070;-107.103;-80.732;-4.663;-85.663;-135.454;-67.623;-126.179;-87.945;-257.379;-44.819;-9.366;;-92.086;-59.861;-121.712
6080;-101.026;-79.888;-2.76;-80.345;-137.49;-59.71;-134.676;-89.84;-262.777;-57.39;-9.942;;-88.452;-62.28;-123.963
6090;-94.964;-78.48;0.634;-76.236;-139.912;-52.748;-143.622;-92.028;-268.331;-64.481;-10.85;;-87.463;-63.526;-126.683
6100;-91.462;-77.767;5.959;-72.377;-139.887;-46.127;-151.905;-93.797;-274.079;-70.852;-11.877;;-86.672;-65.197;-128.621
6110;-88.028;-77.734;11.303;-69.091;-137.542;-39.745;-159.745;-94.862;-280.528;-77.603;-12.546;;-84.633;-67.663;-129.076
6120;-83.881;-77.454;17.012;-65.241;-134.279;-34.534;-167.548;-95.997;-286.819;-82.233;-13.895;;-82.13;-69.506;-128.559
6130;-80.623;-77.75;22.139;-59.731;-130.832;-30.219;-174.023;-98.138;-292.052;-86.863;-15.244;;-78.785;-69.108;-127.641
6140;-77.15;-76.039;25.661;-53.269;-126.465;-23.801;-179.015;-100.469;-295.942;-90.014;-17.297;;-75.912;-70.354;-126.421
6150;-72.957;-73.516;26.923;-46.728;-123.31;-17.778;-182.108;-102.793;-298.95;-93.054;-19.629;;-73.535;-71.306;-125.745
6160;-67.92;-70.206;28.208;-40.589;-119.854;-11.171;-184.699;-105.265;-302.128;-96.19;-21.961;;-71.641;-74.644;-125.805
6170;-60.895;-67.423;28.359;-35.008;-118.001;-4.521;-186.746;-107.274;-306.403;-99.327;-24.294;;-69.357;-79.366;-125.33
6180;-53.764;-64.314;28.412;-30.012;-118.721;0.52;-188.876;-108.313;-309.806;-103.303;-27.393;;-67.277;-83.127;-124.385
6190;-46.906;-61.335;27.912;-24.462;-120.072;4.168;-189.752;-107.811;-312.578;-107.114;-30.292;;-66.073;-85.709;-122.91
6200;-40.048;-55.756;27.89;-18.545;-121.843;9.985;-188.719;-106.137;-315.825;-110.245;-33.192;;-65.286;-86.938;-120.025
6210;-34.411;-47.877;28.183;-12.868;-119.494;14.222;-188.851;-105.323;-318.073;-113.652;-36.091;;-65.579;-86.45;-117.145
6220;-28.611;-39.194;28.103;-6.546;-119.022;18.084;-188.487;-104.634;-319.796;-118.404;-39.754;;-65.97;-86.063;-115.31
6230;-22.406;-29.552;29.065;-2.011;-117.186;22.695;-187.319;-103.792;-318.629;-123.156;-42.738;;-65.396;-86.975;-114.423
6240;-15.233;-20.265;31.29;1.207;-116.262;25.723;-186.084;-102.735;-316.222;-127.948;-45.721;;-62.948;-85.443;-113.563
6250;-6.348;-11.841;33.694;4.407;-113.221;30.713;-184.612;-100.872;-312.233;-132.739;-47.865;;-59.445;-80.328;-113.206
6260;1.512;-3.741;37.091;8.797;-107.81;32.69;-181.672;-97.277;-306.563;-136.688;-49.87;;-55.276;-76.65;-113.378
6270;8.417;4.542;40.473;12.466;-102.619;35.526;-178.961;-92.785;-301.654;-140.637;-51.103;;-50.498;-72.004;-113.08
6280;14.326;13.127;44;16.837;-100.465;37.928;-177.245;-88.61;-295.785;-143.306;-52.337;;-45.201;-68.519;-113.396
6290;18.578;22.026;47.105;21.429;-98.644;41.036;-174.513;-85.793;-288.059;-145.975;-52.539;;-40.823;-65.763;-114.741
6300;21.865;31.537;49.593;25.721;-96.034;44.088;-169.731;-83.443;-277.076;-145.179;-53.982;;-37.12;-62.698;-115.397
6310;24.952;41.476;52.161;30.588;-93.349;48.546;-164.248;-80.719;-265.298;-144.37;-55.301;;-34.472;-59.167;-114.774
6320;31.712;50.353;54.505;36.105;-89.648;52.063;-158.938;-77.074;-251.571;-141.04;-56.619;;-34.236;-54.41;-112.352
6330;39.017;58.89;57.371;42.702;-84.487;54.062;-152.912;-73.775;-236.005;-137.27;-57.96;;-33.622;-49.55;-110.639
6340;45.295;66.992;59.557;50.812;-77.447;57.226;-145.894;-71.221;-218.928;-133.459;-59.901;;-31.778;-46.371;-108.981
6350;51.81;75.67;61.368;58.385;-70.716;59.07;-139.804;-68.931;-199.641;-130.368;-61.855;;-28.161;-42.953;-106.972
6360;57.404;84.363;64.099;64.637;-63.978;62.968;-133.419;-66.771;-178.623;-127.284;-63.81;;-24.131;-38.087;-105.018
6370;63.928;93.815;66.07;70.443;-57.028;65.564;-126.912;-64.77;-157.228;-124.8;-65.07;;-20.052;-32.941;-102.948
6380;71.692;104.279;69.039;74.203;-50.125;70.684;-119.411;-61.115;-136.219;-122.674;-65.731;;-18.157;-27.657;-97.818
6390;78.931;112.99;70.087;78.523;-42.059;72.606;-111.884;-56.45;-115.709;-122.029;-66.392;;-17.294;-23.196;-92.88
6400;86.637;120.662;71.45;82.372;-35.823;74.737;-104.257;-51.468;-93.934;-121.383;-66.841;;-16.647;-19.4;-86.276
6410;93.583;128.008;73.588;86.323;-30.055;76.723;-97.863;-45.819;-72.641;-120.68;-66.988;;-14.207;-15.099;-76.909
6420;98.654;135.217;75.726;90.046;-24.583;79.752;-92.919;-39.079;-51.643;-119.728;-66.054;;-11.663;-9.888;-68.861
6430;103.604;142.046;78.495;94.188;-17.154;82.109;-87.383;-31.884;-29.461;-117.937;-65.12;;-8.983;-3.543;-61.943
6440;107.76;149.055;81.887;98.552;-6.334;85.113;-81.229;-24.865;-8.225;-116.145;-64.069;;-7.463;4.268;-54.359
6450;111.999;153.673;85.279;104.102;6.439;87.226;-73.709;-17.605;12.703;-113.833;-61.938;;-6.193;11.392;-49.196
6460;116.194;155.723;87.914;108.805;19.095;89.841;-65.692;-9.946;34.48;-111.639;-59.807;;-4.611;15.612;-42.966
6470;120.928;156.12;89.619;112.927;31.244;91.417;-57.543;-1.003;55.218;-108.644;-57.676;;-3.29;18.564;-31.793
6480;127.843;155.422;91.324;116.127;44.05;91.389;-50.33;9.139;76.833;-105.65;-56.225;;-3.004;24.072;-21.429
6490;132.97;153.964;91.303;119.004;56.614;94.792;-43.855;20.959;99.612;-103.097;-54.094;;-3.458;27.455;-10.771
6500;136.574;152.043;90.84;121.327;69.963;96.861;-38.01;32.978;122.913;-100.543;-51.963;;-4.152;26.735;1.688
6510;140.109;150.414;89.439;122.484;81.508;97.16;-32.269;46.019;146.8;-98.84;-49.832;;-4.822;25.779;16.134
6520;143.219;149.11;87.419;124.326;94.521;98.586;-25.45;57.817;171.657;-97.137;-48.501;;-5.029;25.105;29.127
6530;146.316;147.422;85.709;124.953;108.392;99.203;-18.207;69.37;194.481;-95.439;-47.29;;-6.004;27.444;43.012
6540;150.72;145.571;84.659;124.713;124.885;99.244;-13.263;83.668;215.742;-93.741;-46.079;;-7.262;31.397;61.313
6550;154.783;140.433;84.255;123.484;141.444;98.715;-8.767;96.866;234.626;-93.163;-43.628;;-7.665;34.043;80.483
6560;159.137;134.097;83.051;121.092;156.189;96.524;-3.738;108.843;253.992;-92.422;-42.959;;-7.287;34.52;98.181
6570;160.472;128.739;82.01;117.863;171.17;95.023;1.697;120.4;271.83;-91.647;-42.476;;-6.178;34.281;114.47
6580;161.698;123.81;78.52;113.131;183.811;93.724;8.432;132.197;288.884;-91.312;-41.993;;-5.81;32.964;127.806
6590;163.924;119.075;74.989;108.152;194.297;89.906;15.712;144.411;305.488;-90.977;-41.124;;-6.454;32.923;139.217
6600;164.939;113.426;68.625;103.752;204.83;86.803;23.188;155.444;319.317;-90.641;-40.255;;-7.501;34.439;147.65
6610;166.244;107.881;61.17;101.823;213.593;82.657;30.338;163.908;329.815;-90.474;-40.886;;-8.985;35.451;154.986
6620;163.368;101.188;53.839;99.6;219.895;79.67;38.779;172.364;340.708;-89.708;-41.516;;-10.17;34.019;163.844
6630;158.258;93.694;46.811;98.323;226.481;76.349;47.401;178.313;350.908;-88.941;-43.312;;-10.087;33.142;172.418
6640;153.148;86.276;42.593;95.662;230.943;75.16;55.581;182.258;360.113;-88.174;-45.108;;-8.579;35.123;184.414
6650;148.138;79.24;38.072;92.041;235.932;73.272;62.859;185.757;367.692;-87.076;-45.543;;-6.821;36.967;195.572
6660;142.521;72.764;33.383;89.101;239.103;72.207;70.881;187.909;376.357;-85.244;-46.152;;-7.025;36.334;205.895
6670;138.039;65.648;28.523;87.512;242.164;69.73;81.914;188.727;385.448;-83.412;-48.164;;-7.287;34.592;216.727
6680;133.89;60.752;21.796;85.31;242.363;67.699;92.69;187.69;392.281;-81.581;-50.177;;-7.742;33.578;229.766
6690;129.963;55.495;14.757;82.229;241.142;65.441;102.21;185.183;399.632;-80.694;-50.269;;-6.259;33.677;242.714
6700;126.822;50.679;7.801;77.418;238.462;63.113;112.852;181.811;406.797;-80.327;-51.372;;-3.966;33.437;259.723
6710;123.161;45.945;2.445;71.875;235.21;60.228;124.983;178.103;412.081;-76.714;-52.476;;-0.892;34.909;272.823
6720;119.535;42.434;-1.508;66.331;232.199;58.748;136.139;172.983;417.081;-73.468;-53.579;;3.011;37.074;280.56
6730;114.128;38.972;-5.433;61.283;228.87;58.269;148.588;166.447;421.348;-70.221;-54.683;;7.018;37.044;290.298
6740;110.179;36.581;-8.516;55.356;225.611;55.437;161.148;158.572;422.481;-67.174;-53.982;;10.967;37.101;300.201
6750;106.026;34.909;-10.535;49.505;221.015;51.411;171.731;150.345;420.81;-64.127;-53.281;;14.989;38.291;308.877
6760;103.476;33.058;-12.479;42.212;215.131;47.291;180.535;140.287;416.945;-57.586;-52.581;;20.003;38.908;316.807
6770;102.208;31.905;-13.076;34.057;207.771;42.353;189.863;130.229;411.964;-51.045;-51.88;;25.2;38.396;324.803
6780;101.2;31.192;-14.134;25.935;205.443;36.657;198.328;118.884;407.048;-44.465;-49.883;;30.606;36.388;329.585
6790;100.189;30.806;-14.992;19.448;202.313;30.203;205.27;104.6;402.945;-37.884;-47.858;;36.366;34.368;327.473
6800;99.498;33.877;-15.71;15.466;198.863;24.761;211.981;90.646;397.861;-31.421;-45.833;;41.499;34.492;321.232
6810;98.084;37.69;-15.843;12.692;196.303;21.421;216.418;78.619;390.436;-23.286;-42.088;;46.247;36.901;316.648
6820;96.67;39.759;-15.895;9.588;193.833;18.912;218.058;66.669;381.694;-15.15;-38.044;;50.394;38.302;311.102
6830;94.026;41.441;-14.65;7.582;187.782;17.491;217.466;56.236;370.422;-7.015;-33.917;;54.541;39.221;307.435
6840;91.292;41.291;-13.848;6.223;182.257;17.345;214.395;45.571;358.014;1.127;-29.79;;58.074;39.208;303.279
6850;87.959;41.512;-12.447;5.28;175.146;17.007;209.123;35.457;345.228;9.269;-25.808;;60.297;39.364;299.87
6860;83.946;40.99;-10.764;4.121;169.37;16.571;203.399;27.654;333.799;17.644;-20.506;;63.015;39.263;299.15
6870;82.094;39.869;-10.641;3.086;165.593;15.811;196.872;19.879;321.597;26.019;-14.83;;65.902;39.712;296.055
6880;83.312;38.302;-11.981;2.589;161.567;14.419;188.739;13.312;309.16;34.174;-9.154;;67.183;40.179;287.388
6890;84.612;36.639;-14.368;3.687;154.77;12.046;179.766;7.243;294.812;42.328;-3.603;;67.724;40.575;276.208
6900;85.901;34.857;-16.476;5.8;146.701;8.676;169.943;1.139;279.641;50.483;0.589;;67.222;42.099;263.414
6910;87.058;33.772;-19.029;8.422;141.512;5.043;159.505;-5.148;263.71;57.752;4.061;;66.65;45.055;248.879
6920;83.581;33.328;-21.07;9.846;137.854;1.12;147.218;-11.517;246.658;64.586;7.712;;66.574;47.287;233.559
6930;76.661;28.44;-22.272;11.826;137.004;-2.88;134.057;-16.47;230.043;71.421;11.356;;66.928;46.575;216.294
