timepoints (min);46: wc-2,- -2;47: wc-2,- -3
12440;-24.745;-70.13
12450;-24.412;-74.56
12460;-23.854;-78.444
12470;-22.316;-83.194
12480;-20.537;-87.897
12490;-18.709;-92.502
12500;-17.141;-95.757
12510;-15.436;-98.106
12520;-14.422;-100.246
12530;-13.021;-103.476
12540;-12.139;-106.895
12550;-11;-111.874
12560;-9.957;-116.309
12570;-9.274;-122.532
12580;-8.702;-129.041
12590;-9.374;-132.186
12600;-11.079;-132.491
12610;-12.306;-132.761
12620;-13.623;-133.112
12630;-14.989;-133.766
12640;-16.368;-133.528
12650;-17.789;-130.931
12660;-18.157;-129.251
12670;-18.28;-125.065
12680;-17.937;-123.142
12690;-17.771;-121.423
12700;-17.681;-122.663
12710;-17.942;-123.724
12720;-18.113;-123.063
12730;-16.87;-121.863
12740;-15.51;-120.055
12750;-13.912;-118.69
12760;-12.843;-117.214
12770;-11.884;-115.868
12780;-11.163;-115.241
12790;-10.393;-114.526
12800;-9.866;-112.268
12810;-9.552;-109.877
12820;-9.178;-105.44
12830;-8.604;-99.843
12840;-7.439;-94.445
12850;-4.975;-88.567
12860;-2.512;-79.937
12870;1.079;-72.188
12880;5.287;-67.439
12890;8.909;-62.49
12900;11.022;-61.021
12910;12.127;-59.081
12920;11;-59.566
12930;9.873;-58.33
12940;9.509;-56.749
12950;9.379;-51.418
12960;10.102;-45.177
12970;11.182;-39.59
12980;10.691;-33.124
12990;10.486;-26.851
13000;10.28;-20.258
13010;9.753;-13.182
13020;9.302;-6.28
13030;9.632;2.561
13040;10.135;11.862
13050;10.446;19.801
13060;10.614;27.364
13070;10.568;34.865
13080;10.055;40.926
13090;9.659;46.806
13100;8.623;50.926
13110;7.519;50.6
13120;5.785;50.357
13130;3.459;57.686
13140;1.175;65.84
13150;0.698;76.468
13160;0.097;85.375
13170;1.143;94.021
13180;2.408;104.466
13190;3.128;114.367
13200;4.968;122.68
13210;6.197;129.514
13220;7.644;136.473
13230;9.043;144.266
13240;8.779;151.043
13250;7.84;156.55
13260;7.726;162.818
13270;7.811;170.105
13280;7.014;176.912
13290;5.69;181.508
13300;4.324;186.159
13310;1.509;189.121
13320;-1.306;189.441
13330;-2.625;189.755
13340;-2.303;188
13350;-2.138;185.88
13360;-1.246;184.2
13370;-0.484;180.83
13380;0.13;173.159
13390;0.743;164.272
13400;0.439;155.426
13410;-0.026;148.737
13420;-0.457;139.404
13430;-0.926;129.808
13440;-1.505;120.772
13450;-2.75;112.15
13460;-3.996;103.528
13470;-5.91;94.35
13480;-8.68;82.767
13490;-10.266;72.371
13500;-10.77;62.217
13510;-11.108;49.308
13520;-10.141;33.924
13530;-9.174;18.21
13540;-7.799;4.455
13550;-7.777;-9.283
13560;-6.143;-21.461
13570;-5.197;-30.966
13580;-5.163;-40.374
13590;-5.972;-46.268
13600;-6.768;-52.044
13610;-7.833;-56.074
13620;-9.331;-58.277
13630;-10.342;-61.768
13640;-11.44;-64.739
13650;-12.138;-68.582
13660;-12.509;-73.683
13670;-12.806;-75.663
13680;-13.068;-77.465
13690;-13.954;-82.214
13700;-14.992;-86.659
13710;-16.692;-88.39
13720;-18.499;-89.441
13730;-19.703;-94.241
13740;-20.841;-99.281
13750;-22.628;-105.326
13760;-23.577;-109.713
13770;-26.361;-111.149
13780;-28.738;-112.73
13790;-30.865;-114.619
13800;-31.632;-116.794
13810;-31.861;-118.263
13820;-31.368;-119.852
13830;-30.513;-120.212
13840;-30.047;-121.452
13850;-29.141;-121.768
13860;-28.596;-122.901
13870;-27.611;-123.67
13880;-26.612;-123.317
13890;-25.506;-122.926
13900;-24.332;-121.614
13910;-23.007;-119.705
13920;-21.921;-118.756
13930;-21.418;-115.226
13940;-20.234;-109.433
13950;-17.572;-100.432
13960;-13.964;-94.177
13970;-9.596;-88.23
13980;-5.498;-78.473
13990;-1.68;-69.218
14000;3.404;-59.483
14010;7.768;-48.164
14020;11.756;-38.646
14030;14.073;-33.232
14040;16.03;-27.938
14050;16.052;-23.883
14060;15.674;-20.699
14070;16.462;-18.61
14080;17.166;-17.059
14090;17.683;-16.11
14100;17.135;-15.761
14110;16.388;-16.6
14120;16.364;-17.905
14130;16.548;-19.988
14140;17.269;-22.426
14150;17.89;-24.301
14160;17.461;-26.724
14170;16.651;-28.452
14180;16.561;-32.541
14190;15.486;-36.953
14200;13.134;-44.525
14210;10.872;-52.895
14220;7.672;-61.535
14230;5.029;-69.436
14240;2.743;-76.586
14250;-0.746;-81.91
14260;-3.383;-88.887
14270;-5.05;-95.007
14280;-5.316;-96.967
14290;-5.847;-99.277
14300;-4.257;-100.708
14310;-3.357;-102.417
14320;-3.688;-104.163
14330;-4.477;-105.884
14340;-3.999;-107.404
14350;-2.971;-107.93
14360;-2.713;-107.764
14370;-3.317;-105.247
14380;-2.441;-99.304
14390;-2.054;-92.922
14400;-1.872;-86.912
14410;-2.017;-78.085
14420;-2.333;-70.099
14430;-3.139;-62.256
14440;-2.701;-54.077
14450;-2.192;-46.801
14460;-1.115;-38.298
14470;-0.087;-27.975
14480;1.65;-18.027
14490;3.321;-7.183
14500;5.981;2.221
14510;8.939;9.838
14520;10.972;16.451
14530;13.116;21.357
14540;15.436;25.615
14550;16.704;29.558
14560;17.088;33.693
14570;16.776;39.36
14580;15.712;43.296
14590;13.447;46.073
14600;11.606;47.75
14610;10.577;49.943
14620;10.092;49.867
14630;9.707;50.391
14640;9.304;50.499
14650;9.167;52.647
14660;9.422;52.11
14670;10.384;57.414
14680;12.595;63.007
14690;14.833;70.202
14700;17.396;78.371
14710;19.472;89.182
14720;21.018;98.269
14730;20.633;108.119
14740;20.236;117.028
14750;17.843;125.179
14760;14.498;135.115
14770;13.585;143.291
14780;12.418;153.674
14790;11.641;162.145
14800;11.496;171.638
14810;12.626;178.833
14820;14.74;184.44
14830;17.371;186.667
14840;18.157;189.781
14850;17.987;189.469
14860;17.819;189.062
14870;18.579;188.038
14880;19.206;185.251
14890;19.506;185.943
14900;18.952;184.274
14910;19.137;186.076
14920;23.153;181.924
14930;26.525;183.84
14940;29.723;184.016
14950;32.53;183.935
14960;35.839;180.834
14970;42.906;177.506
14980;44.22;168.351
14990;45.869;158.603
15000;48.868;149.142
15010;52.187;139.009
15020;52.837;130.525
15030;53.596;121.4
15040;53.543;114.085
15050;54.599;106.22
15060;55.882;100.921
15070;56.093;95.333
15080;56.454;95.467
15090;60.554;96.137
